gemeentecode;jaar;individuele_cv;blokverwarming;stadsverwarming_hoog_gas;stadsverwarming_laag_gas;stadsverwarming_zonder_gas;elektrisch_hoog_gas;elektrisch_laag_gas;elektrisch_zonder_gas
GM0820;2024;89.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
GM0823;2022;88.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
GM0823;2023;84.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM0823;2024;82.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;7.0
GM0824;2022;91.0;1.0;n.a.;n.a.;n.a.;2.0;0.0;3.0
GM0824;2023;87.0;1.0;n.a.;n.a.;n.a.;4.0;1.0;4.0
GM0824;2024;84.0;1.0;n.a.;n.a.;n.a.;5.0;2.0;5.0
GM0826;2022;85.0;4.0;0.0;0.0;4.0;3.0;0.0;2.0
GM0826;2023;81.0;4.0;0.0;0.0;4.0;4.0;1.0;4.0
GM0826;2024;79.0;4.0;0.0;0.0;4.0;5.0;2.0;5.0
GM0828;2022;92.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
GM0828;2023;89.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM0828;2024;86.0;3.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
GM0840;2022;93.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
GM0840;2023;88.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM0840;2024;86.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;6.0
GM0845;2022;90.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM0845;2023;86.0;2.0;n.a.;n.a.;n.a.;4.0;1.0;5.0
GM0845;2024;84.0;2.0;n.a.;n.a.;n.a.;4.0;2.0;6.0
GM0847;2022;91.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM0847;2023;87.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM0847;2024;84.0;2.0;n.a.;n.a.;n.a.;4.0;2.0;7.0
GM0848;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;3.0
GM0848;2023;91.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM0848;2024;89.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;5.0
GM0851;2022;90.0;1.0;n.a.;n.a.;n.a.;1.0;1.0;4.0
GM0851;2023;87.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
GM0851;2024;85.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;6.0
GM0852;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
GM0852;2023;92.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM0852;2024;91.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
GM0855;2022;59.0;5.0;1.0;5.0;21.0;1.0;0.0;7.0
GM0855;2023;57.0;5.0;1.0;4.0;21.0;1.0;1.0;8.0
GM0855;2024;55.0;5.0;1.0;4.0;21.0;2.0;1.0;9.0
GM0858;2022;94.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
GM0858;2023;91.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
GM0858;2024;87.0;1.0;n.a.;n.a.;n.a.;4.0;2.0;5.0
GM0861;2022;93.0;1.0;n.a.;n.a.;n.a.;2.0;0.0;3.0
GM0861;2023;90.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM0861;2024;87.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;6.0
GM0865;2022;89.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
GM0865;2023;86.0;3.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM0865;2024;84.0;3.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM0866;2022;90.0;4.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
GM0866;2023;85.0;4.0;n.a.;n.a.;n.a.;4.0;1.0;5.0
GM0866;2024;83.0;4.0;n.a.;n.a.;n.a.;5.0;2.0;6.0
GM0867;2022;90.0;4.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
GM0867;2023;88.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
GM0867;2024;85.0;4.0;n.a.;n.a.;n.a.;3.0;2.0;6.0
GM0873;2022;91.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
GM0873;2023;88.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
GM0873;2024;86.0;2.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
GM0879;2022;92.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
GM0879;2023;88.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM0879;2024;85.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;6.0
GM0880;2022;87.0;9.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
GM0880;2023;84.0;9.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM0880;2024;81.0;9.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
GM0882;2022;92.0;5.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
GM0882;2023;90.0;5.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
GM0882;2024;88.0;5.0;n.a.;n.a.;n.a.;2.0;2.0;2.0
GM0888;2022;89.0;8.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
GM0888;2023;86.0;8.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
GM0888;2024;84.0;8.0;n.a.;n.a.;n.a.;3.0;3.0;2.0
GM0889;2022;90.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM0889;2023;86.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
GM0889;2024;85.0;0.0;n.a.;n.a.;n.a.;4.0;3.0;6.0
GM0893;2022;91.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;3.0
GM0893;2023;87.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM0893;2024;85.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;5.0
GM0899;2022;85.0;10.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
GM0899;2023;84.0;9.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
GM0899;2024;83.0;8.0;n.a.;n.a.;n.a.;2.0;3.0;2.0
GM0907;2022;89.0;1.0;n.a.;n.a.;n.a.;1.0;1.0;6.0
GM0907;2023;85.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;7.0
GM0907;2024;83.0;1.0;n.a.;n.a.;n.a.;2.0;2.0;8.0
GM0917;2022;84.0;7.0;0.0;1.0;3.0;1.0;1.0;2.0
GM0917;2023;83.0;7.0;0.0;1.0;3.0;1.0;1.0;2.0
GM0917;2024;81.0;7.0;0.0;1.0;4.0;1.0;2.0;2.0
GM0928;2022;87.0;9.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
GM0928;2023;85.0;9.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
GM0928;2024;84.0;8.0;n.a.;n.a.;n.a.;2.0;2.0;2.0
GM0935;2022;76.0;13.0;0.0;0.0;4.0;1.0;0.0;2.0
GM0935;2023;74.0;13.0;0.0;0.0;4.0;1.0;1.0;2.0
GM0935;2024;72.0;12.0;0.0;0.0;4.0;1.0;1.0;5.0
GM0938;2022;92.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
GM0938;2023;89.0;3.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
GM0938;2024;87.0;3.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
GM0944;2022;93.0;2.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
GM0944;2023;90.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
GM0944;2024;85.0;2.0;n.a.;n.a.;n.a.;3.0;2.0;6.0
GM0946;2022;90.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM0946;2023;86.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
GM0946;2024;84.0;0.0;n.a.;n.a.;n.a.;4.0;3.0;6.0
GM0957;2022;89.0;5.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
GM0957;2023;87.0;5.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM0957;2024;86.0;5.0;n.a.;n.a.;n.a.;2.0;2.0;4.0
GM0965;2022;88.0;7.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
GM0965;2023;85.0;9.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
GM0965;2024;84.0;9.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
GM0971;2022;94.0;1.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
GM0971;2023;91.0;1.0;n.a.;n.a.;n.a.;2.0;2.0;3.0
GM0971;2024;90.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
GM0981;2022;74.0;11.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
GM0981;2023;72.0;11.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
GM0981;2024;72.0;11.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
GM0983;2022;86.0;5.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
GM0983;2023;83.0;5.0;n.a.;n.a.;n.a.;4.0;1.0;4.0
GM0983;2024;81.0;4.0;n.a.;n.a.;n.a.;5.0;2.0;5.0
GM0984;2022;89.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;3.0
GM0984;2023;85.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
GM0984;2024;83.0;3.0;n.a.;n.a.;n.a.;3.0;2.0;6.0
GM0986;2022;93.0;1.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
GM0986;2023;89.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
GM0986;2024;87.0;1.0;n.a.;n.a.;n.a.;4.0;2.0;3.0
GM0988;2022;90.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;4.0
GM0988;2023;87.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
GM0988;2024;85.0;3.0;n.a.;n.a.;n.a.;3.0;2.0;6.0
GM0994;2022;90.0;5.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
GM0994;2023;88.0;5.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
GM0994;2024;86.0;5.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
GM0995;2022;78.0;1.0;0.0;0.0;15.0;1.0;0.0;4.0
GM0995;2023;75.0;1.0;0.0;0.0;15.0;1.0;1.0;5.0
GM0995;2024;73.0;1.0;0.0;0.0;15.0;2.0;1.0;7.0
GM1507;2022;92.0;1.0;n.a.;n.a.;n.a.;1.0;1.0;3.0
GM1507;2023;87.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
GM1507;2024;85.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
GM1509;2022;92.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
GM1509;2023;88.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM1509;2024;85.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;7.0
GM1525;2022;92.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
GM1525;2023;89.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM1525;2024;87.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
GM1581;2022;86.0;5.0;n.a.;n.a.;n.a.;2.0;0.0;3.0
GM1581;2023;84.0;5.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM1581;2024;82.0;4.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM1586;2022;92.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
GM1586;2023;88.0;1.0;n.a.;n.a.;n.a.;4.0;1.0;4.0
GM1586;2024;84.0;1.0;n.a.;n.a.;n.a.;4.0;2.0;6.0
GM1598;2022;90.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM1598;2023;86.0;2.0;n.a.;n.a.;n.a.;4.0;1.0;6.0
GM1598;2024;83.0;2.0;n.a.;n.a.;n.a.;5.0;2.0;7.0
GM1621;2022;87.0;1.0;0.0;0.0;4.0;3.0;0.0;3.0
GM1621;2023;86.0;1.0;0.0;0.0;4.0;3.0;1.0;4.0
GM1621;2024;82.0;1.0;0.0;0.0;4.0;4.0;1.0;6.0
GM1640;2022;90.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM1640;2023;86.0;2.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
GM1640;2024;84.0;2.0;n.a.;n.a.;n.a.;4.0;3.0;5.0
GM1641;2022;91.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
GM1641;2023;87.0;3.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
GM1641;2024;84.0;3.0;n.a.;n.a.;n.a.;3.0;3.0;4.0
GM1652;2022;86.0;2.0;n.a.;n.a.;n.a.;1.0;0.0;6.0
GM1652;2023;84.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;6.0
GM1652;2024;82.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;8.0
GM1655;2022;93.0;2.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
GM1655;2023;89.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
GM1655;2024;87.0;2.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
GM1658;2022;92.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM1658;2023;87.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;5.0
GM1658;2024;83.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;6.0
GM1659;2022;91.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;4.0
GM1659;2023;87.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
GM1659;2024;85.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;5.0
GM1667;2022;85.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;7.0
GM1667;2023;79.0;1.0;n.a.;n.a.;n.a.;4.0;2.0;10.0
GM1667;2024;76.0;1.0;n.a.;n.a.;n.a.;5.0;2.0;11.0
GM1669;2022;93.0;1.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
GM1669;2023;89.0;1.0;n.a.;n.a.;n.a.;2.0;2.0;3.0
GM1669;2024;87.0;1.0;n.a.;n.a.;n.a.;3.0;3.0;4.0
GM1674;2022;90.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
GM1674;2023;88.0;3.0;n.a.;n.a.;n.a.;2.0;2.0;3.0
GM1674;2024;86.0;2.0;n.a.;n.a.;n.a.;2.0;2.0;4.0
GM1676;2022;89.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM1676;2023;87.0;1.0;n.a.;n.a.;n.a.;4.0;2.0;5.0
GM1676;2024;85.0;1.0;n.a.;n.a.;n.a.;5.0;2.0;5.0
GM1680;2022;89.0;3.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
GM1680;2023;85.0;3.0;n.a.;n.a.;n.a.;6.0;1.0;4.0
GM1680;2024;81.0;3.0;n.a.;n.a.;n.a.;7.0;2.0;5.0
GM1681;2022;93.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM1681;2023;88.0;1.0;n.a.;n.a.;n.a.;4.0;1.0;4.0
GM1681;2024;85.0;1.0;n.a.;n.a.;n.a.;5.0;2.0;5.0
GM1690;2022;90.0;5.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
GM1690;2023;86.0;5.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
GM1690;2024;83.0;4.0;n.a.;n.a.;n.a.;5.0;2.0;5.0
GM1695;2022;87.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;4.0
GM1695;2023;83.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;6.0
GM1695;2024;81.0;3.0;n.a.;n.a.;n.a.;3.0;2.0;7.0
GM1696;2022;92.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
GM1696;2023;90.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
GM1696;2024;88.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
GM1699;2022;90.0;2.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
GM1699;2023;88.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM1699;2024;84.0;2.0;n.a.;n.a.;n.a.;4.0;2.0;5.0
GM1700;2022;92.0;2.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
GM1700;2023;88.0;2.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
GM1700;2024;85.0;2.0;n.a.;n.a.;n.a.;4.0;2.0;4.0
GM1701;2022;92.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM1701;2023;88.0;1.0;n.a.;n.a.;n.a.;4.0;1.0;4.0
GM1701;2024;85.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;5.0
GM1705;2022;94.0;1.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
GM1705;2023;90.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
GM1705;2024;89.0;1.0;n.a.;n.a.;n.a.;4.0;2.0;3.0
GM1706;2022;94.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
GM1706;2023;90.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
GM1706;2024;88.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
GM1708;2022;91.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
GM1708;2023;88.0;3.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM1708;2024;85.0;3.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
GM1709;2022;91.0;2.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
GM1709;2023;88.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
GM1709;2024;86.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
GM1711;2022;92.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
GM1711;2023;88.0;3.0;n.a.;n.a.;n.a.;2.0;2.0;3.0
GM1711;2024;86.0;2.0;n.a.;n.a.;n.a.;3.0;3.0;4.0
GM1714;2022;92.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
GM1714;2023;89.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM1714;2024;86.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
GM1719;2022;91.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
GM1719;2023;87.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM1719;2024;85.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;6.0
GM1721;2022;90.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM1721;2023;87.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM1721;2024;83.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;7.0
GM1723;2022;90.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;4.0
GM1723;2023;86.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;5.0
GM1723;2024;83.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;7.0
GM1724;2022;89.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM1724;2023;85.0;1.0;n.a.;n.a.;n.a.;4.0;1.0;4.0
GM1724;2024;81.0;1.0;n.a.;n.a.;n.a.;5.0;2.0;6.0
GM1728;2022;90.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
GM1728;2023;86.0;1.0;n.a.;n.a.;n.a.;5.0;2.0;4.0
GM1728;2024;83.0;1.0;n.a.;n.a.;n.a.;6.0;2.0;5.0
GM1729;2022;90.0;4.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
GM1729;2023;87.0;4.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
GM1729;2024;85.0;4.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
GM1730;2022;93.0;1.0;n.a.;n.a.;n.a.;2.0;0.0;3.0
GM1730;2023;89.0;1.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
GM1730;2024;85.0;1.0;n.a.;n.a.;n.a.;5.0;2.0;4.0
GM1731;2022;91.0;2.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
GM1731;2023;86.0;2.0;n.a.;n.a.;n.a.;5.0;1.0;3.0
GM1731;2024;83.0;1.0;n.a.;n.a.;n.a.;6.0;2.0;5.0
GM1734;2022;91.0;1.0;n.a.;n.a.;n.a.;1.0;1.0;3.0
GM1734;2023;88.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM1734;2024;85.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
GM1735;2022;91.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
GM1735;2023;87.0;2.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
GM1735;2024;83.0;2.0;n.a.;n.a.;n.a.;5.0;2.0;4.0
GM1740;2022;92.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;4.0
GM1740;2023;89.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM1740;2024;86.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;6.0
GM1742;2022;91.0;3.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
GM1742;2023;87.0;3.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
GM1742;2024;84.0;3.0;n.a.;n.a.;n.a.;5.0;2.0;5.0
GM1771;2022;90.0;5.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
GM1771;2023;87.0;5.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
GM1771;2024;85.0;5.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
GM1773;2022;91.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
GM1773;2023;86.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM1773;2024;82.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;7.0
GM1774;2022;87.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
GM1774;2023;83.0;1.0;n.a.;n.a.;n.a.;4.0;1.0;4.0
GM1774;2024;80.0;1.0;n.a.;n.a.;n.a.;5.0;2.0;5.0
GM1783;2022;91.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
GM1783;2023;88.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM1783;2024;86.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
GM1842;2022;88.0;2.0;0.0;0.0;5.0;1.0;1.0;1.0
GM1842;2023;86.0;2.0;0.0;0.0;5.0;3.0;1.0;2.0
GM1842;2024;84.0;2.0;0.0;0.0;5.0;3.0;2.0;3.0
GM1859;2022;92.0;2.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
GM1859;2023;88.0;2.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
GM1859;2024;85.0;2.0;n.a.;n.a.;n.a.;5.0;2.0;4.0
GM1876;2022;91.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
GM1876;2023;88.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
GM1876;2024;84.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
GM1883;2022;84.0;8.0;0.0;0.0;4.0;1.0;1.0;1.0
GM1883;2023;81.0;7.0;0.0;1.0;4.0;2.0;1.0;2.0
GM1883;2024;80.0;7.0;0.0;1.0;5.0;2.0;2.0;3.0
GM1884;2022;87.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
GM1884;2023;85.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;7.0
GM1884;2024;81.0;3.0;n.a.;n.a.;n.a.;3.0;1.0;10.0
GM1891;2022;92.0;2.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
GM1891;2023;89.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
GM1891;2024;87.0;2.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
GM1892;2022;83.0;8.0;n.a.;n.a.;n.a.;2.0;0.0;5.0
GM1892;2023;80.0;8.0;n.a.;n.a.;n.a.;3.0;1.0;7.0
GM1892;2024;78.0;7.0;n.a.;n.a.;n.a.;3.0;1.0;9.0
GM1894;2022;91.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM1894;2023;87.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;6.0
GM1894;2024;84.0;0.0;n.a.;n.a.;n.a.;4.0;3.0;7.0
GM1895;2022;90.0;4.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM1895;2023;87.0;4.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM1895;2024;83.0;4.0;n.a.;n.a.;n.a.;4.0;2.0;5.0
GM1896;2022;90.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
GM1896;2023;85.0;3.0;n.a.;n.a.;n.a.;4.0;1.0;4.0
GM1896;2024;83.0;3.0;n.a.;n.a.;n.a.;5.0;2.0;5.0
GM1900;2022;90.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
GM1900;2023;88.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM1900;2024;86.0;3.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM1901;2022;86.0;4.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
GM1901;2023;83.0;4.0;n.a.;n.a.;n.a.;2.0;1.0;6.0
GM1901;2024;81.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;8.0
GM1903;2022;93.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
GM1903;2023;90.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
GM1903;2024;87.0;1.0;n.a.;n.a.;n.a.;4.0;2.0;4.0
GM1904;2022;90.0;3.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
GM1904;2023;88.0;3.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
GM1904;2024;86.0;3.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
GM1911;2022;92.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM1911;2023;88.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM1911;2024;84.0;1.0;n.a.;n.a.;n.a.;5.0;2.0;6.0
GM1916;2022;81.0;17.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
GM1916;2023;79.0;16.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
GM1916;2024;78.0;16.0;n.a.;n.a.;n.a.;1.0;1.0;3.0
GM1924;2022;89.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM1924;2023;86.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM1924;2024;84.0;1.0;n.a.;n.a.;n.a.;4.0;2.0;7.0
GM1926;2022;77.0;2.0;0.0;1.0;11.0;2.0;0.0;6.0
GM1926;2023;75.0;2.0;0.0;1.0;11.0;3.0;1.0;7.0
GM1926;2024;73.0;1.0;0.0;1.0;11.0;3.0;1.0;9.0
GM1930;2022;87.0;5.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
GM1930;2023;85.0;4.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM1930;2024;84.0;4.0;n.a.;n.a.;n.a.;2.0;2.0;5.0
GM1931;2022;91.0;2.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
GM1931;2023;89.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
