waterschap;res_gebied;naamgeving;med_uur;gj_exwko;gj_zomer;gj_metwko;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Tafelbergweg;2.95833333333;81.92;100.8;182.72;Minimale waarde < 20 m3/uur;;GM0363;1105.0;;;GM0363;1105.0;;;GM0363;1105.0;;False;False;False;52.29241383490408;4.947022086347054;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Tienraaikade;11.9166666667;329.99;396.0;725.99;Minimale waarde < 20 m3/uur;;GM0363;1107.0;;;GM0363;1107.0;;;GM0363;1107.0;;False;False;False;52.293255899954794;4.970158651578528;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Schalkwijkpad;44.0833333333;2491.3;1476.0;3967.3;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0363;1107.0;;;GM0363;1107.0;;;GM0363;1107.0;;False;False;False;52.294405916295965;4.981143205614423;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Millingenhof;58.0;3277.78;1936.8;5214.58;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.29669220514342;4.967692980831514;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Puiflijkpad;39.9166666667;1105.35;1332.0;2437.35;Minimale waarde < 20 m3/uur;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.298479099971495;4.981380141734116;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Anne Kooistrahof;13.7083333333;379.6;460.8;840.4;Minimale waarde < 20 m3/uur;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.299703346780085;4.990955296355023;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Nieuwlandhof;15.7916666667;437.29;525.6;962.89;Minimale waarde < 20 m3/uur;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.301287928781555;4.9612281894057135;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Mijehof;10.4166666667;288.45;345.6;634.05;Minimale waarde < 20 m3/uur;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.302008162196195;4.96886993983663;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Laarderhoogtweg Amsterdam;231.666666667;13092.31;7747.2;20839.51;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0363;1101.0;;;GM0363;1101.0;;;GM0363;1101.0;;False;False;False;52.30219336165661;4.944439751047285;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Burg.Mulstraat (Driemond);5.08333333333;140.76;172.8;313.56;Minimale waarde < 20 m3/uur;;GM0363;1109.0;;;GM0363;1109.0;;;GM0363;1109.0;;False;False;False;52.30316497962316;5.020058040753832;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Lentestraat (Driemond);24.75;685.36;828.0;1513.36;Minimale waarde < 20 m3/uur;;GM0363;1109.0;;;GM0363;1109.0;;;GM0363;1109.0;;False;False;False;52.307044088950505;5.019187296484118;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Leusdenhof;16.0416666667;444.22;540.0;984.22;Minimale waarde < 20 m3/uur;;GM0363;1108.0;;;GM0363;1108.0;;;GM0363;1108.0;;False;False;False;52.30778790376627;4.9803787146693175;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Flierbosdreef riool;225.0;12715.56;7524.0;20239.56;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0363;1102.0;;;GM0363;1102.0;;;GM0363;1102.0;;False;False;False;52.312665340621365;4.960043047228718;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;De Loper (Arena);88.75;5015.58;2966.4;7981.98;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0363;1114.0;;;GM0363;1114.0;;;GM0363;1114.0;;False;False;False;52.31485121246396;4.9382344307981265;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Berthold Brechtstraat;19.25;533.06;640.79;1173.86;Minimale waarde < 20 m3/uur;;GM0363;1102.0;;;GM0363;1102.0;;;GM0363;1102.0;;False;False;False;52.318270706197445;4.946288544869874;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Dostojevskisingel;30.5416666667;845.74;1022.4;1868.14;Minimale waarde < 20 m3/uur;;GM0363;1102.0;;;GM0363;1102.0;;;GM0363;1102.0;;False;False;False;52.323192050369535;4.946505631131206;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Achter Drempt;3.16666666667;87.69;108.0;195.69;Minimale waarde < 20 m3/uur;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;52.022017023098655;6.178786155124878;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Drempt;5.20833333333;144.22;172.8;317.02;Minimale waarde < 20 m3/uur;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;52.00769960353077;6.173373641149483;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Hoog-Keppel;4.0;110.76;136.8;247.56;Minimale waarde < 20 m3/uur;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;52.00284892419053;6.205551183292753;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Hummelo;8.41666666667;233.07;280.8;513.87;Minimale waarde < 20 m3/uur;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;52.001552239879786;6.234836594409459;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Keppel;15.25;422.29;511.2;933.49;Minimale waarde < 20 m3/uur;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;51.998468374433195;6.210526341961261;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Laag-Keppel;2.95833333333;81.92;100.8;182.72;Minimale waarde < 20 m3/uur;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;51.9979897415026;6.217784370695897;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Loil;8.04166666667;222.68;266.39;489.08;Minimale waarde < 20 m3/uur;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.95194340639106;6.141185875886002;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Nieuw-Dijk;4.29166666667;118.84;144.0;262.84;Minimale waarde < 20 m3/uur;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.93407286254685;6.152308515347741;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Didam;80.1666666667;4530.5;2678.4;7208.9;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.9436251406041;6.11725989865872;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Kilder;11.2916666667;312.68;374.4;687.08;Minimale waarde < 20 m3/uur;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.93575668629643;6.2325987806002905;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Loerbeek;16.4583333333;455.75;547.2;1002.95;Minimale waarde < 20 m3/uur;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.920332085717696;6.199243282563789;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Oud-Beijerland Pr. Irenestraat;109.916666667;3105.89;3679.2;6785.09;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;3261.0;;;GM1963;3261.0;;;GM1963;3261.0;;False;False;False;51.822604823009605;4.419566880723459;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Oud-Beijerland De Bosschen;0.0;0.0;0.0;0.0;Geen debiet data beschikbaar;;GM1963;3261.0;;;GM1963;3261.0;;;GM1963;3261.0;;False;False;False;51.82672568038544;4.428953888778084;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Oud-Beijerland  Oosterse Gorzen;64.0833333333;1810.78;2145.6;3956.38;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;3261.0;;;GM1963;3261.0;;;GM1963;3261.0;;False;False;False;51.82699379920294;4.426571883888083;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Rockanje;0.0;0.0;0.0;0.0;Geen debiet data beschikbaar;;GM1992;3235.0;;;GM1992;;;;GM1992;;;False;False;False;51.875448130856064;4.0662192173449885;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Tinte;4.33333333333;119.99;144.0;263.99;Minimale waarde < 20 m3/uur;;GM1992;3234.0;;;GM1992;;;;GM1992;;;False;False;False;51.88768677168717;4.137825890865885;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Oostvoorne Katteweg;1.66666666667;46.15;57.6;103.75;Minimale waarde < 20 m3/uur;;GM1992;3233.0;;;GM1992;3233.0;;;GM1992;3233.0;;False;False;False;51.923139073518925;4.137369975360326;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Oostvoorne;73.9583333333;2089.82;2469.6;4559.42;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1992;3233.0;;;GM1992;3233.0;;;GM1992;3233.0;;False;False;False;51.92003247591367;4.110091351165926;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Zuid Beijerland;25.75;713.06;864.0;1577.06;Minimale waarde < 20 m3/uur;;GM1963;3284.0;;;GM1963;;;;GM1963;;;False;False;False;51.74810020286811;4.365517487201237;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Goudswaard;10.625;294.22;352.8;647.02;Minimale waarde < 20 m3/uur;;GM1963;3267.0;;;GM1963;;;;GM1963;;;False;False;False;51.79355132745332;4.274076310764051;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Nieuw Beijerland;25.4583333333;704.98;849.6;1554.58;Minimale waarde < 20 m3/uur;;GM1963;3264.0;;;GM1963;;;;GM1963;;;False;False;False;51.80810855567165;4.347533266429242;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Nieuwendijk;2.45833333333;68.07;79.2;147.27;Minimale waarde < 20 m3/uur;;GM1963;3284.0;;;GM1963;;;;GM1963;;;False;False;False;51.75614909591662;4.320538766081167;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Piershil;9.25;256.14;309.6;565.74;Minimale waarde < 20 m3/uur;;GM1963;3265.0;;;GM1963;;;;GM1963;;;False;False;False;51.79453577825065;4.318180618402201;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Oudenhoorn;6.70833333333;185.76;223.2;408.96;Minimale waarde < 20 m3/uur;;GM1992;3227.0;;;GM1992;3227.0;;;GM1992;3227.0;;False;False;False;51.82632810751996;4.1866211716910735;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Hellevoetsluis Influentgemaal;0.0;0.0;0.0;0.0;Geen debiet data beschikbaar;;GM1992;3225.0;;;GM1992;3225.0;;;GM1992;3225.0;;False;False;False;51.842871958463626;4.175836854717816;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Geervliet;12.0833333333;334.6;403.2;737.8;Minimale waarde < 20 m3/uur;;GM1930;3211.0;;;GM1930;3211.0;;;GM1930;3211.0;;False;False;False;51.861597930610095;4.26272565542392;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Zuidland;29.875;827.28;1000.8;1828.08;Minimale waarde < 20 m3/uur;;GM1930;3214.0;;;GM1930;3214.0;;;GM1930;3214.0;;False;False;False;51.8213634079291;4.255671559955998;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Spijkenisse Brabant;482.5;27267.81;16135.2;43403.01;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1930;3203.0;;;GM1930;3203.0;;;GM1930;3203.0;;False;False;False;51.84223609693762;4.345081968201011;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Boostergemaal Zuidland;0.0;0.0;0.0;0.0;Geen debiet data beschikbaar;;GM1930;3214.0;;;GM1930;3214.0;;;GM1930;3214.0;;False;False;False;51.807877857149215;4.26637331440886;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Heenvliet;31.7083333333;878.05;1058.4;1936.45;Minimale waarde < 20 m3/uur;;GM1930;3218.0;;;GM1930;3218.0;;;GM1930;3218.0;;False;False;False;51.86576017880927;4.2466357227303595;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Abbenbroek;7.08333333333;196.14;237.6;433.74;Minimale waarde < 20 m3/uur;;GM1930;3216.0;;;GM1930;3216.0;;;GM1930;3216.0;;False;False;False;51.84833047986059;4.245116116111447;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Simonshaven;2.79166666667;77.3;93.6;170.9;Minimale waarde < 20 m3/uur;;GM1930;3212.0;;;GM1930;3212.0;;;GM1930;3212.0;;False;False;False;51.82434179707327;4.290710334796354;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Klaaswaal;28.2916666667;783.44;943.2;1726.64;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.76519786357894;4.444046254927273;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Numansdorp Zijplaan;41.3333333333;2335.89;1382.4;3718.29;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;3281.0;;;GM1963;;;;GM1963;;;False;False;False;51.73828086067903;4.436528175651883;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Numansdorp Molendijk;46.9583333333;1326.89;1569.6;2896.49;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;3281.0;;;GM1963;;;;GM1963;;;False;False;False;51.726587879261736;4.435003366984506;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Brielle;93.3333333333;5274.6;3117.6;8392.2;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1992;3232.0;;;GM1992;3232.0;;;GM1992;3232.0;;False;False;False;51.897236825614655;4.159109781656792;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Zwartewaal;11.5416666667;319.6;388.8;708.4;Minimale waarde < 20 m3/uur;;GM1992;3238.0;;;GM1992;;;;GM1992;;;False;False;False;51.881995822201326;4.216484188506513;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Vierpolders;16.4583333333;455.75;547.2;1002.95;Minimale waarde < 20 m3/uur;;GM1992;3237.0;;;GM1992;;;;GM1992;;;False;False;False;51.87640602669551;4.185442127477133;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Westmaas;16.4583333333;455.75;547.2;1002.95;Minimale waarde < 20 m3/uur;;GM1963;3271.0;;;GM1963;;;;GM1963;;;False;False;False;51.79244591332639;4.473419985470481;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Blaaksedijk;31.0;858.44;1036.8;1895.24;Minimale waarde < 20 m3/uur;;GM1963;3274.0;;;GM1963;;;;GM1963;;;False;False;False;51.811830045635155;4.518697147768313;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Mijnsheerenland;41.125;2324.12;1375.2;3699.32;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;3271.0;;;GM1963;;;;GM1963;;;False;False;False;51.799476567114716;4.485408688140313;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Maasdam Hoeksedijk;34.6666666667;959.97;1159.2;2119.17;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.78897747930471;4.557205532763304;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Puttershoek Nassaulaan;34.2083333333;947.28;1144.8;2092.08;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.80335027089156;4.5719279082249065;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Maasdam Boezemkade;113.625;6421.35;3801.6;10222.95;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.78955738629904;4.555596698867308;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Schenkeldijk;4.375;121.15;144.0;265.15;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.74189605840635;4.602221158686882;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Heinenoord Marijkestraat;17.5416666667;485.75;583.2;1068.95;Minimale waarde < 20 m3/uur;;GM1963;3274.0;;;GM1963;;;;GM1963;;;False;False;False;51.828642213905525;4.47842799339502;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Mijlpolder;71.7083333333;4052.49;2397.6;6450.09;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.79201682864126;4.61649691043395;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Heinenoord Nieuweweg;59.5416666667;3364.91;1994.4;5359.31;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;3274.0;;;GM1963;;;;GM1963;;;False;False;False;51.820575464004456;4.4778515726291825;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Putterhoek Simonsdijkje;179.666666667;5076.8;6004.8;11081.6;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.804825974289784;4.581428035965127;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Goeree-Overflakkee;Achthuizen;9.0;249.22;302.39;551.62;Minimale waarde < 20 m3/uur;;GM1924;3256.0;;;GM1924;;;;GM1924;;;False;False;False;51.68937854864957;4.2766369814898315;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Goeree-Overflakkee;Stad aan 't Haringvliet;10.5;290.76;352.8;643.56;Minimale waarde < 20 m3/uur;;GM1924;3243.0;;;GM1924;;;;GM1924;;;False;False;False;51.73945252807867;4.240589135799653;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Mookhoek Zweedsestraat;9.0;249.22;302.39;551.62;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.75188978419131;4.593641598847322;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Strijensas;3.66666666667;101.53;122.4;223.93;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.7183462193505;4.582789623908966;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Mookhoek Strijensedijk;6.29166666667;174.22;208.8;383.02;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.75127163550581;4.594227812632937;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Strijen;0.0;0.0;0.0;0.0;Geen debiet data beschikbaar;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.7452707351658;4.561061861597197;WarmteAtlas:TEA_assets_met_wko;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Meerweijde;8.58333333333;485.07;288.0;773.07;Minimale waarde < 20 m3/uur;;GM1598;1713.0;;;GM1598;1713.0;;;GM1598;1713.0;;False;False;False;52.67480117192699;4.910728805696011;WarmteAtlas:TEA_assets_met_wko;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Overdorpstraat;5.41666666667;306.11;180.0;486.11;Minimale waarde < 20 m3/uur;;GM1598;1648.0;;;GM1598;1648.0;;;GM1598;1648.0;;False;False;False;52.63091180991186;4.9417185471990805;WarmteAtlas:TEA_assets_met_wko;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Dwingel;15.4166666667;871.25;518.4;1389.65;Minimale waarde < 20 m3/uur;;GM1598;1648.0;;;GM1598;1648.0;;;GM1598;1648.0;;False;False;False;52.6254344336628;4.949136556779226;WarmteAtlas:TEA_assets_met_wko;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Wieder;2.41666666667;136.57;79.2;215.77;Minimale waarde < 20 m3/uur;;GM1598;1648.0;;;GM1598;1648.0;;;GM1598;1648.0;;False;False;False;52.62361452614456;4.961277239502674;WarmteAtlas:TEA_assets_met_wko;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Koningsspil;7.58333333333;428.56;252.0;680.56;Minimale waarde < 20 m3/uur;;GM1598;1633.0;;;GM1598;1633.0;;;GM1598;1633.0;;False;False;False;52.61937517524026;4.95259333413199;WarmteAtlas:TEA_assets_met_wko;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Kathoek;9.16666666667;518.04;309.6;827.64;Minimale waarde < 20 m3/uur;;GM1598;1633.0;;;GM1598;1633.0;;;GM1598;1633.0;;False;False;False;52.615351230527686;4.958243917006145;WarmteAtlas:TEA_assets_met_wko;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Bg. Booster Ursemmerplas;88.7;5012.75;2966.4;7979.15;Specifieke berekening minimaal potentieel;;GM1598;1648.0;;;GM1598;1648.0;;;GM1598;1648.0;;False;False;False;52.62781705392637;4.927074144318231;WarmteAtlas:TEA_assets_met_wko;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Berkhout;13.8333333333;781.77;460.8;1242.57;Minimale waarde < 20 m3/uur;;GM1598;1647.0;;;GM1598;1647.0;;;GM1598;1647.0;;False;False;False;52.63815791485677;4.983627798234344;WarmteAtlas:TEA_assets_met_wko;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Spierdijk;11.8333333333;668.74;396.0;1064.74;Minimale waarde < 20 m3/uur;;GM1598;1641.0;;;GM1598;1641.0;;;GM1598;1641.0;;False;False;False;52.650178770256154;4.9398973207910295;WarmteAtlas:TEA_assets_met_wko;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Avenhorn;5.0;282.56;165.6;448.16;Minimale waarde < 20 m3/uur;;GM1598;1633.0;;;GM1598;1633.0;;;GM1598;1633.0;;False;False;False;52.622242263154206;4.941590124860677;WarmteAtlas:TEA_assets_met_wko;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Winkel;141.4;7991.02;4730.39;12721.42;Specifieke berekening minimaal potentieel;;GM1911;1731.0;;;GM1911;1731.0;;;GM1911;1731.0;;False;False;False;52.750934918441146;4.905786629623778;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rivierenland;U10/U16;RWZI Leerdam;178.583333333;25230.96;7466.4;32697.36;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.88986939260394;5.088170445811102;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rivierenland;Arnhem/Nijmegen;RWZI Zetten;40.5416666667;5727.88;1692.0;7419.88;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1734;;;;GM1734;;;;GM1734;;;False;False;False;51.93825993047861;5.711814107374244;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rivierenland;Alblasserwaard;RWZI Schelluinen;478.541666667;67610.28;20001.59;87611.88;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;;;;GM1978;;;;GM1978;;;False;False;False;51.843041954818986;4.934857316530554;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rivierenland;Rivierenland (Fruitdelta);RWZI Geldermalsen;274.041666667;38717.7;11455.2;50172.9;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.8868520373863;5.276563064887225;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rivierenland;Rivierenland (Fruitdelta);RWZI Dodewaard;432.75;61140.65;18086.4;79227.05;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1740;;;;GM1740;;;;GM1740;;;False;False;False;51.920538699705524;5.634275052422716;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Rivierenland;West-Brabant;RWZI Sleeuwijk;568.75;80355.27;23774.41;4129.67;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.816284476527876;4.930853155281809;WarmteAtlas:TEA_assets_met_wko;;;
