codering;jaar;solar_woningen_kwp;solar_woningen_count
BU00851108;2019;445.0;174.0
BU00851109;2019;218.0;73.0
BU00851110;2019;316.0;98.0
BU00851111;2019;162.0;50.0
BU00851112;2019;753.0;265.0
BU00851113;2019;116.0;42.0
BU00851114;2019;91.0;25.0
BU00851115;2019;98.0;30.0
BU00851116;2019;n.a.;n.a.
BU00851117;2019;n.a.;n.a.
BU00851118;2019;194.0;37.0
BU00851201;2019;101.0;33.0
BU00851202;2019;73.0;16.0
BU00851301;2019;165.0;49.0
BU00851302;2019;140.0;25.0
BU04310000;2019;1009.0;296.0
BU04310001;2019;70.0;18.0
BU04310002;2019;120.0;38.0
BU04310003;2019;572.0;163.0
BU04320000;2019;587.0;193.0
BU04320001;2019;1051.0;341.0
BU04320002;2019;91.0;17.0
BU04320003;2019;95.0;20.0
BU04320007;2019;46.0;13.0
BU04320009;2019;10.0;4.0
BU04320100;2019;801.0;259.0
BU04320101;2019;161.0;31.0
BU04320102;2019;44.0;10.0
BU04320103;2019;82.0;13.0
BU04320200;2019;327.0;83.0
BU00860101;2019;166.0;42.0
BU00860102;2019;303.0;84.0
BU00860103;2019;124.0;22.0
BU00860201;2019;18.0;5.0
BU00860202;2019;142.0;40.0
BU00860203;2019;291.0;76.0
BU00860204;2019;n.a.;n.a.
BU00860205;2019;114.0;29.0
BU00860206;2019;151.0;42.0
BU00860207;2019;210.0;51.0
BU00860208;2019;29.0;6.0
BU00860209;2019;24.0;6.0
BU00860401;2019;232.0;60.0
BU00860402;2019;65.0;9.0
BU00860501;2019;405.0;85.0
BU00860502;2019;30.0;5.0
BU00860503;2019;253.0;77.0
BU00860504;2019;282.0;78.0
BU00860505;2019;286.0;90.0
BU00860506;2019;952.0;216.0
BU00860507;2019;221.0;66.0
BU00860508;2019;127.0;30.0
BU00860601;2019;106.0;27.0
BU00860602;2019;60.0;18.0
BU00860701;2019;48.0;13.0
BU00860702;2019;40.0;10.0
BU00860801;2019;187.0;44.0
BU00860802;2019;83.0;19.0
BU00860901;2019;319.0;76.0
BU00860902;2019;97.0;28.0
BU00861001;2019;89.0;28.0
BU00861002;2019;30.0;6.0
BU00861101;2019;350.0;87.0
BU00861102;2019;155.0;33.0
BU00861301;2019;150.0;35.0
BU00861302;2019;100.0;24.0
BU00861401;2019;191.0;49.0
BU00861402;2019;151.0;31.0
BU00861501;2019;286.0;70.0
BU00861502;2019;153.0;38.0
BU00861601;2019;79.0;19.0
BU00861602;2019;517.0;166.0
BU00861603;2019;67.0;6.0
BU00861604;2019;48.0;19.0
BU00861605;2019;509.0;144.0
BU00861606;2019;n.a.;n.a.
BU00861607;2019;414.0;73.0
BU00861701;2019;227.0;34.0
BU00861702;2019;133.0;40.0
BU00861703;2019;226.0;49.0
BU08280000;2019;289.0;81.0
BU08280001;2019;62.0;13.0
BU08280002;2019;33.0;7.0
BU08280100;2019;284.0;86.0
BU08280101;2019;216.0;53.0
BU08280102;2019;173.0;39.0
BU08280103;2019;65.0;18.0
BU08280104;2019;114.0;28.0
BU08280105;2019;159.0;47.0
BU08280106;2019;525.0;174.0
BU08280200;2019;n.a.;n.a.
BU08280201;2019;18.0;3.0
BU08280202;2019;78.0;5.0
BU08280300;2019;285.0;104.0
BU08280301;2019;187.0;47.0
BU08280302;2019;30.0;10.0
BU08280303;2019;59.0;16.0
BU08280304;2019;97.0;27.0
BU08280305;2019;57.0;20.0
BU08280306;2019;54.0;9.0
BU08280307;2019;75.0;12.0
BU08280400;2019;95.0;22.0
BU08280401;2019;456.0;135.0
BU08280402;2019;536.0;136.0
BU08280403;2019;464.0;116.0
BU08280404;2019;80.0;21.0
BU08280500;2019;30.0;3.0
BU08280501;2019;n.a.;n.a.
BU08280502;2019;n.a.;n.a.
BU08280503;2019;n.a.;n.a.
BU08280600;2019;233.0;66.0
BU08280601;2019;365.0;93.0
BU08280602;2019;424.0;152.0
BU08280603;2019;346.0;140.0
BU08280604;2019;387.0;110.0
BU08280605;2019;n.a.;n.a.
BU08280606;2019;251.0;53.0
BU08280607;2019;331.0;67.0
BU08280608;2019;260.0;71.0
BU08280609;2019;n.a.;n.a.
BU08280700;2019;511.0;129.0
BU08280701;2019;248.0;76.0
BU08280702;2019;128.0;44.0
BU08280703;2019;137.0;39.0
BU08280704;2019;423.0;111.0
BU08280705;2019;501.0;96.0
BU08280706;2019;308.0;94.0
BU08280707;2019;271.0;76.0
BU08280708;2019;448.0;125.0
BU08280709;2019;424.0;104.0
BU08280806;2019;18.0;3.0
BU08280807;2019;n.a.;n.a.
BU08280808;2019;n.a.;n.a.
BU08280809;2019;89.0;11.0
BU08280905;2019;n.a.;n.a.
BU08280906;2019;32.0;6.0
BU08280907;2019;n.a.;n.a.
BU08280908;2019;n.a.;n.a.
BU08280909;2019;43.0;6.0
BU08281000;2019;1055.0;256.0
BU08281001;2019;1724.0;444.0
BU08281007;2019;143.0;20.0
BU08281008;2019;78.0;14.0
BU08281009;2019;149.0;15.0
BU08281100;2019;198.0;44.0
BU08281108;2019;n.a.;n.a.
BU08281109;2019;n.a.;n.a.
BU08281200;2019;258.0;73.0
BU08281208;2019;n.a.;n.a.
BU08281209;2019;25.0;4.0
BU08281300;2019;n.a.;n.a.
BU08281308;2019;n.a.;n.a.
BU08281309;2019;n.a.;n.a.
BU08281400;2019;498.0;121.0
BU08281401;2019;151.0;38.0
BU08281402;2019;266.0;78.0
BU08281403;2019;n.a.;n.a.
BU08281409;2019;n.a.;n.a.
BU08281500;2019;654.0;159.0
BU08281508;2019;59.0;11.0
BU08281509;2019;98.0;20.0
BU08281600;2019;92.0;24.0
BU08281601;2019;37.0;6.0
BU08281609;2019;n.a.;n.a.
BU08281700;2019;84.0;19.0
BU08281701;2019;64.0;10.0
BU08281702;2019;n.a.;n.a.
BU08281703;2019;n.a.;n.a.
BU08281709;2019;n.a.;n.a.
BU08281800;2019;n.a.;n.a.
BU08281809;2019;n.a.;n.a.
BU08281900;2019;224.0;47.0
BU08281901;2019;n.a.;n.a.
BU08281908;2019;n.a.;n.a.
BU08281909;2019;n.a.;n.a.
BU08282000;2019;270.0;76.0
BU08282009;2019;148.0;25.0
BU08282100;2019;186.0;47.0
BU08282101;2019;56.0;11.0
BU08282102;2019;49.0;9.0
BU08282103;2019;39.0;8.0
BU08282109;2019;70.0;15.0
BU08282200;2019;856.0;246.0
BU08282201;2019;120.0;19.0
BU08282208;2019;203.0;34.0
BU08282209;2019;28.0;4.0
BU15090000;2019;938.0;225.0
BU15090001;2019;1927.0;534.0
BU15090002;2019;596.0;148.0
BU15090003;2019;514.0;138.0
BU15090004;2019;349.0;68.0
BU15090007;2019;140.0;29.0
BU15090008;2019;143.0;28.0
BU15090009;2019;340.0;83.0
BU15090100;2019;1142.0;328.0
BU15090101;2019;264.0;66.0
BU15090102;2019;165.0;33.0
BU15090103;2019;15.0;4.0
BU15090104;2019;123.0;25.0
BU15090105;2019;111.0;24.0
BU15090106;2019;151.0;26.0
BU15090107;2019;57.0;11.0
BU15090108;2019;144.0;21.0
BU15090109;2019;214.0;37.0
BU15090200;2019;998.0;272.0
BU15090201;2019;46.0;10.0
BU15090202;2019;1346.0;365.0
BU15090203;2019;56.0;11.0
BU15090207;2019;70.0;12.0
BU15090208;2019;202.0;34.0
BU15090300;2019;1831.0;444.0
BU15090301;2019;120.0;32.0
BU15090302;2019;65.0;15.0
BU15090303;2019;43.0;11.0
BU15090306;2019;217.0;43.0
BU15090307;2019;386.0;74.0
BU15090308;2019;333.0;61.0
BU15090309;2019;450.0;80.0
BU04370000;2019;1304.0;430.0
BU04370001;2019;435.0;153.0
BU04370002;2019;n.a.;n.a.
BU04370006;2019;60.0;11.0
BU04370007;2019;19.0;4.0
BU04370008;2019;n.a.;n.a.
BU04370009;2019;34.0;7.0
BU05890101;2019;118.0;38.0
BU05890102;2019;91.0;19.0
BU05890201;2019;274.0;94.0
BU05890202;2019;520.0;135.0
BU05890203;2019;141.0;57.0
BU05890204;2019;254.0;80.0
BU05890205;2019;73.0;22.0
BU05890206;2019;n.a.;n.a.
BU05890207;2019;n.a.;n.a.
BU05890208;2019;30.0;9.0
BU05890209;2019;8.0;3.0
BU05890210;2019;40.0;7.0
BU05890211;2019;74.0;12.0
BU05890212;2019;48.0;8.0
BU05890213;2019;26.0;4.0
BU05890301;2019;51.0;17.0
BU05890302;2019;57.0;10.0
BU05890401;2019;261.0;60.0
BU17340000;2019;307.0;90.0
BU17340001;2019;1804.0;507.0
BU17340002;2019;2079.0;515.0
BU17340003;2019;472.0;108.0
BU17340007;2019;n.a.;n.a.
BU17340008;2019;346.0;159.0
BU17340009;2019;n.a.;n.a.
BU17340100;2019;498.0;138.0
BU17340101;2019;925.0;245.0
BU17340102;2019;162.0;46.0
BU17340104;2019;57.0;10.0
BU17340105;2019;n.a.;n.a.
BU17340106;2019;n.a.;n.a.
BU17340107;2019;90.0;19.0
BU17340108;2019;159.0;37.0
BU17340109;2019;298.0;73.0
BU17340200;2019;730.0;239.0
BU17340201;2019;452.0;129.0
BU17340202;2019;709.0;163.0
BU17340203;2019;473.0;124.0
BU17340204;2019;81.0;19.0
BU17340205;2019;24.0;3.0
BU17340206;2019;14.0;4.0
BU17340207;2019;323.0;61.0
BU17340208;2019;100.0;19.0
BU17340209;2019;128.0;15.0
BU17340210;2019;111.0;18.0
BU17340300;2019;691.0;181.0
BU17340301;2019;90.0;25.0
BU17340309;2019;n.a.;n.a.
BU17340400;2019;n.a.;n.a.
BU17340409;2019;n.a.;n.a.
BU05900001;2019;903.0;298.0
BU05900002;2019;394.0;126.0
BU05900003;2019;489.0;191.0
BU05900004;2019;217.0;74.0
BU05900005;2019;899.0;309.0
BU05900006;2019;n.a.;n.a.
BU05900007;2019;429.0;145.0
BU05900008;2019;n.a.;n.a.
BU18940000;2019;467.0;105.0
BU18940001;2019;530.0;122.0
BU18940002;2019;60.0;9.0
BU18940003;2019;45.0;9.0
BU18940100;2019;880.0;237.0
BU18940101;2019;2427.0;740.0
BU18940102;2019;2899.0;752.0
BU18940104;2019;247.0;38.0
BU18940105;2019;638.0;154.0
BU18940106;2019;97.0;13.0
BU18940107;2019;73.0;12.0
BU18940108;2019;278.0;51.0
BU18940109;2019;64.0;11.0
BU18940200;2019;905.0;262.0
BU18940203;2019;232.0;57.0
BU18940204;2019;47.0;8.0
BU18940208;2019;85.0;11.0
BU18940209;2019;32.0;4.0
BU18940300;2019;2161.0;585.0
BU18940308;2019;283.0;41.0
BU18940309;2019;508.0;74.0
BU18940400;2019;2097.0;609.0
BU18940402;2019;171.0;13.0
BU18940403;2019;365.0;86.0
BU18940408;2019;88.0;15.0
BU18940409;2019;96.0;14.0
BU18940500;2019;1785.0;439.0
BU18940502;2019;86.0;13.0
BU18940506;2019;99.0;13.0
BU18940507;2019;47.0;6.0
BU18940508;2019;76.0;10.0
BU18940509;2019;33.0;5.0
BU07650000;2019;1238.0;338.0
BU07650009;2019;47.0;8.0
BU07650100;2019;799.0;187.0
BU07650101;2019;213.0;48.0
BU07650109;2019;25.0;5.0
BU19260101;2019;781.0;247.0
BU19260102;2019;457.0;162.0
BU19260103;2019;586.0;188.0
BU19260104;2019;745.0;255.0
BU19260105;2019;601.0;163.0
BU19260106;2019;216.0;57.0
BU19260107;2019;667.0;302.0
BU19260108;2019;622.0;277.0
BU19260109;2019;19.0;17.0
BU19260111;2019;252.0;61.0
BU19260112;2019;356.0;49.0
BU19260113;2019;63.0;11.0
BU19260114;2019;100.0;20.0
BU19260221;2019;192.0;50.0
BU19260222;2019;325.0;98.0
BU19260223;2019;813.0;280.0
BU19260224;2019;259.0;74.0
BU19260225;2019;468.0;132.0
BU19260226;2019;433.0;105.0
BU19260227;2019;284.0;101.0
BU19260231;2019;185.0;34.0
BU19260232;2019;106.0;18.0
BU19260341;2019;417.0;130.0
BU19260342;2019;250.0;86.0
BU19260343;2019;477.0;150.0
BU19260344;2019;429.0;128.0
BU19260351;2019;n.a.;n.a.
BU19260352;2019;153.0;25.0
BU19260353;2019;n.a.;n.a.
BU04390101;2019;n.a.;n.a.
BU04390102;2019;n.a.;n.a.
BU04390103;2019;231.0;79.0
BU04390201;2019;872.0;396.0
BU04390202;2019;n.a.;n.a.
BU04390203;2019;34.0;13.0
BU04390204;2019;532.0;166.0
BU04390205;2019;102.0;46.0
BU04390301;2019;492.0;166.0
BU04390302;2019;244.0;81.0
BU04390303;2019;8.0;3.0
BU04390401;2019;517.0;160.0
BU04390402;2019;495.0;163.0
BU04390501;2019;145.0;47.0
BU04390502;2019;230.0;74.0
BU04390503;2019;204.0;68.0
BU04390504;2019;489.0;157.0
BU04390505;2019;13.0;3.0
BU04390506;2019;29.0;7.0
BU04390601;2019;788.0;248.0
BU04390602;2019;875.0;307.0
BU04390603;2019;102.0;11.0
BU04390701;2019;29.0;11.0
BU04390702;2019;398.0;136.0
BU04390703;2019;507.0;166.0
BU04390704;2019;841.0;220.0
BU04390705;2019;511.0;155.0
BU02730000;2019;173.0;73.0
BU02730001;2019;1070.0;363.0
BU02730002;2019;462.0;128.0
BU02730003;2019;573.0;148.0
BU02730004;2019;745.0;201.0
BU02730005;2019;64.0;10.0
BU02730006;2019;543.0;65.0
BU02730007;2019;82.0;13.0
BU02730008;2019;527.0;104.0
BU02730009;2019;59.0;11.0
BU02730100;2019;28.0;9.0
BU02730108;2019;428.0;82.0
BU02730109;2019;19.0;4.0
BU01770000;2019;277.0;61.0
BU01770001;2019;239.0;72.0
BU01770002;2019;363.0;148.0
BU01770003;2019;88.0;22.0
BU01770004;2019;416.0;154.0
BU01770005;2019;690.0;247.0
BU01770006;2019;239.0;97.0
BU01770007;2019;476.0;169.0
BU01770008;2019;258.0;110.0
BU01770100;2019;n.a.;n.a.
BU01770101;2019;n.a.;n.a.
BU01770102;2019;696.0;214.0
BU01770103;2019;493.0;160.0
BU01770104;2019;53.0;17.0
BU01770105;2019;632.0;179.0
BU01770106;2019;690.0;210.0
BU01770107;2019;1014.0;278.0
BU01770109;2019;612.0;124.0
BU01770200;2019;962.0;295.0
BU01770209;2019;472.0;79.0
BU01770300;2019;600.0;160.0
BU01770308;2019;290.0;44.0
BU01770309;2019;120.0;18.0
BU01770400;2019;367.0;110.0
BU01770407;2019;38.0;8.0
BU01770408;2019;89.0;10.0
BU01770409;2019;126.0;23.0
BU01770500;2019;254.0;73.0
BU01770507;2019;162.0;31.0
BU01770508;2019;137.0;29.0
BU01770509;2019;75.0;6.0
BU01770600;2019;227.0;65.0
BU01770609;2019;141.0;26.0
BU01770800;2019;994.0;286.0
BU01770801;2019;367.0;88.0
BU01770802;2019;85.0;17.0
BU01770803;2019;770.0;231.0
BU01770806;2019;114.0;21.0
BU01770807;2019;254.0;47.0
BU01770808;2019;36.0;5.0
BU01770809;2019;75.0;14.0
BU01770900;2019;140.0;40.0
BU01770909;2019;94.0;22.0
BU01771000;2019;81.0;25.0
BU01771008;2019;158.0;25.0
BU01771009;2019;48.0;10.0
BU07030000;2019;527.0;223.0
BU07030001;2019;433.0;163.0
BU07030002;2019;391.0;140.0
BU07030006;2019;51.0;8.0
BU07030009;2019;76.0;12.0
BU07030100;2019;410.0;151.0
BU07030101;2019;507.0;187.0
BU07030102;2019;173.0;55.0
BU07030106;2019;n.a.;n.a.
BU07030109;2019;119.0;14.0
BU07030200;2019;373.0;150.0
BU07030201;2019;193.0;63.0
BU07030202;2019;395.0;163.0
BU07030206;2019;28.0;4.0
BU07030209;2019;62.0;12.0
BU07030300;2019;285.0;79.0
BU07030309;2019;82.0;11.0
BU07030400;2019;380.0;178.0
BU07030401;2019;58.0;17.0
BU07030402;2019;20.0;8.0
BU07030403;2019;258.0;72.0
BU07030406;2019;n.a.;n.a.
BU07030409;2019;133.0;24.0
BU07030500;2019;191.0;63.0
BU07030501;2019;325.0;154.0
BU07030509;2019;19.0;6.0
BU07030600;2019;160.0;51.0
BU07030609;2019;n.a.;n.a.
BU02740101;2019;n.a.;n.a.
BU02740102;2019;n.a.;n.a.
BU02740103;2019;601.0;165.0
BU02740104;2019;184.0;52.0
BU02740105;2019;367.0;115.0
BU02740106;2019;211.0;60.0
BU02740201;2019;n.a.;n.a.
BU02740202;2019;405.0;127.0
BU02740203;2019;72.0;13.0
BU02740204;2019;62.0;15.0
BU02740205;2019;411.0;133.0
BU02740206;2019;n.a.;n.a.
BU02740207;2019;n.a.;n.a.
BU02740301;2019;n.a.;n.a.
BU02740302;2019;n.a.;n.a.
BU02740303;2019;266.0;66.0
BU02740304;2019;203.0;61.0
BU02740305;2019;105.0;30.0
BU02740306;2019;n.a.;n.a.
BU02740401;2019;n.a.;n.a.
BU02740402;2019;38.0;5.0
BU02740403;2019;n.a.;n.a.
BU02740501;2019;n.a.;n.a.
BU02740502;2019;n.a.;n.a.
BU02740503;2019;n.a.;n.a.
BU02740504;2019;n.a.;n.a.
BU02740601;2019;n.a.;n.a.
BU02740602;2019;n.a.;n.a.
BU02740603;2019;n.a.;n.a.
BU02740604;2019;92.0;13.0
BU02740701;2019;n.a.;n.a.
BU02740702;2019;17.0;3.0
BU02740703;2019;143.0;33.0
BU02740801;2019;108.0;35.0
BU02740802;2019;288.0;79.0
BU02740803;2019;53.0;17.0
BU02740901;2019;n.a.;n.a.
BU02740902;2019;297.0;84.0
BU02741001;2019;n.a.;n.a.
BU02741002;2019;47.0;11.0
BU02741003;2019;n.a.;n.a.
BU02741004;2019;n.a.;n.a.
BU02741005;2019;n.a.;n.a.
BU02741101;2019;34.0;7.0
BU02741102;2019;469.0;136.0
BU02741103;2019;463.0;140.0
BU02741104;2019;277.0;87.0
BU02741105;2019;19.0;10.0
BU02741201;2019;157.0;38.0
BU02741202;2019;294.0;92.0
BU02741203;2019;117.0;33.0
BU02741204;2019;225.0;65.0
BU02741205;2019;47.0;10.0
BU02741206;2019;359.0;104.0
BU03390000;2019;605.0;178.0
BU03390009;2019;351.0;82.0
BU16670000;2019;1792.0;401.0
BU16670001;2019;186.0;19.0
BU16670002;2019;153.0;19.0
BU16670008;2019;243.0;43.0
BU16670009;2019;39.0;5.0
BU16670100;2019;326.0;69.0
BU16670109;2019;214.0;23.0
BU16670200;2019;365.0;80.0
BU16670209;2019;162.0;27.0
BU16670300;2019;241.0;54.0
BU16670309;2019;61.0;9.0
BU02750000;2019;290.0;89.0
BU02750001;2019;1056.0;345.0
BU02750002;2019;770.0;214.0
BU02750003;2019;217.0;61.0
BU02750004;2019;383.0;97.0
BU02750005;2019;269.0;90.0
BU02750007;2019;n.a.;n.a.
BU02750008;2019;43.0;9.0
BU02750009;2019;n.a.;n.a.
BU02750010;2019;n.a.;n.a.
BU02750011;2019;n.a.;n.a.
BU02750100;2019;1391.0;393.0
BU02750101;2019;n.a.;n.a.
BU02750102;2019;68.0;15.0
BU02750103;2019;190.0;55.0
BU02750106;2019;n.a.;n.a.
BU02750107;2019;n.a.;n.a.
BU02750108;2019;n.a.;n.a.
BU02750200;2019;1475.0;354.0
BU02750201;2019;731.0;208.0
BU02750202;2019;372.0;97.0
BU02750208;2019;n.a.;n.a.
BU02750209;2019;12.0;4.0
BU03400001;2019;60.0;17.0
BU03400101;2019;141.0;41.0
BU03400102;2019;212.0;72.0
BU03400103;2019;126.0;39.0
BU03400104;2019;168.0;56.0
BU03400105;2019;316.0;111.0
BU03400201;2019;133.0;44.0
BU03400202;2019;175.0;57.0
BU03400203;2019;88.0;30.0
BU03400301;2019;633.0;254.0
BU03400302;2019;221.0;59.0
BU03400303;2019;52.0;9.0
BU03400401;2019;26.0;8.0
BU03400501;2019;102.0;20.0
BU03400502;2019;111.0;22.0
BU03400503;2019;n.a.;n.a.
BU03400504;2019;n.a.;n.a.
BU03400601;2019;95.0;21.0
BU03400701;2019;158.0;45.0
BU03400702;2019;63.0;17.0
BU03400703;2019;62.0;17.0
BU03400801;2019;97.0;25.0
BU03400901;2019;n.a.;n.a.
BU03401001;2019;25.0;6.0
BU03401101;2019;n.a.;n.a.
BU03401201;2019;n.a.;n.a.
BU03401301;2019;110.0;24.0
BU03401302;2019;547.0;165.0
BU03401303;2019;204.0;72.0
BU03401304;2019;156.0;35.0
BU05970100;2019;248.0;91.0
BU05970200;2019;387.0;128.0
BU05970300;2019;437.0;141.0
BU05970400;2019;1532.0;608.0
BU05970500;2019;378.0;156.0
BU05970600;2019;720.0;266.0
BU05970700;2019;1297.0;516.0
BU05970800;2019;576.0;170.0
BU05970900;2019;134.0;31.0
BU05971000;2019;n.a.;n.a.
BU05971100;2019;n.a.;n.a.
BU05971200;2019;n.a.;n.a.
BU17420000;2019;81.0;14.0
BU17420001;2019;273.0;76.0
BU17420002;2019;311.0;116.0
BU17420003;2019;410.0;113.0
BU17420100;2019;461.0;115.0
BU17420101;2019;1062.0;370.0
BU17420102;2019;590.0;164.0
BU17420104;2019;77.0;18.0
BU17420105;2019;1045.0;278.0
BU17420106;2019;247.0;116.0
BU17420207;2019;49.0;7.0
BU17420208;2019;61.0;13.0
BU17420209;2019;37.0;6.0
BU17420300;2019;942.0;275.0
BU17420301;2019;429.0;146.0
BU17420302;2019;85.0;22.0
BU17420303;2019;56.0;11.0
BU17420304;2019;117.0;22.0
BU17420305;2019;281.0;99.0
BU17420308;2019;144.0;45.0
BU17420309;2019;95.0;24.0
BU17420401;2019;n.a.;n.a.
BU17420402;2019;n.a.;n.a.
BU17420500;2019;107.0;17.0
BU17420501;2019;50.0;8.0
BU17420502;2019;167.0;22.0
BU17420503;2019;98.0;15.0
BU17420504;2019;46.0;9.0
BU17420505;2019;105.0;18.0
BU17420506;2019;n.a.;n.a.
BU17420507;2019;n.a.;n.a.
BU17420508;2019;81.0;25.0
BU17420509;2019;55.0;10.0
BU17420701;2019;n.a.;n.a.
BU17420801;2019;n.a.;n.a.
BU06030111;2019;100.0;47.0
BU06030112;2019;483.0;197.0
BU06030221;2019;221.0;86.0
BU06030222;2019;152.0;72.0
BU06030223;2019;n.a.;n.a.
BU06030224;2019;46.0;27.0
BU06030225;2019;n.a.;n.a.
BU06030391;2019;n.a.;n.a.
BU06030392;2019;49.0;19.0
BU06030431;2019;5.0;3.0
BU06030432;2019;78.0;35.0
BU06030434;2019;83.0;54.0
BU06030581;2019;n.a.;n.a.
BU06030633;2019;10.0;4.0
BU06030641;2019;n.a.;n.a.
BU06030642;2019;n.a.;n.a.
BU06030643;2019;432.0;262.0
BU06030771;2019;223.0;131.0
BU06030772;2019;n.a.;n.a.
BU06030851;2019;58.0;9.0
BU06030852;2019;722.0;268.0
BU06030853;2019;83.0;23.0
BU06030854;2019;86.0;36.0
BU06030961;2019;194.0;39.0
BU06030962;2019;87.0;38.0
BU06030963;2019;110.0;45.0
BU06031064;2019;2900.0;788.0
BU06031082;2019;n.a.;n.a.
BU06031083;2019;n.a.;n.a.
BU06031084;2019;488.0;137.0
BU06031193;2019;n.a.;n.a.
BU06031194;2019;405.0;148.0
BU16690101;2019;1177.0;268.0
BU16690109;2019;67.0;10.0
BU16690201;2019;1086.0;290.0
BU16690202;2019;91.0;14.0
BU16690203;2019;108.0;23.0
BU16690204;2019;17.0;3.0
BU16690209;2019;241.0;22.0
BU16690301;2019;1377.0;349.0
BU16690309;2019;n.a.;n.a.
BU16690401;2019;1348.0;379.0
BU16690402;2019;n.a.;n.a.
BU16690403;2019;n.a.;n.a.
BU16690404;2019;50.0;7.0
BU16690409;2019;49.0;8.0
BU16690501;2019;1458.0;420.0
BU16690502;2019;n.a.;n.a.
BU16690503;2019;73.0;15.0
BU16690509;2019;36.0;7.0
BU16690601;2019;623.0;174.0
BU16690602;2019;62.0;14.0
BU16690603;2019;22.0;5.0
BU16690604;2019;n.a.;n.a.
BU16690605;2019;n.a.;n.a.
BU16690609;2019;23.0;5.0
BU09570000;2019;261.0;66.0
BU09570001;2019;537.0;152.0
BU09570002;2019;704.0;158.0
BU09570003;2019;245.0;61.0
BU09570004;2019;n.a.;n.a.
BU09570100;2019;380.0;123.0
BU09570101;2019;196.0;58.0
BU09570200;2019;530.0;132.0
BU09570201;2019;455.0;102.0
BU09570202;2019;n.a.;n.a.
BU09570203;2019;459.0;85.0
BU09570204;2019;n.a.;n.a.
BU09570300;2019;890.0;236.0
BU09570301;2019;346.0;88.0
BU09570302;2019;n.a.;n.a.
BU09570303;2019;496.0;102.0
BU09570304;2019;n.a.;n.a.
BU09570400;2019;145.0;55.0
BU09570401;2019;168.0;48.0
BU09570402;2019;660.0;191.0
BU09570403;2019;229.0;74.0
BU09570501;2019;1005.0;279.0
BU09570600;2019;43.0;7.0
BU09570601;2019;386.0;85.0
BU09570700;2019;110.0;21.0
BU09570701;2019;921.0;284.0
BU09570702;2019;865.0;216.0
BU09570703;2019;767.0;200.0
BU09570800;2019;505.0;122.0
BU09570801;2019;819.0;253.0
BU09570802;2019;220.0;54.0
BU09570804;2019;78.0;16.0
BU09570805;2019;855.0;250.0
BU09570806;2019;439.0;100.0
BU09570809;2019;170.0;31.0
BU09570900;2019;13.0;4.0
BU07360101;2019;220.0;55.0
BU07360102;2019;807.0;218.0
BU07360103;2019;869.0;331.0
BU07360104;2019;569.0;217.0
BU07360105;2019;619.0;183.0
BU07360106;2019;n.a.;n.a.
BU07360107;2019;n.a.;n.a.
BU07360108;2019;253.0;34.0
BU07360201;2019;73.0;20.0
BU07360202;2019;180.0;46.0
BU07360301;2019;161.0;48.0
BU07360401;2019;587.0;197.0
BU07360402;2019;1184.0;501.0
BU07360403;2019;356.0;98.0
BU07360404;2019;82.0;15.0
BU07360501;2019;79.0;19.0
BU07360502;2019;164.0;31.0
BU07360601;2019;437.0;112.0
BU07360602;2019;919.0;370.0
BU07360603;2019;257.0;49.0
BU07360701;2019;719.0;283.0
BU07360702;2019;1097.0;356.0
BU07360703;2019;259.0;47.0
BU07360801;2019;332.0;133.0
BU07360802;2019;117.0;23.0
BU16740000;2019;223.0;71.0
BU16740001;2019;112.0;37.0
BU16740002;2019;118.0;37.0
BU16740003;2019;113.0;31.0
BU16740100;2019;199.0;53.0
BU16740101;2019;189.0;46.0
BU16740102;2019;253.0;80.0
BU16740200;2019;184.0;53.0
BU16740201;2019;185.0;59.0
BU16740202;2019;262.0;78.0
BU16740209;2019;86.0;15.0
BU16740300;2019;229.0;65.0
BU16740301;2019;79.0;13.0
BU16740302;2019;89.0;28.0
BU16740303;2019;229.0;90.0
BU16740309;2019;142.0;22.0
BU16740400;2019;165.0;51.0
BU16740401;2019;224.0;63.0
BU16740402;2019;146.0;49.0
BU16740403;2019;438.0;111.0
BU16740404;2019;474.0;145.0
BU16740405;2019;367.0;87.0
BU16740409;2019;80.0;15.0
BU16740500;2019;137.0;44.0
BU16740501;2019;312.0;83.0
BU16740502;2019;284.0;69.0
BU16740509;2019;45.0;3.0
BU16740600;2019;1138.0;287.0
BU16740601;2019;674.0;198.0
BU16740602;2019;406.0;111.0
BU16740603;2019;655.0;134.0
BU16740609;2019;22.0;4.0
BU16740700;2019;168.0;43.0
BU16740701;2019;535.0;146.0
BU16740702;2019;1223.0;307.0
BU16740703;2019;750.0;186.0
BU16740705;2019;591.0;141.0
BU16740706;2019;n.a.;n.a.
BU16740709;2019;85.0;15.0
BU16740800;2019;17.0;3.0
BU16740801;2019;n.a.;n.a.
BU16740802;2019;n.a.;n.a.
BU16740803;2019;18.0;4.0
BU16740804;2019;113.0;20.0
BU16741000;2019;409.0;91.0
BU16741009;2019;109.0;23.0
BU16741100;2019;n.a.;n.a.
BU16741108;2019;n.a.;n.a.
BU16741109;2019;n.a.;n.a.
BU16741200;2019;472.0;135.0
BU16741209;2019;194.0;30.0
BU16741300;2019;126.0;37.0
BU16741309;2019;69.0;12.0
BU16741400;2019;198.0;60.0
BU16741409;2019;139.0;28.0
BU05990110;2019;209.0;9.0
BU05990111;2019;104.0;37.0
