waterschap;res_gebied;naamgeving;min_uur;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Millingenhof;28.42;1606.11;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.29669220514342;4.967692980831514;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Puiflijkpad;19.5591666667;0.0;Minimale waarde < 20 m3/uur;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.298479099971495;4.981380141734116;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Anne Kooistrahof;6.71708333332;0.0;Minimale waarde < 20 m3/uur;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.299703346780085;4.990955296355023;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Nieuwlandhof;7.73791666668;0.0;Minimale waarde < 20 m3/uur;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.301287928781555;4.9612281894057135;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Mijehof;5.10416666668;0.0;Minimale waarde < 20 m3/uur;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.302008162196195;4.96886993983663;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Laarderhoogtweg Amsterdam;113.516666667;6415.23;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0363;1101.0;;;GM0363;1101.0;;;GM0363;1101.0;;False;False;False;52.30219336165661;4.944439751047285;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Burg.Mulstraat (Driemond);2.49083333333;0.0;Minimale waarde < 20 m3/uur;;GM0363;1109.0;;;GM0363;1109.0;;;GM0363;1109.0;;False;False;False;52.30316497962316;5.020058040753832;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Lentestraat (Driemond);12.1275;0.0;Minimale waarde < 20 m3/uur;;GM0363;1109.0;;;GM0363;1109.0;;;GM0363;1109.0;;False;False;False;52.307044088950505;5.019187296484118;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Leusdenhof;7.86041666668;0.0;Minimale waarde < 20 m3/uur;;GM0363;1108.0;;;GM0363;1108.0;;;GM0363;1108.0;;False;False;False;52.30778790376627;4.9803787146693175;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Flierbosdreef riool;110.25;6230.62;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0363;1102.0;;;GM0363;1102.0;;;GM0363;1102.0;;False;False;False;52.312665340621365;4.960043047228718;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;De Loper (Arena);43.4875;2457.63;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0363;1114.0;;;GM0363;1114.0;;;GM0363;1114.0;;False;False;False;52.31485121246396;4.9382344307981265;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Berthold Brechtstraat;9.4325;0.0;Minimale waarde < 20 m3/uur;;GM0363;1102.0;;;GM0363;1102.0;;;GM0363;1102.0;;False;False;False;52.318270706197445;4.946288544869874;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Dostojevskisingel;14.9654166667;0.0;Minimale waarde < 20 m3/uur;;GM0363;1102.0;;;GM0363;1102.0;;;GM0363;1102.0;;False;False;False;52.323192050369535;4.946505631131206;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Achter Drempt;1.55166666667;0.0;Minimale waarde < 20 m3/uur;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;52.022017023098655;6.178786155124878;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Drempt;2.55208333333;0.0;Minimale waarde < 20 m3/uur;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;52.00769960353077;6.173373641149483;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Hoog-Keppel;1.96;0.0;Minimale waarde < 20 m3/uur;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;52.00284892419053;6.205551183292753;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Hummelo;4.12416666667;0.0;Minimale waarde < 20 m3/uur;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;52.001552239879786;6.234836594409459;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Keppel;7.4725;0.0;Minimale waarde < 20 m3/uur;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;51.998468374433195;6.210526341961261;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Laag-Keppel;1.44958333333;0.0;Minimale waarde < 20 m3/uur;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;51.9979897415026;6.217784370695897;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Loil;3.94041666667;0.0;Minimale waarde < 20 m3/uur;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.95194340639106;6.141185875886002;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Nieuw-Dijk;2.10291666667;0.0;Minimale waarde < 20 m3/uur;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.93407286254685;6.152308515347741;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Didam;39.2816666667;2219.94;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.9436251406041;6.11725989865872;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Kilder;5.53291666668;0.0;Minimale waarde < 20 m3/uur;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.93575668629643;6.2325987806002905;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Loerbeek;8.06458333332;0.0;Minimale waarde < 20 m3/uur;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.920332085717696;6.199243282563789;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Oud-Beijerland Pr. Irenestraat;53.8591666668;1521.88;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;3261.0;;;GM1963;3261.0;;;GM1963;3261.0;;False;False;False;51.822604823009605;4.419566880723459;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Oud-Beijerland De Bosschen;0.0;0.0;Geen debiet data beschikbaar;;GM1963;3261.0;;;GM1963;3261.0;;;GM1963;3261.0;;False;False;False;51.82672568038544;4.428953888778084;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Oud-Beijerland  Oosterse Gorzen;31.4008333333;887.28;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;3261.0;;;GM1963;3261.0;;;GM1963;3261.0;;False;False;False;51.82699379920294;4.426571883888083;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Rockanje;0.0;0.0;Geen debiet data beschikbaar;;GM1992;3235.0;;;GM1992;;;;GM1992;;;False;False;False;51.875448130856064;4.0662192173449885;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Tinte;2.12333333333;0.0;Minimale waarde < 20 m3/uur;;GM1992;3234.0;;;GM1992;;;;GM1992;;;False;False;False;51.88768677168717;4.137825890865885;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Oostvoorne Katteweg;0.816666666668;0.0;Minimale waarde < 20 m3/uur;;GM1992;3233.0;;;GM1992;3233.0;;;GM1992;3233.0;;False;False;False;51.923139073518925;4.137369975360326;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Oostvoorne;36.2395833333;1024.01;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1992;3233.0;;;GM1992;3233.0;;;GM1992;3233.0;;False;False;False;51.92003247591367;4.110091351165926;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Zuid Beijerland;12.6175;0.0;Minimale waarde < 20 m3/uur;;GM1963;3284.0;;;GM1963;;;;GM1963;;;False;False;False;51.74810020286811;4.365517487201237;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Goudswaard;5.20625;0.0;Minimale waarde < 20 m3/uur;;GM1963;3267.0;;;GM1963;;;;GM1963;;;False;False;False;51.79355132745332;4.274076310764051;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Nieuw Beijerland;12.4745833333;0.0;Minimale waarde < 20 m3/uur;;GM1963;3264.0;;;GM1963;;;;GM1963;;;False;False;False;51.80810855567165;4.347533266429242;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Nieuwendijk;1.20458333333;0.0;Minimale waarde < 20 m3/uur;;GM1963;3284.0;;;GM1963;;;;GM1963;;;False;False;False;51.75614909591662;4.320538766081167;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Piershil;4.5325;0.0;Minimale waarde < 20 m3/uur;;GM1963;3265.0;;;GM1963;;;;GM1963;;;False;False;False;51.79453577825065;4.318180618402201;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Oudenhoorn;3.28708333333;0.0;Minimale waarde < 20 m3/uur;;GM1992;3227.0;;;GM1992;3227.0;;;GM1992;3227.0;;False;False;False;51.82632810751996;4.1866211716910735;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Hellevoetsluis Influentgemaal;0.0;0.0;Geen debiet data beschikbaar;;GM1992;3225.0;;;GM1992;3225.0;;;GM1992;3225.0;;False;False;False;51.842871958463626;4.175836854717816;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Geervliet;5.92083333332;0.0;Minimale waarde < 20 m3/uur;;GM1930;3211.0;;;GM1930;3211.0;;;GM1930;3211.0;;False;False;False;51.861597930610095;4.26272565542392;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Zuidland;14.63875;0.0;Minimale waarde < 20 m3/uur;;GM1930;3214.0;;;GM1930;3214.0;;;GM1930;3214.0;;False;False;False;51.8213634079291;4.255671559955998;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Spijkenisse Brabant;236.425;13361.22;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1930;3203.0;;;GM1930;3203.0;;;GM1930;3203.0;;False;False;False;51.84223609693762;4.345081968201011;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Boostergemaal Zuidland;0.0;0.0;Geen debiet data beschikbaar;;GM1930;3214.0;;;GM1930;3214.0;;;GM1930;3214.0;;False;False;False;51.807877857149215;4.26637331440886;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Heenvliet;15.5370833333;0.0;Minimale waarde < 20 m3/uur;;GM1930;3218.0;;;GM1930;3218.0;;;GM1930;3218.0;;False;False;False;51.86576017880927;4.2466357227303595;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Abbenbroek;3.47083333333;0.0;Minimale waarde < 20 m3/uur;;GM1930;3216.0;;;GM1930;3216.0;;;GM1930;3216.0;;False;False;False;51.84833047986059;4.245116116111447;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Simonshaven;1.36791666667;0.0;Minimale waarde < 20 m3/uur;;GM1930;3212.0;;;GM1930;3212.0;;;GM1930;3212.0;;False;False;False;51.82434179707327;4.290710334796354;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Klaaswaal;13.8629166667;0.0;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.76519786357894;4.444046254927273;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Numansdorp Zijplaan;20.2533333333;1144.58;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;3281.0;;;GM1963;;;;GM1963;;;False;False;False;51.73828086067903;4.436528175651883;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Numansdorp Molendijk;23.0095833333;650.17;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;3281.0;;;GM1963;;;;GM1963;;;False;False;False;51.726587879261736;4.435003366984506;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Brielle;45.7333333333;2584.55;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1992;3232.0;;;GM1992;3232.0;;;GM1992;3232.0;;False;False;False;51.897236825614655;4.159109781656792;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Zwartewaal;5.65541666668;0.0;Minimale waarde < 20 m3/uur;;GM1992;3238.0;;;GM1992;;;;GM1992;;;False;False;False;51.881995822201326;4.216484188506513;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Vierpolders;8.06458333332;0.0;Minimale waarde < 20 m3/uur;;GM1992;3237.0;;;GM1992;;;;GM1992;;;False;False;False;51.87640602669551;4.185442127477133;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Westmaas;8.06458333332;0.0;Minimale waarde < 20 m3/uur;;GM1963;3271.0;;;GM1963;;;;GM1963;;;False;False;False;51.79244591332639;4.473419985470481;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Blaaksedijk;15.19;0.0;Minimale waarde < 20 m3/uur;;GM1963;3274.0;;;GM1963;;;;GM1963;;;False;False;False;51.811830045635155;4.518697147768313;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Mijnsheerenland;20.15125;1138.81;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;3271.0;;;GM1963;;;;GM1963;;;False;False;False;51.799476567114716;4.485408688140313;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Maasdam Hoeksedijk;16.9866666667;0.0;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.78897747930471;4.557205532763304;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Puttershoek Nassaulaan;16.7620833333;0.0;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.80335027089156;4.5719279082249065;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Maasdam Boezemkade;55.67625;3146.46;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.78955738629904;4.555596698867308;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Schenkeldijk;2.14375;0.0;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.74189605840635;4.602221158686882;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Heinenoord Marijkestraat;8.59541666668;0.0;Minimale waarde < 20 m3/uur;;GM1963;3274.0;;;GM1963;;;;GM1963;;;False;False;False;51.828642213905525;4.47842799339502;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Mijlpolder;35.1370833333;1985.72;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.79201682864126;4.61649691043395;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Heinenoord Nieuweweg;29.1754166667;1648.8;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;3274.0;;;GM1963;;;;GM1963;;;False;False;False;51.820575464004456;4.4778515726291825;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Putterhoek Simonsdijkje;88.0366666668;2487.63;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.804825974289784;4.581428035965127;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Goeree-Overflakkee;Achthuizen;4.41;0.0;Minimale waarde < 20 m3/uur;;GM1924;3256.0;;;GM1924;;;;GM1924;;;False;False;False;51.68937854864957;4.2766369814898315;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Goeree-Overflakkee;Stad aan 't Haringvliet;5.145;0.0;Minimale waarde < 20 m3/uur;;GM1924;3243.0;;;GM1924;;;;GM1924;;;False;False;False;51.73945252807867;4.240589135799653;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Mookhoek Zweedsestraat;4.41;0.0;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.75188978419131;4.593641598847322;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Strijensas;1.79666666667;0.0;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.7183462193505;4.582789623908966;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Mookhoek Strijensedijk;3.08291666667;0.0;Minimale waarde < 20 m3/uur;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.75127163550581;4.594227812632937;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;Strijen;0.0;0.0;Geen debiet data beschikbaar;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.7452707351658;4.561061861597197;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Meerweijde;4.29166666666;242.53;Minimale waarde < 20 m3/uur;;GM1598;1713.0;;;GM1598;1713.0;;;GM1598;1713.0;;False;False;False;52.67480117192699;4.910728805696011;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Overdorpstraat;2.70833333334;153.05;Minimale waarde < 20 m3/uur;;GM1598;1648.0;;;GM1598;1648.0;;;GM1598;1648.0;;False;False;False;52.63091180991186;4.9417185471990805;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Dwingel;7.70833333335;435.62;Minimale waarde < 20 m3/uur;;GM1598;1648.0;;;GM1598;1648.0;;;GM1598;1648.0;;False;False;False;52.6254344336628;4.949136556779226;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Wieder;1.20833333333;68.28;Minimale waarde < 20 m3/uur;;GM1598;1648.0;;;GM1598;1648.0;;;GM1598;1648.0;;False;False;False;52.62361452614456;4.961277239502674;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Koningsspil;3.79166666666;214.28;Minimale waarde < 20 m3/uur;;GM1598;1633.0;;;GM1598;1633.0;;;GM1598;1633.0;;False;False;False;52.61937517524026;4.95259333413199;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Kathoek;4.58333333334;259.02;Minimale waarde < 20 m3/uur;;GM1598;1633.0;;;GM1598;1633.0;;;GM1598;1633.0;;False;False;False;52.615351230527686;4.958243917006145;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Bg. Booster Ursemmerplas;34.21;1933.33;Specifieke berekening minimaal potentieel;;GM1598;1648.0;;;GM1598;1648.0;;;GM1598;1648.0;;False;False;False;52.62781705392637;4.927074144318231;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Berkhout;6.91666666665;390.88;Minimale waarde < 20 m3/uur;;GM1598;1647.0;;;GM1598;1647.0;;;GM1598;1647.0;;False;False;False;52.63815791485677;4.983627798234344;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Spierdijk;5.91666666665;334.37;Minimale waarde < 20 m3/uur;;GM1598;1641.0;;;GM1598;1641.0;;;GM1598;1641.0;;False;False;False;52.650178770256154;4.9398973207910295;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Avenhorn;2.5;141.28;Minimale waarde < 20 m3/uur;;GM1598;1633.0;;;GM1598;1633.0;;;GM1598;1633.0;;False;False;False;52.622242263154206;4.941590124860677;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Winkel;47.29;2672.52;Specifieke berekening minimaal potentieel;;GM1911;1731.0;;;GM1911;1731.0;;;GM1911;1731.0;;False;False;False;52.750934918441146;4.905786629623778;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;U10/U16;RWZI Leerdam;76.7908333332;10849.31;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.88986939260394;5.088170445811102;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;Arnhem/Nijmegen;RWZI Zetten;17.4329166667;2462.99;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1734;;;;GM1734;;;;GM1734;;;False;False;False;51.93825993047861;5.711814107374244;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;Alblasserwaard;RWZI Schelluinen;205.772916667;29072.42;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;;;;GM1978;;;;GM1978;;;False;False;False;51.843041954818986;4.934857316530554;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;Rivierenland (Fruitdelta);RWZI Geldermalsen;117.837916667;16648.61;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.8868520373863;5.276563064887225;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;Rivierenland (Fruitdelta);RWZI Dodewaard;186.0825;26290.47;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1740;;;;GM1740;;;;GM1740;;;False;False;False;51.920538699705524;5.634275052422716;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;West-Brabant;RWZI Sleeuwijk;244.5625;34552.76;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.816284476527876;4.930853155281809;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;Alblasserwaard;RWZI Groot-Ammers;121.564583333;17175.13;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2964.0;;;GM1978;2964.0;;;GM1978;2964.0;;False;False;False;51.93484949200546;4.858454186922756;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;Rivierenland (Fruitdelta);RWZI Asperen;19.636666666700002;2774.34;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.88379982458272;5.111042191198324;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;Rivierenland (Fruitdelta);RWZI Beesd;24.0979166667;3404.65;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.89725674400552;5.16975168610872;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;U10/U16;RWZI Vianen;111.137083333;15701.89;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.99854583539245;5.0979548454127555;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;Rivierenland (Fruitdelta);RWZI Haaften;40.04375;5657.54;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.8228511140695;5.223553849110067;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Arkel;13.0254166667;736.11;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;;;;GM1978;;;;GM1978;;;False;False;False;51.86426054780672;4.992322849913137;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Ochten De Heuning;3.67291666667;207.56;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1740;;;;GM1740;;;;GM1740;;;False;False;False;51.9086178779141;5.549828585470158;WarmteAtlas:TEA_assets_minimale_potentie;;;
