waterschap;res_gebied;naamgeving;min_uur;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
HH van Rijnland;Holland Rijnland;AWTG Sassenheim;117.0;6612.09;Specifieke berekening minimaal potentieel;;GM1525;2172.0;;;GM1525;2172.0;;;GM1525;2172.0;;False;False;False;52.21745949964492;4.519612339761961;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWTG Voorhout;49.735;2810.7;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1525;2215.0;;;GM1525;2215.0;;;GM1525;2215.0;;False;False;False;52.223744142636676;4.474882784873606;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWTG Warmond;19.355;0.0;Minimale waarde < 20 m3/uur;;GM1525;2361.0;;;GM1525;2361.0;;;GM1525;2361.0;;False;False;False;52.194364377916266;4.495459318855886;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Midden-Holland;AWTG Reeuwijk Brug West;12.495;0.0;Minimale waarde < 20 m3/uur;;GM1901;2811.0;;;GM1901;2811.0;;;GM1901;2811.0;;False;False;False;52.046180214564615;4.71913076971131;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Midden-Holland;AWTG Reeuwijk Brug Oost;15.19;0.0;Minimale waarde < 20 m3/uur;;GM1901;2811.0;;;GM1901;2811.0;;;GM1901;2811.0;;False;False;False;52.04901220621396;4.73262590021615;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Midden-Holland;AWTG Reeuwijk Dorp;6.86;0.0;Minimale waarde < 20 m3/uur;;GM1901;2811.0;;;GM1901;2811.0;;;GM1901;2811.0;;False;False;False;52.05627510590984;4.681884154794374;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Midden-Holland;AWTG Bodegraven Molenkade;49.0;1384.58;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1901;2411.0;;;GM1901;2411.0;;;GM1901;2411.0;;False;False;False;52.084581018225144;4.741047652276848;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Midden-Holland;rioolpomp Vlietkade Bodegraven;2.63375;0.0;Minimale waarde < 20 m3/uur;;GM1901;2411.0;;;GM1901;2411.0;;;GM1901;2411.0;;False;False;False;52.083056670776685;4.734125952126041;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWTG de Loethe Zoeterwoude;39.445;2229.17;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0638;2381.0;;;GM0638;2381.0;;;GM0638;2381.0;;False;False;False;52.11990865277218;4.496506599834129;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Rotterdam-Den Haag;AWTG Stoeplaan;25.235;1426.12;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0629;2244.0;;;GM0629;2244.0;;;GM0629;2244.0;;False;False;False;52.11794777168871;4.367490223925548;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Rotterdam-Den Haag;AWTG Backershagen;6.86;0.0;Minimale waarde < 20 m3/uur;;GM0629;2243.0;;;GM0629;2243.0;;;GM0629;2243.0;;False;False;False;52.13058133299073;4.388229466054193;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Rotterdam-Den Haag;AWTG van Zuylen van Nijevelt;91.63;5178.34;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0629;2242.0;;;GM0629;2242.0;;;GM0629;2242.0;;False;False;False;52.14248960739305;4.401785936523118;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Midden-Holland;AWTG Waddinxveen West;0.0;0.0;Geen debiet data beschikbaar;;GM0627;2741.0;;;GM0627;2741.0;;;GM0627;2741.0;;False;False;False;52.0497621068927;4.650000913002152;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Rotterdam-Den Haag;AWTG Meerzicht Zoetermeer;589.96;33340.76;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0637;2716.0;;;GM0637;2716.0;;;GM0637;2716.0;;False;False;False;52.05041653664484;4.467783601669487;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWTG Kaagdorp;0.0;0.0;Geen debiet data beschikbaar;;GM1884;2159.0;;;GM1884;2159.0;;;GM1884;2159.0;;False;False;False;52.21202355767244;4.561332149392227;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWTG Woubrugge(nieuwbouw);12.985;0.0;Minimale waarde < 20 m3/uur;;GM1884;2481.0;;;GM1884;2481.0;;;GM1884;2481.0;;False;False;False;52.16908005550818;4.630979814305487;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWTG Rijpwetering;8.575;0.0;Minimale waarde < 20 m3/uur;;GM1884;2375.0;;;GM1884;2375.0;;;GM1884;2375.0;;False;False;False;52.194277478516334;4.578303633528991;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWTG Nieuwe Wetering Achterweg;3.92;0.0;Minimale waarde < 20 m3/uur;;GM1884;2376.0;;;GM1884;2376.0;;;GM1884;2376.0;;False;False;False;52.201697600729794;4.612950452058195;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWTG Hoogmade;5.39;0.0;Minimale waarde < 20 m3/uur;;GM1884;2355.0;;;GM1884;2355.0;;;GM1884;2355.0;;False;False;False;52.17194995030325;4.576893910472104;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWTG Veenderveld;5.635;0.0;Minimale waarde < 20 m3/uur;;GM1884;2371.0;;;GM1884;2371.0;;;GM1884;2371.0;;False;False;False;52.19793747825416;4.614429066521386;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWTG Oude Wetering;0.0;0.0;Geen debiet data beschikbaar;;GM1884;2377.0;;;GM1884;2377.0;;;GM1884;2377.0;;False;False;False;52.2180475742138;4.639641435727591;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWTG Roelofarendsveen;0.0;0.0;Geen debiet data beschikbaar;;GM1884;2371.0;;;GM1884;2371.0;;;GM1884;2371.0;;False;False;False;52.206636347122405;4.634830267835235;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWTG Leimuiden;15.19;0.0;Minimale waarde < 20 m3/uur;;GM1884;2451.0;;;GM1884;2451.0;;;GM1884;2451.0;;False;False;False;52.22049065512316;4.6606122175354665;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Rotterdam-Den Haag;AWTG Stompwijk;6.37;0.0;Minimale waarde < 20 m3/uur;;GM1916;2266.0;;;GM1916;2266.0;;;GM1916;2266.0;;False;False;False;52.09241896294524;4.472666785287619;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWTG Rijnsaterwoude;8.82;0.0;Minimale waarde < 20 m3/uur;;GM1884;2465.0;;;GM1884;2465.0;;;GM1884;2465.0;;False;False;False;52.18957619563583;4.665177929641891;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;;Rg Wassenaar;0.0;0.0;Geen debiet data beschikbaar;;GM0629;2244.0;;;GM0629;2244.0;;;GM0629;2244.0;;False;False;False;52.106451084127684;4.357531963466188;WarmteAtlas:TEA_assets_minimale_potentie;;;
