OBJECTID;Potentieel;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
1501;0.0;;GM0263;;;;GM0263;;;;GM0263;;;False;False;False;51.817890979533814;5.2920251954243085;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1502;0.0;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.82225880058733;5.034836050952508;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1503;3.0;;GM0296;;;;GM0296;;;;GM0296;;;False;False;False;51.79429406756333;5.692803617669496;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1504;0.0;;GM1945;;;;GM1945;;;;GM1945;;;False;False;False;51.868640679539;5.999052276469771;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1505;0.0;;GM0299;;;;GM0299;;;;GM0299;;;False;False;False;51.996981170467734;6.052246829934189;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1506;0.0;;GM0299;;;;GM0299;;;;GM0299;;;False;False;False;51.857794235607955;6.140846487086393;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1507;0.0;;GM0299;;;;GM0299;;;;GM0299;;;False;False;False;51.85929227326587;6.129827541194346;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1508;0.0;;GM0214;;;;GM0214;;;;GM0214;;;False;False;False;51.92521016220558;5.436638628478773;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1509;0.0;;GM0209;;;;GM0209;;;;GM0209;;;False;False;False;51.8632584390275;5.8172424626364885;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1510;3.0;;GM1705;;;;GM1705;;;;GM1705;;;False;False;False;51.93942626688375;5.952040011160924;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1511;0.0;;GM1641;;;;GM1641;;;;GM1641;;;False;False;False;51.182988538301956;5.8721438480892125;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1512;0.0;;GM1641;;;;GM1641;;;;GM1641;;;False;False;False;51.119883516585766;5.848580268445696;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1513;0.0;;GM1641;;;;GM1641;;;;GM1641;;;False;False;False;51.15215254434188;5.847393014611184;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1514;0.0;;GM1641;;;;GM1641;;;;GM1641;;;False;False;False;51.15737453386218;5.8730560573446855;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1515;0.0;;GM1641;;;;GM1641;;;;GM1641;;;False;False;False;51.192061501303414;5.898782857988909;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1516;0.0;;GM0893;;;;GM0893;;;;GM0893;;;False;False;False;51.568673744006524;6.066967353318705;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1517;3.0;;GM0944;;;;GM0944;;;;GM0944;;;False;False;False;51.73068273493928;5.920686010940341;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1518;0.0;;GM1641;;;;GM1641;;;;GM1641;;;False;False;False;51.15940751967515;5.898992096287747;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
