BU_CODE;BU_NAAM;GM_NAAM;WONINGEN;P_STADVERW;JAAR;STATUS;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
BU03440611;Domplein, Neude, Janskerkhof;Utrecht;1313;52;2023;DEF;BU03440611;GM0344;BU03440611;GM0344;BU03440611;GM0344;False;False;52.092018554006685;5.121628683215819;MULTIPOLYGON (((5.12639 52.091179, 5.126092 52.09093, 5.12571 52.090665, 5.125582 52.090592, 5.125426 52.09052, 5.12404 52.090067, 5.123865 52.090033, 5.123882 52.089866, 5.123908 52.089737, 5.12399 52.089483, 5.124097 52.089251, 5.124252 52.088975, 5.124288 52.088926, 5.123504 52.088761, 5.122944 52.088659, 5.122512 52.088586, 5.121718 52.088418, 5.121453 52.088396, 5.12133 52.088719, 5.121177 52.089197, 5.12111 52.089342, 5.120993 52.089541, 5.120821 52.089771, 5.120666 52.089959, 5.120542 52.090143, 5.120468 52.090288, 5.120345 52.090571, 5.120192 52.091006, 5.120118 52.091154, 5.120066 52.091226, 5.11993 52.091364, 5.119785 52.091472, 5.119675 52.091532, 5.119466 52.09162, 5.119201 52.091685, 5.118942 52.091693, 5.11834 52.09165, 5.117819 52.091657, 5.117526 52.091687, 5.117289 52.091734, 5.11712 52.091799, 5.116986 52.091867, 5.116875 52.091945, 5.116804 52.092087, 5.11681 52.092228, 5.116895 52.092461, 5.116941 52.092665, 5.116952 52.092936, 5.1169 52.093178, 5.116857 52.093311, 5.116797 52.093418, 5.117128 52.093458, 5.118414 52.093537, 5.118822 52.093936, 5.119322 52.094289, 5.120002 52.094744, 5.120114 52.09481, 5.120359 52.094932, 5.120497 52.094988, 5.120657 52.095035, 5.120841 52.095075, 5.121065 52.095105, 5.12235 52.095146, 5.123193 52.095155, 5.123557 52.09519, 5.123565 52.094954, 5.123555 52.094864, 5.123471 52.094527, 5.123296 52.093763, 5.123242 52.093586, 5.123163 52.09327, 5.123124 52.092925, 5.123075 52.09268, 5.123627 52.092503, 5.124047 52.092349, 5.124597 52.092224, 5.12509 52.09218, 5.125344 52.092131, 5.125531 52.092047, 5.125649 52.091975, 5.125877 52.09179, 5.126024 52.091644, 5.126121 52.091534, 5.12639 52.091179)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440612;Lange Elisabethstraat, Mariaplaats en omgeving;Utrecht;938;41;2023;DEF;BU03440612;GM0344;BU03440612;GM0344;BU03440612;GM0344;False;False;52.09023503717513;5.117640281717416;MULTIPOLYGON (((5.121453 52.088396, 5.121368 52.088389, 5.120153 52.088203, 5.119255 52.087966, 5.119026 52.088196, 5.118753 52.08858, 5.11661 52.087692, 5.115638 52.08871, 5.11496 52.089412, 5.11442 52.089961, 5.115521 52.090361, 5.115343 52.090549, 5.115826 52.090727, 5.115279 52.091123, 5.114884 52.091475, 5.114778 52.09159, 5.115205 52.091749, 5.114758 52.092365, 5.114715 52.093127, 5.116797 52.093418, 5.116857 52.093311, 5.1169 52.093178, 5.116952 52.092936, 5.116941 52.092665, 5.116895 52.092461, 5.11681 52.092228, 5.116804 52.092087, 5.116875 52.091945, 5.116986 52.091867, 5.11712 52.091799, 5.117289 52.091734, 5.117526 52.091687, 5.117819 52.091657, 5.11834 52.09165, 5.118942 52.091693, 5.119201 52.091685, 5.119466 52.09162, 5.119675 52.091532, 5.119785 52.091472, 5.11993 52.091364, 5.120066 52.091226, 5.120118 52.091154, 5.120192 52.091006, 5.120345 52.090571, 5.120468 52.090288, 5.120542 52.090143, 5.120666 52.089959, 5.120821 52.089771, 5.120993 52.089541, 5.12111 52.089342, 5.121177 52.089197, 5.12133 52.088719, 5.121453 52.088396)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440613;Hoog-Catharijne NS en Jaarbeurs;Utrecht;1184;90;2023;DEF;BU03440613;GM0344;BU03440613;GM0344;BU03440613;GM0344;False;False;52.0875123373899;5.10891702182546;MULTIPOLYGON (((5.114715 52.093127, 5.114758 52.092365, 5.115205 52.091749, 5.114778 52.09159, 5.114884 52.091475, 5.115279 52.091123, 5.115826 52.090727, 5.115343 52.090549, 5.115521 52.090361, 5.11442 52.089961, 5.11496 52.089412, 5.115638 52.08871, 5.11661 52.087692, 5.116981 52.087302, 5.113633 52.086144, 5.115138 52.084474, 5.115272 52.084315, 5.116088 52.083436, 5.116724 52.082792, 5.117575 52.081864, 5.117792 52.081631, 5.118211 52.081191, 5.118489 52.080921, 5.119138 52.080417, 5.119541 52.080155, 5.119894 52.07994, 5.119694 52.079757, 5.119197 52.07957, 5.118442 52.080035, 5.117591 52.080472, 5.116531 52.080597, 5.115548 52.080878, 5.114098 52.082338, 5.111956 52.084657, 5.109715 52.083859, 5.109357 52.084403, 5.108813 52.085007, 5.108406 52.084761, 5.107177 52.083581, 5.106341 52.082791, 5.106062 52.082552, 5.105035 52.081804, 5.099405 52.084678, 5.098302 52.085223, 5.099526 52.086127, 5.099757 52.086335, 5.099927 52.086516, 5.100153 52.086859, 5.100768 52.088004, 5.100881 52.088171, 5.10104 52.088324, 5.10124 52.088457, 5.101594 52.088609, 5.102994 52.089073, 5.103428 52.089236, 5.103837 52.089421, 5.104139 52.089581, 5.104509 52.089811, 5.104917 52.090123, 5.105152 52.090363, 5.105303 52.09056, 5.105419 52.090753, 5.106091 52.090942, 5.106289 52.091006, 5.105806 52.091836, 5.107371 52.092262, 5.106289 52.093562, 5.108218 52.094614, 5.10873 52.094862, 5.109548 52.095236, 5.111819 52.09264, 5.11246 52.092866, 5.112567 52.092889, 5.112924 52.092939, 5.113905 52.09303, 5.114129 52.093054, 5.114715 52.093127)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440621;Wijk C;Utrecht;833;16;2023;DEF;BU03440621;GM0344;BU03440621;GM0344;BU03440621;GM0344;False;False;52.094800501801984;5.113537411794839;MULTIPOLYGON (((5.115897 52.096472, 5.116092 52.096215, 5.116399 52.095699, 5.116454 52.095587, 5.116526 52.09537, 5.116599 52.094942, 5.11661 52.094799, 5.116577 52.094453, 5.116568 52.094298, 5.116573 52.094149, 5.116629 52.09386, 5.116701 52.093618, 5.116797 52.093418, 5.114715 52.093127, 5.114129 52.093054, 5.113905 52.09303, 5.112924 52.092939, 5.112567 52.092889, 5.11246 52.092866, 5.111819 52.09264, 5.109548 52.095236, 5.110677 52.095745, 5.111052 52.095893, 5.111539 52.096063, 5.112164 52.096242, 5.115219 52.097136, 5.115658 52.096692, 5.115897 52.096472)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440622;Breedstraat en Plompetorengracht en omgeving;Utrecht;1419;33;2023;DEF;BU03440622;GM0344;BU03440622;GM0344;BU03440622;GM0344;False;False;52.095824279917075;5.121297027339379;MULTIPOLYGON (((5.126668 52.09781, 5.126801 52.09772, 5.126866 52.097624, 5.126874 52.097513, 5.126831 52.097378, 5.126438 52.096609, 5.126395 52.096546, 5.126249 52.096398, 5.126179 52.096312, 5.126137 52.096215, 5.126116 52.096104, 5.126106 52.095811, 5.126143 52.09555, 5.126244 52.095017, 5.125695 52.09497, 5.124717 52.095086, 5.123671 52.095192, 5.123557 52.09519, 5.123193 52.095155, 5.12235 52.095146, 5.121065 52.095105, 5.120841 52.095075, 5.120657 52.095035, 5.120497 52.094988, 5.120359 52.094932, 5.120114 52.09481, 5.120002 52.094744, 5.119322 52.094289, 5.118822 52.093936, 5.118414 52.093537, 5.117128 52.093458, 5.116797 52.093418, 5.116701 52.093618, 5.116629 52.09386, 5.116573 52.094149, 5.116568 52.094298, 5.116577 52.094453, 5.11661 52.094799, 5.116599 52.094942, 5.116526 52.09537, 5.116454 52.095587, 5.116399 52.095699, 5.116092 52.096215, 5.115897 52.096472, 5.116263 52.096525, 5.116621 52.096544, 5.117067 52.096546, 5.117504 52.096532, 5.117634 52.096528, 5.119475 52.096389, 5.11969 52.096392, 5.119779 52.096418, 5.119994 52.096532, 5.120112 52.096634, 5.120201 52.096736, 5.120476 52.097087, 5.120588 52.097165, 5.1207 52.097207, 5.121132 52.097321, 5.1213 52.097325, 5.121432 52.097292, 5.122256 52.097002, 5.122492 52.096936, 5.122667 52.096927, 5.122833 52.09696, 5.122972 52.097008, 5.124145 52.097467, 5.124264 52.097508, 5.124333 52.097526, 5.126281 52.097851, 5.126496 52.097859, 5.126668 52.09781)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440623;Nobelstraat en omgeving;Utrecht;543;64;2023;DEF;BU03440623;GM0344;BU03440623;GM0344;BU03440623;GM0344;False;False;52.09338248451382;5.1254817865018785;MULTIPOLYGON (((5.126244 52.095017, 5.12627 52.09489, 5.126344 52.094653, 5.126401 52.094557, 5.126494 52.094458, 5.126604 52.094378, 5.126798 52.094267, 5.127218 52.094084, 5.127838 52.093835, 5.128041 52.093742, 5.128118 52.093695, 5.128207 52.093615, 5.128232 52.093522, 5.128192 52.093432, 5.128114 52.093348, 5.127229 52.092602, 5.127152 52.092519, 5.127104 52.092396, 5.127123 52.092249, 5.127389 52.091416, 5.126839 52.091339, 5.12639 52.091179, 5.126121 52.091534, 5.126024 52.091644, 5.125877 52.09179, 5.125649 52.091975, 5.125531 52.092047, 5.125344 52.092131, 5.12509 52.09218, 5.124597 52.092224, 5.124047 52.092349, 5.123627 52.092503, 5.123075 52.09268, 5.123124 52.092925, 5.123163 52.09327, 5.123242 52.093586, 5.123296 52.093763, 5.123471 52.094527, 5.123555 52.094864, 5.123565 52.094954, 5.123557 52.09519, 5.123671 52.095192, 5.124717 52.095086, 5.125695 52.09497, 5.126244 52.095017)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440624;Springweg en omgeving Geertebuurt;Utrecht;1040;33;2023;DEF;BU03440624;GM0344;BU03440624;GM0344;BU03440624;GM0344;False;False;52.085170860143755;5.120659986964239;MULTIPOLYGON (((5.121453 52.088396, 5.121711 52.087734, 5.121857 52.087332, 5.122043 52.086801, 5.122135 52.086482, 5.122375 52.085786, 5.122523 52.085374, 5.12262 52.085126, 5.122669 52.085027, 5.122814 52.084687, 5.122906 52.084411, 5.123025 52.08389, 5.123017 52.083739, 5.122794 52.083114, 5.122723 52.082811, 5.122702 52.082634, 5.122713 52.082462, 5.122759 52.08234, 5.122863 52.082206, 5.123022 52.082084, 5.123507 52.081771, 5.12396 52.081774, 5.12418 52.081363, 5.124016 52.081332, 5.123515 52.081306, 5.122308 52.080912, 5.122078 52.080835, 5.121922 52.080797, 5.121773 52.080797, 5.121669 52.080812, 5.121502 52.080909, 5.121406 52.080995, 5.121317 52.081147, 5.120902 52.082122, 5.120526 52.082908, 5.120244 52.083461, 5.119856 52.084157, 5.119619 52.08442, 5.119447 52.084665, 5.118536 52.085627, 5.117706 52.086542, 5.116981 52.087302, 5.11661 52.087692, 5.118753 52.08858, 5.119026 52.088196, 5.119255 52.087966, 5.120153 52.088203, 5.121368 52.088389, 5.121453 52.088396)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440625;Lange Nieuwstraat en omgeving;Utrecht;1452;45;2023;DEF;BU03440625;GM0344;BU03440625;GM0344;BU03440625;GM0344;False;False;52.085148333621035;5.124583746953003;MULTIPOLYGON (((5.12821 52.084427, 5.12792 52.084221, 5.127731 52.084073, 5.12743 52.083806, 5.127252 52.083619, 5.126857 52.083188, 5.126484 52.082745, 5.126371 52.082591, 5.126245 52.082402, 5.125925 52.081839, 5.125855 52.081735, 5.125548 52.081413, 5.125464 52.08137, 5.125366 52.081352, 5.125208 52.08136, 5.124381 52.081402, 5.12418 52.081363, 5.12396 52.081774, 5.123507 52.081771, 5.123022 52.082084, 5.122863 52.082206, 5.122759 52.08234, 5.122713 52.082462, 5.122702 52.082634, 5.122723 52.082811, 5.122794 52.083114, 5.123017 52.083739, 5.123025 52.08389, 5.122906 52.084411, 5.122814 52.084687, 5.122669 52.085027, 5.12262 52.085126, 5.122523 52.085374, 5.122375 52.085786, 5.122135 52.086482, 5.122043 52.086801, 5.121857 52.087332, 5.121711 52.087734, 5.121453 52.088396, 5.121718 52.088418, 5.122512 52.088586, 5.122944 52.088659, 5.123504 52.088761, 5.124288 52.088926, 5.124465 52.08874, 5.125082 52.088111, 5.125784 52.087444, 5.125831 52.087386, 5.126309 52.086723, 5.126932 52.085876, 5.127327 52.085319, 5.127498 52.085033, 5.127666 52.084712, 5.127695 52.084687, 5.128029 52.084534, 5.12821 52.084427)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440626;Nieuwegracht-Oost;Utrecht;621;44;2023;DEF;BU03440626;GM0344;BU03440626;GM0344;BU03440626;GM0344;False;False;52.088204298048446;5.127081854093336;MULTIPOLYGON (((5.129797 52.085414, 5.129833 52.085346, 5.129806 52.085253, 5.129733 52.085196, 5.129483 52.085073, 5.128922 52.08483, 5.128515 52.084621, 5.12821 52.084427, 5.128029 52.084534, 5.127695 52.084687, 5.127666 52.084712, 5.127498 52.085033, 5.127327 52.085319, 5.126932 52.085876, 5.126309 52.086723, 5.125831 52.087386, 5.125784 52.087444, 5.125082 52.088111, 5.124465 52.08874, 5.124288 52.088926, 5.124252 52.088975, 5.124097 52.089251, 5.12399 52.089483, 5.123908 52.089737, 5.123882 52.089866, 5.123865 52.090033, 5.12404 52.090067, 5.125426 52.09052, 5.125582 52.090592, 5.12571 52.090665, 5.126092 52.09093, 5.12639 52.091179, 5.126839 52.091339, 5.127389 52.091416, 5.127449 52.091231, 5.127592 52.090724, 5.127642 52.090577, 5.127726 52.090381, 5.127763 52.090317, 5.127855 52.090222, 5.127975 52.090149, 5.128109 52.090089, 5.128596 52.089903, 5.128951 52.08976, 5.129146 52.08967, 5.129272 52.0896, 5.12941 52.089474, 5.12946 52.089394, 5.129471 52.089322, 5.129446 52.089203, 5.129339 52.089041, 5.129152 52.088864, 5.128802 52.08861, 5.128668 52.088487, 5.128554 52.088355, 5.128468 52.088179, 5.128462 52.088093, 5.128488 52.08798, 5.128816 52.087102, 5.128995 52.08655, 5.129088 52.086275, 5.129174 52.086111, 5.129322 52.085921, 5.129797 52.085414)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440627;Bleekstraat en omgeving;Utrecht;267;8;2023;DEF;BU03440627;GM0344;BU03440627;GM0344;BU03440627;GM0344;False;False;52.08006654610347;5.121828338097864;MULTIPOLYGON (((5.122374 52.078657, 5.121734 52.07888, 5.120828 52.07921, 5.120126 52.079525, 5.119694 52.079757, 5.119894 52.07994, 5.119541 52.080155, 5.121317 52.081147, 5.121406 52.080995, 5.121502 52.080909, 5.121669 52.080812, 5.121773 52.080797, 5.121922 52.080797, 5.122078 52.080835, 5.122308 52.080912, 5.123515 52.081306, 5.124016 52.081332, 5.123766 52.080846, 5.123251 52.079918, 5.122917 52.079372, 5.122736 52.07912, 5.122374 52.078657)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440628;Hooch Boulandt;Utrecht;1108;76;2023;DEF;BU03440628;GM0344;BU03440628;GM0344;BU03440628;GM0344;False;False;52.08389158100632;5.117781551853384;MULTIPOLYGON (((5.121317 52.081147, 5.119541 52.080155, 5.119138 52.080417, 5.118489 52.080921, 5.118211 52.081191, 5.117792 52.081631, 5.117575 52.081864, 5.116724 52.082792, 5.116088 52.083436, 5.115272 52.084315, 5.115138 52.084474, 5.113633 52.086144, 5.116981 52.087302, 5.117706 52.086542, 5.118536 52.085627, 5.119447 52.084665, 5.119619 52.08442, 5.119856 52.084157, 5.120244 52.083461, 5.120526 52.082908, 5.120902 52.082122, 5.121317 52.081147)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440733;Nieuw Hoograven-Zuid;Utrecht;1603;3;2023;DEF;BU03440733;GM0344;BU03440733;GM0344;BU03440733;GM0344;False;False;52.06053518056289;5.119563164028007;MULTIPOLYGON (((5.126393 52.06506, 5.12592 52.064147, 5.124635 52.061538, 5.12315 52.058375, 5.122254 52.056529, 5.121249 52.054386, 5.120569 52.054503, 5.120396 52.055152, 5.119831 52.055465, 5.119101 52.055867, 5.117752 52.056639, 5.116325 52.057059, 5.116112 52.057118, 5.115727 52.05714, 5.114991 52.057325, 5.114403 52.057476, 5.114369 52.057404, 5.113163 52.057705, 5.113275 52.057885, 5.113153 52.057917, 5.112565 52.058045, 5.111261 52.058324, 5.111257 52.058318, 5.111064 52.058252, 5.110704 52.058343, 5.11222 52.061059, 5.112401 52.061394, 5.113311 52.06112, 5.115034 52.060732, 5.116559 52.060379, 5.116935 52.060307, 5.117298 52.061024, 5.117843 52.06217, 5.11847 52.063506, 5.11913 52.064863, 5.119794 52.066233, 5.126393 52.06506)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440811;Dichterswijk;Utrecht;2335;32;2023;DEF;BU03440811;GM0344;BU03440811;GM0344;BU03440811;GM0344;False;False;52.08072610466756;5.111452330820423;MULTIPOLYGON (((5.119197 52.07957, 5.115507 52.078179, 5.1152 52.078057, 5.114364 52.077596, 5.109463 52.076963, 5.109231 52.077667, 5.108741 52.078485, 5.108044 52.079419, 5.107096 52.080318, 5.105727 52.08145, 5.105035 52.081804, 5.106062 52.082552, 5.106341 52.082791, 5.107177 52.083581, 5.108406 52.084761, 5.108813 52.085007, 5.109357 52.084403, 5.109715 52.083859, 5.111956 52.084657, 5.114098 52.082338, 5.115548 52.080878, 5.116531 52.080597, 5.117591 52.080472, 5.118442 52.080035, 5.119197 52.07957)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440812;Rivierenwijk;Utrecht;4276;19;2023;DEF;BU03440812;GM0344;BU03440812;GM0344;BU03440812;GM0344;False;False;52.07311082220146;5.1152180042128705;MULTIPOLYGON (((5.122374 52.078657, 5.119191 52.073119, 5.115567 52.066896, 5.113083 52.062588, 5.11232 52.065921, 5.11202 52.067094, 5.111363 52.06967, 5.110425 52.073287, 5.109515 52.076805, 5.109463 52.076963, 5.114364 52.077596, 5.1152 52.078057, 5.115507 52.078179, 5.119197 52.07957, 5.119694 52.079757, 5.120126 52.079525, 5.120828 52.07921, 5.121734 52.07888, 5.122374 52.078657)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440821;Bedrijvengebied Kanaleneiland;Utrecht;373;19;2023;DEF;BU03440821;GM0344;BU03440821;GM0344;BU03440821;GM0344;False;False;52.05969005884754;5.105268439808092;MULTIPOLYGON (((5.113083 52.062588, 5.112521 52.061614, 5.112401 52.061394, 5.11222 52.061059, 5.110704 52.058343, 5.111064 52.058252, 5.111257 52.058318, 5.111112 52.058145, 5.11068 52.057695, 5.110378 52.057397, 5.110319 52.057271, 5.110293 52.057119, 5.110204 52.056966, 5.110068 52.056704, 5.109663 52.055974, 5.109462 52.055622, 5.109442 52.055564, 5.109437 52.055451, 5.109359 52.055427, 5.109271 52.054781, 5.109224 52.054468, 5.108849 52.05336, 5.108556 52.052438, 5.108416 52.052006, 5.107784 52.050845, 5.107654 52.050611, 5.107344 52.050026, 5.106201 52.050255, 5.104449 52.049947, 5.104398 52.049938, 5.104034 52.05072, 5.103768 52.051315, 5.103658 52.051544, 5.103373 52.052168, 5.103276 52.052362, 5.103236 52.052508, 5.103123 52.052687, 5.103054 52.052734, 5.102974 52.052919, 5.102767 52.053269, 5.102572 52.053569, 5.102086 52.054264, 5.100983 52.055557, 5.100443 52.056129, 5.099481 52.057164, 5.098603 52.058111, 5.097658 52.059144, 5.097352 52.059481, 5.098305 52.059893, 5.097249 52.06104, 5.095426 52.06302, 5.103706 52.065937, 5.107878 52.065462, 5.107813 52.065875, 5.107534 52.066514, 5.107484 52.06669, 5.108099 52.066732, 5.11135 52.067039, 5.11202 52.067094, 5.11232 52.065921, 5.113083 52.062588)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440822;Transwijk-Zuid;Utrecht;2119;79;2023;DEF;BU03440822;GM0344;BU03440822;GM0344;BU03440822;GM0344;False;False;52.07177369381675;5.1055226838344145;MULTIPOLYGON (((5.11202 52.067094, 5.11135 52.067039, 5.108099 52.066732, 5.107484 52.06669, 5.10623 52.066612, 5.105155 52.066691, 5.104633 52.066811, 5.104169 52.066976, 5.103469 52.067389, 5.102908 52.067889, 5.100963 52.069996, 5.097666 52.073548, 5.097101 52.07416, 5.100421 52.07533, 5.101549 52.075729, 5.102257 52.075953, 5.102759 52.076084, 5.10341 52.076199, 5.104848 52.076384, 5.107731 52.076752, 5.109463 52.076963, 5.109515 52.076805, 5.110425 52.073287, 5.111363 52.06967, 5.11202 52.067094)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440823;Transwijk-Noord;Utrecht;2367;56;2023;DEF;BU03440823;GM0344;BU03440823;GM0344;BU03440823;GM0344;False;False;52.079508413596834;5.099864608038207;MULTIPOLYGON (((5.105035 52.081804, 5.105727 52.08145, 5.107096 52.080318, 5.108044 52.079419, 5.108741 52.078485, 5.109231 52.077667, 5.109463 52.076963, 5.107731 52.076752, 5.104848 52.076384, 5.10341 52.076199, 5.102759 52.076084, 5.102257 52.075953, 5.101549 52.075729, 5.100421 52.07533, 5.097101 52.07416, 5.094012 52.077498, 5.09077 52.080983, 5.091101 52.081083, 5.09151 52.08122, 5.092011 52.08142, 5.093366 52.081982, 5.094218 52.082412, 5.095037 52.082907, 5.097806 52.084856, 5.098302 52.085223, 5.099405 52.084678, 5.105035 52.081804)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440831;Kanaleneiland-Zuid;Utrecht;3675;68;2023;DEF;BU03440831;GM0344;BU03440831;GM0344;BU03440831;GM0344;False;False;52.06850263216587;5.096629648550028;MULTIPOLYGON (((5.107484 52.06669, 5.107534 52.066514, 5.107813 52.065875, 5.107878 52.065462, 5.103706 52.065937, 5.095426 52.06302, 5.091962 52.066781, 5.088029 52.070973, 5.097101 52.07416, 5.097666 52.073548, 5.100963 52.069996, 5.102908 52.067889, 5.103469 52.067389, 5.104169 52.066976, 5.104633 52.066811, 5.105155 52.066691, 5.10623 52.066612, 5.107484 52.06669)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440832;Kanaleneiland-Noord;Utrecht;4098;48;2023;DEF;BU03440832;GM0344;BU03440832;GM0344;BU03440832;GM0344;False;False;52.0761840128718;5.089135117129678;MULTIPOLYGON (((5.097101 52.07416, 5.088029 52.070973, 5.086106 52.073023, 5.084032 52.075309, 5.08341 52.076024, 5.082955 52.076579, 5.08238 52.077354, 5.081828 52.078157, 5.08133 52.078948, 5.083968 52.079491, 5.086754 52.080106, 5.089228 52.080676, 5.08988 52.080817, 5.090372 52.080913, 5.09077 52.080983, 5.094012 52.077498, 5.097101 52.07416)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440912;Terwijde-West;Utrecht;1907;86;2023;DEF;BU03440912;GM0344;BU03440912;GM0344;BU03440912;GM0344;False;False;52.10584620513724;5.0374078365911235;MULTIPOLYGON (((5.045236 52.108311, 5.043759 52.105178, 5.042956 52.103582, 5.043333 52.100448, 5.042962 52.100474, 5.039515 52.100721, 5.030656 52.101405, 5.028946 52.101545, 5.029665 52.102964, 5.030353 52.1043, 5.031674 52.106806, 5.031721 52.106868, 5.033258 52.107019, 5.033519 52.10789, 5.033272 52.108046, 5.033317 52.108186, 5.032149 52.108969, 5.032234 52.109146, 5.032029 52.109202, 5.032222 52.109324, 5.03221 52.109408, 5.03225 52.10954, 5.032611 52.109925, 5.033003 52.110185, 5.034075 52.111608, 5.034483 52.112188, 5.035192 52.11286, 5.043832 52.109009, 5.045236 52.108311)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03440913;Terwijde-Oost;Utrecht;2480;88;2023;DEF;BU03440913;GM0344;BU03440913;GM0344;BU03440913;GM0344;False;False;52.10283574425989;5.050172288102283;MULTIPOLYGON (((5.061159 52.101679, 5.060846 52.099524, 5.060881 52.099358, 5.058056 52.099556, 5.056258 52.099709, 5.050612 52.100189, 5.04747 52.100254, 5.047233 52.100259, 5.045316 52.10031, 5.043333 52.100448, 5.042956 52.103582, 5.043759 52.105178, 5.045236 52.108311, 5.047535 52.107266, 5.050785 52.105802, 5.053306 52.10433, 5.054901 52.102969, 5.055823 52.102007, 5.057216 52.101936, 5.061159 52.101679)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
