PK_UID;RIN_NUMMER;JAAR;PLAN_NAAM;KERN_NAAM;STATUS;TER_BEHEER;GEG_BEHEER;VOL;HA_BRUTO;HA_NETTO;HA_UITGEG;HA_UIT_HJR;HA_TKPGEM;HA_UITGEM;HA_UITPAR;HA_TUITGEM;HA_TUITPAR;HA_TOTTUIT;HA_NTUITGM;HA_NTUITPR;JR_NTUITGB;beoogdJaar;HA_GRUITDL;OPMER_JAAR;MN_VPRIJS;MX_VPRIJS;MN_EPRIJS;MX_EPRIJS;START_JAAR;MILIEUZONE;WLOC_TYPE;PLAN_FASE;MAX_MILIEU;EXT_BEREIK;PARKEER;PARK_MGT;SPOOR_ONTS;WATER_ONTS;VEROUDERD;OORZ_OUD;HA_BRTOUD;HSTRC_PLAN;HSTRC_FASE;HA_FACELFT;HA_REVITAL;HA_ZREVIT;HA_HERPROF;HA_TRANSF;GEM_CODES;GEM_NAMEN;PROV_CODES;PROV_NAMEN;COROPCODES;COROPNAMEN;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
89;215028;2024;DE MUNT III;EMMELOORD;GEACCORDEERD;NOORDOOSTPOLDER;provincie FLEVOLAND;Nee;83.3;56.0;16.0;1.7;0.0;38.3;0.0;38.3;0.0;38.3;0.0;0.0;0.0;0;12.0;Nee;0.0;0.0;0.0;0.0;2;ONBEKEND;B;2;4;A;;NEE;A;E;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;171.0;Noordoostpolder;24.0;Flevoland;40.0;Flevoland;BU01710118;GM0171;BU01710118;GM0171;BU01710118;GM0171;False;False;52.72173423637806;5.779044764745972;MULTIPOLYGON (((5.783528 52.71755, 5.771889 52.717743, 5.771615 52.720938, 5.771832 52.722797, 5.772093 52.725073, 5.772015 52.72544, 5.772104 52.725487, 5.778748 52.72537, 5.783466 52.725378, 5.786207 52.725418, 5.786892 52.725367, 5.788621 52.724749, 5.78695 52.722796, 5.784589 52.719177, 5.783528 52.71755)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
93;215032;2024;UITBREIDING OLDEBROEKERWEG;BIDDINGHUIZEN;GEACCORDEERD;DRONTEN;provincie FLEVOLAND;Nee;17.8;13.8;9.6;2.6;0.0;0.0;1.6;0.0;1.6;1.6;0.0;0.0;0.0;0;1.6;Nee;0.0;0.0;0.0;0.0;2;NEE;B;1;4;A;;NEE;A;E;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;303.0;Dronten;24.0;Flevoland;40.0;Flevoland;BU03030620;GM0303;BU03030620;GM0303;BU03030620;GM0303;False;False;52.460386257601975;5.709914325028971;MULTIPOLYGON (((5.706489 52.461106, 5.702312 52.459302, 5.701696 52.459811, 5.702837 52.46031, 5.703122 52.460424, 5.703507 52.460579, 5.704214 52.460894, 5.705034 52.461246, 5.70554 52.461459, 5.705901 52.461609, 5.706489 52.461106)), ((5.710757 52.462867, 5.715113 52.459168, 5.711781 52.457993, 5.710112 52.459382, 5.709816 52.459259, 5.70954 52.4595, 5.708718 52.459147, 5.706549 52.461053, 5.710757 52.462867)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
100;242019002;2024;FLEVOKUST (KADEGEBONDEN);LELYSTAD;GEACCORDEERD;LELYSTAD;provincie FLEVOLAND;Nee;9.6;9.6;2.4;0.0;0.0;7.2;0.0;2.4;0.0;2.4;4.8;0.0;4.8;0;2.4;Nee;0.0;0.0;0.0;0.0;1;JA;B;1;5;A;;ONBEKEND;A;A;NEE;X;0.5;X;X;0.0;0.0;0.0;0.0;0.0;995.0;Lelystad;24.0;Flevoland;40.0;Flevoland;BU09951018;GM0995;BU09951018;GM0995;BU09951018;GM0995;False;False;52.56905064409383;5.520664737735621;MULTIPOLYGON (((5.523495 52.569847, 5.519298 52.567325, 5.517829 52.568232, 5.522012 52.57078, 5.523495 52.569847)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
101;242019003;2024;GRIEND;LELYSTAD;GEACCORDEERD;LELYSTAD;provincie FLEVOLAND;Ja;1.3;1.1;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;Ja;0.0;0.0;0.0;0.0;1;JA;B;1;4;A;;NEE;A;E;JA;D;0.0;X;X;0.0;0.0;0.0;0.0;0.0;995.0;Lelystad;24.0;Flevoland;40.0;Flevoland;BU09950313;GM0995;BU09950313;GM0995;BU09950313;GM0995;False;False;52.49865951718058;5.4896165573052516;MULTIPOLYGON (((5.488677 52.499104, 5.489603 52.49915, 5.48975 52.499094, 5.490545 52.49914, 5.490566 52.49825, 5.490211 52.498255, 5.489639 52.498189, 5.489145 52.498138, 5.48879 52.49811, 5.488677 52.499104)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
102;242019004;2024;JOL;LELYSTAD;GEACCORDEERD;LELYSTAD;provincie FLEVOLAND;Ja;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;Ja;0.0;0.0;0.0;0.0;1;JA;B;1;4;A;;NEE;A;E;JA;D;0.0;X;X;0.0;0.0;0.0;0.0;0.0;995.0;Lelystad;24.0;Flevoland;40.0;Flevoland;BU09950638;GM0995;BU09950638;GM0995;BU09950638;GM0995;False;False;52.507536341964986;5.446362730477932;MULTIPOLYGON (((5.444875 52.507859, 5.44666 52.508112, 5.446796 52.508184, 5.447919 52.507785, 5.4479 52.507653, 5.447737 52.507492, 5.447275 52.50705, 5.445254 52.506946, 5.444875 52.507859)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
103;242019005;2024;KEMPENAAR;LELYSTAD;GEACCORDEERD;LELYSTAD;provincie FLEVOLAND;Ja;6.7;3.8;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;Ja;0.0;0.0;0.0;0.0;2;JA;B;1;4;A;;NEE;A;E;JA;D;0.0;X;X;0.0;0.0;0.0;0.0;0.0;995.0;Lelystad;24.0;Flevoland;40.0;Flevoland;BU09950528;GM0995;BU09950528;GM0995;BU09950528;GM0995;False;False;52.5186314182418;5.459120434146562;MULTIPOLYGON (((5.457308 52.520112, 5.459985 52.520223, 5.460131 52.518857, 5.460455 52.518702, 5.46097 52.518366, 5.461241 52.517928, 5.461204 52.517176, 5.460828 52.517181, 5.459123 52.517268, 5.458222 52.517311, 5.458117 52.517439, 5.457489 52.518213, 5.457308 52.520112)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
104;242019006;2024;ZUIDERPARK;LELYSTAD;GEACCORDEERD;LELYSTAD;provincie FLEVOLAND;Nee;92.8;46.7;13.7;11.5;0.0;21.5;0.0;14.3;0.0;14.3;7.2;0.0;7.2;0;3.5;Nee;0.0;0.0;0.0;0.0;2;ONBEKEND;B;1;4;A;;NEE;A;D;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;995.0;Lelystad;24.0;Flevoland;40.0;Flevoland;BU09951082;GM0995;BU09951082;GM0995;BU09951082;GM0995;False;False;52.47595465351213;5.4881085093089785;MULTIPOLYGON (((5.478077 52.472255, 5.487349 52.477849, 5.488548 52.478572, 5.493393 52.481496, 5.497178 52.483777, 5.5009 52.481427, 5.499068 52.480492, 5.498223 52.478711, 5.476735 52.467934, 5.473691 52.469599, 5.474726 52.470225, 5.478077 52.472255)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
105;242019007;2024;FLEVOPOORT;LELYSTAD;GEACCORDEERD;LELYSTAD;provincie FLEVOLAND;Nee;46.7;23.1;21.8;0.0;0.0;1.3;0.0;1.3;0.0;1.3;0.0;0.0;0.0;0;0.3;Nee;0.0;0.0;0.0;0.0;2;JA;B;1;4;A;;NEE;A;D;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;995.0;Lelystad;24.0;Flevoland;40.0;Flevoland;BU09951081;GM0995;BU09951081;GM0995;BU09951081;GM0995;False;False;52.48288034377789;5.489028398755399;MULTIPOLYGON (((5.493045 52.48693, 5.496805 52.484252, 5.486917 52.478214, 5.486115 52.478582, 5.486189 52.478649, 5.486113 52.47866, 5.485988 52.478719, 5.485842 52.478868, 5.485519 52.479381, 5.485515 52.479422, 5.485532 52.479461, 5.487103 52.481284, 5.48707 52.481426, 5.486884 52.481325, 5.486739 52.481259, 5.486536 52.481197, 5.486287 52.481136, 5.485997 52.481083, 5.485958 52.481057, 5.485896 52.481037, 5.485788 52.481026, 5.485748 52.481032, 5.48462 52.480805, 5.484294 52.480739, 5.482144 52.480419, 5.482087 52.480378, 5.48187 52.480551, 5.481712 52.480589, 5.481564 52.480574, 5.481551 52.480573, 5.481517 52.480569, 5.481352 52.480571, 5.481327 52.480572, 5.481112 52.480612, 5.480938 52.480671, 5.480776 52.48077, 5.480688 52.480889, 5.480647 52.480973, 5.480631 52.48107, 5.48064 52.481178, 5.48066 52.48125, 5.480725 52.481342, 5.480806 52.481418, 5.481131 52.481608, 5.482046 52.482155, 5.486993 52.485104, 5.487109 52.485171, 5.487971 52.485672, 5.488075 52.485732, 5.488754 52.486149, 5.489181 52.486388, 5.489214 52.486406, 5.489275 52.486392, 5.491478 52.485881, 5.493045 52.48693)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
28;725;2024;ZWOLSEHOEK FASE I;URK;GEACCORDEERD;URK;provincie FLEVOLAND;Ja;18.5;14.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;Ja;0.0;0.0;0.0;0.0;1;JA;B;1;4;A;;NEE;A;B;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;184.0;Urk;24.0;Flevoland;40.0;Flevoland;BU01840004;GM0184;BU01840004;GM0184;BU01840004;GM0184;False;False;52.65450522176339;5.616345798719906;MULTIPOLYGON (((5.618384 52.657422, 5.6186 52.657419, 5.618599 52.657314, 5.618565 52.654165, 5.61856 52.653718, 5.618554 52.653239, 5.618553 52.653121, 5.618545 52.652287, 5.618527 52.650813, 5.616803 52.651526, 5.616042 52.651839, 5.614106 52.652634, 5.613079 52.653069, 5.612915 52.653283, 5.613302 52.653628, 5.613874 52.654141, 5.613992 52.65428, 5.614051 52.654379, 5.614106 52.654532, 5.614168 52.657345, 5.61417 52.657441, 5.618384 52.657422)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
106;242019008;2024;LELYSTAD AIRPORT BUSINESS PARK A6 DISTRICT;LELYSTAD;GEACCORDEERD;LELYSTAD;provincie FLEVOLAND;Nee;67.5;50.6;35.0;0.0;0.0;15.6;0.0;0.0;0.0;0.0;15.6;0.0;15.6;0;0.0;Nee;0.0;0.0;0.0;0.0;2;JA;B;2;4;A;;JA;A;E;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;995.0;Lelystad;24.0;Flevoland;40.0;Flevoland;BU09951088;GM0995;BU09951088;GM0995;BU09951088;GM0995;False;False;52.470637593585174;5.498903183457787;MULTIPOLYGON (((5.507704 52.471257, 5.49754 52.465351, 5.490296 52.470279, 5.495224 52.47304, 5.497377 52.474249, 5.499083 52.475199, 5.500366 52.475726, 5.503749 52.473668, 5.504962 52.47285, 5.507508 52.471149, 5.507704 52.471257)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
107;242019009;2024;LELYSTAD AIRPORT BUSINESS PARK FLIGHT DISTRICT;LELYSTAD;GEACCORDEERD;LELYSTAD;provincie FLEVOLAND;Ja;65.2;48.4;23.1;25.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;Ja;0.0;0.0;0.0;0.0;0;JA;B;2;4;A;;JA;A;E;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;995.0;Lelystad;24.0;Flevoland;40.0;Flevoland;BU09951087;GM0995;BU09951087;GM0995;BU09951087;GM0995;False;False;52.46196804822448;5.5084742252950685;MULTIPOLYGON (((5.510392 52.459932, 5.502825 52.455704, 5.50264 52.455823, 5.499093 52.458103, 5.504216 52.460996, 5.506742 52.462423, 5.504443 52.463984, 5.511464 52.467889, 5.51284 52.466958, 5.513848 52.466248, 5.51566 52.46505, 5.517415 52.463859, 5.514209 52.462024, 5.51243 52.461036, 5.511299 52.460432, 5.510392 52.459932)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
