codering;voedingsgebied_id;voedingsgebied_dekking;voedingsgebied_aantal_pc6
BU05990119;TH060_23;0.8666666666666667;30
BU05990320;TH060_23;0.8263888888888888;144
BU05990321;TT004_10;1.0;159
BU05990322;TT004_10;1.0;161
BU05990323;TT004_10;0.9946524064171123;187
BU05990324;TH061_23;0.9976689976689976;429
BU05990325;TH061_23;0.9968354430379747;316
BU05990327;TT004_10;0.9945945945945946;185
BU05990328;TT004_10;1.0;22
BU05990329;TT004_10;0.6111111111111112;54
BU05990451;TT018_10;1.0;218
BU05990452;TT018_10;1.0;4
BU05990454;TT018_10;1.0;11
BU05990455;TT134_23;0.45454545454545453;88
BU05990456;TT018_10;1.0;199
BU05990457;TT018_10;1.0;10
BU05990515;TT002_10;1.0;110
BU05990516;TT002_10;1.0;130
BU05990531;TT002_10;1.0;226
BU05990532;TT002_10;1.0;274
BU05990534;TT002_10;0.9945945945945946;185
BU05990535;TT002_10;0.9912472647702407;457
BU05990558;TT018_10;0.6666666666666666;9
BU05990660;TT025_10;0.990990990990991;444
BU05990661;TT025_10;1.0;253
BU05990662;TT010_10;0.9108910891089109;202
BU05990664;TT010_10;0.6612903225806451;62
BU05990665;TT010_10;1.0;242
BU05990814;TT019_10;0.9931972789115646;147
BU05990836;TT019_10;0.9871794871794872;78
BU05990837;TT019_10;1.0;134
BU05990841;TT041_10;1.0;306
BU05990842;TT041_10;0.9478260869565217;230
BU05990843;TT024_10;0.46153846153846156;13
BU05990845;TT041_10;1.0;65
BU05990847;TT041_10;1.0;91
BU05991017;CM47;1.0;26
BU05991079;CM47;1.0;48
BU05991080;CM47;1.0;342
BU05991081;CM47;1.0;282
BU05991082;CM47;1.0;258
BU05991085;CM47;0.9893617021276596;94
BU05991086;CM47;1.0;153
BU05991087;CM47;1.0;117
BU05991088;CM47;1.0;84
BU05991283;TT026_10;0.813953488372093;129
BU05991284;CM47;0.9966777408637874;301
BU05991289;TT026_10;0.9912434325744308;571
BU05991290;TT026_10;0.9870967741935484;155
BU05991391;TT022_10;1.0;135
BU05991444;TH039_23;0.9469026548672567;113
BU05991446;TT041_10;0.9375;32
BU05991448;TT024_10;0.5808383233532934;167
BU05991449;TT024_10;1.0;266
BU05991463;TT024_10;0.5907258064516129;496
BU05991466;TT035_10;0.9939393939393939;165
BU05991467;TT035_10;0.9642857142857143;112
BU05991468;TT032_13;0.8208955223880597;134
BU05991570;CM47;0.45454545454545453;22
BU05991571;CM47;0.9858156028368794;282
BU05991572;TT008_10;1.0;277
BU05991573;CM47;0.9964664310954063;283
BU05991574;TT008_10;0.9724770642201835;327
BU05991575;TT008_10;0.9487179487179487;39
BU05991576;CM47;1.0;38
BU05991577;TT022_10;0.9826839826839827;231
BU05991578;TT008_10;0.5333333333333333;30
BU05991593;TH053_23;1.0;51
BU05991692;TT011_10;0.7086330935251799;278
BU05991699;TT033_10;0.9902439024390244;410
BU05991701;CM74;1.0;59
BU05991702;CM74;0.9946808510638298;188
BU05991703;CM74;1.0;16
BU05991853;TT018_10;0.9523809523809523;63
BU05991926;TT004_10;0.8076923076923077;26
BU05992194;TH053_23;0.7906976744186046;43
BU05992196;TH053_23;0.5217391304347826;23
BU05992198;TT022_10;0.9393939393939394;33
BU05992295;TT011_10;0.5454545454545454;11
BU05992306;CM77;0.5925925925925926;27
BU05992307;CM74;0.9523809523809523;21
BU05992308;TH058_23;0.5128205128205128;39
BU05992459;TT018_10;0.9655172413793104;29
BU05992540;TT041_10;0.5;2
BU05992704;TH029_10;0.9813432835820896;268
BU05992705;TH027_10;0.5;2
BU06030111;CM52;1.0;65
BU06030112;CM52;1.0;81
BU06030221;CM52;1.0;95
BU06030222;CM52;0.9213483146067416;89
BU06030223;CM52;1.0;9
BU06030224;CM52;1.0;110
BU06030225;TT062_10;0.8;15
BU06030391;TT056_10;0.8;10
BU06030392;TT062_10;1.0;12
BU06030431;CM52;1.0;9
BU06030432;CM52;1.0;38
BU06030434;CM52;1.0;106
BU06030581;TT062_10;0.9777777777777777;45
BU06030633;TT062_10;0.9;30
BU06030641;CM52;1.0;1
BU06030642;TT062_10;0.9883720930232558;86
BU06030643;TT062_10;1.0;77
BU06030771;TT062_10;1.0;129
BU06030772;TT062_10;0.6666666666666666;3
BU06030851;TT062_10;0.8571428571428571;7
BU06030852;TT062_10;0.9666666666666667;60
BU06030853;TT062_10;1.0;27
BU06030854;TT062_10;1.0;93
BU06030961;TT062_10;0.9574468085106383;188
BU06030962;CM51;0.9285714285714286;14
BU06030963;TT062_10;1.0;23
BU06031064;TH064_23;1.0;53
BU06031082;TT062_10;1.0;2
BU06031083;TT062_10;1.0;20
BU06031084;TH064_23;0.8787878787878788;33
BU06031193;TT062_10;1.0;4
BU06031194;TT062_10;0.9714285714285714;35
BU06060001;TT013_10;1.0;90
BU06060002;TT013_10;1.0;28
BU06060003;TT013_10;0.9444444444444444;18
BU06060004;TT013_10;1.0;20
BU06060101;TT013_10;1.0;10
BU06060102;TT013_10;1.0;23
BU06060103;TT013_10;1.0;51
BU06060104;TT013_10;1.0;13
BU06060105;TT013_10;1.0;26
BU06060106;TT013_10;1.0;53
BU06060107;TT013_10;1.0;32
BU06060108;TT013_10;0.9583333333333334;24
BU06060109;TT013_10;1.0;51
BU06060110;TT013_10;1.0;6
BU06060111;TT013_10;1.0;1
BU06060201;TT020_10;1.0;6
BU06060202;TT020_10;0.7692307692307693;13
BU06060203;TT013_10;1.0;12
BU06060301;TT020_10;1.0;66
BU06060302;TT020_10;1.0;81
BU06060303;TT020_10;1.0;46
BU06060304;TT020_10;1.0;40
BU06060305;TT020_10;1.0;18
BU06060306;TT020_10;1.0;35
BU06060307;TT020_10;1.0;39
BU06060308;TT020_10;1.0;31
BU06060309;TT020_10;1.0;18
BU06060310;TT020_10;1.0;4
BU06060401;TT013_10;1.0;41
BU06060402;TT013_10;1.0;51
BU06060403;TT013_10;1.0;73
BU06060404;TT013_10;1.0;17
BU06060501;TT034_10;1.0;26
BU06060502;TT034_10;1.0;28
BU06060503;TT034_10;0.9444444444444444;36
BU06060504;TT020_10;1.0;12
BU06060505;TT020_10;1.0;16
BU06060506;TT013_10;1.0;2
BU06060507;TT020_10;1.0;2
BU06060601;TT020_10;1.0;24
BU06060602;TT020_10;1.0;18
BU06060603;TT020_10;0.9354838709677419;31
BU06060604;TT013_10;1.0;14
BU06060605;TT013_10;1.0;16
BU06060606;TT013_10;1.0;38
BU06060607;TT020_10;0.9210526315789473;38
BU06060608;TT020_10;0.8928571428571429;28
BU06060609;TT013_10;0.92;25
BU06060610;TT020_10;0.9230769230769231;52
BU06060701;TT034_10;1.0;14
BU06060702;TT034_10;0.9444444444444444;18
BU06060703;TT034_10;1.0;45
BU06060704;TT034_10;1.0;25
BU06060705;TT034_10;1.0;44
BU06060706;TT034_10;1.0;25
BU06060801;TT013_10;0.9166666666666666;12
BU06060802;TT013_10;0.9615384615384616;26
BU06060901;TT034_10;1.0;48
BU06060902;TT034_10;0.9696969696969697;33
BU06060903;TT034_10;1.0;36
BU06060904;TT034_10;1.0;27
BU06061001;TT034_10;1.0;12
BU06061002;TT034_10;1.0;20
BU06061003;TT034_10;1.0;20
BU06061004;TT034_10;1.0;18
BU06061005;TT034_10;1.0;21
BU06061006;TT034_10;1.0;5
BU06061007;TT034_10;1.0;4
BU06061101;TT034_10;1.0;4
BU06061102;TT034_10;0.6666666666666666;9
BU06100101;TT088_13;1.0;29
BU06100102;TT088_13;1.0;1
BU06100103;CM63;1.0;25
BU06100104;TT082_13;0.4444444444444444;9
BU06100105;TT088_13;0.8571428571428571;7
BU06100106;CM63;1.0;17
BU06100107;CM63;1.0;15
BU06100108;TT088_13;0.875;8
BU06100109;TT088_13;0.5;2
BU06100201;CM63;1.0;22
BU06100202;CM63;0.8571428571428571;14
BU06100203;CM63;0.42857142857142855;7
BU06100204;TT088_13;0.6521739130434783;23
BU06100205;TT088_13;1.0;1
BU06100206;CM63;1.0;7
BU06100207;CM63;1.0;22
BU06100208;CM63;1.0;44
BU06100209;CM63;1.0;24
BU06100210;CM63;1.0;10
BU06100211;CM63;0.9743589743589743;39
BU06100301;CM63;1.0;31
BU06100302;CM63;1.0;53
BU06100303;CM63;1.0;23
BU06100304;CM63;1.0;10
BU06100305;CM63;1.0;33
BU06100306;CM63;1.0;7
BU06100307;CM63;1.0;7
BU06100401;CM63;1.0;3
BU06100402;TT088_13;1.0;1
BU06100403;CM63;1.0;18
BU06100404;CM63;1.0;2
BU06100405;CM63;1.0;1
BU06100406;CM63;1.0;5
BU06130101;TT033_10;0.9523809523809523;21
BU06130102;TT033_10;0.5714285714285714;7
BU06130103;TT022_10;1.0;1
BU06130104;TT022_10;1.0;5
BU06130205;TT022_10;1.0;38
BU06130207;TT022_10;1.0;4
BU06130308;TT033_10;1.0;33
BU06130309;TT033_10;1.0;38
BU06130310;TT033_10;1.0;24
BU06130311;TT022_10;1.0;39
BU06130312;TT022_10;0.7142857142857143;14
BU06130313;TT022_10;0.875;8
BU06130414;TT022_10;1.0;53
BU06130415;TT022_10;1.0;31
BU06130416;TT022_10;1.0;10
BU06130417;TT022_10;1.0;38
BU06130418;TT022_10;1.0;25
BU06130419;TT022_10;1.0;31
BU06130420;TT022_10;1.0;2
BU06130521;CM47;0.6;5
BU06130522;TT022_10;0.9285714285714286;14
BU06130623;CM47;1.0;19
BU06130624;CM47;1.0;19
BU06130625;CM47;1.0;4
BU06130626;CM47;1.0;28
BU06130706;TH053_23;1.0;5
BU06220101;TT015_10;0.9375;64
BU06220102;TT015_10;0.990990990990991;111
BU06220103;TT014_10;0.9844961240310077;129
BU06220104;TT015_10;0.75;4
BU06220201;TT015_10;1.0;59
BU06220202;TT015_10;1.0;67
BU06220203;TT015_10;1.0;72
BU06220204;TT015_10;1.0;60
BU06220205;TT029_10;0.75;4
BU06220301;TT015_10;1.0;10
BU06220302;TT015_10;0.5;2
BU06220303;TT015_10;1.0;8
BU06220304;TT015_10;1.0;4
BU06220305;TT015_10;1.0;2
BU06220306;TT015_10;1.0;16
BU06220307;TT015_10;1.0;36
BU06220401;TT014_10;1.0;25
BU06220402;TT014_10;1.0;145
BU06220403;TT014_10;1.0;9
BU06220404;TT014_10;1.0;3
BU06220501;TT014_10;0.9534883720930233;43
BU06220502;TT014_10;1.0;29
BU06220503;TT014_10;1.0;95
BU06220504;TT014_10;1.0;69
BU06220505;TT014_10;1.0;1
BU06220601;TT034_10;1.0;25
BU06220602;TT034_10;1.0;47
BU06220603;TT034_10;1.0;42
BU06220604;TT034_10;1.0;69
BU06220605;TT034_10;1.0;4
BU06220606;TT034_10;1.0;68
BU06220701;TT034_10;1.0;52
BU06220702;TT034_10;1.0;14
BU06220703;TT034_10;1.0;9
BU06220704;TT034_10;1.0;49
BU06220705;TT034_10;1.0;3
BU06220706;TT034_10;1.0;51
BU06220707;TT034_10;1.0;4
BU06220708;TT034_10;1.0;33
BU06220801;TT034_10;0.5;10
BU06260001;OS LEIDEN ZUID WEST 10-1i;1.0;131
BU06260002;OS LEIDEN ZUID WEST 10-1i;1.0;88
BU06260004;OS LEIDEN ZUID WEST 10-1i;0.9464285714285714;56
BU06260006;OS LEIDEN ZUID WEST 10-1i;1.0;48
BU06260007;OS LEIDEN ZUID WEST 10-1i;1.0;109
BU06260008;OS LEIDEN ZUID WEST 10-1i;1.0;47
BU06260009;OS WASSENAAR 10-1i;1.0;8
BU06260010;OS LEIDEN ZUID WEST 10-1i;1.0;48
BU06260011;OS LEIDEN ZUID WEST 10-1i;1.0;31
BU06260012;OS LEIDEN ZUID WEST 10-1i;1.0;59
BU06260013;OS LEIDEN ZUID WEST 10-1i;1.0;49
BU06260014;OS LEIDEN ZUID WEST 10-1i;0.7368421052631579;19
BU06270101;CM08;1.0;26
BU06270102;CM08;1.0;34
BU06270103;CM08;1.0;28
BU06270104;CM08;1.0;39
BU06270105;CM08;1.0;10
BU06270106;CM08;1.0;55
BU06270202;CM08;1.0;102
BU06270203;CM08;1.0;30
BU06270204;CM08;1.0;62
BU06270205;CM33;0.4;35
BU06270301;CM08;1.0;31
BU06270302;CM08;1.0;47
BU06270303;CM08;1.0;60
BU06270304;CM08;1.0;20
BU06270401;CM08;1.0;36
BU06270402;CM08;1.0;38
BU06270403;CM08;1.0;9
BU06270404;CM08;1.0;27
BU06270405;CM08;1.0;17
BU06270406;CM08;1.0;1
BU06270407;CM08;0.9333333333333333;15
BU06270408;CM08;1.0;16
BU06290000;OS WASSENAAR 10-1i;1.0;29
BU06290001;OS WASSENAAR 10-1i;1.0;24
BU06290002;OS WASSENAAR 10-1i;1.0;51
BU06290003;OS WASSENAAR 10-1i;0.75;12
BU06290004;OS WASSENAAR 10-1i;0.9523809523809523;21
BU06290005;OS WASSENAAR 10-1i;1.0;59
BU06290006;OS WASSENAAR 10-1i;1.0;25
BU06290007;OS WASSENAAR 10-1i;1.0;18
BU06290008;OS WASSENAAR 10-1i;1.0;4
BU06290009;OS WASSENAAR 10-1i;1.0;5
BU06290100;OS WASSENAAR 10-1i;1.0;49
BU06290101;OS WASSENAAR 10-1i;1.0;101
BU06290102;OS WASSENAAR 10-1i;1.0;50
BU06290103;OS WASSENAAR 10-1i;1.0;133
BU06290104;OS WASSENAAR 10-1i;1.0;36
BU06290105;OS WASSENAAR 10-1i;1.0;118
BU06290106;OS WASSENAAR 10-1i;1.0;14
BU06290107;OS WASSENAAR 10-1i;1.0;6
BU06290108;OS WASSENAAR 10-1i;0.9523809523809523;21
BU06290109;OS WASSENAAR 10-1i;0.875;8
BU06290110;OS WASSENAAR 10-1i;1.0;28
BU06320101;CM09;1.0;96
BU06320102;CM09;1.0;117
BU06320103;CM09;1.0;11
BU06320104;CM09;1.0;126
BU06320105;CM09;1.0;32
BU06320106;CM09;1.0;139
BU06320201;CM09;1.0;21
BU06320202;CM09;1.0;114
BU06320203;CM09;1.0;86
BU06320204;CM09;0.5;2
BU06320301;CM09;1.0;14
BU06320302;CM09;1.0;9
BU06320303;CM57;1.0;112
BU06320304;CM57;1.0;11
BU06320305;CM57;1.0;35
BU06320401;CM09;1.0;6
BU06320402;CM09;1.0;7
BU06320501;CM09;1.0;5
BU06320502;CM09;0.5;2
BU06320503;CM57;1.0;3
BU06320601;CM60;1.0;63
BU06320602;CM60;1.0;117
BU06320603;CM60;1.0;12
BU06320604;CM60;0.6086956521739131;23
BU06320605;CM10;0.6666666666666666;3
BU06320606;CM60;1.0;7
BU06320701;TS040_10;0.6065573770491803;61
BU06320702;TS040_10;1.0;12
BU06320703;TS040_10;0.6;30
BU06320801;TS040_10;1.0;36
BU06320802;TS040_10;0.8571428571428571;28
BU06370101;TT070_10;0.7272727272727273;22
BU06370102;TT042_10;0.64;25
BU06370103;TT043_10;0.7916666666666666;72
BU06370104;TT042_10;0.8421052631578947;38
BU06370105;TT042_10;0.9791666666666666;48
BU06370106;TT042_10;1.0;4
BU06370201;TT045_10;0.65;20
BU06370202;TT045_10;0.9210526315789473;38
BU06370203;TT070_10;0.9259259259259259;27
BU06370204;TT047_10;1.0;20
BU06370205;TT070_10;1.0;21
BU06370206;TT070_10;1.0;21
BU06370301;TT043_10;1.0;1
BU06370302;TT043_10;1.0;12
BU06370303;TT043_10;0.5625;48
BU06370304;TT043_10;1.0;3
BU06370305;TT043_10;1.0;19
BU06370306;TT043_10;0.7647058823529411;34
BU06370307;TT043_10;0.6190476190476191;21
BU06370401;TT070_10;0.96;25
BU06370402;TT042_10;1.0;29
BU06370403;TT042_10;1.0;42
BU06370404;TT042_10;0.5245901639344263;61
BU06370501;TT046_10;0.3333333333333333;6
BU06370502;TT048_10;0.8;20
BU06370503;TT048_10;1.0;34
BU06370504;TT045_10;0.8837209302325582;43
BU06370505;TT042_10;0.7741935483870968;31
BU06370506;TT045_10;0.8;30
BU06370507;TT045_10;0.8125;16
BU06370508;TT045_10;0.8888888888888888;18
BU06370509;TT048_10;0.7307692307692307;52
BU06370510;TT048_10;1.0;35
BU06370511;TT048_10;0.8181818181818182;33
BU06370512;TT048_10;0.875;24
BU06370513;TT048_10;1.0;28
BU06370601;TT046_10;0.8;5
BU06370602;TT046_10;1.0;33
BU06370603;TT046_10;1.0;14
BU06370604;TT047_10;0.9166666666666666;24
BU06370605;TT047_10;1.0;15
BU06370606;TT046_10;1.0;11
BU06370607;TT046_10;1.0;27
BU06370608;TT046_10;1.0;12
BU06370609;TT046_10;1.0;26
BU06370610;TT046_10;1.0;32
BU06370611;TT046_10;1.0;25
BU06370612;TT046_10;1.0;13
BU06370613;TT046_10;0.9166666666666666;24
BU06370614;TT046_10;1.0;15
BU06370701;TT046_10;0.6153846153846154;13
BU06370702;TT047_10;0.835820895522388;67
BU06370703;TT069_10;1.0;25
BU06370704;TT069_10;1.0;33
BU06370705;TT069_10;1.0;24
BU06370706;TT069_10;1.0;25
BU06370707;TT047_10;1.0;3
BU06370708;TT047_10;0.9259259259259259;27
BU06370709;TT069_10;0.6428571428571429;28
BU06370710;TT069_10;1.0;13
BU06370801;TT049_10;0.75;28
BU06370802;TT049_10;0.775;40
BU06370803;TT049_10;1.0;36
BU06370804;TT049_10;0.9166666666666666;24
BU06370805;TT049_10;1.0;25
BU06370806;TT049_10;1.0;34
BU06370807;TT049_10;0.5;8
BU06370808;TT043_10;0.8333333333333334;42
BU06370809;TT043_10;1.0;56
BU06370810;TT043_10;0.7083333333333334;24
BU06370811;TT069_10;0.5918367346938775;49
BU06370812;TT069_10;1.0;7
BU06370813;TT049_10;0.5;30
BU06370814;TT069_10;0.7222222222222222;36
BU06370901;TT069_10;1.0;13
BU06370902;TT069_10;1.0;15
BU06370903;TT069_10;0.625;24
BU06370904;TT049_10;1.0;28
BU06370905;TT049_10;1.0;14
BU06370906;TT069_10;1.0;35
BU06370907;TT069_10;1.0;10
BU06370908;TT069_10;1.0;32
BU06370909;TT069_10;1.0;3
BU06371001;TT078_10;0.9523809523809523;21
BU06371002;TT078_10;1.0;7
BU06371003;TT042_10;0.6764705882352942;34
BU06371004;TT042_10;1.0;47
BU06371005;TT042_10;1.0;39
BU06371006;TT042_10;1.0;17
BU06371007;TT042_10;0.6;5
BU06371008;TT078_10;1.0;18
BU06371009;TT042_10;0.6388888888888888;36
BU06371010;TT079_10;0.9090909090909091;11
BU06371011;TT079_10;1.0;24
BU06371012;TT079_10;1.0;33
BU06371013;TT079_10;1.0;25
BU06371014;TT079_10;0.75;8
BU06371015;TT079_10;1.0;6
BU06371016;TT079_10;0.5882352941176471;17
BU06371017;TT079_10;0.5428571428571428;35
BU06371101;TT049_10;0.8695652173913043;23
BU06371102;TT049_10;1.0;5
BU06371103;TT049_10;0.9736842105263158;38
BU06371104;TT113_10;0.5526315789473685;38
BU06371105;TT049_10;0.7872340425531915;47
BU06371106;TT113_10;0.9310344827586207;29
BU06371107;TT113_10;1.0;8
BU06371108;TT113_10;1.0;14
BU06371109;TT113_10;0.8571428571428571;7
BU06371110;TT113_10;1.0;32
BU06371111;TT113_10;1.0;20
BU06371112;TT113_10;1.0;6
BU06371113;TT113_10;1.0;10
BU06371114;TT113_10;1.0;9
BU06371115;TT113_10;1.0;19
BU06371116;TT113_10;1.0;17
BU06371117;TT113_10;0.875;8
BU06371118;TT113_10;0.9767441860465116;43
BU06371119;TT113_10;0.7692307692307693;13
BU06371201;TT045_10;1.0;1
BU06371202;TT070_10;0.6666666666666666;3
BU06371203;TT045_10;1.0;1
BU06371204;TT045_10;1.0;1
BU06371207;TT042_10;1.0;6
BU06371301;TT049_10;1.0;13
BU06371302;TT113_10;0.5555555555555556;9
BU06371303;TT043_10;1.0;10
BU06371304;TT042_10;1.0;3
BU06371305;TT043_10;0.7142857142857143;7
BU06371306;TT043_10;1.0;4
BU06371307;TT078_10;0.6756756756756757;37
BU06371308;TT078_10;0.5;2
BU06371401;TT079_10;1.0;4
BU06371402;TT048_10;1.0;3
BU06371403;TT048_10;0.75;4
BU06371404;TT048_10;1.0;1
BU06371405;TT048_10;0.5;6
BU06371406;TT046_10;1.0;1
BU06371407;TT046_10;1.0;4
BU06371408;TT046_10;1.0;2
BU06371409;OS ZOETERWOUDE 10-2i;0.5;2
BU06371411;TT043_10;1.0;2
BU06371501;TT048_10;0.5;2
BU06380001;OS ZOETERWOUDE 10-2i;1.0;49
BU06380002;OS ZOETERWOUDE 10-2i;1.0;3
BU06380003;OS ZOETERWOUDE 10-2i;1.0;25
BU06380004;OS ZOETERWOUDE 10-2i;1.0;6
BU06380005;OS ZOETERWOUDE 10-2i;1.0;34
BU06380006;OS ZOETERWOUDE 10-2i;1.0;4
BU06380007;OS ZOETERWOUDE 10-2i;1.0;13
BU06380101;OS ZOETERWOUDE 10-2i;0.8;5
BU06380202;OS ZOETERWOUDE 10-2i;1.0;13
BU06380303;OS ZOETERWOUDE 10-2i;1.0;10
BU06380404;OS ZOETERWOUDE 10-2i;1.0;2
BU06380909;OS ZOETERWOUDE 10-2i;0.8181818181818182;11
BU06381004;OS ZOETERWOUDE 10-2i;1.0;34
BU06381005;OS ZOETERWOUDE 10-2i;1.0;6
BU06381006;OS ZOETERWOUDE 10-2i;1.0;16
BU06381007;OS ZOETERWOUDE 10-2i;1.0;17
BU06381010;OS ZOETERWOUDE 10-2i;1.0;23
BU06381011;OS ZOETERWOUDE 10-2i;1.0;2
BU06381012;OS ZOETERWOUDE 10-2i;1.0;12
BU06381013;OS ZOETERWOUDE 10-2i;1.0;14
BU06420101;CM63;1.0;15
BU06420102;CM63;1.0;8
BU06420103;CM63;1.0;1
BU06420104;CM63;1.0;6
BU06420106;CM63;1.0;1
BU06420107;CM63;1.0;31
BU06420108;CM63;1.0;30
BU06420109;CM63;1.0;20
BU06420110;CM63;1.0;7
BU06420111;CM63;1.0;16
BU06420112;CM63;1.0;30
BU06420113;CM63;1.0;8
BU06420114;CM63;1.0;22
BU06420115;CM63;1.0;6
BU06420201;CM63;1.0;5
BU06420202;CM63;1.0;2
BU06420203;CM63;1.0;12
BU06420205;CM63;1.0;6
BU06420206;CM63;1.0;15
BU06420207;CM63;1.0;10
BU06420208;CM63;1.0;16
BU06420209;CM63;1.0;27
BU06420301;CM63;1.0;5
BU06420302;CM63;1.0;9
BU06420303;CM63;1.0;29
BU06420304;CM63;1.0;21
BU06420305;CM63;1.0;14
BU06420306;CM63;1.0;1
BU06420307;CM63;1.0;7
BU06420308;CM63;1.0;5
BU06420309;CM63;1.0;4
BU06420310;CM63;1.0;16
BU06420311;CM63;1.0;6
BU06420312;CM63;1.0;13
BU06420313;CM63;1.0;10
BU06420401;CM63;1.0;1
BU06420402;CM63;1.0;25
BU06420403;CM63;1.0;19
BU06420404;CM63;1.0;14
BU06420405;CM63;1.0;6
BU06420406;CM63;1.0;7
BU06420407;CM63;1.0;4
BU06420408;CM63;1.0;15
BU06420501;CM63;1.0;1
BU06420503;CM63;1.0;4
BU06420504;CM63;1.0;10
BU06420505;CM63;1.0;12
BU06420506;CM63;1.0;7
BU06420507;CM63;1.0;9
BU06420508;CM63;1.0;19
BU06420509;CM63;1.0;13
BU06420510;CM63;1.0;12
BU06420511;CM63;1.0;18
BU06420512;CM63;1.0;14
BU06420513;CM63;1.0;8
BU06420514;CM63;1.0;11
BU06420515;CM63;1.0;3
BU06420601;CM63;1.0;10
BU06420602;CM63;1.0;13
BU06420603;CM63;1.0;8
BU06420604;CM63;1.0;16
BU06420605;CM63;1.0;11
BU06420606;CM63;1.0;17
BU06420607;CM63;1.0;11
BU06420608;CM63;1.0;18
BU06420609;CM63;1.0;17
BU06420610;CM63;1.0;6
BU06420701;CM63;1.0;10
BU06420702;CM63;1.0;4
BU06420703;CM63;1.0;4
BU06420704;CM63;1.0;3
BU06420705;CM63;1.0;6
BU06420706;CM63;1.0;2
BU06420707;CM63;1.0;2
BU06420708;CM63;1.0;10
BU06420801;CM63;0.5;8
BU06420802;CM63;0.9655172413793104;29
BU06420803;CM63;1.0;16
BU06420804;CM63;0.9375;16
BU06420805;CM48;0.6;5
BU06420901;CM63;1.0;1
BU06420902;CM63;1.0;2
BU06420903;CM63;1.0;3
BU06420904;CM63;1.0;2
BU06420905;CM63;1.0;3
BU06420906;CM63;1.0;2
BU06420907;CM63;1.0;3
BU06540101;TH201_10_A;1.0;15
BU06540102;TH201_10_A;1.0;20
BU06540201;TH215_10_A;1.0;38
BU06540202;TH215_10_A;0.9473684210526315;19
BU06540301;TH201_10_A;1.0;10
BU06540302;TH201_10_A;0.9411764705882353;17
BU06540401;TH201_10_A;1.0;12
BU06540402;TH201_10_A;1.0;12
BU06540501;TH201_10_A;1.0;149
BU06540502;TH201_10_A;0.9473684210526315;38
BU06540601;TH201_10_A;1.0;24
BU06540602;TH201_10_A;1.0;13
BU06540701;TH201_10_A;1.0;17
BU06540702;TH201_10_A;1.0;29
BU06540801;TH201_10_A;1.0;38
BU06540802;TH201_10_A;0.5185185185185185;27
BU06540901;TH215_10_A;1.0;27
BU06540902;TH215_10_A;1.0;15
BU06540903;TH215_10_A;0.8333333333333334;18
BU06541001;TH201_10_A;1.0;10
BU06541002;TH201_10_A;1.0;18
BU06541101;TH201_10_A;1.0;16
BU06541102;TH201_10_A;1.0;21
BU06541201;TH201_10_A;1.0;29
BU06541202;TH201_10_A;0.8076923076923077;26
BU06541301;TH201_10_A;1.0;101
BU06541302;TH201_10_A;1.0;22
BU06541401;TH201_10_A;1.0;11
BU06541402;TH201_10_A;1.0;20
BU06541501;TH215_10_A;1.0;53
BU06541502;TH215_10_A;1.0;20
BU06640101;TT228_10;1.0;102
BU06640102;TT228_10;1.0;174
BU06640103;TT228_10;0.9844961240310077;129
BU06640104;TT228_10;0.99;100
BU06640105;TT228_10;1.0;129
BU06640106;TT228_10;1.0;35
BU06640107;TH201_10_A;0.9705882352941176;34
BU06640108;TT228_10;1.0;11
BU06640109;TT228_10;1.0;28
BU06640110;TH201_10_A;0.9649122807017544;57
BU06640111;TT228_10;1.0;19
BU06640220;TT228_10;1.0;14
BU06640229;TT228_10;0.9090909090909091;11
BU06640330;TT228_10;1.0;56
BU06640331;TH201_10_A;0.6551724137931034;29
BU06640338;TT228_10;1.0;8
BU06640339;TH201_10_A;1.0;4
BU06640440;TT228_10;1.0;15
BU06640449;TT228_10;1.0;13
BU06640550;TH201_10_A;1.0;34
BU06640551;TH201_10_A;0.875;8
BU06640559;TH201_10_A;1.0;9
BU06640660;TH201_10_A;1.0;10
BU06640770;TH201_10_A;0.9714285714285714;35
BU06640778;TH201_10_A;1.0;6
BU06640779;TH201_10_A;1.0;8
BU06640880;TH201_10_A;1.0;56
BU06640889;TH201_10_A;0.9787234042553191;47
BU06640990;TH201_10_A;1.0;9
BU06680100;OS TIEL 10-1i;1.0;22
BU06680101;OS TIEL 10-1i;0.918918918918919;37
BU06680200;OS DRUTEN 10-1i;1.0;9
BU06680201;OS DRUTEN 10-1i;0.9230769230769231;13
BU06680300;OS DRUTEN 10-1i;1.0;18
BU06680301;OS DRUTEN 10-1i;1.0;19
BU06680400;OS DRUTEN 10-1i;0.864516129032258;155
BU06680401;OS DRUTEN 10-1i;0.9;40
BU06680500;OS DRUTEN 10-1i;1.0;36
BU06680501;OS DRUTEN 10-1i;1.0;35
BU06680600;OS TIEL 10-1i;0.8787878787878788;66
BU06680601;OS TIEL 10-1i;0.8055555555555556;36
BU06680700;OS TIEL 10-1i;1.0;22
BU06680701;OS TIEL 10-1i;0.8846153846153846;26
BU06680800;OS TIEL 10-1i;1.0;61
BU06680801;OS TIEL 10-1i;1.0;20
BU06770101;TT220_10;1.0;76
BU06770102;TT220_10;1.0;39
BU06770103;TT220_10;1.0;27
BU06770104;TT220_10;1.0;42
BU06770105;TT220_10;1.0;33
BU06770106;TT220_10;1.0;23
BU06770107;TT220_10;1.0;29
BU06770108;TT220_10;1.0;31
