PK_UID;LandCode;INST_TYPE;NIC;INRICHTING;STAD;STRAATNAAM;POSTCODE;NR;TOEVOEGING;X;Y;SBI_CODE;SBI;SECTOR;SUBSECTOR;EMISSIE;kton1990;kton2000;kton2010;kton2015;kton2020;kton2021;kton2022;kton2023;kton2024;conv_grp;TJ_Warmte;TJ_W_Ind;legenda;Size;color;Jaar;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
790;NL;;220239;RWZI Breedeweg;Groesbeek;Bruuk;6562KN;69;;194002;419037;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.42861;0.363005;0.433899;0.337581;0.590134;0.454393;0.444017;0.525411;0.468163;Overig;7.41807;7.41807;RWZI;1;Bleu;2024;BU19450201;GM1945;6562.0;6562KN;BU19450201;GM1945;6562.0;6562KN;BU19450201;GM1945;6562.0;6562KN;False;False;False;51.75866242102021;5.9521136007891995;WarmteAtlas:CO2EmissieBedrijven;;;
791;NL;;220240;RWZI Grouw;Grou;Molesingel;9001ZD;2;;183800;567400;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.661038;0.329958;0.509947;0.874368;0.408429;0.44614;0.374909;0.43179;0.429393;Overig;6.803765;6.803765;RWZI;1;Bleu;2024;BU00808207;GM0080;9001.0;9001ZD;BU00808207;GM0080;9001.0;9001ZD;BU00808207;GM0080;9001.0;9001ZD;False;False;False;53.092644100288304;5.817111596083329;WarmteAtlas:CO2EmissieBedrijven;;;
792;NL;;220241;RWZI Haaksbergen;Haaksbergen;Leferinkweg;7482RD;7;;245852;466203;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.565699;0.677741;0.927199;1.335642;1.303729;1.594576;1.467341;0.950001;1.68949;Overig;26.770083;26.770083;RWZI;1;Bleu;2024;BU01580290;GM0158;7482.0;7482RD;BU01580290;GM0158;7482.0;7482RD;BU01580290;GM0158;7482.0;7482RD;False;False;False;52.17648284337153;6.715471841847563;WarmteAtlas:CO2EmissieBedrijven;;;
793;NL;;220242;RWZI Haarlem-Schalkwijk;Haarlem;Boerhaavelaan;2035RB;57;;106000;487000;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;2.061886;0.071598;2.598793;1.765089;0.624546;0.903425;0.035769;2.381887;1.190996;Overig;18.871416;18.871416;RWZI;1;Bleu;2024;BU03921902;GM0392;2035.0;2035RB;BU03921902;GM0392;2035.0;2035RB;BU03921902;GM0392;2035.0;2035RB;False;False;False;52.368692669771086;4.667734771969028;WarmteAtlas:CO2EmissieBedrijven;;;
794;NL;;220243;RWZI Haarlem-Waarderpolder;Haarlem;Albert Hofmanweg;2031BH;8;;106100;490100;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;9.720614;7.391802;8.280451;11.573534;10.46924;11.692545;11.087697;11.755807;13.033686;Overig;206.519676;206.519676;RWZI;2;Bleu;2024;BU03920602;GM0392;2031.0;2031BH;BU03920602;GM0392;2031.0;2031BH;BU03920602;GM0392;2031.0;2031BH;False;False;False;52.39656119139029;4.668751671771566;WarmteAtlas:CO2EmissieBedrijven;;;
795;NL;;220244;RWZI Haarlo;Haarlo;Avinkweg;7273PT;2;;237600;459600;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.681491;0.659364;0.953856;2.090161;2.428567;2.581063;2.218246;2.957924;3.11493;Overig;49.356285;49.356285;RWZI;2;Bleu;2024;BU18590009;GM1859;7273.0;7273PT;BU18590009;GM1859;7273.0;7273PT;BU18590009;GM1859;7273.0;7273PT;False;False;False;52.118442584188855;6.59324877171906;WarmteAtlas:CO2EmissieBedrijven;;;
796;NL;;220245;RWZI Haastrecht;Haastrecht;Galgoord;2850AW;10;;113600;446200;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.113639;0.154306;0.162741;0.111002;0.064081;0.084532;0.078395;0.11157;0.082329;Overig;1.304509;1.304509;RWZI;1;Bleu;2024;BU19310800;GM1931;2851.0;2851AW;BU19310800;GM1931;2851.0;2851AW;BU19310800;GM1931;2851.0;2851AW;False;False;False;52.00262965194176;4.784297020906285;WarmteAtlas:CO2EmissieBedrijven;;;
797;NL;;220246;RWZI Halsteren;Halsteren;Langeweg;4661PA;9;;76500;393800;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.514332;0.366702;0.353766;0.322889;0.805833;0.542744;0.645846;0.590318;0.571748;Overig;9.059391;9.059391;RWZI;1;Bleu;2024;BU07480409;GM0748;4661.0;4661PB;BU07480409;GM0748;4661.0;4661PB;BU07480409;GM0748;4661.0;4661PB;False;False;False;51.52770487950319;4.255952856545595;WarmteAtlas:CO2EmissieBedrijven;;;
798;NL;;220247;RWZI Hapert;Hapert;Castersedijk;5527JR;25;;144800;376500;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;2.512648;1.440889;1.265412;1.587105;1.195053;0.876835;0.986547;0.88675;0.824499;Overig;13.064242;13.064242;RWZI;1;Bleu;2024;BU17280209;GM1728;5527.0;5527JR;BU17280209;GM1728;5527.0;5527JR;BU17280209;GM1728;5527.0;5527JR;False;False;False;51.37758503097531;5.240698094847815;WarmteAtlas:CO2EmissieBedrijven;;;
799;NL;;220248;RWZI Hardenberg;Bergentheim;Prugelweg;7691PZ;5;;237908;506639;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.97144;0.91669;1.696418;1.550907;1.731825;2.102091;1.33314;1.61397;1.852044;Overig;29.345762;29.345762;RWZI;1;Bleu;2024;BU01600601;GM0160;7696.0;7696BH;BU01600601;GM0160;7696.0;7696BH;BU01600601;GM0160;7696.0;7696BH;False;False;False;52.54108814173203;6.609327717474789;WarmteAtlas:CO2EmissieBedrijven;;;
800;NL;;220249;RWZI Hardinxveld-De Peulen;Hardinxveld-Giessendam;Rivierdijk;3371EN;831;;117200;426100;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.016599;0.502998;0.226742;0.313247;0.38655;0.327209;0.440502;0.377097;0.300175;Overig;4.756293;4.756293;RWZI;1;Bleu;2024;BU05230202;GM0523;3371.0;3371EN;BU05230202;GM0523;3371.0;3371EN;BU05230202;GM0523;3371.0;3371EN;False;False;False;51.82222926254538;4.838928804761268;WarmteAtlas:CO2EmissieBedrijven;;;
801;NL;;220250;RWZI Haren;Haren;Klaverlaan;9753;;;237900;577700;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.270454;0.526706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Overig;0.0;0.0;RWZI;0;Bleu;2024;BU00141800;GM0014;9753.0;9753CE;BU00141800;GM0014;9753.0;9753CE;BU00141800;GM0014;9753.0;9753CE;False;False;False;53.17955811542607;6.627197737982687;WarmteAtlas:CO2EmissieBedrijven;;;
802;NL;;220251;RWZI Harlingen;Harlingen;Oude Trekweg;8861KL;110;;159485;576192;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.897276;0.605702;0.74424;0.840624;0.753688;0.969753;0.901845;0.800799;1.102246;Overig;17.465161;17.465161;RWZI;1;Bleu;2024;BU00720005;GM0072;8861.0;8861KT;BU00720005;GM0072;8861.0;8861KT;BU00720005;GM0072;8861.0;8861KT;False;False;False;53.17240045255494;5.454279040925156;WarmteAtlas:CO2EmissieBedrijven;;;
803;NL;;220252;RWZI Hattem;Hattem;Hilsdijk;8051KE;70;;199400;499900;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.790276;1.463119;1.212723;1.589281;1.543637;1.558135;1.539233;1.694599;1.397736;Overig;22.147228;22.147228;RWZI;1;Bleu;2024;BU02440109;GM0244;8051.0;8051KE;BU02440109;GM0244;8051.0;8051KE;BU02440109;GM0244;8051.0;8051KE;False;False;False;52.4850141517665;6.040846112391298;WarmteAtlas:CO2EmissieBedrijven;;;
804;NL;;220253;RWZI Haulerwijk;Haulerwijk;Kerkstraat;8433LJ;25;nabij;217500;564700;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.38866;0.121988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Overig;0.0;0.0;RWZI;0;Bleu;2024;BU00850608;GM0085;8433.0;8433LK;BU00850608;GM0085;8433.0;8433LK;BU00850608;GM0085;8433.0;8433LK;False;False;False;53.06552199345762;6.319591406749596;WarmteAtlas:CO2EmissieBedrijven;;;
805;NL;;220254;RWZI Hazerswoude-Dorp;Hazerswoude-Dorp;Pad van Maurits;2391;2;;101100;457200;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.1068;0.15986;0.106317;0.0;0.0;0.0;0.0;0.0;0.0;Overig;0.0;0.0;RWZI;0;Bleu;2024;BU04849102;GM0484;2391.0;2391GD;BU04849102;GM0484;2391.0;2391GD;BU04849102;GM0484;2391.0;2391GD;False;False;False;52.100417838908825;4.600539489019514;WarmteAtlas:CO2EmissieBedrijven;;;
806;NL;;220255;RWZI Heel en Panheel;Heel;Heggerstraat;6097NE;8;;189400;353700;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.725036;1.191221;1.274054;1.373306;1.890842;1.311727;0.382509;0.28788;0.599216;Overig;9.494619;9.494619;RWZI;1;Bleu;2024;BU16410501;GM1641;6097.0;6097NE;BU16410501;GM1641;6097.0;6097NE;BU16410501;GM1641;6097.0;6097NE;False;False;False;51.171691613479986;5.879072411301585;WarmteAtlas:CO2EmissieBedrijven;;;
807;NL;;220256;RWZI Heemstede;Heemstede;Cruquiusweg;2102LS;45;;103900;484200;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.452958;0.807085;1.020439;0.239863;1.027351;0.714137;0.892797;0.445292;1.275016;Overig;20.202717;20.202717;RWZI;1;Bleu;2024;BU03970001;GM0397;2102.0;2102LS;BU03970001;GM0397;2102.0;2102LS;BU03970001;GM0397;2102.0;2102LS;False;False;False;52.3433377673621;4.637328219668805;WarmteAtlas:CO2EmissieBedrijven;;;
808;NL;;220257;RWZI Heenvliet;Heenvliet;Kanaaldijk Oost;2318LE;3;;76600;431700;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.210532;0.163343;0.149021;0.16899;0.227297;0.218747;0.200306;0.11305;0.669515;Overig;10.608509;10.608509;RWZI;1;Bleu;2024;BU19302504;GM1930;3197.0;3197KM;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;False;False;True;51.86832812076903;4.2488531792623965;WarmteAtlas:CO2EmissieBedrijven;;;
809;NL;;220258;RWZI Heerde;Heerde;Postweg;8181VK;39;;200384;489472;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.116924;0.455783;0.438815;0.666074;0.785036;0.741183;0.796109;0.747682;0.892565;Overig;14.142752;14.142752;RWZI;1;Bleu;2024;BU02460000;GM0246;8181.0;8181VK;BU02460000;GM0246;8181.0;8181VK;BU02460000;GM0246;8181.0;8181VK;False;False;False;52.39121755031653;6.053917597350224;WarmteAtlas:CO2EmissieBedrijven;;;
810;NL;;220259;Slibontwateringsinstallatie / RWZI Heerenveen;Heerenveen;Wetterwille;8447GC;4;a;189070;553727;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.0;1.927703;1.742367;2.96343;3.348239;3.085642;2.837233;3.379422;3.020731;Overig;47.863694;47.863694;RWZI;2;Bleu;2024;BU00740110;GM0074;8447.0;8447GC;BU00740110;GM0074;8447.0;8447GC;BU00740110;GM0074;8447.0;8447GC;False;False;False;52.96947321087183;5.89433990918126;WarmteAtlas:CO2EmissieBedrijven;;;
811;NL;;220260;RWZI Heerlen;Heerlen;Eikendermolenweg;6411RW;2;;195000;322200;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.712212;1.230783;1.002751;0.812991;0.0;0.0;0.0;0.0;0.0;Overig;0.0;0.0;RWZI;0;Bleu;2024;BU09173600;GM0917;6411.0;6411RW;BU09173600;GM0917;6411.0;6411RW;BU09173600;GM0917;6411.0;6411RW;False;False;False;50.888189429129966;5.955638434373755;WarmteAtlas:CO2EmissieBedrijven;;;
812;NL;;220261;RWZI Heiloo;Heiloo;Kanaalweg;1851LR;11;;109900;512100;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.2976;2.782825;1.205526;1.323254;1.208785;1.660215;1.896053;1.770131;1.924287;Overig;30.49047;30.49047;RWZI;1;Bleu;2024;BU03990602;GM0399;1851.0;1851LR;BU03990602;GM0399;1851.0;1851LR;BU03990602;GM0399;1851.0;1851LR;False;False;False;52.59459704380997;4.721607390307619;WarmteAtlas:CO2EmissieBedrijven;;;
813;NL;;220262;RWZI Heino;Heino;Molenweg;8141NS;16;;210430;495113;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.159448;0.225892;0.256533;0.265978;0.249262;0.153831;0.194285;0.136517;0.222209;Overig;3.520917;3.520917;RWZI;1;Bleu;2024;BU01770709;GM0177;8141.0;8141NS;BU01770709;GM0177;8141.0;8141NS;BU01770709;GM0177;8141.0;8141NS;False;False;False;52.44098863403092;6.202418127452816;WarmteAtlas:CO2EmissieBedrijven;;;
814;NL;;220263;RWZI Hellevoetsluis;Hellevoetsluis;Carrouselweg;3225LN;1;;71521;428945;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.028644;1.976366;1.825607;1.804684;1.349822;2.631166;2.252199;2.226466;2.103176;Overig;33.324977;33.324977;RWZI;2;Bleu;2024;BU19920800;GM1992;3225.0;3225LP;BU19920800;GM1992;3225.0;3225LN;BU19920800;GM1992;3225.0;3225LN;False;False;False;51.842831925947635;4.175788945868557;WarmteAtlas:CO2EmissieBedrijven;;;
815;NL;;220264;RWZI Hengelo;Hengelo;Wegtersweg;7556BP;17;;249456;477675;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.294239;5.98682;5.330284;7.157542;14.459999;18.329834;22.939351;18.674107;19.227425;Overig;304.659902;304.659902;RWZI;2;Bleu;2024;BU01640700;GM0164;7556.0;7556BP;BU01640700;GM0164;7556.0;7556BW;BU01640700;GM0164;7556.0;7556BW;False;False;False;52.27896176819625;6.771349548428468;WarmteAtlas:CO2EmissieBedrijven;;;
816;NL;;220265;RWZI Hengevelde;Hengevelde;Koude Dijk;7496PD;3;;241000;469100;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.138312;0.092876;0.233185;0.0;0.0;0.0;0.0;0.0;0.0;Overig;0.0;0.0;RWZI;0;Bleu;2024;BU17350805;GM1735;7496.0;7496PC;BU17350805;GM1735;7496.0;7496PC;BU17350805;GM1735;7496.0;7496PC;False;False;False;52.203292802326956;6.64528638689904;WarmteAtlas:CO2EmissieBedrijven;;;
817;NL;;220266;RWZI Herkingen;Herkingen;Deltastraat;3249AC;1;;65500;414400;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.030488;0.049074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Overig;0.0;0.0;RWZI;0;Bleu;2024;BU19240901;GM1924;3249.0;3249AC;BU19240901;GM1924;3249.0;3249AC;BU19240901;GM1924;3249.0;3249AC;False;False;False;51.7111886752193;4.092191995942509;WarmteAtlas:CO2EmissieBedrijven;;;
818;NL;;220267;RWZI Heugem;Gronsveld;Rekoutweg;6247EN;2;;178114;314163;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.298786;1.203692;1.327152;0.097982;0.587471;0.083041;0.102437;0.714548;0.830583;Overig;13.160651;13.160651;RWZI;1;Bleu;2024;BU09350600;GM0935;6229.0;6229RB;BU09350600;GM0935;6229.0;6229RB;BU09350600;GM0935;6229.0;6229RB;False;False;False;50.816878060472995;5.715164833655925;WarmteAtlas:CO2EmissieBedrijven;;;
819;NL;;220268;RWZI Hilvarenbeek;Biesthoutakker;Heikestraat;5084HW;2;A;140100;390200;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;2.929968;1.42161;0.751473;1.486858;1.337503;1.19337;1.182473;1.351232;1.345789;Overig;21.324129;21.324129;RWZI;1;Bleu;2024;BU07980209;GM0798;5084.0;5084HW;BU07980209;GM0798;5084.0;5084HW;BU07980209;GM0798;5084.0;5084HW;False;False;False;51.50062488239611;5.172613677258583;WarmteAtlas:CO2EmissieBedrijven;;;
820;NL;;220269;RWZI Hilversum;Hilversum;Minckelersstraat;1223LE;173;;142468;470705;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.921925;4.043638;1.164561;1.767018;0.776922;0.799411;0.762473;0.858095;0.903987;Overig;14.323739;14.323739;RWZI;1;Bleu;2024;BU04020606;GM0402;1223.0;1223ME;BU04020606;GM0402;1223.0;1223ME;BU04020606;GM0402;1223.0;1223ME;False;False;False;52.224281692269685;5.203794679316971;WarmteAtlas:CO2EmissieBedrijven;;;
821;NL;;220270;RWZI Holten;Holten;Beusebergerweg;7451NG;43;;225000;473300;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.702389;1.186886;1.097178;1.447612;1.408618;1.620941;2.514348;1.548921;1.68012;Overig;26.621615;26.621615;RWZI;1;Bleu;2024;BU17420502;GM1742;7451.0;7451NG;BU17420502;GM1742;7451.0;7451NG;BU17420502;GM1742;7451.0;7451NG;False;False;False;52.2432992906814;6.412132838097269;WarmteAtlas:CO2EmissieBedrijven;;;
822;NL;;220271;RWZI Hooge Zwaluwe;Lage Zwaluwe;Amerweg;4926CZ;6;;108510;414471;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.194273;0.220128;0.167743;0.141584;0.168127;0.148133;0.203937;0.132382;0.176593;Overig;2.798132;2.798132;RWZI;1;Bleu;2024;BU17190601;GM1719;4926.0;4926CZ;BU17190601;GM1719;4926.0;4926CZ;BU17190601;GM1719;4926.0;4926CZ;False;False;False;51.71705241090368;4.714450918626524;WarmteAtlas:CO2EmissieBedrijven;;;
823;NL;;220272;RWZI Hoogezand;Sappemeer;Verl Winkelhoek;9611CD;12;;247700;576900;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;2.826587;1.798784;0.862082;1.219853;1.471663;1.279387;1.202591;1.267331;1.516966;Overig;24.036431;24.036431;RWZI;1;Bleu;2024;BU19520409;GM1952;9611.0;9611CE;BU19520409;GM1952;9611.0;9611CE;BU19520409;GM1952;9611.0;9611CE;False;False;False;53.170766283926056;6.773513367655867;WarmteAtlas:CO2EmissieBedrijven;;;
824;NL;;220273;RWZI Hoogkerk;Groningen;Zuiderweg;9745AP;110;;230100;581300;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.13788;0.355399;0.210024;0.205512;0.0;0.0;0.0;0.0;0.0;Overig;0.0;0.0;RWZI;0;Bleu;2024;BU00140800;GM0014;9744.0;9744AP;BU00140800;GM0014;9744.0;9744AP;BU00140800;GM0014;9744.0;9744AP;False;False;False;53.21305069349307;6.511391027573216;WarmteAtlas:CO2EmissieBedrijven;;;
825;NL;;220274;RWZI Hoogmade;Hoogmade;Graaf Willem Ii Laan;2355BG;67;;99600;465200;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.024794;0.03737;0.04244;0.129751;0.0;0.0;0.0;0.0;0.0;Overig;0.0;0.0;RWZI;0;Bleu;2024;BU18840209;GM1884;2355.0;2355DD;BU18840209;GM1884;2355.0;2355DD;BU18840209;GM1884;2355.0;2355DD;False;False;False;52.17216754454391;4.577346473565151;WarmteAtlas:CO2EmissieBedrijven;;;
826;NL;;220276;RWZI Horstermeer;Nederhorst den Berg;Middenweg;1394AH;159;;134412;474487;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.084415;3.517314;4.660531;5.810313;5.399043;4.735103;4.193645;3.923999;4.83326;Overig;76.583349;76.583349;RWZI;2;Bleu;2024;BU16960603;GM1696;1394.0;1394AH;BU16960603;GM1696;1394.0;1394AH;BU16960603;GM1696;1394.0;1394AH;False;False;False;52.25803132789376;5.085664232994243;WarmteAtlas:CO2EmissieBedrijven;;;
827;NL;;220277;RWZI Houten;Houten;De Staart;3992LK;5;;137418;448864;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.524343;0.565364;1.299848;1.511388;1.578124;1.499943;1.316785;1.642147;1.368051;Overig;21.676872;21.676872;RWZI;1;Bleu;2024;BU03212054;GM0321;3992.0;3992LK;BU03212054;GM0321;3992.0;3992LK;BU03212054;GM0321;3992.0;3992LK;False;False;False;52.027839239228946;5.131014928355307;WarmteAtlas:CO2EmissieBedrijven;;;
828;NL;;220278;RWZI Huizen;Huizen;IJsselmeerstraat;1271AA;7;;145022;480262;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.048837;1.448784;1.155926;0.897003;1.035709;0.916387;0.72445;0.634175;0.58206;Overig;9.222787;9.222787;RWZI;1;Bleu;2024;BU04060512;GM0406;1271.0;1271AA;BU04060512;GM0406;1271.0;1271AA;BU04060512;GM0406;1271.0;1271AA;False;False;False;52.31022944923948;5.24089105186174;WarmteAtlas:CO2EmissieBedrijven;;;
829;NL;;220279;RWZI Hulst;Clinge;Clingeweg;4567PJ;6;;63500;366400;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.780364;1.244454;0.743989;0.363484;0.452016;0.506362;0.447447;0.292033;0.258037;Overig;4.088613;4.088613;RWZI;1;Bleu;2024;BU06770303;GM0677;4567.0;4567PJ;BU06770303;GM0677;4567.0;4567PJ;BU06770303;GM0677;4567.0;4567PJ;False;False;False;51.27950325969611;4.075754875302134;WarmteAtlas:CO2EmissieBedrijven;;;
830;NL;;220281;RWZI Joure;Broek;Tramwei;8512AT;2;;180175;554015;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;2.087273;0.880106;0.815506;1.287298;0.783862;0.868543;1.00173;1.138964;1.040261;Overig;16.483003;16.483003;RWZI;1;Bleu;2024;BU19400601;GM1940;8512.0;8512AT;BU19400601;GM1940;8512.0;8512AT;BU19400601;GM1940;8512.0;8512AT;False;False;False;52.972549829216376;5.76196296096061;WarmteAtlas:CO2EmissieBedrijven;;;
831;NL;;220282;RWZI Kaatsheuvel;Kaatsheuvel;Erasstraat;5171VH;76;;128000;407500;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.834542;1.147765;1.52708;1.814047;1.724986;1.687775;1.790115;1.884923;1.580656;Overig;25.045599;25.045599;RWZI;1;Bleu;2024;BU08091041;GM0809;5171.0;5171VH;BU08091041;GM0809;5171.0;5171VH;BU08091041;GM0809;5171.0;5171VH;False;False;False;51.65567445044778;4.997020312771127;WarmteAtlas:CO2EmissieBedrijven;;;
832;NL;;220283;RWZI Kaffeberg;Kerkrade;Boerenanstelerweg;6468XV;1;;201600;321700;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.878422;1.24178;1.057946;2.246268;1.232286;1.215031;1.35102;1.413301;1.499156;Overig;23.75423;23.75423;RWZI;1;Bleu;2024;BU09280009;GM0928;6468.0;6468XV;BU09280009;GM0928;6468.0;6468XV;BU09280009;GM0928;6468.0;6468XV;False;False;False;50.88319634478414;6.049361135248362;WarmteAtlas:CO2EmissieBedrijven;;;
833;NL;;220284;RWZI Kampen;Kampen;Haatlanderdijk;8263AP;59;;188200;510000;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;1.882695;2.488437;3.246131;4.363086;1.390294;1.727436;1.423461;1.613787;1.709116;Overig;27.081071;27.081071;RWZI;1;Bleu;2024;BU01660006;GM0166;8263.0;8263CH;BU01660006;GM0166;8263.0;8263CH;BU01660006;GM0166;8263.0;8263CH;False;False;False;52.576577184084854;5.876976931067929;WarmteAtlas:CO2EmissieBedrijven;;;
