bu_naam;gm_naam;wvr50;net_wvr50;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Rode Dorp;Stichtse Vecht;1035.58052274359;887.64;BU19040216;GM1904;BU19040216;GM1904;BU19040216;GM1904;False;False;52.17004334033629;4.993210821287509;MULTIPOLYGON (((4.993875 52.169889, 4.993727 52.169254, 4.99218 52.170489, 4.993349 52.170521, 4.993875 52.169889)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Polder Holland;Stichtse Vecht;5969.38201324342;5116.61;BU19040301;GM1904;BU19040301;GM1904;BU19040301;GM1904;False;False;52.215771621345134;5.015964438626933;MULTIPOLYGON (((5.019824 52.224871, 5.02719 52.223374, 5.031833 52.222644, 5.033956 52.222734, 5.034404 52.221859, 5.03384 52.22076, 5.032783 52.219993, 5.030444 52.219233, 5.029779 52.218793, 5.029946 52.218519, 5.031373 52.217656, 5.031879 52.216596, 5.031827 52.216046, 5.030972 52.214372, 5.025447 52.216554, 5.020463 52.213388, 5.018971 52.212536, 5.018901 52.212656, 5.017656 52.212175, 5.017431 52.212268, 5.015297 52.211384, 5.015722 52.210482, 5.012377 52.21058, 5.012777 52.209183, 5.014248 52.20729, 5.016419 52.206844, 5.018737 52.206619, 5.019049 52.207317, 5.019201 52.207273, 5.020653 52.206906, 5.020554 52.206647, 5.021418 52.206439, 5.020547 52.204623, 5.020325 52.202892, 5.019966 52.202093, 5.018949 52.202277, 5.018988 52.203198, 5.01866 52.203728, 5.018745 52.204954, 5.018524 52.20488, 5.018477 52.203646, 5.01881 52.202881, 5.018701 52.202223, 5.014882 52.203087, 5.002466 52.20689, 5.003352 52.21013, 5.005314 52.217273, 5.005524 52.217287, 5.005378 52.217478, 5.005952 52.219609, 5.006496 52.219688, 5.008797 52.220082, 5.010043 52.220525, 5.009168 52.221069, 5.010839 52.221577, 5.010719 52.221887, 5.011362 52.221853, 5.011582 52.222575, 5.011995 52.222805, 5.011689 52.222714, 5.011492 52.223019, 5.00872 52.222142, 5.007158 52.221825, 5.006725 52.22236, 5.0077 52.225982, 5.008964 52.225814, 5.01175 52.225106, 5.013261 52.22498, 5.014443 52.225091, 5.01984 52.226227, 5.019824 52.224871)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Polder Garsten;Stichtse Vecht;1864.04494093847;1597.75;BU19040302;GM1904;BU19040302;GM1904;BU19040302;GM1904;False;False;52.2400010311896;5.017455371806421;MULTIPOLYGON (((5.018472 52.258587, 5.020142 52.254502, 5.02391 52.250106, 5.024677 52.249198, 5.02526 52.248079, 5.027191 52.243793, 5.027472 52.242685, 5.027395 52.241885, 5.024231 52.238335, 5.021901 52.234814, 5.01991 52.228976, 5.01984 52.226227, 5.014443 52.225091, 5.013261 52.22498, 5.01175 52.225106, 5.008964 52.225814, 5.0077 52.225982, 5.009274 52.231854, 5.012356 52.243189, 5.012646 52.244018, 5.013367 52.244833, 5.01293 52.244811, 5.013037 52.245214, 5.013431 52.245153, 5.013212 52.246297, 5.016745 52.259274, 5.016756 52.259315, 5.018472 52.258587)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Polder Oud Over;Stichtse Vecht;2833.05243007711;2428.33;BU19040303;GM1904;BU19040303;GM1904;BU19040303;GM1904;False;False;52.21090756961761;5.032096343890516;MULTIPOLYGON (((5.036743 52.224747, 5.036666 52.22436, 5.035849 52.217529, 5.036845 52.217191, 5.03713 52.21655, 5.036917 52.216244, 5.037145 52.216203, 5.036693 52.215691, 5.036909 52.215156, 5.035683 52.215125, 5.035771 52.214557, 5.03533 52.214462, 5.036993 52.214409, 5.03729 52.214215, 5.036666 52.214196, 5.036823 52.214022, 5.036699 52.213648, 5.033788 52.213714, 5.03373 52.213123, 5.034354 52.213117, 5.034339 52.2129, 5.033401 52.209836, 5.036445 52.209568, 5.035315 52.205233, 5.037421 52.204965, 5.03665 52.202138, 5.0256 52.203982, 5.023102 52.204405, 5.023802 52.20599, 5.022464 52.206208, 5.023 52.206869, 5.023195 52.206639, 5.023653 52.206559, 5.023993 52.206831, 5.024943 52.206703, 5.025284 52.207415, 5.025747 52.207356, 5.025843 52.207634, 5.025547 52.207674, 5.02593 52.208238, 5.025471 52.20837, 5.027119 52.208807, 5.028498 52.20961, 5.02876 52.209598, 5.029345 52.210188, 5.029732 52.210148, 5.030006 52.210598, 5.03038 52.210568, 5.0308 52.211754, 5.031518 52.211728, 5.031485 52.212217, 5.030505 52.212261, 5.030741 52.212722, 5.031626 52.212719, 5.031719 52.213161, 5.031269 52.213199, 5.031321 52.213335, 5.031112 52.213376, 5.031527 52.213971, 5.032043 52.213894, 5.032157 52.214147, 5.030972 52.214372, 5.031827 52.216046, 5.031879 52.216596, 5.031373 52.217656, 5.029946 52.218519, 5.029779 52.218793, 5.030444 52.219233, 5.032783 52.219993, 5.03384 52.22076, 5.034404 52.221859, 5.033956 52.222734, 5.033439 52.223677, 5.033193 52.225118, 5.036743 52.224747)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Kanaalzone Loenen aan de Vecht;Stichtse Vecht;0.0;0.0;BU19040304;GM1904;BU19040304;GM1904;BU19040304;GM1904;False;False;52.221060742301304;5.005480360994849;MULTIPOLYGON (((5.0077 52.225982, 5.006725 52.22236, 5.007158 52.221825, 5.00652 52.221667, 5.0064 52.221247, 5.00688 52.221361, 5.006939 52.221273, 5.006496 52.219688, 5.005952 52.219609, 5.005378 52.217478, 5.005524 52.217287, 5.005314 52.217273, 5.003352 52.21013, 5.001676 52.210453, 5.005726 52.225482, 5.007463 52.231704, 5.007463 52.231705, 5.009274 52.231854, 5.0077 52.225982)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Zeldenrust;Terneuzen;93379.7751365365;80039.8;BU07152305;GM0715;BU07152305;GM0715;BU07152305;GM0715;False;False;51.31107796234326;3.8586682395663683;MULTIPOLYGON (((3.862086 51.316178, 3.864219 51.314664, 3.86839 51.311234, 3.857248 51.304062, 3.855896 51.305237, 3.853905 51.30751, 3.849021 51.313186, 3.853946 51.314807, 3.856742 51.315488, 3.861693 51.317058, 3.862086 51.316178)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Kanaalzone sector Vreeland;Stichtse Vecht;0.0;0.0;BU19040305;GM1904;BU19040305;GM1904;BU19040305;GM1904;False;False;52.2454079299521;5.012098756205588;MULTIPOLYGON (((5.013212 52.246297, 5.013431 52.245153, 5.013037 52.245214, 5.01293 52.244811, 5.013367 52.244833, 5.012646 52.244018, 5.012356 52.243189, 5.009274 52.231854, 5.007463 52.231705, 5.012869 52.251603, 5.013093 52.251862, 5.01492 52.259128, 5.016745 52.259274, 5.013212 52.246297)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Mijnden;Stichtse Vecht;2463.20224338297;2111.31;BU19040306;GM1904;BU19040306;GM1904;BU19040306;GM1904;False;False;52.1994958308523;5.023198004600018;MULTIPOLYGON (((5.023049 52.204309, 5.023102 52.204405, 5.0256 52.203982, 5.025431 52.203256, 5.025037 52.203271, 5.024996 52.202844, 5.024674 52.202863, 5.024689 52.202989, 5.023315 52.203051, 5.023433 52.203828, 5.022621 52.203941, 5.022454 52.202815, 5.022526 52.202676, 5.02311 52.202743, 5.023026 52.202039, 5.021919 52.202501, 5.021587 52.202475, 5.022458 52.202223, 5.023012 52.201747, 5.021432 52.202036, 5.021293 52.201886, 5.022769 52.201534, 5.025968 52.201402, 5.027942 52.199959, 5.027934 52.199805, 5.020973 52.201132, 5.027923 52.199666, 5.02635 52.195983, 5.017961 52.196655, 5.018519 52.197693, 5.018194 52.197705, 5.018276 52.197953, 5.017501 52.198024, 5.017753 52.198214, 5.020529 52.197976, 5.020811 52.198836, 5.019008 52.19909, 5.019039 52.199238, 5.020185 52.200203, 5.020011 52.200262, 5.020383 52.200635, 5.02088 52.201952, 5.02124 52.20206, 5.021518 52.202485, 5.020936 52.202553, 5.020657 52.202825, 5.021022 52.20479, 5.023049 52.204309)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Hoefijzer;Stichtse Vecht;23241.3857318598;19921.18;BU19040307;GM1904;BU19040307;GM1904;BU19040307;GM1904;False;False;52.21328737571976;5.025915605849773;MULTIPOLYGON (((5.030972 52.214372, 5.028977 52.211032, 5.028198 52.210257, 5.026415 52.210758, 5.026075 52.210996, 5.024924 52.210819, 5.023854 52.210452, 5.020463 52.213388, 5.025447 52.216554, 5.030972 52.214372)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Driehoven;Stichtse Vecht;20881.7415407512;17898.63;BU19040308;GM1904;BU19040308;GM1904;BU19040308;GM1904;False;False;52.21030732877555;5.019194227970475;MULTIPOLYGON (((5.023854 52.210452, 5.021992 52.209928, 5.022144 52.209441, 5.019743 52.207884, 5.019201 52.207273, 5.019049 52.207317, 5.016622 52.207618, 5.016164 52.209696, 5.015722 52.210482, 5.015297 52.211384, 5.017431 52.212268, 5.017656 52.212175, 5.018901 52.212656, 5.018971 52.212536, 5.020463 52.213388, 5.023854 52.210452)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Oudover;Stichtse Vecht;5059.55055397584;4336.75;BU19040309;GM1904;BU19040309;GM1904;BU19040309;GM1904;False;False;52.20874225528911;5.025967724316215;MULTIPOLYGON (((5.032157 52.214147, 5.032043 52.213894, 5.031527 52.213971, 5.031112 52.213376, 5.031321 52.213335, 5.031269 52.213199, 5.031719 52.213161, 5.031626 52.212719, 5.030741 52.212722, 5.030505 52.212261, 5.031485 52.212217, 5.031518 52.211728, 5.0308 52.211754, 5.03038 52.210568, 5.030006 52.210598, 5.029732 52.210148, 5.029345 52.210188, 5.02876 52.209598, 5.028498 52.20961, 5.027119 52.208807, 5.025471 52.20837, 5.02593 52.208238, 5.025547 52.207674, 5.025843 52.207634, 5.025747 52.207356, 5.025284 52.207415, 5.024943 52.206703, 5.023993 52.206831, 5.023653 52.206559, 5.023195 52.206639, 5.023 52.206869, 5.022464 52.206208, 5.023802 52.20599, 5.023102 52.204405, 5.023049 52.204309, 5.021022 52.20479, 5.021775 52.206608, 5.02252 52.207997, 5.023014 52.208354, 5.025036 52.209144, 5.027385 52.209647, 5.028198 52.210257, 5.028977 52.211032, 5.030972 52.214372, 5.032157 52.214147)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Loenen Dorpskern;Stichtse Vecht;11568.9138397927;9916.21;BU19040310;GM1904;BU19040310;GM1904;BU19040310;GM1904;False;False;52.2090265917645;5.023388925961706;MULTIPOLYGON (((5.026075 52.210996, 5.026415 52.210758, 5.028198 52.210257, 5.027385 52.209647, 5.025036 52.209144, 5.023014 52.208354, 5.02252 52.207997, 5.021775 52.206608, 5.021523 52.206677, 5.021418 52.206439, 5.020554 52.206647, 5.020653 52.206906, 5.019201 52.207273, 5.019743 52.207884, 5.022144 52.209441, 5.021992 52.209928, 5.023854 52.210452, 5.024924 52.210819, 5.026075 52.210996)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Cronenburgh;Stichtse Vecht;8277.24717821486;7094.78;BU19040311;GM1904;BU19040311;GM1904;BU19040311;GM1904;False;False;52.20865301414711;5.015140529618856;MULTIPOLYGON (((5.015722 52.210482, 5.016164 52.209696, 5.016622 52.207618, 5.019049 52.207317, 5.018737 52.206619, 5.016419 52.206844, 5.014248 52.20729, 5.012777 52.209183, 5.012377 52.21058, 5.015722 52.210482)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Kerklaan;Stichtse Vecht;3757.67789681246;3220.86;BU19040312;GM1904;BU19040312;GM1904;BU19040312;GM1904;False;False;52.22131543596309;5.008800531450301;MULTIPOLYGON (((5.011689 52.222714, 5.011995 52.222805, 5.011582 52.222575, 5.011362 52.221853, 5.010719 52.221887, 5.010839 52.221577, 5.009168 52.221069, 5.010043 52.220525, 5.008797 52.220082, 5.006496 52.219688, 5.006939 52.221273, 5.00688 52.221361, 5.0064 52.221247, 5.00652 52.221667, 5.007158 52.221825, 5.00872 52.222142, 5.011492 52.223019, 5.011689 52.222714)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Polder Oukoop;Stichtse Vecht;5799.25092736412;4970.78;BU19040401;GM1904;BU19040401;GM1904;BU19040401;GM1904;False;False;52.20118104570997;4.974975726178097;MULTIPOLYGON (((4.994269 52.22458, 4.994277 52.223333, 4.993062 52.222621, 4.992865 52.222302, 4.993421 52.220527, 4.99299 52.218256, 4.992278 52.216683, 4.990702 52.215163, 4.990603 52.214781, 4.99126 52.213268, 4.99119 52.212206, 4.988762 52.208944, 4.988643 52.207722, 4.988111 52.207092, 4.988292 52.205586, 4.987834 52.204913, 4.987987 52.204488, 4.988439 52.204187, 4.988603 52.203373, 4.987484 52.201678, 4.987416 52.190241, 4.988478 52.18999, 4.990054 52.189918, 4.995473 52.190282, 4.995531 52.190282, 4.994042 52.185476, 4.972441 52.184944, 4.970457 52.184874, 4.970254 52.187087, 4.95949 52.187515, 4.958859 52.187528, 4.958685 52.186802, 4.958016 52.186281, 4.955256 52.18553, 4.954655 52.185732, 4.951965 52.185797, 4.951561 52.185517, 4.950479 52.185516, 4.948572 52.185785, 4.94947 52.192409, 4.948276 52.192532, 4.948383 52.193598, 4.949556 52.193493, 4.949771 52.195325, 4.949595 52.195346, 4.949625 52.195709, 4.94984 52.195689, 4.950881 52.198638, 4.960809 52.19782, 4.961388 52.199475, 4.963818 52.199545, 4.963999 52.199936, 4.966596 52.200052, 4.968304 52.207842, 4.969969 52.212449, 4.973747 52.220598, 4.982874 52.222416, 4.99355 52.224619, 4.994269 52.22458), (4.977298 52.192777, 4.976907 52.192772, 4.976932 52.191099, 4.977746 52.191108, 4.977737 52.19071, 4.97826 52.19071, 4.97841 52.190208, 4.978806 52.190178, 4.97766 52.1899, 4.977964 52.189111, 4.979722 52.189132, 4.97939 52.18982, 4.979607 52.189883, 4.979819 52.189586, 4.980072 52.189649, 4.980474 52.189144, 4.981722 52.189473, 4.981942 52.189198, 4.983018 52.189508, 4.984033 52.188271, 4.984965 52.187536, 4.985234 52.187651, 4.985234 52.188837, 4.985446 52.188978, 4.983848 52.189733, 4.982043 52.192427, 4.980935 52.192514, 4.980618 52.192311, 4.978386 52.192729, 4.977298 52.192777)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Nieuwer Ter Aa;Stichtse Vecht;8255.05616701321;7075.76;BU19040402;GM1904;BU19040402;GM1904;BU19040402;GM1904;False;False;52.19065338256126;4.980683442419701;MULTIPOLYGON (((4.978386 52.192729, 4.980618 52.192311, 4.980935 52.192514, 4.982043 52.192427, 4.983848 52.189733, 4.985446 52.188978, 4.985234 52.188837, 4.985234 52.187651, 4.984965 52.187536, 4.984033 52.188271, 4.983018 52.189508, 4.981942 52.189198, 4.981722 52.189473, 4.980474 52.189144, 4.980072 52.189649, 4.979819 52.189586, 4.979607 52.189883, 4.97939 52.18982, 4.979722 52.189132, 4.977964 52.189111, 4.97766 52.1899, 4.978806 52.190178, 4.97841 52.190208, 4.97826 52.19071, 4.977737 52.19071, 4.977746 52.191108, 4.976932 52.191099, 4.976907 52.192772, 4.977298 52.192777, 4.978386 52.192729)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Polder Portengen;Stichtse Vecht;6383.61422234086;5471.66;BU19040501;GM1904;BU19040501;GM1904;BU19040501;GM1904;False;False;52.14428145129257;4.968715395006373;MULTIPOLYGON (((4.967006 52.162895, 4.968923 52.161011, 4.968044 52.160639, 4.969431 52.159222, 4.969802 52.159371, 4.970875 52.158389, 4.971234 52.158532, 4.971677 52.158139, 4.97288 52.158609, 4.973297 52.158219, 4.972387 52.157838, 4.972847 52.157443, 4.972436 52.157254, 4.972854 52.156892, 4.973158 52.156932, 4.97351 52.156569, 4.973259 52.15647, 4.975147 52.154644, 4.974431 52.154357, 4.975944 52.152989, 4.977521 52.153643, 4.978082 52.153113, 4.978285 52.153189, 4.978388 52.153081, 4.977993 52.152916, 4.978642 52.152328, 4.978458 52.15224, 4.979909 52.151084, 4.98005 52.151141, 4.983022 52.148316, 4.985868 52.14546, 4.985614 52.145362, 4.986051 52.144951, 4.986298 52.145045, 4.986642 52.144725, 4.986256 52.144551, 4.986447 52.144366, 4.98699 52.14438, 4.989196 52.142267, 4.989364 52.142333, 4.991152 52.140717, 4.991732 52.14096, 4.993087 52.139774, 4.993312 52.139871, 4.994503 52.138611, 4.986368 52.135237, 4.985238 52.132437, 4.973938 52.129673, 4.97035 52.122548, 4.970217 52.122668, 4.970096 52.122442, 4.969108 52.123232, 4.96909 52.123527, 4.960997 52.133362, 4.956664 52.138537, 4.95807 52.138835, 4.958213 52.13914, 4.950294 52.146477, 4.953996 52.147318, 4.954359 52.146651, 4.957539 52.147427, 4.956883 52.14846, 4.967534 52.151018, 4.968319 52.151259, 4.968192 52.151406, 4.968343 52.151435, 4.968141 52.151616, 4.959347 52.149504, 4.959221 52.1497, 4.958725 52.149749, 4.957907 52.151049, 4.957499 52.15095, 4.956739 52.151861, 4.956104 52.152784, 4.95245 52.151939, 4.951526 52.153349, 4.947549 52.152399, 4.948512 52.15097, 4.946146 52.150373, 4.944771 52.149818, 4.941243 52.152617, 4.941105 52.152754, 4.942897 52.153281, 4.940448 52.15548, 4.958487 52.159634, 4.958639 52.159403, 4.959133 52.159514, 4.959291 52.15936, 4.958053 52.158954, 4.958162 52.158703, 4.959619 52.15908, 4.960549 52.158356, 4.960988 52.158441, 4.96121 52.158549, 4.960789 52.159272, 4.959935 52.160133, 4.963639 52.161589, 4.966998 52.162895, 4.967006 52.162895)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Polder Groot Oud Aa;Stichtse Vecht;4038.76403870001;3461.79;BU19040502;GM1904;BU19040502;GM1904;BU19040502;GM1904;False;False;52.169613312924035;4.946356206659145;MULTIPOLYGON (((4.948572 52.185785, 4.950479 52.185516, 4.951561 52.185517, 4.953845 52.179078, 4.961419 52.170724, 4.962309 52.16944, 4.960692 52.168779, 4.966998 52.162895, 4.963639 52.161589, 4.963351 52.161846, 4.964583 52.162343, 4.963589 52.163431, 4.962272 52.162925, 4.962119 52.163056, 4.961102 52.162536, 4.957524 52.16134, 4.957964 52.160894, 4.95608 52.160394, 4.956477 52.159909, 4.956769 52.159971, 4.956987 52.159595, 4.958745 52.159939, 4.958958 52.159844, 4.958487 52.159634, 4.940448 52.15548, 4.936773 52.158575, 4.936295 52.15906, 4.935285 52.161021, 4.928606 52.1672, 4.928679 52.167611, 4.932468 52.172494, 4.93141 52.17371, 4.933848 52.174291, 4.935007 52.175855, 4.933995 52.176945, 4.945713 52.185813, 4.946208 52.186051, 4.948572 52.185785)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Polder Spengen;Stichtse Vecht;4001.7790200306;3430.09;BU19040503;GM1904;BU19040503;GM1904;BU19040503;GM1904;False;False;52.15593619153287;4.923736249162837;MULTIPOLYGON (((4.935285 52.161021, 4.936295 52.15906, 4.936773 52.158575, 4.940448 52.15548, 4.942897 52.153281, 4.941105 52.152754, 4.941243 52.152617, 4.939441 52.152116, 4.939342 52.152221, 4.928564 52.149056, 4.923481 52.14744, 4.923602 52.147319, 4.913282 52.1441, 4.91309 52.144283, 4.912227 52.144037, 4.911778 52.144254, 4.911197 52.16013, 4.911106 52.160656, 4.910559 52.160626, 4.909638 52.161871, 4.914503 52.163551, 4.928606 52.1672, 4.935285 52.161021)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Polder Kockengen;Stichtse Vecht;2034.17602681777;1743.57;BU19040504;GM1904;BU19040504;GM1904;BU19040504;GM1904;False;False;52.14025070841833;4.943329555732977;MULTIPOLYGON (((4.939441 52.152116, 4.940496 52.150856, 4.941179 52.151052, 4.942416 52.149714, 4.94276 52.149763, 4.943389 52.148985, 4.944561 52.149292, 4.944895 52.148715, 4.944471 52.148584, 4.944711 52.148253, 4.945444 52.14848, 4.946271 52.147092, 4.946971 52.147269, 4.947937 52.146434, 4.947097 52.146203, 4.947256 52.146067, 4.947475 52.146115, 4.948418 52.144922, 4.950139 52.145506, 4.949595 52.145976, 4.950323 52.146244, 4.950122 52.146436, 4.950294 52.146477, 4.958213 52.13914, 4.95807 52.138835, 4.956664 52.138537, 4.960997 52.133362, 4.945854 52.128059, 4.943916 52.127537, 4.934697 52.138605, 4.923602 52.147319, 4.923481 52.14744, 4.928564 52.149056, 4.939342 52.152221, 4.939441 52.152116)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Kockengen Dorp;Stichtse Vecht;25601.0299229684;21943.73;BU19040505;GM1904;BU19040505;GM1904;BU19040505;GM1904;False;False;52.148886972889564;4.950671734325266;MULTIPOLYGON (((4.944771 52.149818, 4.946146 52.150373, 4.948512 52.15097, 4.949132 52.150021, 4.952591 52.150862, 4.953955 52.148999, 4.95814 52.150009, 4.958641 52.149324, 4.959347 52.149504, 4.968141 52.151616, 4.968343 52.151435, 4.968192 52.151406, 4.968319 52.151259, 4.967534 52.151018, 4.956883 52.14846, 4.957539 52.147427, 4.954359 52.146651, 4.953996 52.147318, 4.950294 52.146477, 4.950122 52.146436, 4.950323 52.146244, 4.949595 52.145976, 4.950139 52.145506, 4.948418 52.144922, 4.947475 52.146115, 4.947256 52.146067, 4.947097 52.146203, 4.947937 52.146434, 4.946971 52.147269, 4.946271 52.147092, 4.945444 52.14848, 4.944711 52.148253, 4.944471 52.148584, 4.944895 52.148715, 4.944561 52.149292, 4.943389 52.148985, 4.94276 52.149763, 4.942416 52.149714, 4.941179 52.151052, 4.940496 52.150856, 4.939441 52.152116, 4.941243 52.152617, 4.944771 52.149818)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Portengense Brug;Stichtse Vecht;2433.61422844744;2085.95;BU19040506;GM1904;BU19040506;GM1904;BU19040506;GM1904;False;False;52.16105894713068;4.960403102534187;MULTIPOLYGON (((4.964583 52.162343, 4.963351 52.161846, 4.963639 52.161589, 4.959935 52.160133, 4.960789 52.159272, 4.96121 52.158549, 4.960988 52.158441, 4.960549 52.158356, 4.959619 52.15908, 4.958162 52.158703, 4.958053 52.158954, 4.959291 52.15936, 4.959133 52.159514, 4.958639 52.159403, 4.958487 52.159634, 4.958958 52.159844, 4.958745 52.159939, 4.956987 52.159595, 4.956769 52.159971, 4.956477 52.159909, 4.95608 52.160394, 4.957964 52.160894, 4.957524 52.16134, 4.961102 52.162536, 4.962119 52.163056, 4.962272 52.162925, 4.963589 52.163431, 4.964583 52.162343)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Welgelegen;Stichtse Vecht;7899.99998778683;6771.42;BU19040507;GM1904;BU19040507;GM1904;BU19040507;GM1904;False;False;52.151687132877534;4.950331076541736;MULTIPOLYGON (((4.95245 52.151939, 4.953155 52.15099, 4.952591 52.150862, 4.949132 52.150021, 4.948512 52.15097, 4.947549 52.152399, 4.951526 52.153349, 4.95245 52.151939)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Hoeker Polder;Stichtse Vecht;3402.62171758609;2916.53;BU19040601;GM1904;BU19040601;GM1904;BU19040601;GM1904;False;False;52.239574100644056;5.033034190146567;MULTIPOLYGON (((5.041093 52.256733, 5.041879 52.25656, 5.04288 52.256024, 5.043428 52.255449, 5.044095 52.252125, 5.045133 52.250087, 5.046652 52.248458, 5.045854 52.243382, 5.045996 52.243221, 5.045423 52.242695, 5.04202 52.241772, 5.038833 52.24045, 5.035365 52.238283, 5.034736 52.237557, 5.03389 52.238034, 5.032898 52.236957, 5.032191 52.235602, 5.03004 52.236023, 5.029367 52.234651, 5.028597 52.234721, 5.028456 52.234014, 5.028915 52.233971, 5.029613 52.233628, 5.027807 52.233798, 5.027694 52.232613, 5.026946 52.2319, 5.027257 52.231792, 5.026903 52.22983, 5.027296 52.229752, 5.027041 52.229175, 5.027272 52.228044, 5.029242 52.227974, 5.03239 52.22827, 5.033207 52.228161, 5.034612 52.22824, 5.034901 52.228622, 5.034691 52.229025, 5.037232 52.229275, 5.03687 52.23054, 5.036409 52.230516, 5.035862 52.231467, 5.035081 52.231244, 5.034742 52.231883, 5.034038 52.231633, 5.033577 52.232069, 5.034926 52.232534, 5.036271 52.232463, 5.037372 52.232092, 5.038399 52.231525, 5.040216 52.230071, 5.040545 52.229842, 5.040697 52.229567, 5.040118 52.229225, 5.038804 52.22891, 5.038845 52.22871, 5.039789 52.228771, 5.040423 52.229097, 5.041335 52.228687, 5.041106 52.228469, 5.041686 52.228235, 5.040833 52.227684, 5.040966 52.227531, 5.040489 52.226942, 5.040046 52.227031, 5.03916 52.226012, 5.038731 52.225179, 5.037102 52.225342, 5.036965 52.224776, 5.041929 52.224089, 5.041984 52.224327, 5.042796 52.22404, 5.042633 52.223866, 5.041906 52.223993, 5.039342 52.224411, 5.039196 52.224024, 5.036666 52.22436, 5.036743 52.224747, 5.033193 52.225118, 5.033439 52.223677, 5.033956 52.222734, 5.031833 52.222644, 5.02719 52.223374, 5.019824 52.224871, 5.01984 52.226227, 5.01991 52.228976, 5.021901 52.234814, 5.024231 52.238335, 5.027395 52.241885, 5.027472 52.242685, 5.027191 52.243793, 5.02526 52.248079, 5.024677 52.249198, 5.02391 52.250106, 5.027985 52.250185, 5.034338 52.251356, 5.035255 52.252645, 5.036111 52.252779, 5.037196 52.253441, 5.039096 52.25583, 5.040253 52.256576, 5.041093 52.256733)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
