bu_naam;gm_naam;wvr50;net_wvr50;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Welgelegen;Altena;22738.3894779557;19490.04;BU19590103;GM1959;BU19590103;GM1959;BU19590103;GM1959;False;False;51.8062979837813;4.88669166728581;MULTIPOLYGON (((4.887237 51.809201, 4.887995 51.808733, 4.890453 51.808073, 4.890299 51.806842, 4.890573 51.806643, 4.891385 51.806391, 4.892936 51.806317, 4.893242 51.806337, 4.893337 51.806034, 4.892859 51.805253, 4.892579 51.804113, 4.889341 51.804352, 4.881299 51.804264, 4.879739 51.804729, 4.884451 51.808717, 4.884431 51.809013, 4.885402 51.809824, 4.887237 51.809201)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Werkense polder;Altena;17442.1348044956;14950.4;BU19590104;GM1959;BU19590104;GM1959;BU19590104;GM1959;False;False;51.810270085109835;4.907751814077193;MULTIPOLYGON (((4.900698 51.815587, 4.907423 51.812451, 4.913537 51.810871, 4.917575 51.809889, 4.9115 51.805309, 4.908864 51.805945, 4.907952 51.806383, 4.905277 51.807887, 4.905183 51.808253, 4.905421 51.808869, 4.905696 51.808836, 4.906193 51.809342, 4.905728 51.809462, 4.905547 51.809722, 4.904652 51.810201, 4.90505 51.810497, 4.904002 51.811031, 4.902786 51.810123, 4.901498 51.810213, 4.901059 51.811129, 4.900915 51.811075, 4.900446 51.811483, 4.900688 51.811555, 4.900489 51.811798, 4.900655 51.811899, 4.900254 51.812215, 4.900411 51.812334, 4.899835 51.812606, 4.899357 51.812224, 4.89894 51.812588, 4.899465 51.812999, 4.899433 51.813692, 4.898213 51.814225, 4.89829 51.81437, 4.899519 51.815073, 4.899188 51.815322, 4.900292 51.815801, 4.900698 51.815587)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Buitengebied Waardhuizen;Altena;835.861421928757;716.45;BU19590991;GM1959;BU19590991;GM1959;BU19590991;GM1959;False;False;51.774318668202994;4.998642085183262;MULTIPOLYGON (((4.995865 51.779031, 4.995643 51.777509, 4.997276 51.777526, 4.997386 51.777983, 4.998293 51.778465, 4.999489 51.77838, 4.999509 51.778702, 5.001238 51.778614, 5.00039 51.776996, 5.000257 51.776293, 5.001987 51.776186, 5.00206 51.777052, 5.003748 51.776966, 5.003708 51.77622, 5.009447 51.775872, 5.009403 51.77625, 5.011767 51.776922, 5.012135 51.77692, 5.012728 51.776566, 5.013727 51.776707, 5.014722 51.773683, 5.00364 51.772777, 4.999583 51.772987, 4.999548 51.768737, 4.993644 51.767903, 4.988636 51.77551, 4.987897 51.778036, 4.991078 51.77902, 4.992846 51.779237, 4.995865 51.779031)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Vervoornepolder noord;Altena;22989.8876049077;19705.61;BU19590105;GM1959;BU19590105;GM1959;BU19590105;GM1959;False;False;51.809629691488276;4.899548288920683;MULTIPOLYGON (((4.896103 51.813034, 4.896297 51.812966, 4.896181 51.812155, 4.897042 51.812105, 4.898191 51.812216, 4.898491 51.812583, 4.89894 51.812588, 4.899357 51.812224, 4.899835 51.812606, 4.900411 51.812334, 4.900254 51.812215, 4.900655 51.811899, 4.900489 51.811798, 4.900688 51.811555, 4.900446 51.811483, 4.900915 51.811075, 4.901059 51.811129, 4.901498 51.810213, 4.902786 51.810123, 4.904002 51.811031, 4.90505 51.810497, 4.904652 51.810201, 4.905547 51.809722, 4.905728 51.809462, 4.906193 51.809342, 4.905696 51.808836, 4.905421 51.808869, 4.905183 51.808253, 4.905277 51.807887, 4.907952 51.806383, 4.907588 51.806164, 4.906755 51.806229, 4.899016 51.807844, 4.893486 51.808661, 4.893137 51.808761, 4.893177 51.809124, 4.893828 51.812005, 4.894138 51.812046, 4.894255 51.812488, 4.893901 51.812518, 4.894004 51.812741, 4.894674 51.812695, 4.894756 51.813099, 4.896103 51.813034)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Vervoornepolder zuid;Altena;37761.7040614717;32367.17;BU19590106;GM1959;BU19590106;GM1959;BU19590106;GM1959;False;False;51.80495045351777;4.900760273853054;MULTIPOLYGON (((4.899016 51.807844, 4.906755 51.806229, 4.907588 51.806164, 4.907952 51.806383, 4.908864 51.805945, 4.908705 51.805675, 4.908431 51.805749, 4.907853 51.804883, 4.90914 51.804346, 4.907645 51.801499, 4.902996 51.801709, 4.896916 51.803324, 4.893726 51.803966, 4.892579 51.804113, 4.892859 51.805253, 4.893337 51.806034, 4.893242 51.806337, 4.892936 51.806317, 4.892705 51.806738, 4.893003 51.806899, 4.893486 51.808661, 4.899016 51.807844)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Bedrijventerrein Werkendam;Altena;24646.8164412975;21125.84;BU19590107;GM1959;BU19590107;GM1959;BU19590107;GM1959;False;False;51.80277151782607;4.882434312976923;MULTIPOLYGON (((4.886917 51.814562, 4.887237 51.814312, 4.888166 51.814558, 4.88826 51.814293, 4.88667 51.813144, 4.886412 51.813148, 4.88619 51.812598, 4.885402 51.809824, 4.884431 51.809013, 4.884451 51.808717, 4.879739 51.804729, 4.881299 51.804264, 4.889341 51.804352, 4.892579 51.804113, 4.893726 51.803966, 4.893874 51.802828, 4.898151 51.800181, 4.899017 51.799105, 4.900138 51.79698, 4.901137 51.796445, 4.9006 51.79586, 4.901203 51.794793, 4.892254 51.795346, 4.892912 51.798879, 4.886402 51.799293, 4.88576 51.799228, 4.884873 51.798704, 4.883901 51.796838, 4.881964 51.79782, 4.881107 51.798069, 4.879509 51.79834, 4.876772 51.798336, 4.871717 51.798202, 4.871688 51.798423, 4.867305 51.798258, 4.864759 51.80053, 4.865005 51.801453, 4.871263 51.804473, 4.873955 51.806127, 4.873691 51.806292, 4.876159 51.807601, 4.875119 51.808745, 4.875227 51.809179, 4.883306 51.813949, 4.883912 51.814057, 4.884666 51.813721, 4.886593 51.814577, 4.886917 51.814562)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Buitengebied Werkendam noord;Altena;1242.69662729231;1065.16;BU19590191;GM1959;BU19590191;GM1959;BU19590191;GM1959;False;False;51.81782549438969;4.903777700787725;MULTIPOLYGON (((4.91092 51.822435, 4.9103 51.822021, 4.910396 51.821861, 4.912134 51.821856, 4.912617 51.821077, 4.913315 51.820654, 4.911565 51.819365, 4.913713 51.818272, 4.913152 51.817853, 4.914451 51.817175, 4.915125 51.817675, 4.917214 51.816588, 4.914736 51.814707, 4.917669 51.813979, 4.913604 51.810922, 4.913537 51.810871, 4.907423 51.812451, 4.900698 51.815587, 4.906014 51.818494, 4.905317 51.818992, 4.906085 51.819425, 4.904636 51.821681, 4.902462 51.82122, 4.903216 51.820214, 4.901707 51.819457, 4.90198 51.818955, 4.901789 51.818426, 4.902708 51.817601, 4.897774 51.815731, 4.892519 51.81546, 4.888166 51.814558, 4.885227 51.81677, 4.889401 51.818895, 4.904092 51.823948, 4.909126 51.825377, 4.91092 51.822435)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Buitengebied Werkendam zuid;Altena;3913.014975224;3354.01;BU19590192;GM1959;BU19590192;GM1959;BU19590192;GM1959;False;False;51.800101368296424;4.916500198514866;MULTIPOLYGON (((4.917621 51.809923, 4.923117 51.807444, 4.9238 51.807345, 4.924064 51.806592, 4.928145 51.804522, 4.929404 51.805524, 4.931369 51.804758, 4.933348 51.806249, 4.931315 51.801913, 4.932369 51.801642, 4.932801 51.80183, 4.933668 51.801481, 4.93381 51.801601, 4.934254 51.801432, 4.935641 51.801763, 4.935761 51.802091, 4.938434 51.801311, 4.937633 51.799879, 4.938294 51.799835, 4.938416 51.799702, 4.937189 51.799028, 4.937185 51.798573, 4.936553 51.79809, 4.936601 51.7977, 4.935752 51.797691, 4.935397 51.797178, 4.93236 51.788692, 4.929532 51.7888, 4.931124 51.797285, 4.93198 51.800602, 4.927149 51.800712, 4.926863 51.801312, 4.924539 51.801274, 4.924864 51.801888, 4.924104 51.80205, 4.924371 51.802516, 4.924076 51.802541, 4.923756 51.801953, 4.920864 51.801624, 4.920451 51.800853, 4.923348 51.801183, 4.923023 51.800567, 4.917611 51.800496, 4.91441 51.794345, 4.912636 51.793665, 4.911746 51.791899, 4.90871 51.79191, 4.907596 51.791417, 4.905491 51.792217, 4.903043 51.793834, 4.902157 51.795052, 4.901994 51.79622, 4.901137 51.796445, 4.900138 51.79698, 4.899017 51.799105, 4.898151 51.800181, 4.893874 51.802828, 4.893726 51.803966, 4.896916 51.803324, 4.902996 51.801709, 4.907645 51.801499, 4.90914 51.804346, 4.907853 51.804883, 4.908431 51.805749, 4.908705 51.805675, 4.908864 51.805945, 4.9115 51.805309, 4.917575 51.809889, 4.913537 51.810871, 4.913604 51.810922, 4.917621 51.809923)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Buitengebied Oostwaard;Altena;4097.94006857107;3512.52;BU19590193;GM1959;BU19590193;GM1959;BU19590193;GM1959;False;False;51.77579732261447;4.88246119250325;MULTIPOLYGON (((4.892912 51.798879, 4.892254 51.795346, 4.901203 51.794793, 4.9006 51.79586, 4.901137 51.796445, 4.901994 51.79622, 4.902157 51.795052, 4.903043 51.793834, 4.905491 51.792217, 4.907596 51.791417, 4.908769 51.790667, 4.909328 51.789873, 4.909618 51.78673, 4.909223 51.785136, 4.908654 51.783534, 4.908695 51.783201, 4.909022 51.783133, 4.909166 51.781381, 4.909465 51.781251, 4.909462 51.781011, 4.909186 51.781097, 4.908269 51.779311, 4.903889 51.776469, 4.898923 51.774443, 4.898004 51.773903, 4.89758 51.772794, 4.897491 51.770165, 4.897076 51.769107, 4.896306 51.768122, 4.893367 51.766109, 4.892837 51.766002, 4.891619 51.766096, 4.890289 51.765857, 4.888725 51.765209, 4.887338 51.764233, 4.887077 51.764329, 4.887227 51.764161, 4.884296 51.760953, 4.883796 51.761128, 4.882624 51.7602, 4.879601 51.756472, 4.878621 51.755862, 4.876743 51.755088, 4.870589 51.753565, 4.869006 51.753368, 4.864495 51.751479, 4.863391 51.75241, 4.862328 51.752551, 4.858434 51.752486, 4.856779 51.752163, 4.853126 51.750748, 4.852303 51.7532, 4.852122 51.755392, 4.851941 51.75588, 4.851328 51.756178, 4.854259 51.757503, 4.857779 51.759583, 4.859382 51.761012, 4.861011 51.763394, 4.861666 51.764746, 4.860848 51.769073, 4.861153 51.771139, 4.862414 51.773747, 4.863741 51.774864, 4.869722 51.777916, 4.871921 51.778656, 4.873282 51.779451, 4.873757 51.780511, 4.874347 51.78425, 4.875229 51.786204, 4.875559 51.788239, 4.874974 51.792563, 4.875478 51.794357, 4.876477 51.795428, 4.876772 51.798336, 4.879509 51.79834, 4.881107 51.798069, 4.881964 51.79782, 4.883901 51.796838, 4.884873 51.798704, 4.88576 51.799228, 4.886402 51.799293, 4.892912 51.798879)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Giessen;Altena;25711.9849789766;22038.84;BU19591001;GM1959;BU19591001;GM1959;BU19591001;GM1959;False;False;51.79120994463531;5.031819034128126;MULTIPOLYGON (((5.031468 51.796045, 5.031068 51.795522, 5.032074 51.795257, 5.032377 51.795898, 5.033099 51.795576, 5.033272 51.795759, 5.033858 51.795441, 5.03436 51.795496, 5.035682 51.792724, 5.03653 51.792713, 5.037389 51.792934, 5.03781 51.792451, 5.037955 51.791764, 5.036245 51.791275, 5.035832 51.790637, 5.036104 51.789863, 5.03635 51.789749, 5.036731 51.789837, 5.036865 51.789645, 5.037184 51.789759, 5.037341 51.789523, 5.037017 51.789303, 5.037607 51.788976, 5.037424 51.788858, 5.036918 51.789237, 5.033004 51.786201, 5.031735 51.787294, 5.028046 51.787239, 5.025559 51.78749, 5.025341 51.787639, 5.026163 51.788123, 5.027462 51.788028, 5.028428 51.788273, 5.027588 51.7899, 5.027522 51.790475, 5.027773 51.791291, 5.028118 51.791382, 5.02638 51.793411, 5.027191 51.793655, 5.028615 51.794499, 5.029254 51.794688, 5.028515 51.795373, 5.030806 51.79626, 5.031468 51.796045)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Buitengebied Biesbosch;Altena;5880.61796843683;5040.52;BU19590194;GM1959;BU19590194;GM1959;BU19590194;GM1959;False;False;51.771836770492115;4.798719957864531;MULTIPOLYGON (((4.888166 51.814558, 4.887237 51.814312, 4.886917 51.814562, 4.886593 51.814577, 4.884666 51.813721, 4.883912 51.814057, 4.883306 51.813949, 4.875227 51.809179, 4.875119 51.808745, 4.876159 51.807601, 4.873691 51.806292, 4.873955 51.806127, 4.871263 51.804473, 4.865005 51.801453, 4.864759 51.80053, 4.867305 51.798258, 4.871688 51.798423, 4.871717 51.798202, 4.876772 51.798336, 4.876477 51.795428, 4.875478 51.794357, 4.874974 51.792563, 4.875559 51.788239, 4.875229 51.786204, 4.874347 51.78425, 4.873757 51.780511, 4.873282 51.779451, 4.871921 51.778656, 4.869722 51.777916, 4.863741 51.774864, 4.862414 51.773747, 4.861153 51.771139, 4.860848 51.769073, 4.861666 51.764746, 4.861011 51.763394, 4.859382 51.761012, 4.857779 51.759583, 4.854259 51.757503, 4.851328 51.756178, 4.849625 51.756645, 4.846751 51.757056, 4.843861 51.756745, 4.841881 51.756687, 4.840173 51.7564, 4.838606 51.755925, 4.835317 51.754492, 4.833649 51.754006, 4.831658 51.753817, 4.828089 51.753784, 4.822276 51.753857, 4.82017 51.754299, 4.817657 51.755225, 4.812863 51.756634, 4.809937 51.757129, 4.802502 51.757586, 4.796838 51.7572, 4.785404 51.755933, 4.782449 51.766568, 4.780788 51.766448, 4.780149 51.766197, 4.779852 51.765408, 4.779796 51.764809, 4.78023 51.763967, 4.779593 51.764243, 4.778687 51.764124, 4.772109 51.75933, 4.767547 51.759292, 4.766351 51.758999, 4.764199 51.759857, 4.760892 51.757621, 4.76011 51.758045, 4.758201 51.756352, 4.755114 51.755043, 4.750727 51.752289, 4.747902 51.748772, 4.748062 51.7474, 4.747364 51.746622, 4.737451 51.7413, 4.733651 51.736507, 4.721843 51.734272, 4.698553 51.721992, 4.677286 51.72011, 4.676304 51.724924, 4.681598 51.728419, 4.693263 51.732282, 4.703746 51.736927, 4.717281 51.743819, 4.724592 51.747906, 4.729445 51.75071, 4.736631 51.755568, 4.74077 51.758818, 4.744788 51.763487, 4.750569 51.775762, 4.75524 51.781611, 4.758403 51.784415, 4.765224 51.789208, 4.765983 51.789632, 4.773539 51.793324, 4.781809 51.795935, 4.797194 51.79977, 4.806876 51.800336, 4.816372 51.79966, 4.828872 51.798021, 4.836108 51.797839, 4.845984 51.798757, 4.854413 51.800683, 4.859667 51.802684, 4.86581 51.805613, 4.876054 51.811883, 4.882024 51.815207, 4.884643 51.816471, 4.885227 51.81677, 4.888166 51.814558)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Sleeuwijk west;Altena;63577.2470927227;54494.78;BU19590201;GM1959;BU19590201;GM1959;BU19590201;GM1959;False;False;51.81644424455659;4.9500528265284425;MULTIPOLYGON (((4.944475 51.821403, 4.945931 51.821071, 4.948242 51.821187, 4.949291 51.821076, 4.95259 51.821109, 4.955335 51.820486, 4.955113 51.81958, 4.956146 51.819638, 4.957798 51.819477, 4.957667 51.819115, 4.957992 51.81724, 4.957347 51.816279, 4.957476 51.815716, 4.956262 51.814504, 4.956478 51.814141, 4.95343 51.812137, 4.95211 51.812334, 4.948872 51.811101, 4.948528 51.811113, 4.948082 51.811887, 4.943827 51.810955, 4.942988 51.812136, 4.943647 51.812639, 4.942957 51.813202, 4.944067 51.813731, 4.943984 51.813884, 4.944513 51.814037, 4.943959 51.816054, 4.943628 51.819126, 4.944983 51.819462, 4.944833 51.820879, 4.942019 51.821746, 4.942353 51.822223, 4.944475 51.821403)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Sleeuwijk oost;Altena;35549.9999450407;30471.42;BU19590202;GM1959;BU19590202;GM1959;BU19590202;GM1959;False;False;51.81124108577703;4.953287672831872;MULTIPOLYGON (((4.959675 51.82029, 4.961897 51.817549, 4.96209 51.816314, 4.96245 51.815877, 4.963285 51.81568, 4.964375 51.815978, 4.965732 51.815871, 4.9656 51.815607, 4.96537 51.815633, 4.965383 51.814999, 4.964503 51.815073, 4.964517 51.814563, 4.963814 51.814614, 4.963504 51.813579, 4.964301 51.813458, 4.964105 51.812917, 4.962677 51.81192, 4.962085 51.812095, 4.961486 51.811275, 4.96167 51.811205, 4.96154 51.811021, 4.959047 51.811945, 4.952071 51.804652, 4.946917 51.80754, 4.946747 51.807421, 4.94647 51.807575, 4.946191 51.807387, 4.945722 51.80763, 4.941801 51.804507, 4.94127 51.804775, 4.941113 51.804664, 4.940654 51.804934, 4.940649 51.805182, 4.940053 51.805418, 4.939327 51.805406, 4.93899 51.805693, 4.938224 51.805483, 4.93785 51.806014, 4.938351 51.806151, 4.939058 51.806043, 4.940733 51.808765, 4.941801 51.808643, 4.944054 51.809974, 4.945794 51.810373, 4.947133 51.810933, 4.948528 51.811113, 4.948872 51.811101, 4.95211 51.812334, 4.95343 51.812137, 4.956478 51.814141, 4.956262 51.814504, 4.957476 51.815716, 4.957347 51.816279, 4.957992 51.81724, 4.957667 51.819115, 4.957798 51.819477, 4.956146 51.819638, 4.955113 51.81958, 4.955335 51.820486, 4.959675 51.82029)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Buitengebied Sleeuwijk;Altena;8306.83519315039;7120.14;BU19590291;GM1959;BU19590291;GM1959;BU19590291;GM1959;False;False;51.815222778633284;4.938384885484037;MULTIPOLYGON (((4.936064 51.828314, 4.942438 51.827243, 4.960516 51.825042, 4.969633 51.823654, 4.965732 51.815871, 4.964375 51.815978, 4.963285 51.81568, 4.96245 51.815877, 4.96209 51.816314, 4.961897 51.817549, 4.959675 51.82029, 4.955335 51.820486, 4.95259 51.821109, 4.949291 51.821076, 4.948242 51.821187, 4.945931 51.821071, 4.944475 51.821403, 4.942353 51.822223, 4.942019 51.821746, 4.944833 51.820879, 4.944983 51.819462, 4.943628 51.819126, 4.943959 51.816054, 4.944513 51.814037, 4.943984 51.813884, 4.944067 51.813731, 4.942957 51.813202, 4.943647 51.812639, 4.942988 51.812136, 4.943827 51.810955, 4.948082 51.811887, 4.948528 51.811113, 4.947133 51.810933, 4.945794 51.810373, 4.944054 51.809974, 4.941801 51.808643, 4.940733 51.808765, 4.939058 51.806043, 4.938351 51.806151, 4.93785 51.806014, 4.938224 51.805483, 4.93899 51.805693, 4.939327 51.805406, 4.940053 51.805418, 4.940649 51.805182, 4.940654 51.804934, 4.941113 51.804664, 4.94127 51.804775, 4.941801 51.804507, 4.945722 51.80763, 4.946191 51.807387, 4.94647 51.807575, 4.946747 51.807421, 4.946917 51.80754, 4.952071 51.804652, 4.959047 51.811945, 4.96154 51.811021, 4.96167 51.811205, 4.961486 51.811275, 4.962085 51.812095, 4.962677 51.81192, 4.964105 51.812917, 4.964301 51.813458, 4.963504 51.813579, 4.963814 51.814614, 4.964517 51.814563, 4.964503 51.815073, 4.965383 51.814999, 4.965684 51.814899, 4.966535 51.809911, 4.96702 51.809777, 4.959161 51.801844, 4.959657 51.801658, 4.956326 51.796644, 4.9503 51.798354, 4.938434 51.801311, 4.935761 51.802091, 4.935641 51.801763, 4.934254 51.801432, 4.93381 51.801601, 4.933668 51.801481, 4.932801 51.80183, 4.932369 51.801642, 4.931315 51.801913, 4.933348 51.806249, 4.931369 51.804758, 4.929404 51.805524, 4.928145 51.804522, 4.924064 51.806592, 4.9238 51.807345, 4.923117 51.807444, 4.917621 51.809923, 4.913604 51.810922, 4.917669 51.813979, 4.914736 51.814707, 4.917214 51.816588, 4.915125 51.817675, 4.914451 51.817175, 4.913152 51.817853, 4.913713 51.818272, 4.911565 51.819365, 4.913315 51.820654, 4.912617 51.821077, 4.912134 51.821856, 4.910396 51.821861, 4.9103 51.822021, 4.91092 51.822435, 4.909126 51.825377, 4.911274 51.825982, 4.918599 51.827482, 4.922728 51.828072, 4.926987 51.828306, 4.931144 51.828529, 4.936064 51.828314)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Oudendijk;Altena;7530.14980109269;6454.41;BU19590603;GM1959;BU19590603;GM1959;BU19590603;GM1959;False;False;51.8080918707531;4.975563657864064;MULTIPOLYGON (((4.981132 51.816781, 4.982252 51.816247, 4.984055 51.816273, 4.98411 51.815884, 4.983141 51.815842, 4.981424 51.813669, 4.982719 51.813088, 4.982306 51.812843, 4.98251 51.812767, 4.982506 51.812433, 4.98187 51.812624, 4.981846 51.809177, 4.981466 51.809314, 4.981142 51.808531, 4.981439 51.808428, 4.98027 51.807273, 4.979044 51.806541, 4.979785 51.806215, 4.979588 51.806035, 4.978821 51.806371, 4.976617 51.804892, 4.97631 51.80506, 4.975593 51.804877, 4.975441 51.804042, 4.974855 51.803449, 4.973802 51.803308, 4.972979 51.802315, 4.972751 51.802385, 4.973127 51.802851, 4.971849 51.803267, 4.970926 51.803069, 4.965076 51.803386, 4.966876 51.805278, 4.972675 51.804869, 4.971937 51.804187, 4.97225 51.804074, 4.972577 51.80439, 4.972971 51.804244, 4.972718 51.803983, 4.973656 51.803692, 4.974687 51.804893, 4.975233 51.805209, 4.976781 51.805557, 4.977334 51.80634, 4.976063 51.806801, 4.975485 51.806842, 4.970243 51.8082, 4.969795 51.808369, 4.970169 51.808758, 4.969955 51.808814, 4.97009 51.809018, 4.972625 51.808385, 4.974768 51.808088, 4.974629 51.808862, 4.976042 51.808873, 4.976275 51.807739, 4.978249 51.806847, 4.979905 51.808261, 4.979791 51.808799, 4.980686 51.808741, 4.980845 51.809469, 4.980842 51.810167, 4.980521 51.810177, 4.980528 51.810392, 4.980072 51.810394, 4.98008 51.810802, 4.98054 51.810796, 4.980275 51.814441, 4.980451 51.814449, 4.980461 51.815637, 4.979194 51.815474, 4.979016 51.816079, 4.981237 51.816282, 4.980581 51.816784, 4.981132 51.816781)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Nieuwendijk;Altena;63288.7639471013;54247.51;BU19590301;GM1959;BU19590301;GM1959;BU19590301;GM1959;False;False;51.774252612886464;4.919350987858012;MULTIPOLYGON (((4.912771 51.784352, 4.912168 51.78319, 4.912777 51.783063, 4.913326 51.784038, 4.914271 51.783834, 4.914397 51.784103, 4.915729 51.783837, 4.91543 51.783265, 4.915851 51.78318, 4.915342 51.782215, 4.914546 51.782374, 4.914388 51.78208, 4.914181 51.782123, 4.913796 51.781399, 4.914226 51.781317, 4.913744 51.780395, 4.916959 51.779795, 4.918091 51.780033, 4.921611 51.779215, 4.92199 51.779679, 4.923157 51.779452, 4.923239 51.779878, 4.927092 51.779588, 4.927084 51.773954, 4.926174 51.772184, 4.925943 51.772203, 4.925799 51.771987, 4.926505 51.771838, 4.927283 51.771884, 4.927646 51.768262, 4.926379 51.768157, 4.926159 51.768319, 4.924489 51.767511, 4.924656 51.765839, 4.925002 51.765818, 4.924931 51.765126, 4.925694 51.765048, 4.92556 51.763841, 4.924301 51.763913, 4.924234 51.763118, 4.92406 51.763121, 4.92413 51.762761, 4.92517 51.762953, 4.925337 51.762792, 4.924918 51.762718, 4.925113 51.762127, 4.925303 51.762194, 4.925393 51.761353, 4.924448 51.761353, 4.92409 51.758703, 4.924199 51.758085, 4.92447 51.758113, 4.924523 51.757913, 4.924353 51.757508, 4.924593 51.756732, 4.925227 51.756688, 4.924967 51.756035, 4.92468 51.755243, 4.924261 51.754664, 4.924084 51.754709, 4.923614 51.753627, 4.9215 51.753883, 4.921173 51.753922, 4.921077 51.75409, 4.921977 51.75489, 4.923219 51.755609, 4.922871 51.755642, 4.922973 51.756166, 4.923311 51.756169, 4.922751 51.758084, 4.923318 51.758116, 4.923302 51.759368, 4.923084 51.75944, 4.922983 51.759988, 4.922968 51.761807, 4.922594 51.761808, 4.923152 51.762452, 4.923206 51.763331, 4.923403 51.763327, 4.923479 51.765236, 4.923648 51.765226, 4.923384 51.765654, 4.923405 51.766249, 4.922694 51.766297, 4.922631 51.766578, 4.920912 51.766591, 4.918271 51.763664, 4.917805 51.763807, 4.920652 51.767023, 4.9213 51.767156, 4.922538 51.767129, 4.922544 51.768417, 4.921752 51.768916, 4.921073 51.768538, 4.920274 51.769056, 4.921491 51.770066, 4.920961 51.770621, 4.918332 51.772431, 4.91566 51.774002, 4.915867 51.774105, 4.915437 51.774423, 4.915017 51.774212, 4.9148 51.774373, 4.914194 51.774008, 4.912335 51.775264, 4.911444 51.774749, 4.90989 51.775754, 4.910969 51.776396, 4.908482 51.778538, 4.908315 51.778749, 4.908975 51.778959, 4.908269 51.779311, 4.909186 51.781097, 4.909462 51.781011, 4.909465 51.781251, 4.909166 51.781381, 4.909022 51.783133, 4.908695 51.783201, 4.908654 51.783534, 4.909223 51.785136, 4.912771 51.784352)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
