buurtcode;jaar;individuele_cv;blokverwarming;stadsverwarming_hoog_gas;stadsverwarming_laag_gas;stadsverwarming_zonder_gas;elektrisch_hoog_gas;elektrisch_laag_gas;elektrisch_zonder_gas
BU00140000;2022;78.0;15.0;n.a.;n.a.;n.a.;0.0;0.0;2.0
BU00140000;2023;74.0;16.0;n.a.;n.a.;n.a.;0.0;0.0;3.0
BU00140000;2024;73.0;14.0;n.a.;n.a.;n.a.;1.0;0.0;6.0
BU00140001;2022;71.0;21.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU00140001;2023;65.0;21.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU00140001;2024;65.0;19.0;n.a.;n.a.;n.a.;2.0;0.0;4.0
BU00140002;2022;66.0;27.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU00140002;2023;64.0;28.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00140002;2024;65.0;25.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
BU00140003;2022;65.0;13.0;n.a.;n.a.;n.a.;0.0;0.0;5.0
BU00140003;2023;64.0;12.0;n.a.;n.a.;n.a.;0.0;0.0;11.0
BU00140003;2024;72.0;9.0;n.a.;n.a.;n.a.;1.0;0.0;14.0
BU00140004;2022;71.0;17.0;n.a.;n.a.;n.a.;0.0;0.0;2.0
BU00140004;2023;68.0;17.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
BU00140004;2024;68.0;15.0;n.a.;n.a.;n.a.;1.0;0.0;6.0
BU00140005;2022;73.0;7.0;0.0;0.0;13.0;1.0;0.0;3.0
BU00140005;2023;72.0;7.0;0.0;0.0;12.0;1.0;0.0;4.0
BU00140005;2024;69.0;6.0;0.0;0.0;14.0;1.0;0.0;6.0
BU00140007;2022;71.0;17.0;n.a.;n.a.;n.a.;0.0;0.0;2.0
BU00140007;2023;68.0;17.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
BU00140007;2024;68.0;15.0;n.a.;n.a.;n.a.;1.0;0.0;6.0
BU00140008;2022;71.0;17.0;n.a.;n.a.;n.a.;0.0;0.0;2.0
BU00140008;2023;68.0;17.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
BU00140008;2024;68.0;15.0;n.a.;n.a.;n.a.;1.0;0.0;6.0
BU00140100;2022;91.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;6.0
BU00140100;2023;89.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;6.0
BU00140100;2024;76.0;2.0;n.a.;n.a.;n.a.;4.0;1.0;18.0
BU00140101;2022;88.0;9.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140101;2023;91.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU00140101;2024;90.0;3.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU00140102;2022;87.0;1.0;n.a.;n.a.;n.a.;9.0;0.0;2.0
BU00140102;2023;85.0;3.0;n.a.;n.a.;n.a.;9.0;0.0;2.0
BU00140102;2024;81.0;4.0;n.a.;n.a.;n.a.;11.0;1.0;3.0
BU00140103;2022;87.0;5.0;n.a.;n.a.;n.a.;2.0;0.0;3.0
BU00140103;2023;87.0;5.0;n.a.;n.a.;n.a.;2.0;0.0;3.0
BU00140103;2024;86.0;5.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU00140104;2022;69.0;10.0;0.0;0.0;11.0;10.0;0.0;1.0
BU00140104;2023;63.0;9.0;0.0;0.0;10.0;9.0;0.0;9.0
BU00140104;2024;58.0;4.0;0.0;0.0;16.0;13.0;0.0;9.0
BU00140105;2022;81.0;16.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00140105;2023;80.0;16.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU00140105;2024;81.0;14.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU00140106;2022;60.0;17.0;n.a.;n.a.;n.a.;1.0;0.0;17.0
BU00140106;2023;52.0;16.0;n.a.;n.a.;n.a.;1.0;0.0;25.0
BU00140106;2024;53.0;16.0;n.a.;n.a.;n.a.;1.0;0.0;26.0
BU00140107;2022;91.0;8.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00140107;2023;91.0;9.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140107;2024;90.0;8.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140108;2022;81.0;9.0;n.a.;n.a.;n.a.;3.0;0.0;4.0
BU00140108;2023;79.0;8.0;n.a.;n.a.;n.a.;3.0;0.0;7.0
BU00140108;2024;77.0;7.0;n.a.;n.a.;n.a.;4.0;0.0;8.0
BU00140109;2022;81.0;9.0;n.a.;n.a.;n.a.;3.0;0.0;4.0
BU00140109;2023;79.0;8.0;n.a.;n.a.;n.a.;3.0;0.0;7.0
BU00140109;2024;77.0;7.0;n.a.;n.a.;n.a.;4.0;0.0;8.0
BU00140110;2022;81.0;9.0;n.a.;n.a.;n.a.;3.0;0.0;4.0
BU00140110;2023;79.0;8.0;n.a.;n.a.;n.a.;3.0;0.0;7.0
BU00140110;2024;77.0;7.0;n.a.;n.a.;n.a.;4.0;0.0;8.0
BU00140200;2022;97.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140200;2023;96.0;1.0;n.a.;n.a.;n.a.;2.0;0.0;0.0
BU00140200;2024;96.0;1.0;n.a.;n.a.;n.a.;2.0;0.0;0.0
BU00140201;2022;85.0;12.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140201;2023;84.0;12.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU00140201;2024;82.0;11.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU00140202;2022;87.0;10.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140202;2023;84.0;10.0;n.a.;n.a.;n.a.;2.0;0.0;3.0
BU00140202;2024;80.0;10.0;n.a.;n.a.;n.a.;4.0;1.0;4.0
BU00140203;2022;64.0;29.0;0.0;0.0;6.0;0.0;0.0;0.0
BU00140203;2023;61.0;27.0;0.0;0.0;10.0;0.0;0.0;0.0
BU00140203;2024;61.0;26.0;0.0;0.0;10.0;1.0;0.0;2.0
BU00140300;2022;78.0;6.0;0.0;0.0;9.0;0.0;0.0;8.0
BU00140300;2023;75.0;8.0;0.0;0.0;9.0;0.0;0.0;8.0
BU00140300;2024;75.0;6.0;0.0;0.0;9.0;2.0;0.0;9.0
BU00140301;2022;95.0;3.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU00140301;2023;95.0;3.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU00140301;2024;94.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU00140302;2022;85.0;3.0;0.0;0.0;5.0;0.0;0.0;7.0
BU00140302;2023;79.0;4.0;0.0;0.0;4.0;1.0;0.0;11.0
BU00140302;2024;78.0;4.0;0.0;0.0;4.0;2.0;0.0;12.0
BU00140400;2022;86.0;10.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
BU00140400;2023;88.0;11.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140400;2024;87.0;11.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU00140401;2022;85.0;7.0;n.a.;n.a.;n.a.;0.0;0.0;7.0
BU00140401;2023;77.0;7.0;0.0;0.0;4.0;0.0;0.0;11.0
BU00140401;2024;77.0;7.0;0.0;0.0;4.0;0.0;0.0;11.0
BU00140402;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00140402;2023;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00140402;2024;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00140403;2022;90.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;9.0
BU00140403;2023;90.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;9.0
BU00140403;2024;89.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;9.0
BU00140404;2022;59.0;0.0;n.a.;n.a.;n.a.;0.0;20.0;8.0
BU00140404;2023;57.0;0.0;n.a.;n.a.;n.a.;1.0;20.0;11.0
BU00140404;2024;57.0;1.0;n.a.;n.a.;n.a.;0.0;20.0;11.0
BU00140500;2022;78.0;0.0;0.0;0.0;17.0;2.0;0.0;2.0
BU00140500;2023;76.0;0.0;0.0;0.0;17.0;4.0;1.0;3.0
BU00140500;2024;71.0;0.0;0.0;0.0;17.0;4.0;2.0;6.0
BU00140501;2022;32.0;2.0;0.0;0.0;58.0;0.0;0.0;9.0
BU00140501;2023;30.0;1.0;0.0;0.0;39.0;0.0;0.0;31.0
BU00140501;2024;1.0;6.0;0.0;0.0;39.0;0.0;0.0;31.0
BU00140502;2022;60.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
BU00140502;2023;57.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;17.0
BU00140502;2024;40.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;18.0
BU00140503;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;0.0
BU00140503;2023;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU00140503;2024;96.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140504;2022;60.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
BU00140504;2023;57.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;17.0
BU00140504;2024;40.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;18.0
BU00140505;2022;60.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
BU00140505;2023;57.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;17.0
BU00140505;2024;40.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;18.0
BU00140506;2022;60.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
BU00140506;2023;57.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;17.0
BU00140506;2024;40.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;18.0
BU00140507;2022;60.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
BU00140507;2023;57.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;17.0
BU00140507;2024;40.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;18.0
BU00140508;2022;60.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
BU00140508;2023;57.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;17.0
BU00140508;2024;40.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;18.0
BU00140509;2022;60.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
BU00140509;2023;57.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;17.0
BU00140509;2024;40.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;18.0
BU00140510;2022;60.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
BU00140510;2023;57.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;17.0
BU00140510;2024;40.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;18.0
BU00140511;2022;60.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
BU00140511;2023;57.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;17.0
BU00140511;2024;40.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;18.0
BU00140600;2022;46.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;52.0
BU00140600;2023;35.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;63.0
BU00140600;2024;34.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;63.0
BU00140601;2022;46.0;51.0;n.a.;n.a.;n.a.;2.0;0.0;0.0
BU00140601;2023;45.0;43.0;n.a.;n.a.;n.a.;3.0;6.0;2.0
BU00140601;2024;44.0;37.0;n.a.;n.a.;n.a.;4.0;7.0;2.0
BU00140602;2022;96.0;0.0;n.a.;n.a.;n.a.;3.0;0.0;1.0
BU00140602;2023;92.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;2.0
BU00140602;2024;86.0;0.0;n.a.;n.a.;n.a.;8.0;3.0;3.0
BU00140603;2022;82.0;10.0;n.a.;n.a.;n.a.;3.0;0.0;1.0
BU00140603;2023;76.0;11.0;n.a.;n.a.;n.a.;6.0;0.0;2.0
BU00140603;2024;73.0;11.0;n.a.;n.a.;n.a.;9.0;1.0;4.0
BU00140604;2022;85.0;13.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00140604;2023;83.0;11.0;n.a.;n.a.;n.a.;2.0;0.0;3.0
BU00140604;2024;82.0;11.0;n.a.;n.a.;n.a.;2.0;0.0;4.0
BU00140605;2022;82.0;10.0;n.a.;n.a.;n.a.;6.0;0.0;0.0
BU00140605;2023;78.0;10.0;n.a.;n.a.;n.a.;6.0;0.0;0.0
BU00140605;2024;79.0;10.0;n.a.;n.a.;n.a.;7.0;0.0;1.0
BU00140606;2022;79.0;19.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU00140606;2023;76.0;18.0;n.a.;n.a.;n.a.;2.0;0.0;3.0
BU00140606;2024;73.0;18.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
BU00140700;2022;81.0;16.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU00140700;2023;81.0;17.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU00140700;2024;80.0;17.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU00140701;2022;83.0;12.0;n.a.;n.a.;n.a.;3.0;0.0;2.0
BU00140701;2023;82.0;10.0;n.a.;n.a.;n.a.;5.0;0.0;2.0
BU00140701;2024;80.0;8.0;n.a.;n.a.;n.a.;7.0;2.0;2.0
BU00140702;2022;96.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU00140702;2023;92.0;0.0;n.a.;n.a.;n.a.;6.0;1.0;2.0
BU00140702;2024;84.0;0.0;n.a.;n.a.;n.a.;11.0;3.0;2.0
BU00140703;2022;83.0;13.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU00140703;2023;81.0;13.0;n.a.;n.a.;n.a.;3.0;0.0;2.0
BU00140703;2024;80.0;12.0;n.a.;n.a.;n.a.;4.0;2.0;2.0
BU00140704;2022;94.0;0.0;n.a.;n.a.;n.a.;4.0;0.0;2.0
BU00140704;2023;84.0;0.0;n.a.;n.a.;n.a.;9.0;1.0;5.0
BU00140704;2024;80.0;0.0;n.a.;n.a.;n.a.;8.0;5.0;6.0
BU00140705;2022;83.0;13.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU00140705;2023;81.0;13.0;n.a.;n.a.;n.a.;3.0;0.0;2.0
BU00140705;2024;80.0;12.0;n.a.;n.a.;n.a.;4.0;2.0;2.0
BU00140800;2022;93.0;2.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140800;2023;93.0;2.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU00140800;2024;95.0;2.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU00140801;2022;98.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140801;2023;97.0;1.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU00140801;2024;95.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU00140802;2022;96.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140802;2023;95.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140802;2024;93.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140803;2022;96.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140803;2023;95.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140803;2024;93.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140804;2022;96.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140804;2023;95.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140804;2024;93.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140805;2022;96.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140805;2023;95.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140805;2024;93.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140806;2022;96.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU00140806;2023;91.0;0.0;n.a.;n.a.;n.a.;7.0;1.0;1.0
BU00140806;2024;88.0;0.0;n.a.;n.a.;n.a.;8.0;2.0;2.0
BU00140807;2022;96.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140807;2023;95.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140807;2024;93.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140808;2022;96.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140808;2023;95.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140808;2024;93.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140809;2022;96.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140809;2023;95.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140809;2024;93.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140810;2022;98.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;0.0
BU00140810;2023;93.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;1.0
BU00140810;2024;88.0;0.0;n.a.;n.a.;n.a.;8.0;1.0;3.0
BU00140811;2022;96.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140811;2023;95.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140811;2024;93.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140812;2022;96.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00140812;2023;95.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140812;2024;93.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00140900;2022;96.0;3.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00140900;2023;95.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU00140900;2024;94.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU00140901;2022;77.0;6.0;0.0;8.0;8.0;0.0;0.0;0.0
BU00140901;2023;77.0;6.0;0.0;4.0;12.0;1.0;0.0;0.0
BU00140901;2024;76.0;6.0;0.0;4.0;12.0;1.0;0.0;0.0
BU00140902;2022;76.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;8.0
BU00140902;2023;74.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;9.0
BU00140902;2024;71.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;9.0
BU00140903;2022;2.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;98.0
BU00140903;2023;2.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;98.0
BU00140903;2024;2.0;0.0;0.0;0.0;34.0;0.0;0.0;65.0
BU00140904;2022;55.0;0.0;0.0;0.0;4.0;2.0;0.0;7.0
BU00140904;2023;53.0;0.0;0.0;0.0;36.0;3.0;1.0;8.0
BU00140904;2024;51.0;0.0;0.0;0.0;36.0;3.0;1.0;8.0
BU00140905;2022;76.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;8.0
BU00140905;2023;74.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;9.0
BU00140905;2024;71.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;9.0
BU00140906;2022;97.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;0.0
BU00140906;2023;93.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;1.0
BU00140906;2024;90.0;0.0;n.a.;n.a.;n.a.;5.0;3.0;2.0
BU00140907;2022;76.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;8.0
BU00140907;2023;74.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;9.0
BU00140907;2024;71.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;9.0
BU00140908;2022;76.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;8.0
BU00140908;2023;74.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;9.0
BU00140908;2024;71.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;9.0
BU00140909;2022;76.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;8.0
BU00140909;2023;74.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;9.0
BU00140909;2024;71.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;9.0
BU00141000;2022;53.0;19.0;1.0;11.0;13.0;0.0;0.0;0.0
BU00141000;2023;51.0;17.0;1.0;9.0;19.0;1.0;0.0;0.0
BU00141000;2024;49.0;17.0;1.0;7.0;23.0;1.0;0.0;1.0
BU00141001;2022;54.0;23.0;0.0;0.0;16.0;0.0;0.0;8.0
BU00141001;2023;53.0;22.0;0.0;0.0;16.0;1.0;0.0;8.0
BU00141001;2024;63.0;13.0;0.0;0.0;15.0;1.0;1.0;8.0
BU00141002;2022;68.0;10.0;0.0;2.0;14.0;0.0;0.0;0.0
BU00141002;2023;68.0;10.0;0.0;5.0;17.0;0.0;0.0;0.0
BU00141002;2024;67.0;10.0;0.0;4.0;17.0;1.0;0.0;0.0
BU00141003;2022;61.0;16.0;n.a.;n.a.;n.a.;0.0;0.0;2.0
BU00141003;2023;60.0;15.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00141003;2024;62.0;12.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
BU00141004;2022;61.0;16.0;n.a.;n.a.;n.a.;0.0;0.0;2.0
BU00141004;2023;60.0;15.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00141004;2024;62.0;12.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
BU00141005;2022;92.0;2.0;0.0;2.0;3.0;0.0;0.0;0.0
BU00141005;2023;91.0;3.0;0.0;2.0;4.0;0.0;0.0;1.0
BU00141005;2024;90.0;3.0;0.0;2.0;4.0;1.0;0.0;1.0
BU00141100;2022;91.0;5.0;n.a.;n.a.;n.a.;3.0;0.0;0.0
BU00141100;2023;90.0;5.0;n.a.;n.a.;n.a.;2.0;3.0;0.0
BU00141100;2024;88.0;5.0;n.a.;n.a.;n.a.;3.0;3.0;0.0
BU00141101;2022;95.0;2.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00141101;2023;94.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU00141101;2024;93.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU00141102;2022;97.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;0.0
BU00141102;2023;93.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;1.0
BU00141102;2024;89.0;1.0;n.a.;n.a.;n.a.;5.0;3.0;2.0
BU00141103;2022;94.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;1.0
BU00141103;2023;89.0;0.0;n.a.;n.a.;n.a.;7.0;3.0;1.0
BU00141103;2024;85.0;0.0;n.a.;n.a.;n.a.;11.0;1.0;2.0
BU00141104;2022;93.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00141104;2023;89.0;0.0;n.a.;n.a.;n.a.;7.0;1.0;2.0
BU00141104;2024;89.0;0.0;n.a.;n.a.;n.a.;6.0;2.0;2.0
BU00141105;2022;93.0;3.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU00141105;2023;92.0;3.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
BU00141105;2024;90.0;2.0;n.a.;n.a.;n.a.;4.0;2.0;2.0
BU00141106;2022;93.0;3.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU00141106;2023;92.0;3.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
BU00141106;2024;90.0;2.0;n.a.;n.a.;n.a.;4.0;2.0;2.0
BU00141107;2022;93.0;3.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU00141107;2023;92.0;3.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
BU00141107;2024;90.0;2.0;n.a.;n.a.;n.a.;4.0;2.0;2.0
BU00141200;2022;84.0;9.0;n.a.;n.a.;n.a.;0.0;0.0;5.0
BU00141200;2023;83.0;9.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
BU00141200;2024;82.0;9.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU00141201;2022;99.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00141201;2023;98.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU00141201;2024;96.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU00141202;2022;89.0;11.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00141202;2023;89.0;11.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00141202;2024;87.0;10.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU00141203;2022;78.0;0.0;0.0;0.0;6.0;1.0;0.0;14.0
BU00141203;2023;77.0;0.0;0.0;0.0;6.0;1.0;1.0;14.0
BU00141203;2024;75.0;0.0;0.0;0.0;6.0;2.0;1.0;15.0
BU00141204;2022;90.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;8.0
BU00141204;2023;89.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;8.0
BU00141204;2024;86.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;9.0
BU00141205;2022;90.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
BU00141205;2023;88.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU00141205;2024;87.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
BU00141206;2022;90.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
BU00141206;2023;88.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU00141206;2024;87.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
BU00141207;2022;90.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
BU00141207;2023;88.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU00141207;2024;87.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
BU00141208;2022;96.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU00141208;2023;93.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;2.0
BU00141208;2024;92.0;0.0;n.a.;n.a.;n.a.;4.0;3.0;2.0
BU00141209;2022;90.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
BU00141209;2023;88.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU00141209;2024;87.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
BU00141210;2022;95.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
BU00141210;2023;91.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;2.0
BU00141210;2024;89.0;0.0;n.a.;n.a.;n.a.;5.0;3.0;3.0
BU00141211;2022;99.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00141211;2023;95.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00141211;2024;93.0;0.0;n.a.;n.a.;n.a.;3.0;3.0;1.0
BU00141300;2022;95.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU00141300;2023;90.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;3.0
BU00141300;2024;85.0;0.0;n.a.;n.a.;n.a.;6.0;4.0;4.0
