buurtcode;jaar;individuele_cv;blokverwarming;stadsverwarming_hoog_gas;stadsverwarming_laag_gas;stadsverwarming_zonder_gas;elektrisch_hoog_gas;elektrisch_laag_gas;elektrisch_zonder_gas
BU00141301;2022;97.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU00141301;2023;92.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;2.0
BU00141301;2024;87.0;0.0;n.a.;n.a.;n.a.;6.0;4.0;3.0
BU00141302;2022;95.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU00141302;2023;90.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;3.0
BU00141302;2024;85.0;0.0;n.a.;n.a.;n.a.;6.0;4.0;4.0
BU00141400;2022;1.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;99.0
BU00141400;2023;1.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;97.0
BU00141400;2024;1.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;97.0
BU00141401;2022;11.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;86.0
BU00141401;2023;9.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;86.0
BU00141401;2024;6.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;88.0
BU00141402;2022;11.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;86.0
BU00141402;2023;9.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;86.0
BU00141402;2024;6.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;88.0
BU00141403;2022;11.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;86.0
BU00141403;2023;0.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;95.0
BU00141403;2024;0.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;96.0
BU00141404;2022;0.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;100.0
BU00141404;2023;0.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;100.0
BU00141404;2024;0.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;100.0
BU00141405;2022;11.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;86.0
BU00141405;2023;9.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;86.0
BU00141405;2024;0.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;75.0
BU00141406;2022;11.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;86.0
BU00141406;2023;9.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;86.0
BU00141406;2024;6.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;88.0
BU00141500;2022;90.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00141500;2023;80.0;0.0;n.a.;n.a.;n.a.;6.0;1.0;7.0
BU00141500;2024;72.0;0.0;n.a.;n.a.;n.a.;5.0;3.0;12.0
BU00141501;2022;90.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU00141501;2023;81.0;0.0;n.a.;n.a.;n.a.;6.0;1.0;6.0
BU00141501;2024;74.0;0.0;n.a.;n.a.;n.a.;6.0;3.0;10.0
BU00141502;2022;94.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;1.0
BU00141502;2023;88.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;3.0
BU00141502;2024;84.0;0.0;n.a.;n.a.;n.a.;7.0;3.0;4.0
BU00141503;2022;95.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU00141503;2023;90.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
BU00141503;2024;86.0;0.0;n.a.;n.a.;n.a.;6.0;3.0;4.0
BU00141504;2022;90.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU00141504;2023;81.0;0.0;n.a.;n.a.;n.a.;6.0;1.0;6.0
BU00141504;2024;74.0;0.0;n.a.;n.a.;n.a.;6.0;3.0;10.0
BU00141505;2022;90.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU00141505;2023;81.0;0.0;n.a.;n.a.;n.a.;6.0;1.0;6.0
BU00141505;2024;74.0;0.0;n.a.;n.a.;n.a.;6.0;3.0;10.0
BU00141506;2022;90.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU00141506;2023;81.0;0.0;n.a.;n.a.;n.a.;6.0;1.0;6.0
BU00141506;2024;74.0;0.0;n.a.;n.a.;n.a.;6.0;3.0;10.0
BU00141600;2022;76.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;12.0
BU00141600;2023;69.0;0.0;n.a.;n.a.;n.a.;4.0;0.0;17.0
BU00141600;2024;55.0;0.0;n.a.;n.a.;n.a.;6.0;1.0;31.0
BU00141601;2022;71.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;6.0
BU00141601;2023;65.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;9.0
BU00141601;2024;56.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;16.0
BU00141602;2022;93.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;1.0
BU00141602;2023;86.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;4.0
BU00141602;2024;76.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;3.0
BU00141603;2022;71.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;6.0
BU00141603;2023;65.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;9.0
BU00141603;2024;56.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;16.0
BU00141604;2022;71.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;6.0
BU00141604;2023;65.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;9.0
BU00141604;2024;56.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;16.0
BU00141605;2022;9.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;2.0
BU00141605;2023;17.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU00141605;2024;14.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU00141700;2022;96.0;2.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU00141700;2023;94.0;3.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU00141700;2024;93.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU00141701;2022;84.0;12.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU00141701;2023;77.0;13.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
BU00141701;2024;75.0;13.0;n.a.;n.a.;n.a.;5.0;1.0;3.0
BU00141702;2022;91.0;2.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
BU00141702;2023;88.0;3.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
BU00141702;2024;85.0;3.0;n.a.;n.a.;n.a.;5.0;2.0;4.0
BU00141703;2022;70.0;11.0;n.a.;n.a.;n.a.;2.0;0.0;12.0
BU00141703;2023;66.0;10.0;n.a.;n.a.;n.a.;5.0;1.0;15.0
BU00141703;2024;63.0;10.0;n.a.;n.a.;n.a.;6.0;2.0;17.0
BU00141704;2022;84.0;7.0;n.a.;n.a.;n.a.;2.0;0.0;4.0
BU00141704;2023;80.0;8.0;n.a.;n.a.;n.a.;4.0;1.0;6.0
BU00141704;2024;77.0;7.0;n.a.;n.a.;n.a.;5.0;1.0;7.0
BU00141705;2022;84.0;7.0;n.a.;n.a.;n.a.;2.0;0.0;4.0
BU00141705;2023;80.0;8.0;n.a.;n.a.;n.a.;4.0;1.0;6.0
BU00141705;2024;77.0;7.0;n.a.;n.a.;n.a.;5.0;1.0;7.0
BU00141706;2022;84.0;7.0;n.a.;n.a.;n.a.;2.0;0.0;4.0
BU00141706;2023;80.0;8.0;n.a.;n.a.;n.a.;4.0;1.0;6.0
BU00141706;2024;77.0;7.0;n.a.;n.a.;n.a.;5.0;1.0;7.0
BU00141707;2022;80.0;1.0;n.a.;n.a.;n.a.;4.0;0.0;8.0
BU00141707;2023;79.0;0.0;n.a.;n.a.;n.a.;5.0;0.0;9.0
BU00141707;2024;75.0;1.0;n.a.;n.a.;n.a.;6.0;0.0;12.0
BU00141708;2022;96.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU00141708;2023;92.0;0.0;n.a.;n.a.;n.a.;7.0;0.0;2.0
BU00141708;2024;88.0;0.0;n.a.;n.a.;n.a.;8.0;2.0;2.0
BU00141709;2022;84.0;7.0;n.a.;n.a.;n.a.;2.0;0.0;4.0
BU00141709;2023;80.0;8.0;n.a.;n.a.;n.a.;4.0;1.0;6.0
BU00141709;2024;77.0;7.0;n.a.;n.a.;n.a.;5.0;1.0;7.0
BU00141710;2022;84.0;7.0;n.a.;n.a.;n.a.;2.0;0.0;4.0
BU00141710;2023;80.0;8.0;n.a.;n.a.;n.a.;4.0;1.0;6.0
BU00141710;2024;77.0;7.0;n.a.;n.a.;n.a.;5.0;1.0;7.0
BU00141800;2022;90.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00141800;2023;88.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU00141800;2024;84.0;3.0;n.a.;n.a.;n.a.;4.0;2.0;3.0
BU00141801;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;1.0
BU00141801;2023;98.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU00141801;2024;96.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU00141802;2022;92.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00141802;2023;90.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU00141802;2024;86.0;3.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
BU00141803;2022;92.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00141803;2023;90.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU00141803;2024;86.0;3.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
BU00141900;2022;93.0;0.0;n.a.;n.a.;n.a.;5.0;0.0;1.0
BU00141900;2023;87.0;0.0;n.a.;n.a.;n.a.;9.0;1.0;2.0
BU00141900;2024;85.0;0.0;n.a.;n.a.;n.a.;9.0;2.0;4.0
BU00141901;2022;94.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;2.0
BU00141901;2023;91.0;0.0;n.a.;n.a.;n.a.;6.0;0.0;3.0
BU00141901;2024;84.0;1.0;n.a.;n.a.;n.a.;8.0;1.0;4.0
BU00141902;2022;95.0;0.0;n.a.;n.a.;n.a.;4.0;0.0;1.0
BU00141902;2023;91.0;0.0;n.a.;n.a.;n.a.;8.0;0.0;2.0
BU00141902;2024;88.0;0.0;n.a.;n.a.;n.a.;8.0;1.0;3.0
BU00141903;2022;83.0;12.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU00141903;2023;79.0;12.0;n.a.;n.a.;n.a.;6.0;2.0;2.0
BU00141903;2024;75.0;12.0;n.a.;n.a.;n.a.;8.0;2.0;3.0
BU00141904;2022;92.0;1.0;n.a.;n.a.;n.a.;4.0;0.0;2.0
BU00141904;2023;81.0;0.0;n.a.;n.a.;n.a.;12.0;0.0;4.0
BU00141904;2024;69.0;0.0;n.a.;n.a.;n.a.;16.0;3.0;7.0
BU00141905;2022;92.0;1.0;n.a.;n.a.;n.a.;4.0;0.0;2.0
BU00141905;2023;87.0;1.0;n.a.;n.a.;n.a.;8.0;1.0;2.0
BU00141905;2024;82.0;1.0;n.a.;n.a.;n.a.;9.0;2.0;4.0
BU00141906;2022;92.0;1.0;n.a.;n.a.;n.a.;4.0;0.0;2.0
BU00141906;2023;87.0;1.0;n.a.;n.a.;n.a.;8.0;1.0;2.0
BU00141906;2024;82.0;1.0;n.a.;n.a.;n.a.;9.0;2.0;4.0
BU00141907;2022;92.0;1.0;n.a.;n.a.;n.a.;4.0;0.0;2.0
BU00141907;2023;87.0;1.0;n.a.;n.a.;n.a.;8.0;1.0;2.0
BU00141907;2024;82.0;1.0;n.a.;n.a.;n.a.;9.0;2.0;4.0
BU00141908;2022;92.0;1.0;n.a.;n.a.;n.a.;4.0;0.0;2.0
BU00141908;2023;87.0;1.0;n.a.;n.a.;n.a.;8.0;1.0;2.0
BU00141908;2024;82.0;1.0;n.a.;n.a.;n.a.;9.0;2.0;4.0
BU00141909;2022;92.0;1.0;n.a.;n.a.;n.a.;4.0;0.0;2.0
BU00141909;2023;87.0;1.0;n.a.;n.a.;n.a.;8.0;1.0;2.0
BU00141909;2024;82.0;1.0;n.a.;n.a.;n.a.;9.0;2.0;4.0
BU00340101;2022;35.0;41.0;0.0;0.0;11.0;0.0;0.0;11.0
BU00340101;2023;33.0;38.0;0.0;0.0;10.0;0.0;0.0;18.0
BU00340101;2024;39.0;32.0;0.0;0.0;5.0;0.0;0.0;16.0
BU00340102;2022;82.0;18.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340102;2023;82.0;18.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340102;2024;86.0;13.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340201;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340201;2023;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU00340201;2024;98.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;1.0
BU00340202;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340202;2023;99.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;0.0
BU00340202;2024;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU00340203;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340203;2023;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340203;2024;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340204;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340204;2023;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340204;2024;98.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;0.0
BU00340205;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340205;2023;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340205;2024;98.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;0.0
BU00340301;2022;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU00340301;2023;97.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU00340301;2024;96.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU00340302;2022;99.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00340302;2023;88.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;11.0
BU00340302;2024;87.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;11.0
BU00340303;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340303;2023;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340303;2024;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340304;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340304;2023;95.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
BU00340304;2024;95.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
BU00340401;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;0.0
BU00340401;2023;98.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU00340401;2024;97.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU00340402;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340402;2023;99.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU00340402;2024;99.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;0.0
BU00340403;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340403;2023;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340403;2024;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340501;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;0.0
BU00340501;2023;97.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;0.0
BU00340501;2024;96.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00340502;2022;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU00340502;2023;96.0;0.0;n.a.;n.a.;n.a.;1.0;2.0;1.0
BU00340502;2024;96.0;0.0;n.a.;n.a.;n.a.;1.0;2.0;1.0
BU00340503;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340503;2023;99.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00340503;2024;97.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU00340504;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;0.0
BU00340504;2023;97.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU00340504;2024;96.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU00340601;2022;95.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
BU00340601;2023;94.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU00340601;2024;94.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;4.0
BU00340602;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340602;2023;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340602;2024;99.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU00340603;2022;97.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;0.0
BU00340603;2023;95.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU00340603;2024;92.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU00340604;2022;97.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00340604;2023;96.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00340604;2024;95.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU00340605;2022;97.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00340605;2023;96.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00340605;2024;95.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU00340606;2022;97.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00340606;2023;96.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00340606;2024;95.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU00340701;2022;97.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU00340701;2023;95.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
BU00340701;2024;93.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;2.0
BU00340702;2022;96.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU00340702;2023;94.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU00340702;2024;95.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU00340703;2022;90.0;7.0;n.a.;n.a.;n.a.;0.0;0.0;3.0
BU00340703;2023;88.0;9.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
BU00340703;2024;87.0;9.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU00340704;2022;94.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU00340704;2023;92.0;4.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU00340704;2024;91.0;4.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU00340801;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU00340801;2023;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU00340801;2024;90.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;8.0
BU00340802;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;0.0
BU00340802;2023;99.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;0.0
BU00340802;2024;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU00340803;2022;96.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
BU00340803;2023;95.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;3.0
BU00340803;2024;94.0;0.0;n.a.;n.a.;n.a.;1.0;2.0;3.0
BU00340901;2022;87.0;0.0;n.a.;n.a.;n.a.;13.0;0.0;0.0
BU00340901;2023;77.0;0.0;n.a.;n.a.;n.a.;19.0;2.0;1.0
BU00340901;2024;75.0;0.0;n.a.;n.a.;n.a.;19.0;4.0;2.0
BU00340902;2022;96.0;0.0;n.a.;n.a.;n.a.;3.0;0.0;0.0
BU00340902;2023;94.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;0.0
BU00340902;2024;94.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;1.0
BU00341001;2022;80.0;0.0;n.a.;n.a.;n.a.;8.0;3.0;7.0
BU00341001;2023;67.0;0.0;n.a.;n.a.;n.a.;12.0;3.0;11.0
BU00341001;2024;62.0;0.0;n.a.;n.a.;n.a.;11.0;5.0;14.0
BU00341002;2022;80.0;0.0;n.a.;n.a.;n.a.;8.0;3.0;7.0
BU00341002;2023;67.0;0.0;n.a.;n.a.;n.a.;12.0;3.0;11.0
BU00341002;2024;62.0;0.0;n.a.;n.a.;n.a.;11.0;5.0;14.0
BU00341003;2022;80.0;0.0;n.a.;n.a.;n.a.;8.0;3.0;7.0
BU00341003;2023;67.0;0.0;n.a.;n.a.;n.a.;12.0;3.0;11.0
BU00341003;2024;62.0;0.0;n.a.;n.a.;n.a.;11.0;5.0;14.0
BU00341101;2022;5.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;95.0
BU00341101;2023;3.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;96.0
BU00341101;2024;3.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;97.0
BU00341102;2022;90.0;8.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU00341102;2023;89.0;8.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU00341102;2024;87.0;8.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU00341401;2022;38.0;1.0;n.a.;n.a.;n.a.;0.0;0.0;8.0
BU00341401;2023;36.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;8.0
BU00341401;2024;35.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;9.0
BU00341501;2022;38.0;1.0;n.a.;n.a.;n.a.;0.0;0.0;8.0
BU00341501;2023;36.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;8.0
BU00341501;2024;35.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;9.0
BU00341601;2022;38.0;1.0;n.a.;n.a.;n.a.;0.0;0.0;8.0
BU00341601;2023;36.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;8.0
BU00341601;2024;35.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;9.0
BU00341602;2022;38.0;1.0;n.a.;n.a.;n.a.;0.0;0.0;8.0
BU00341602;2023;36.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;8.0
BU00341602;2024;35.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;9.0
BU00341701;2022;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
BU00341701;2023;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
BU00341701;2024;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
BU00341702;2022;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
BU00341702;2023;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
BU00341702;2024;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
BU00341703;2022;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
BU00341703;2023;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
BU00341703;2024;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
BU00341704;2022;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
BU00341704;2023;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
BU00341704;2024;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
BU00341705;2022;0.0;0.0;0.0;0.0;99.0;0.0;0.0;0.0
BU00341705;2023;0.0;0.0;0.0;0.0;99.0;0.0;0.0;0.0
BU00341705;2024;0.0;0.0;0.0;0.0;99.0;0.0;0.0;0.0
BU00341801;2022;1.0;0.0;0.0;0.0;82.0;0.0;0.0;5.0
BU00341801;2023;1.0;0.0;0.0;0.0;94.0;0.0;0.0;5.0
BU00341801;2024;1.0;0.0;0.0;0.0;93.0;0.0;0.0;6.0
BU00341802;2022;0.0;0.0;0.0;0.0;94.0;0.0;0.0;6.0
BU00341802;2023;0.0;0.0;0.0;0.0;94.0;0.0;0.0;6.0
BU00341802;2024;0.0;0.0;0.0;0.0;95.0;0.0;0.0;5.0
BU00341803;2022;0.0;0.0;0.0;0.0;90.0;0.0;0.0;10.0
BU00341803;2023;0.0;0.0;0.0;0.0;89.0;0.0;0.0;11.0
BU00341803;2024;0.0;0.0;0.0;0.0;89.0;0.0;0.0;11.0
BU00341804;2022;0.0;0.0;0.0;0.0;86.0;0.0;0.0;14.0
BU00341804;2023;0.0;0.0;0.0;0.0;87.0;0.0;0.0;13.0
BU00341804;2024;0.0;0.0;0.0;0.0;87.0;0.0;0.0;13.0
BU00341805;2022;0.0;0.0;0.0;0.0;91.0;0.0;0.0;9.0
BU00341805;2023;0.0;0.0;0.0;0.0;90.0;0.0;0.0;10.0
BU00341805;2024;0.0;0.0;0.0;0.0;91.0;0.0;0.0;9.0
BU00341806;2022;0.0;0.0;0.0;0.0;90.0;0.0;0.0;10.0
BU00341806;2023;0.0;0.0;0.0;0.0;91.0;0.0;0.0;9.0
BU00341806;2024;0.0;0.0;0.0;0.0;88.0;0.0;0.0;12.0
BU00341807;2022;0.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;9.0
BU00341807;2023;0.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;9.0
BU00341807;2024;0.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;10.0
BU00341808;2022;0.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;9.0
BU00341808;2023;0.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;9.0
BU00341808;2024;0.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;10.0
BU00341901;2022;0.0;0.0;0.0;0.0;88.0;0.0;0.0;12.0
BU00341901;2023;0.0;0.0;0.0;0.0;90.0;0.0;0.0;10.0
BU00341901;2024;0.0;0.0;0.0;0.0;89.0;0.0;0.0;11.0
BU00341902;2022;0.0;0.0;0.0;0.0;90.0;0.0;0.0;10.0
BU00341902;2023;0.0;0.0;0.0;0.0;90.0;0.0;0.0;10.0
BU00341902;2024;0.0;0.0;0.0;0.0;90.0;0.0;0.0;10.0
BU00341903;2022;0.0;0.0;0.0;0.0;84.0;0.0;0.0;16.0
BU00341903;2023;0.0;0.0;0.0;0.0;88.0;0.0;0.0;12.0
BU00341903;2024;0.0;0.0;0.0;0.0;88.0;0.0;0.0;12.0
BU00341904;2022;0.0;0.0;0.0;0.0;89.0;0.0;0.0;11.0
BU00341904;2023;0.0;0.0;0.0;0.0;87.0;0.0;0.0;13.0
BU00341904;2024;0.0;0.0;0.0;0.0;86.0;0.0;0.0;14.0
BU00342001;2022;0.0;0.0;0.0;0.0;91.0;0.0;0.0;9.0
