PK_UID;Vergunning;Naam;Drijverna0;Gemeente;kton2013;kton2014;kton2015;kton2016;kton2017;kton2018;kton2019;kton2020;kton2021;kton2022;kton2023;kton2024;kton2025;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
342;NL-200700148;Kwekerij de Wieringermeer;Kwekerij De Wieringermeer C.V.;MIDDENMEER;52540;32438;26568;31651;35881;33953;26770;16767;13386;2070;354;72;0;BU19111080;GM1911;1775.0;1775TH;BU19111080;GM1911;1775.0;1775TH;BU19111080;GM1911;1775.0;1775TH;False;False;False;52.76763383290292;5.0466362242414675;WarmteAtlas:CO2emissieETSbedrijven;;;
343;NL-200700149;Kwekerij Helderman;Kwekerij Helderman B.V.;MIDDENMEER;21034;11429;9529;0;0;0;0;0;0;0;0;0;0;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;False;False;False;52.7782090837631;5.052200497093069;WarmteAtlas:CO2emissieETSbedrijven;;;
344;NL-200700152;Agro Care WP11 Exploitatie;AgroCare WP11 Exploitatie B.V.;MIDDENMEER;42660;48240;48992;47666;28951;16380;12941;15412;12921;6092;1;34;2;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;False;False;False;52.78156436388118;5.053345724316437;WarmteAtlas:CO2emissieETSbedrijven;;;
345;NL-200700153;Wienerberger B.V. Steenfabriek Heteren;Wienerberger B.V.;HETEREN;7995;7826;9030;8174;8874;8648;9226;8552;8731;8407;7918;7785;7651;BU17341601;GM1734;6666.0;6666LG;BU17341601;GM1734;6666.0;6666LG;BU17341601;GM1734;6666.0;6666LG;False;False;False;51.968939767393714;5.743172239198482;WarmteAtlas:CO2emissieETSbedrijven;;;
346;NL-200700154;Wienerberger B.V. Steenfabriek Kijfwaard Oost;Wienerberger B.V.;PANNERDEN;8851;9102;12211;11990;12217;11872;13167;12775;13186;12385;10759;9099;9430;BU02990601;GM0299;6911.0;6911KD;BU02990601;GM0299;6911.0;6911KD;BU02990601;GM0299;6911.0;6911KD;False;False;False;51.87383009068993;6.056908816238598;WarmteAtlas:CO2emissieETSbedrijven;;;
347;NL-200700156;Wienerberger B.V. Steenfabriek Nuance;Wienerberger B.V.;AFFERDEN;5409;5861;6204;6317;5826;5744;6072;5958;6045;5865;5024;4620;3399;BU08930441;GM0893;5851.0;5851AB;BU08930441;GM0893;5851.0;5851AB;BU08930441;GM0893;5851.0;5851AB;False;False;False;51.62403964303768;6.025385067279367;WarmteAtlas:CO2emissieETSbedrijven;;;
348;NL-200700157;Wienerberger B.V. Steenfabriek Poriso;Wienerberger B.V.;BRUNSSUM;15174;16630;17551;14985;19766;27093;24665;19829;25285;27995;9234;12762;10821;BU08990339;GM0899;6443.0;6443VA;BU08990339;GM0899;6443.0;6443VA;BU08990339;GM0899;6443.0;6443VA;False;False;False;50.94246444786148;5.994650191502966;WarmteAtlas:CO2emissieETSbedrijven;;;
349;NL-200700158;Wienerberger B.V. Steenfabriek Kijfwaard West;Wienerberger B.V.;PANNERDEN;21753;23071;22440;24290;23357;24362;24668;26514;24420;24985;21341;13726;20139;BU02990601;GM0299;6911.0;6911KE;BU02990601;GM0299;6911.0;6911KE;BU02990601;GM0299;6911.0;6911KE;False;False;False;51.87485283095942;6.0461342888506415;WarmteAtlas:CO2emissieETSbedrijven;;;
350;NL-200700159;Wienerberger B.V. Steenfabriek Thorn;Wienerberger B.V.;THORN;6841;7730;9770;11145;11664;12686;13334;12807;13516;14233;9496;8494;11595;BU16410409;GM1641;6017.0;6017BD;BU16410409;GM1641;6017.0;6017BD;BU16410409;GM1641;6017.0;6017BD;False;False;False;51.15756783821891;5.86232536401043;WarmteAtlas:CO2emissieETSbedrijven;;;
351;NL-200700161;Wienerberger B.V. Steenfabriek Wolfswaard;Wienerberger B.V.;OPHEUSDEN;9347;8972;14359;14834;14925;13695;14849;14349;12546;12018;11226;10013;10250;BU17400008;GM1740;4043.0;4043JE;BU17400008;GM1740;4043.0;4043JE;BU17400008;GM1740;4043.0;4043JE;False;False;False;51.950769417354074;5.65733702633421;WarmteAtlas:CO2emissieETSbedrijven;;;
352;NL-200700162;Wienerberger B.V. Steenfabriek Zennewijnen;Wienerberger B.V.;ZENNEWIJNEN;8369;8967;11977;16547;14913;15466;15756;15652;15475;14267;12443;12191;13891;BU02810305;GM0281;4062.0;4062PR;BU02810305;GM0281;4062.0;4062PR;BU02810305;GM0281;4062.0;4062PR;False;False;False;51.8653640538058;5.417545886646599;WarmteAtlas:CO2emissieETSbedrijven;;;
353;NL-200700163;Wienerberger B.V. Steenfabriek Schipperswaard;Wienerberger B.V.;ECHTELD;433;4643;4857;5148;7911;8617;9383;8406;10051;8735;5107;0;0;BU17400107;GM1740;4054.0;4054ME;BU17400107;GM1740;4054.0;4054ME;BU17400107;GM1740;4054.0;4054ME;False;False;False;51.891525356772995;5.477152736692724;WarmteAtlas:CO2emissieETSbedrijven;;;
354;NL-200700167;Noordam Plants B.V.;Noordam Plants B.V.;'S-GRAVENZANDE;13588;11052;0;0;0;0;0;0;0;0;0;0;0;BU17830420;GM1783;2691.0;2691NC;BU17830420;GM1783;2691.0;2691NC;BU17830420;GM1783;2691.0;2691NC;False;False;False;51.982224010735315;4.159957904387866;WarmteAtlas:CO2emissieETSbedrijven;;;
355;NL-200700168;Wormdal Vastgoed BV;Wormdal Vastgoed B.V.;EYGELSHOVEN;202;177;71;73;135;61;883;1009;727;3106;1187;254;0;BU09280200;GM0928;6471.0;6471CP;BU09280200;GM0928;6471.0;6471CP;BU09280200;GM0928;6471.0;6471CP;False;False;False;50.891929056727705;6.073291949650075;WarmteAtlas:CO2emissieETSbedrijven;;;
356;NL-200700170;Kwekerij Minida;H.W.J. van den Berg Beheer B.V.;ZEVENHUIZEN;13259;12523;12146;11653;4264;0;0;0;0;0;0;0;0;BU18920292;GM1892;2761.0;2761KE;BU18920292;GM1892;2761.0;2761KE;BU18920292;GM1892;2761.0;2761KE;False;False;False;52.02692725657963;4.596336802376184;WarmteAtlas:CO2emissieETSbedrijven;;;
357;NL-200700172;Eneco Centrale Lage Weide;Eneco Warmteproductie Utrecht B.V.;UTRECHT;494759;424705;492509;638304;548995;561951;373815;483241;372206;354908;325208;224293;188997;BU03440133;GM0344;3542.0;3542AN;BU03440133;GM0344;3542.0;3542AN;BU03440133;GM0344;3542.0;3542AN;False;False;False;52.10136161486233;5.068243788276954;WarmteAtlas:CO2emissieETSbedrijven;;;
358;NL-200800018;Biopetrol Rotterdam B.V.;BIOPETROL ROTTERDAM B.V.;ROTTERDAM-BOTLEK;38097;39193;37405;34816;36541;36062;35832;32766;33344;30580;27957;28797;26492;BU05992306;GM0599;3197.0;3197KS;BU05992306;GM0599;3197.0;3197KS;BU05992306;GM0599;3197.0;3197KS;False;False;False;51.884693564690814;4.300673890369067;WarmteAtlas:CO2emissieETSbedrijven;;;
359;NL-200800026;Vopak Terminal Europoort B.V.;Vopak Terminal Europoort B.V.;EUROPOORT-ROTTERDAM;21111;17013;20323;19153;21468;22235;21521;18081;21194;19088;33903;38559;33589;BU05992307;GM0599;3198.0;3198LP;BU05992307;GM0599;3198.0;3198LJ;BU05992307;GM0599;3198.0;3198LJ;False;False;False;51.907472774995796;4.206674771620639;WarmteAtlas:CO2emissieETSbedrijven;;;
360;NL-200800027;Sloe Centrale B.V.;Sloe Centrale B.V.;RITTHEM;1119570;1337670;902185;1418460;1259749;1302468;1725978;1798500;1271418;1104337;1191934;1026553;1230020;BU07180800;GM0718;4389.0;4389PR;BU07180800;GM0718;4389.0;4389PR;BU07180800;GM0718;4389.0;4389PR;False;False;False;51.44689567628792;3.6929213779065875;WarmteAtlas:CO2emissieETSbedrijven;;;
361;NL-200800038;Asfaltproductie Regio Amsterdam BV (ARA);Asfaltproductie Regio Amsterdam B.V.;AMSTERDAM;8784;7146;6853;9196;7179;6005;7164;6749;5409;4876;5332;7977;7898;BU0363BA02;GM0363;1046.0;1046BK;BU0363BA02;GM0363;1046.0;1046BK;BU0363BA02;GM0363;1046.0;1046BK;False;False;False;52.399768538791484;4.781032328419042;WarmteAtlas:CO2emissieETSbedrijven;;;
362;NL-200800043;Hoogweg Luttelgeest BV NLW1;Hoogweg Paprikakwekerijen B.V.;LUTTELGEEST;15414;7048;9506;2005;0;0;0;0;0;0;0;0;0;BU01710323;GM0171;8315.0;8315PE;BU01710323;GM0171;8315.0;8315PE;BU01710323;GM0171;8315.0;8315PE;False;False;False;52.740379400263606;5.8607406022662705;WarmteAtlas:CO2emissieETSbedrijven;;;
363;NL-200800058;Vopak Terminal Vlissingen B.V.;Vopak Terminal Vlissingen B.V.;NIEUWDORP;4621;3859;4683;6381;5011;5358;6046;6083;6623;6356;6136;5048;6288;BU06540903;GM0654;4455.0;4455TR;BU06540903;GM0654;4455.0;4455TR;BU06540903;GM0654;4455.0;4455TR;False;False;False;51.45986273566909;3.7174514722919363;WarmteAtlas:CO2emissieETSbedrijven;;;
365;NL-200800061;Asfalt-Centrale BAM B.V.;Asfalt-Centrale BAM B.V.;AMSTERDAM;3130;4126;4803;3086;2894;2984;2447;3653;4745;1265;2668;4332;3609;BU0363BA02;GM0363;1046.0;1046BK;BU0363BA02;GM0363;1046.0;1046BK;BU0363BA02;GM0363;1046.0;1046BK;False;False;False;52.39978135821083;4.781781523806659;WarmteAtlas:CO2emissieETSbedrijven;;;
366;NL-200800062;Asfalt Productie Amsterdam (APA) B.V.;Asfalt Productie Amsterdam (APA) B.V.;AMSTERDAM;7330;7192;6586;8768;9278;7679;8268;6603;8258;6322;8436;7141;3120;BU0363BA02;GM0363;1045.0;1045AC;BU0363BA02;GM0363;1045.0;1045AC;BU0363BA02;GM0363;1045.0;1045AC;False;False;False;52.4060221580948;4.782431035713215;WarmteAtlas:CO2emissieETSbedrijven;;;
367;NL-200800063;Asfalt Productie Rotterdam Rijnmond (APRR) B.V.;Asfalt Productie Rotterdam Rijnmond (APRR) B.V.;VONDELINGENPLAAT (ROTTERDAM);9958;9169;7196;4469;5348;7144;6446;6218;5382;6263;5571;7115;7317;BU05992295;GM0599;3196.0;3196KK;BU05992295;GM0599;3196.0;3196KK;BU05992295;GM0599;3196.0;3196KK;False;False;False;51.88923933332691;4.326945476908835;WarmteAtlas:CO2emissieETSbedrijven;;;
368;NL-200800064;Asfalt Productie Doetinchem;KWS Infra B.V.;DOETINCHEM;4360;3393;2077;2160;4210;2910;1340;1107;0;0;0;0;0;BU02220503;GM0222;7005.0;7005AG;BU02220503;GM0222;7005.0;7005AG;BU02220503;GM0222;7005.0;7005AG;False;False;False;51.94694012651696;6.293314198356432;WarmteAtlas:CO2emissieETSbedrijven;;;
369;NL-200800065;Asfaltcentrale Harderwijk;Bruil Infra B.V.;HARDERWIJK;4336;0;0;0;0;0;0;0;0;0;0;0;0;BU02430203;GM0243;3846.0;3846AC;BU02430203;GM0243;3846.0;3846AC;BU02430203;GM0243;3846.0;3846AC;False;False;False;52.352279315748085;5.624069240430162;WarmteAtlas:CO2emissieETSbedrijven;;;
370;NL-200800066;Gebr. van der Lee;Fa. Gebr. Van der Lee;Lelystad;8567;12194;5409;6238;7289;5868;6909;4388;6721;7800;5721;7270;7994;BU09951084;GM0995;8211.0;8211AD;BU09951084;GM0995;8211.0;8211AD;BU09951084;GM0995;8211.0;8211AD;False;False;False;52.53509301692424;5.520630039996974;WarmteAtlas:CO2emissieETSbedrijven;;;
371;NL-200800067;Asfalt-Centrale Limburg B.V.;Asfalt-Centrale Limburg B.V.;STEIN;4153;3952;4460;7046;7825;7139;5243;3762;5670;2242;3107;4749;4170;BU09710001;GM0971;6171.0;6171DZ;BU09710001;GM0971;6171.0;6171DZ;BU09710001;GM0971;6171.0;6171DZ;False;False;False;50.97952314962531;5.781179251875208;WarmteAtlas:CO2emissieETSbedrijven;;;
374;NL-200800071;Asfaltcentrale Heijmans Amsterdam;Heijmans Wegen B.V.;AMSTERDAM;2611;2777;2730;3556;5393;6623;4345;5274;5490;5766;4984;3047;4164;BU0363BA03;GM0363;1042.0;1042AH;BU0363BA03;GM0363;1042.0;1042AH;BU0363BA03;GM0363;1042.0;1042AH;False;False;False;52.40304156380588;4.830787545173118;WarmteAtlas:CO2emissieETSbedrijven;;;
375;NL-200800072;KWS Infra B.V. Asfaltcentrale Roosendaal;KWS Infra B.V.;ROOSENDAAL;3800;2638;3195;2951;3103;2893;2837;2008;2360;2005;2150;14;0;BU16740800;GM1674;4704.0;4704RS;BU16740800;GM1674;4704.0;4704RS;BU16740800;GM1674;4704.0;4704RS;False;False;False;51.546613295124956;4.454918024875483;WarmteAtlas:CO2emissieETSbedrijven;;;
376;NL-200800073;Asfaltcentrale Heijmans 's-Hertogenbosch;Heijmans Wegen B.V.;'S-HERTOGENBOSCH;5080;3352;3976;4136;4630;4308;4393;5357;4002;3808;3480;3920;4218;BU07961110;GM0796;5222.0;5222AE;BU07961110;GM0796;5222.0;5222AE;BU07961110;GM0796;5222.0;5222AE;False;False;False;51.702696068996104;5.284579044119434;WarmteAtlas:CO2emissieETSbedrijven;;;
377;NL-200800074;Asfaltcentrale Heijmans Venlo;Heijmans Wegen B.V.;VENLO;2645;1743;183;0;0;0;0;0;0;0;0;0;0;BU09832805;GM0983;5928.0;5928NV;BU09832805;GM0983;5928.0;5928NV;BU09832805;GM0983;5928.0;5928NV;False;False;False;51.38652484698211;6.1470751153526475;WarmteAtlas:CO2emissieETSbedrijven;;;
378;NL-200800075;Asfaltcentrale Heijmans Zwijndrecht;Heijmans Wegen B.V.;ZWIJNDRECHT;3676;3504;3103;2789;1458;1923;2477;1312;3100;1;0;0;0;BU06420701;GM0642;3336.0;3336LH;BU06420701;GM0642;3336.0;3336LH;BU06420701;GM0642;3336.0;3336LH;False;False;False;51.80464091314364;4.61557865285895;WarmteAtlas:CO2emissieETSbedrijven;;;
379;NL-200800076;Koudasfalt Staphorst BV;Koudasfalt Staphorst B.V.;STAPHORST;3802;4045;3177;3316;2665;2591;4185;3208;3209;3913;3412;3041;22;BU01800309;GM0180;7951.0;7951KM;BU01800309;GM0180;7951.0;7951KM;BU01800309;GM0180;7951.0;7951KM;False;False;False;52.69145953137333;6.158548317902997;WarmteAtlas:CO2emissieETSbedrijven;;;
380;NL-200800077;KWS Infra B.V. Asfaltcentrale Eindhoven;KWS Infra B.V.;EINDHOVEN;2731;2568;2959;2301;3332;2543;2679;2883;3032;2842;2884;2902;2697;BU07726210;GM0772;5652.0;5652BC;BU07726210;GM0772;5652.0;5652BC;BU07726210;GM0772;5652.0;5652BC;False;False;False;51.43547451707796;5.432027195922939;WarmteAtlas:CO2emissieETSbedrijven;;;
381;NL-200800078;Noordelijke Asfaltproductie (NOAP) B.V.;Noordelijke Asfalt ProduKtie (NOAP) B.V.;HEERENVEEN;1893;2527;3047;2588;4;0;0;0;0;0;0;0;0;BU00740110;GM0074;8447.0;8447GM;BU00740110;GM0074;8447.0;8447GM;BU00740110;GM0074;8447.0;8447GM;False;False;False;52.97662356187676;5.888617010245114;WarmteAtlas:CO2emissieETSbedrijven;;;
382;NL-200800079;Owens Corning Veil Netherlands B.V.;Owens Corning Veil Netherlands B.V.;APELDOORN;17676;17326;19385;18368;19729;20077;17608;14522;18960;18754;18425;16434;16936;BU02000307;GM0200;7336.0;7336AZ;BU02000307;GM0200;7336.0;7336AZ;BU02000307;GM0200;7336.0;7336AZ;False;False;False;52.19169085931746;5.93962046653757;WarmteAtlas:CO2emissieETSbedrijven;;;
383;NL-200800080;Wintershall Noordzee B.V. F16-A;Wintershall Noordzee B.V.;RIJSWIJK;39217;40808;37369;38565;37845;37783;37602;18954;0;0;0;0;0;BU06030643;GM0603;2284.0;2284DP;BU06030643;GM0603;2284.0;2284DP;BU06030643;GM0603;2284.0;2284DP;False;False;False;52.035493313177675;4.3175822349167055;WarmteAtlas:CO2emissieETSbedrijven;;;
384;NL-200800082;Rosier Nederland B.V.;Rosier Nederland B.V.;SAS VAN GENT;19086;17017;17991;14805;16245;13781;16962;17663;16481;8362;8908;9055;9030;BU07151401;GM0715;4551.0;4551BV;BU07151401;GM0715;4551.0;4551BV;BU07151401;GM0715;4551.0;4551BV;False;False;False;51.2187334512604;3.802284492161573;WarmteAtlas:CO2emissieETSbedrijven;;;
385;NL-200800101;Hoogweg Luttelgeest BV NLW9;Hoogweg Paprikakwekerijen B.V.;LUTTELGEEST;52882;46415;40738;42415;42710;39442;29291;1041;808;562;313;327;227;BU01710323;GM0171;8315.0;8315PE;BU01710323;GM0171;8315.0;8315PE;BU01710323;GM0171;8315.0;8315PE;False;False;False;52.7428464292613;5.875175635951591;WarmteAtlas:CO2emissieETSbedrijven;;;
386;NL-200800102;Kisuma Chemicals B.V.;Kisuma Chemicals B.V.;VEENDAM;13188;12764;11680;12672;14613;14131;12831;10393;14103;8541;8864;9813;0;BU00470006;GM0047;9641.0;9641KZ;BU00470006;GM0047;9641.0;9641KZ;BU00470006;GM0047;9641.0;9641KZ;False;False;False;53.11222707792061;6.893922949803339;WarmteAtlas:CO2emissieETSbedrijven;;;
387;NL-200800103;Nuon HWC Schuytgraaf;Vattenfall Warmte N.V.;ARNHEM;61;417;270;165;364;657;520;341;0;0;0;0;0;BU02022449;GM0202;6846.0;6846DX;BU02022449;GM0202;6846.0;6846DX;BU02022449;GM0202;6846.0;6846DX;False;False;False;51.944535235654826;5.842518778931338;WarmteAtlas:CO2emissieETSbedrijven;;;
388;NL-200800108;Kwekerij Het Kraaiennest BV;Het Kraaiennest Holding B.V.;ANDIJK;3626;0;0;0;0;0;0;0;0;0;0;0;0;BU04201610;GM0420;1619.0;1619PK;BU04201610;GM0420;1619.0;1619PK;BU04201610;GM0420;1619.0;1619PK;False;False;False;52.72110780711921;5.1839630063346505;WarmteAtlas:CO2emissieETSbedrijven;;;
389;NL-200900008;Wijnen Facilities B.V.;Pieter Wijnen Egchel B.V.;GRUBBENVORST;3493;0;0;0;0;0;0;0;0;0;0;0;0;BU15070809;GM1507;5971.0;5971NJ;BU15070809;GM1507;5971.0;5971NJ;BU15070809;GM1507;5971.0;5971NJ;False;False;False;51.42394462467489;6.094456838544017;WarmteAtlas:CO2emissieETSbedrijven;;;
390;NL-200900009;J.S.E. B.V.;J.S.E. B.V.;GRUBBENVORST;15341;0;0;0;0;0;0;0;0;0;0;0;0;BU15070809;GM1507;5971.0;5971NJ;BU15070809;GM1507;5971.0;5971NJ;BU15070809;GM1507;5971.0;5971NJ;False;False;False;51.42394462467489;6.094456838544017;WarmteAtlas:CO2emissieETSbedrijven;;;
391;NL-200900013;MaasStroom Energie C.V.;MaasStroom Energie C.V.;VONDELINGENPLAAT-ROTTERDAM;241515;190721;157574;61088;424840;726265;966928;831852;582418;423590;486917;394430;509241;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;False;False;False;51.890582668180926;4.355663886841651;WarmteAtlas:CO2emissieETSbedrijven;;;
392;NL-200900063;Gipmans Groep;Gipmans Groep B.V.;VENLO;13119;9886;11658;11914;13450;14227;13769;8136;0;0;0;0;0;BU09831606;GM0983;5916.0;5916RW;BU09831606;GM0983;5916.0;5916RW;BU09831606;GM0983;5916.0;5916RW;False;False;False;51.3960417854804;6.21475542077132;WarmteAtlas:CO2emissieETSbedrijven;;;
393;NL-200900068;Red Harvest B.V.;Red Harvest B.V.;MIDDENMEER;38673;40654;42560;41716;42355;20261;0;0;0;0;0;0;0;BU19111080;GM1911;1775.0;1775RK;BU19111080;GM1911;1775.0;1775RK;BU19111080;GM1911;1775.0;1775RK;False;False;False;52.79611857847559;5.042352456350794;WarmteAtlas:CO2emissieETSbedrijven;;;
394;NL-200900071;IOI - Loders Croklaan Oils B.V.;Bunge Loders Croklaan Oils B.V.;Wormerveer;15642;14398;14407;14117;15484;16582;17064;15865;14931;12068;9484;10042;8351;BU04795110;GM0479;1521.0;1521AZ;BU04795110;GM0479;1521.0;1521AZ;BU04795110;GM0479;1521.0;1521AZ;False;False;False;52.48424079779089;4.809302863827534;WarmteAtlas:CO2emissieETSbedrijven;;;
395;NL-200900078;Tas Paprika C.V.;Tas Paprika C.V.;LUTTELGEEST;19534;17168;13191;0;0;0;0;0;0;0;0;0;0;BU01710323;GM0171;8315.0;8315NA;BU01710323;GM0171;8315.0;8315NA;BU01710323;GM0171;8315.0;8315NA;False;False;False;52.73784690601215;5.8692418076181605;WarmteAtlas:CO2emissieETSbedrijven;;;
396;NL-200900079;Kwekerij Mooijman;Kwekerij Robert Mooijman B.V.;WERVERSHOOF;16740;12791;13263;2868;0;0;0;0;0;0;0;0;0;BU04201505;GM0420;1693.0;1693NR;BU04201505;GM0420;1693.0;1693NR;BU04201505;GM0420;1693.0;1693NR;False;False;False;52.70918011623012;5.167593882785029;WarmteAtlas:CO2emissieETSbedrijven;;;
397;NL-200900120;Alco Energy Rotterdam BV;Alco Energy Rotterdam B.V.;EUROPOORT ROTTERDAM;257125;355586;319475;197463;348838;340144;343767;311689;344002;329336;349159;347579;338940;BU05992307;GM0599;3198.0;3198LH;BU05992307;GM0599;3198.0;3198LH;BU05992307;GM0599;3198.0;3198LH;False;False;False;51.924962555263654;4.1815861845867035;WarmteAtlas:CO2emissieETSbedrijven;;;
398;NL-201000007;Vopak Terminal Eemshaven B.V. (VTEH);Vopak Terminal Eemshaven B.V.;EEMSHAVEN;4;7;5;4;353;370;6;7;0;0;0;0;0;BU19661401;GM1966;9979.0;9979XE;BU19661401;GM1966;9979.0;9979XE;BU19661401;GM1966;9979.0;9979XE;False;False;False;53.449991815143534;6.805253159677341;WarmteAtlas:CO2emissieETSbedrijven;;;
399;NL-201000010;RWE Eemshaven Centrale;RWE Eemshaven Holding II B.V.;EEMSHAVEN;55431;3085211;6293776;8311407;7587197;7968947;5389580;2528618;5306014;4717756;2781599;2515538;3596911;BU19661401;GM1966;9979.0;9979XD;BU19661401;GM1966;9979.0;9979XD;BU19661401;GM1966;9979.0;9979XD;False;False;False;53.4390967103411;6.861705595174685;WarmteAtlas:CO2emissieETSbedrijven;;;
400;NL-201000014;Euro Tank Terminal BV;Euro Tank Terminal B.V.;EUROPOORT-RT;15860;9202;4775;4451;4171;4849;3512;1921;2188;3437;2977;3671;3366;BU05992307;GM0599;3198.0;3198LS;BU05992307;GM0599;3198.0;3198LS;BU05992307;GM0599;3198.0;3198LS;False;False;False;51.919262209590656;4.185853143332971;WarmteAtlas:CO2emissieETSbedrijven;;;
401;NL-201000015;BioEnergieCentrale Delfzijl B.V.;BioEnergieCentrale Delfzijl B.V.;FARMSUM (DELFZIJL);7343;5839;6468;5992;6812;7727;7835;7235;6917;7791;6357;6412;7370;BU19790831;GM1979;9936.0;9936BV;BU19790831;GM1979;9936.0;9936BV;BU19790831;GM1979;9936.0;9936BV;False;False;False;53.31321324125602;6.983551859905055;WarmteAtlas:CO2emissieETSbedrijven;;;
402;NL-201000017;Nuon HWC Lelystad;Vattenfall Warmte N.V.;LELYSTAD;2973;1503;1187;2275;1284;4270;912;174;188;1190;216;465;1589;BU09951131;GM0995;8233.0;8233HC;BU09951131;GM0995;8233.0;8233HC;BU09951131;GM0995;8233.0;8233HC;False;False;False;52.492123701883884;5.47323641220783;WarmteAtlas:CO2emissieETSbedrijven;;;
403;NL-201000023;Asfalt Centrale Rotterdam (ACR);Asfaltcentrale Rotterdam (ACR) B.V.;BOTLEK ROTTERDAM;7214;4194;5667;5878;5872;5027;6044;5514;5853;4676;6208;6615;6586;BU05992306;GM0599;3197.0;3197KW;BU05992306;GM0599;3197.0;3197KW;BU05992306;GM0599;3197.0;3197KW;False;False;False;51.86852868124528;4.322961100661406;WarmteAtlas:CO2emissieETSbedrijven;;;
404;NL-201000047;NAM B.V. Warmtekrachtcentrale en Oliebehandelingsinstallatie Schoonebeek (WKC/OBI);Nederlandse Aardolie Maatschappij B.V.;SCHOONEBEEK;177001;232439;117142;45177;152647;181075;164722;155119;127525;5188;164;204;188;BU01141009;GM0114;7761.0;7761PK;BU01141009;GM0114;7761.0;7761PK;BU01141009;GM0114;7761.0;7761PK;False;False;False;52.68000463380223;6.893169397789943;WarmteAtlas:CO2emissieETSbedrijven;;;
405;NL-201000055;Enecogen;Enecogen V.O.F.;ROTTERDAM EUROPOORT;400218;893375;907946;1309359;1725324;1509842;1995379;1903268;1429012;1126575;1042869;1277185;1547129;BU05992307;GM0599;3198.0;3198NB;BU05992307;GM0599;3198.0;3198NB;BU05992307;GM0599;3198.0;3198NB;False;False;False;51.95744815557213;4.091073264146979;WarmteAtlas:CO2emissieETSbedrijven;;;
406;NL-201000061;AsfaltCentrale Stedendriehoek (ACS);Asfaltcentrale Stedendriehoek B.V.;DEVENTER;3071;2469;2366;3623;3467;3234;3530;3802;4369;3250;3131;4467;2236;BU01500704;GM0150;7418.0;7418CH;BU01500704;GM0150;7418.0;7418CH;BU01500704;GM0150;7418.0;7418CH;False;False;False;52.24791434137276;6.180398039061569;WarmteAtlas:CO2emissieETSbedrijven;;;
407;NL-201000062;Asfalt Produktie Maatschappij (A.P.M.) B.V.;Asfalt Produktie Maatschappij (A.P.M.) B.V.;BERGEN OP ZOOM;4414;5712;4554;4084;4601;4232;4733;4676;4768;4962;5652;6018;5391;BU07480302;GM0748;4612.0;4612PL;BU07480302;GM0748;4612.0;4612PL;BU07480302;GM0748;4612.0;4612PL;False;False;False;51.49353180742265;4.274198750052018;WarmteAtlas:CO2emissieETSbedrijven;;;
408;NL-201000065;Aardgasbuffer Zuidwending;Energystock B.V.;VEENDAM;5273;3919;2777;3573;2236;1861;3283;2776;2715;3222;2937;3170;2455;BU00470109;GM0047;9644.0;9644TW;BU00470109;GM0047;9644.0;9644TW;BU00470109;GM0047;9644.0;9644TW;False;False;False;53.08267956942661;6.933884216396472;WarmteAtlas:CO2emissieETSbedrijven;;;
409;NL-201000107;AsfaltCentrale Overbetuwe (ACOB) B.V.;Asfalt Centrale Over Betuwe B.V.;HUISSEN;1934;1944;2290;2489;2143;1913;1576;2102;0;0;0;0;0;BU17050212;GM1705;6851.0;6851AJ;BU17050212;GM1705;6851.0;6851AJ;BU17050212;GM1705;6851.0;6851AJ;False;False;False;51.93713350702835;5.95872027231535;WarmteAtlas:CO2emissieETSbedrijven;;;
410;NL-201000108;Asfalt Productie Tiel B.V.;Asfalt Productie Tiel (APT) B.V.;TIEL;2231;1686;3513;2696;65;4659;4096;4714;7315;5310;6025;6759;6359;BU02810109;GM0281;4004.0;4004JJ;BU02810109;GM0281;4004.0;4004JJ;BU02810109;GM0281;4004.0;4004JJ;False;False;False;51.9110282791099;5.433606931958816;WarmteAtlas:CO2emissieETSbedrijven;;;
411;NL-201000110;Asfalt Centrale Utrecht;ACU B.V.;UTRECHT;4199;3422;4410;4860;4605;3741;0;0;0;0;0;0;0;BU03440953;GM0344;3528.0;3528BH;BU03440953;GM0344;3528.0;3528BH;BU03440953;GM0344;3528.0;3528BH;False;False;False;52.07520458311433;5.081164273959941;WarmteAtlas:CO2emissieETSbedrijven;;;
