PK_UID;Vergunning;Naam;Drijverna0;Gemeente;kton2013;kton2014;kton2015;kton2016;kton2017;kton2018;kton2019;kton2020;kton2021;kton2022;kton2023;kton2024;kton2025;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
203;NL-200400241;Rijnmond Energie C.V.;Rijnmond Power Holding B.V.;VONDELINGENPLAAT-ROTTERDAM;208067;391437;24418;0;529762;823648;1327797;1103148;280189;374973;512489;261571;382399;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;False;False;False;51.890582668180926;4.355663886841651;WarmteAtlas:CO2emissieETSbedrijven;;;
204;NL-200400242;WKC Enschede;Ennatuurlijk B.V.;ENSCHEDE;22706;432;569;82;229;21;3;16;0;0;0;0;0;BU01530701;GM0153;7547.0;7547TE;BU01530701;GM0153;7547.0;7547TE;BU01530701;GM0153;7547.0;7547TE;False;False;False;52.213991554383476;6.828289595338965;WarmteAtlas:CO2emissieETSbedrijven;;;
205;NL-200400243;Ketelhuis Helmerhoek;Ennatuurlijk B.V.;ENSCHEDE;534;77;51;16;26;22;4;5;0;0;0;0;0;BU01530608;GM0153;7546.0;7546AZ;BU01530608;GM0153;7546.0;7546AZ;BU01530608;GM0153;7546.0;7546AZ;False;False;False;52.19368176732871;6.85915454429712;WarmteAtlas:CO2emissieETSbedrijven;;;
206;NL-200400244;Ketelhuis De La Reijweg;Ennatuurlijk B.V.;BREDA;1038;631;66;207;227;1889;603;196;0;0;0;0;0;BU07580201;GM0758;4818.0;4818BA;BU07580201;GM0758;4818.0;4818BA;BU07580201;GM0758;4818.0;4818BA;False;False;False;51.585098350566135;4.7962290676472;WarmteAtlas:CO2emissieETSbedrijven;;;
207;NL-200400245;Pompstation Breda;Ennatuurlijk B.V.;BREDA;1508;205;97;0;0;0;19;0;0;0;0;0;0;BU07580105;GM0758;4825.0;4825AZ;BU07580105;GM0758;4825.0;4825AZ;BU07580105;GM0758;4825.0;4825AZ;False;False;False;51.61723194070608;4.764780466061224;WarmteAtlas:CO2emissieETSbedrijven;;;
208;NL-200400246;Pompstation Tilburg;Ennatuurlijk B.V.;TILBURG;3739;600;0;0;0;0;0;0;0;84;0;0;0;BU08556004;GM0855;5047.0;5047SZ;BU08556004;GM0855;5047.0;5047SZ;BU08556004;GM0855;5047.0;5047SZ;False;False;False;51.591659925824786;5.020025183669432;WarmteAtlas:CO2emissieETSbedrijven;;;
209;NL-200400247;WKC Moerdijk;RWE Generation NL B.V.;MOERDIJK;586857;430506;627884;729983;1221484;513930;801320;540879;245087;345836;250433;320434;269875;BU17090303;GM1709;4782.0;4782PM;BU17090303;GM1709;4782.0;4782PM;BU17090303;GM1709;4782.0;4782PM;False;False;False;51.685091894329794;4.581161612288332;WarmteAtlas:CO2emissieETSbedrijven;;;
210;NL-200400248;FrieslandCampina DMV B.V., locatie Veghel;FrieslandCampina DMV B.V.;VEGHEL;125166;111283;104613;116265;111449;103830;81066;86611;90981;89175;89958;89772;88719;BU19480403;GM1948;5462.0;5462GE;BU19480403;GM1948;5462.0;5462GE;BU19480403;GM1948;5462.0;5462GE;False;False;False;51.61586297574065;5.5201794539162234;WarmteAtlas:CO2emissieETSbedrijven;;;
211;NL-200400249;Indorama Ventures Europe B.V.;Indorama Ventures Europe B.V.;EUROPOORT ROTTERDAM;156667;131988;120589;125023;115583;134050;170430;178056;189491;140716;109452;44241;103;BU05992307;GM0599;3198.0;3198NB;BU05992307;GM0599;3198.0;3198NB;BU05992307;GM0599;3198.0;3198NB;False;False;False;51.95974074195754;4.093553401119439;WarmteAtlas:CO2emissieETSbedrijven;;;
212;NL-200400250;Eneco Solar, Bio & Hydro BV, WKC Vijfwal;Eneco Heat Production & Industrials B.V.;HOUTEN;17070;14618;15604;14582;12278;14533;15121;15688;15908;14064;11382;12131;12036;BU03211345;GM0321;3994.0;3994MB;BU03211345;GM0321;3994.0;3994MB;BU03211345;GM0321;3994.0;3994MB;False;False;False;52.0146361195773;5.181709932847211;WarmteAtlas:CO2emissieETSbedrijven;;;
213;NL-200400251;Eneco Solar, Bio & Hydro BV, WKC Oosterheem;Eneco Heat Production & Industrials B.V.;ZOETERMEER;11957;10215;10786;10820;10842;10888;10441;10529;11088;8738;9065;8598;8347;BU06370802;GM0637;2729.0;2729NG;BU06370802;GM0637;2729.0;2729NG;BU06371101;GM0637;2729.0;2729NG;True;False;False;52.062401005440535;4.530261846048742;WarmteAtlas:CO2emissieETSbedrijven;;;
214;NL-200400252;Eneco Solar, Bio & Hydro BV, WKC Ypenburg;Eneco Heat Production & Industrials B.V.;DEN HAAG;40656;35341;36575;34761;36481;36916;36181;34971;38778;34326;33437;32749;31540;BU05184110;GM0518;2496.0;2496ZX;BU05184110;GM0518;2496.0;2496ZX;BU05184110;GM0518;2496.0;2496ZX;False;False;False;52.056793840617495;4.373153682549338;WarmteAtlas:CO2emissieETSbedrijven;;;
215;NL-200400253;FrieslandCampina Leeuwarden;FrieslandCampina Nederland B.V.;LEEUWARDEN;56028;64371;53519;63818;60320;57779;59120;74361;70988;59112;52930;42166;22987;BU00801104;GM0080;8937.0;8937AM;BU00801104;GM0080;8937.0;8937AN;BU00801104;GM0080;8937.0;8937AN;False;False;False;53.198431527082896;5.817983269544756;WarmteAtlas:CO2emissieETSbedrijven;;;
216;NL-200400254;Olam Cocoa;OLAM Cocoa B.V.;KOOG AAN DE ZAAN;24838;27442;26938;26591;21692;18718;20840;15199;0;0;0;0;0;BU04793110;GM0479;1541.0;1541LJ;BU04793110;GM0479;1541.0;1541LJ;BU04793110;GM0479;1541.0;1541LJ;False;False;False;52.47008622316244;4.807633502713164;WarmteAtlas:CO2emissieETSbedrijven;;;
217;NL-200400255;Frisia Zout B.V.;Frisia Zout B.V.;HARLINGEN;508;7909;14991;2018;3086;15837;11789;7485;8381;975;10248;3772;5552;BU00720007;GM0072;8861.0;8861NW;BU00720007;GM0072;8861.0;8861NW;BU00720007;GM0072;8861.0;8861NW;False;False;False;53.18794936080527;5.4253854331961415;WarmteAtlas:CO2emissieETSbedrijven;;;
218;NL-200400257;FrieslandCampina Domo locatie Borculo;FrieslandCampina Nederland B.V.;BORCULO;58401;56198;57815;59544;50220;41845;39487;34064;32779;41856;46807;44446;43255;BU18590013;GM1859;7271.0;7271AB;BU18590013;GM1859;7271.0;7271AB;BU18590013;GM1859;7271.0;7271AB;False;False;False;52.117807580039745;6.527918271058243;WarmteAtlas:CO2emissieETSbedrijven;;;
219;NL-200400258;Hexion B.V. BKG 1;Hexion B.V.;VONDELINGENPLAAT - ROTTERDAM;36873;35775;34625;32929;37376;37101;32058;28203;33551;29614;26244;26158;9314;BU05992295;GM0599;3196.0;3196KK;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;False;False;False;51.87603967796636;4.346615527791536;WarmteAtlas:CO2emissieETSbedrijven;;;
220;NL-200400258a;Hexion B.V.BKG 2;Hexion B.V.;VONDELINGENPLAAT - ROTTERDAM;4607;4813;4619;5352;5321;4738;4911;4558;0;0;0;0;0;BU05992295;GM0599;3196.0;3196KK;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;False;False;False;51.87603967796636;4.346615527791536;WarmteAtlas:CO2emissieETSbedrijven;;;
221;NL-200400259;UMC Utrecht;Universitair Medisch Centrum Utrecht;UTRECHT;25421;23685;24108;25304;24771;25351;23193;23099;23582;21148;20585;19882;20360;BU03440533;GM0344;3584.0;3584CX;BU03440533;GM0344;3584.0;3584CX;BU03440533;GM0344;3584.0;3584CX;False;False;False;52.086015933681956;5.179587691217194;WarmteAtlas:CO2emissieETSbedrijven;;;
222;NL-200400260;NAM B.V. locatie Den Helder;Nederlandse Aardolie Maatschappij B.V.;DEN HELDER;22782;22866;20839;19095;16620;14891;16456;12424;10960;9355;9038;9434;9669;BU04000601;GM0400;1786.0;1786PT;BU04000601;GM0400;1786.0;1786PT;BU04000601;GM0400;1786.0;1786PT;False;False;False;52.920756887852576;4.795576018044792;WarmteAtlas:CO2emissieETSbedrijven;;;
223;NL-200400261;FrieslandCampina Lochem;FrieslandCampina Nederland B.V.;LOCHEM;42572;41914;42084;44415;39870;34746;32025;32915;30849;32624;24365;29176;34501;BU02620005;GM0262;7241.0;7241DA;BU02620005;GM0262;7241.0;7241DA;BU02620005;GM0262;7241.0;7241DA;False;False;False;52.16432156481829;6.422990185772561;WarmteAtlas:CO2emissieETSbedrijven;;;
224;NL-200400262;PQ Silicas BV;PQ Silicas B.V.;EIJSDEN;26681;25707;26551;26718;24768;23855;23891;21755;21925;17545;16379;19929;20011;BU19030002;GM1903;6245.0;6245AD;BU19030002;GM1903;6245.0;6245AD;BU19030002;GM1903;6245.0;6245AD;False;False;False;50.771545223275126;5.71277491455722;WarmteAtlas:CO2emissieETSbedrijven;;;
225;NL-200400263;Marsna Paper B.V.;Marsna Paper B.V.;MEERSSEN;4560;4679;2692;3370;3238;3351;3068;2781;1861;0;0;0;0;BU09380002;GM0938;6231.0;6231SB;BU09380002;GM0938;6231.0;6231SB;BU09380002;GM0938;6231.0;6231SB;False;False;False;50.88536387764157;5.7336970004777745;WarmteAtlas:CO2emissieETSbedrijven;;;
226;NL-200400264;Air Products Nederland B.V., Locatie Botlek (Merseyweg);Air Products Nederland B.V.;BOTLEK-ROTTERDAM;292381;282120;278414;276201;243706;108815;86767;107726;104573;108352;85287;107833;98761;BU05992306;GM0599;3197.0;3197LK;BU05992306;GM0599;3197.0;3197LK;BU05992306;GM0599;3197.0;3197LK;False;False;False;51.87389175146828;4.260911224423944;WarmteAtlas:CO2emissieETSbedrijven;;;
227;NL-200400268;NAM B.V. Gasbehandelingsinstallatie Grijpskerk;Nederlandse Aardolie Maatschappij B.V.;GRIJPSKERK;10954;10667;10260;10304;7146;0;0;0;0;0;0;0;0;BU19691509;GM1969;9843.0;9843TK;BU19691509;GM1969;9843.0;9843TK;BU19691509;GM1969;9843.0;9843TK;False;False;False;53.27183438515305;6.308216037119479;WarmteAtlas:CO2emissieETSbedrijven;;;
228;NL-200400269;NAM B.V. gaszuiveringsinstallatie (GZI) Emmen;Nederlandse Aardolie Maatschappij B.V.;EMMEN;59104;45207;52326;51463;32017;4387;0;0;0;0;0;0;0;BU01145300;GM0114;7825.0;7825AL;BU01145300;GM0114;7825.0;7825AL;BU01145300;GM0114;7825.0;7825AL;False;False;False;52.75464822447299;6.93619123429657;WarmteAtlas:CO2emissieETSbedrijven;;;
229;NL-200400270;TU Delft, Warmte-Krachtcentrale;Technische Universiteit Delft;DELFT;18294;14659;16453;15334;16050;15648;15675;14553;16018;9636;8119;7552;7999;BU05032805;GM0503;2628.0;2628CA;BU05032805;GM0503;2628.0;2628CA;BU05032805;GM0503;2628.0;2628CA;False;False;False;51.99977072437247;4.369142758688121;WarmteAtlas:CO2emissieETSbedrijven;;;
230;NL-200400271;Kleiwarenfabriek De Bylandt B.V.;Vandersanden Nederland B.V.;TOLKAMER;31028;31808;32958;34056;33542;34713;32564;25644;28510;25717;24243;25005;23934;BU02991001;GM0299;6916.0;6916KA;BU02991001;GM0299;6916.0;6916KA;BU02991001;GM0299;6916.0;6916KA;False;False;False;51.863806552720995;6.074239695836794;WarmteAtlas:CO2emissieETSbedrijven;;;
231;NL-200400272;Stichting VU-VUmc FCO / CCE;Stichting VU;AMSTERDAM;39200;35175;33462;35209;37543;36032;38001;30677;23317;22497;23319;15214;12453;BU0363KP03;GM0363;1081.0;1081BT;BU0363KP03;GM0363;1081.0;1081BT;BU0363KP03;GM0363;1081.0;1081BT;False;False;False;52.33396108590524;4.862126435989108;WarmteAtlas:CO2emissieETSbedrijven;;;
232;NL-200400273;NAM B.V. Gasproductie en gascompressie-installatie;Nederlandse Aardolie Maatschappij B.V.;ASSEN;59915;62141;60528;61860;61176;59778;58822;62151;59455;14705;0;0;0;BU01060500;GM0106;9405.0;9405TA;BU01060500;GM0106;9405.0;9405TA;BU01060500;GM0106;9405.0;9405TA;False;False;False;52.97583771259604;6.559202493121023;WarmteAtlas:CO2emissieETSbedrijven;;;
233;NL-200400274;FrieslandCampina Bedum;FrieslandCampina Nederland B.V.;BEDUM;27401;29309;33879;38342;39846;37136;38959;35583;30325;27638;22938;15774;18496;BU19660809;GM1966;9781.0;9781EL;BU19660809;GM1966;9781.0;9781EL;BU19660809;GM1966;9781.0;9781EL;False;False;False;53.30910958329591;6.598664802434951;WarmteAtlas:CO2emissieETSbedrijven;;;
236;NL-200400282;Hoorn - Chevron Expl. and Prod. Netherlands B.V.;Petrogas E&P Netherlands B.V.;VOORBURG;13236;0;0;0;0;0;0;0;0;0;0;0;0;BU19160800;GM1916;2272.0;2272TK;BU19160800;GM1916;2272.0;2272TK;BU19160800;GM1916;2272.0;2272TK;False;False;False;52.089309254032926;4.369381276437127;WarmteAtlas:CO2emissieETSbedrijven;;;
237;NL-200400283;AGC Flat Glass Nederland BV;AGC Flat Glass Nederland B.V.;TIEL;2156;277;81;0;0;0;0;0;0;0;0;0;0;BU02810109;GM0281;4004.0;4004JE;BU02810109;GM0281;4004.0;4004JE;BU02810109;GM0281;4004.0;4004JE;False;False;False;51.90855936276309;5.447119455327359;WarmteAtlas:CO2emissieETSbedrijven;;;
238;NL-200400284;Crown Van Gelder N.V.;Crown Van Gelder B.V.;VELSEN-NOORD;141965;145924;142671;141760;138331;126479;125833;119088;127336;116231;41513;54671;49228;BU04530502;GM0453;1951.0;1951AZ;BU04530502;GM0453;1951.0;1951AZ;BU04530502;GM0453;1951.0;1951AZ;False;False;False;52.4669849462308;4.638985262056479;WarmteAtlas:CO2emissieETSbedrijven;;;
240;NL-200400287;SCA Hygiene Products Cuijk B.V.;Essity Operations Cuijk B.V.;KATWIJK NB;20332;18140;19546;19890;19964;14763;11527;10557;11092;11698;10774;10945;11199;BU19820605;GM1982;5433.0;5433NC;BU19820605;GM1982;5433.0;5433NC;BU19820605;GM1982;5433.0;5433NC;False;False;False;51.75113216070387;5.858060750541533;WarmteAtlas:CO2emissieETSbedrijven;;;
241;NL-200400289;Suiker Unie, productielocatie Vierverlaten;Co̦peratie Koninklijke Cosun U.A.;GRONINGEN;102020;136101;119820;108558;119301;149737;120438;112426;133244;114829;121076;125213;159911;BU00140800;GM0014;9745.0;9745AG;BU00140800;GM0014;9745.0;9745AG;BU00140800;GM0014;9745.0;9745AG;False;False;False;53.213998576273994;6.495472277899;WarmteAtlas:CO2emissieETSbedrijven;;;
242;NL-200400290;Sonneborn Refined Products;Sonneborn Refined Products B.V.;AMSTERDAM;19852;15719;19195;16184;18053;16169;14032;13871;14266;13209;12837;10015;0;BU0363BA06;GM0363;1043.0;1043AL;BU0363BA06;GM0363;1043.0;1043AL;BU0363BA06;GM0363;1043.0;1043AL;False;False;False;52.39387595654628;4.8254667338044355;WarmteAtlas:CO2emissieETSbedrijven;;;
243;NL-200400291;Nedmag B.V.;NEDMAG Holding B.V.;VEENDAM;72540;80155;78219;75530;84380;92138;87425;54604;69722;66975;49173;48998;41938;BU00470006;GM0047;9641.0;9641KZ;BU00470006;GM0047;9641.0;9641KZ;BU00470006;GM0047;9641.0;9641KZ;False;False;False;53.11303065512136;6.895056173096985;WarmteAtlas:CO2emissieETSbedrijven;;;
244;NL-200400292;Aluminium & Chemie Rotterdam B.V.;Aluminium & Chemie Rotterdam B.V.;BOTLEK-ROTTERDAM;212488;167163;128870;154642;144368;142785;163138;95413;83080;0;0;0;0;BU05992306;GM0599;3197.0;3197KJ;BU05992306;GM0599;3197.0;3197KJ;BU05992306;GM0599;3197.0;3197KJ;False;False;False;51.87175401530095;4.321781189857826;WarmteAtlas:CO2emissieETSbedrijven;;;
245;NL-200400294;Vattenfall HWC Almere;Vattenfall Power Generation Netherlands B.V.;ALMERE;1082;421;570;1375;1574;221;540;447;0;0;0;0;0;BU00343502;GM0034;1314.0;1314AT;BU00343502;GM0034;1314.0;1314AT;BU00343502;GM0034;1314.0;1314AT;False;False;False;52.38028066656763;5.215354912793252;WarmteAtlas:CO2emissieETSbedrijven;;;
246;NL-200400295;Bunge Netherlands B.V. Amsterdam;Bunge Netherlands B.V.;AMSTERDAM;63723;56562;64984;62043;60029;64796;62224;65265;63525;60964;62062;66663;66952;BU0363BB02;GM0363;1013.0;1013BK;BU0363BB02;GM0363;1013.0;1013BK;BU0363BB02;GM0363;1013.0;1013BK;False;False;False;52.401597477127865;4.862956307193809;WarmteAtlas:CO2emissieETSbedrijven;;;
247;NL-200400296;Sonac Vuren B.V.;Sonac Vuren B.V.;VUREN;28236;14905;14673;13924;17017;17965;22518;27801;29163;18097;28043;26909;26642;BU19601009;GM1960;4214.0;4214KT;BU19601009;GM1960;4214.0;4214KT;BU19601009;GM1960;4214.0;4214KT;False;False;False;51.83303019333931;5.090223574504021;WarmteAtlas:CO2emissieETSbedrijven;;;
248;NL-200400297;Bavaria N.V.;Swinkels Family Brewers N.V.;LIESHOUT;51740;50453;50029;48779;47587;48583;47289;41514;39963;38081;37568;36796;37120;BU16590201;GM1659;5737.0;5737RV;BU16590201;GM1659;5737.0;5737RV;BU16590201;GM1659;5737.0;5737RV;False;False;False;51.517188322772995;5.607716093104031;WarmteAtlas:CO2emissieETSbedrijven;;;
249;NL-200400298;Koole Tankstorage Botlek B.V. (BKG-1);Koole Tankstorage Botlek B.V.;BOTLEK - ROTTERDAM;9337;7466;10407;16680;15035;19063;17923;16768;35575;38435;39978;41198;38553;BU05992306;GM0599;3197.0;3197KJ;BU05992306;GM0599;3197.0;3197KJ;BU05992306;GM0599;3197.0;3197KJ;False;False;False;51.883293817568614;4.318588326530642;WarmteAtlas:CO2emissieETSbedrijven;;;
250;NL-200400298a;Koole Tankstorage Botlek B.V. (BKG-2);Koole Tankstorage Botlek B.V.;BOTLEK-ROTTERDAM;8272;6162;13577;16706;17324;15433;17878;19186;0;0;0;0;0;BU05992306;GM0599;3197.0;3197KJ;BU05992306;GM0599;3197.0;3197KJ;BU05992306;GM0599;3197.0;3197KJ;False;False;False;51.883293817568614;4.318588326530642;WarmteAtlas:CO2emissieETSbedrijven;;;
251;NL-200400300;Stichting Katholieke Universiteit (SKU);Stichting Katholieke Universiteit;NIJMEGEN;25137;20532;20800;20358;18724;16911;15006;13809;16660;11348;9523;8929;9281;BU02680517;GM0268;6525.0;6525GE;BU02680517;GM0268;6525.0;6525GE;BU02680517;GM0268;6525.0;6525GE;False;False;False;51.820540349832775;5.8650373260123345;WarmteAtlas:CO2emissieETSbedrijven;;;
252;NL-200400301;Academisch Ziekenhuis Groningen;Academisch Ziekenhuis Groningen;GRONINGEN;24781;20646;20939;20688;16042;15652;15067;14470;15703;12914;11819;11650;12188;BU00140007;GM0014;9713.0;9713GZ;BU00140007;GM0014;9713.0;9713GZ;BU00140007;GM0014;9713.0;9713GZ;False;False;False;53.22100827030993;6.577074259806828;WarmteAtlas:CO2emissieETSbedrijven;;;
253;NL-200400302;E-max Remelt;E-Max Aluminium Profielen N.V.;KERKRADE;15729;19110;17027;20177;20281;20303;20047;20009;18770;18081;13528;15699;16555;BU09280009;GM0928;6468.0;6468ET;BU09280009;GM0928;6468.0;6468ET;BU09280009;GM0928;6468.0;6468ET;False;False;False;50.87808031642222;6.038503945937288;WarmteAtlas:CO2emissieETSbedrijven;;;
254;NL-200500004;Ashland Industries Nederland B.V.;Ashland Industries Nederland B.V.;ZWIJNDRECHT;19654;19066;18987;19643;18021;18870;17911;15875;18023;17173;13364;17251;17530;BU06420701;GM0642;3336.0;3336LH;BU06420701;GM0642;3336.0;3336LH;BU06420701;GM0642;3336.0;3336LH;False;False;False;51.80675588961535;4.618717978415925;WarmteAtlas:CO2emissieETSbedrijven;;;
255;NL-200500006;Cabot Norit Activated Carbon, Klazienaveen plant;Cabot Norit Nederland B.V.;KLAZIENAVEEN;125468;149477;99394;94831;82764;120267;77639;61450;48908;53999;47350;26182;25746;BU01140800;GM0114;7891.0;7891EV;BU01140800;GM0114;7891.0;7891EV;BU01140800;GM0114;7891.0;7891EV;False;False;False;52.72960374063352;6.996722005855028;WarmteAtlas:CO2emissieETSbedrijven;;;
256;NL-200500007;Aspen Oss B.V.;Aspen Oss B.V.;OSS;27881;24638;23980;19935;18084;14957;10536;8050;7758;0;0;0;0;BU08280200;GM0828;5349.0;5349AB;BU08280200;GM0828;5349.0;5349AB;BU08280200;GM0828;5349.0;5349AB;False;False;False;51.761637641497025;5.535861921062156;WarmteAtlas:CO2emissieETSbedrijven;;;
257;NL-200500008;Nyrstar Budel B.V.;Nyrstar Budel B.V.;BUDEL-DORPLEIN;46071;38568;42428;27948;29803;26630;28793;26153;23882;18661;18632;18348;22650;BU17060201;GM1706;6024.0;6024AA;BU17060201;GM1706;6024.0;6024AA;BU17060201;GM1706;6024.0;6024AA;False;False;False;51.23645182779111;5.598244328088969;WarmteAtlas:CO2emissieETSbedrijven;;;
258;NL-200500009;Trespa International B.V.;Trespa International B.V.;WEERT;27963;26665;26808;27455;27062;27318;24633;0;0;0;0;0;0;BU09880105;GM0988;6002.0;6002SM;BU09880105;GM0988;6002.0;6002SM;BU09880105;GM0988;6002.0;6002SM;False;False;False;51.240275883327904;5.6493556743038384;WarmteAtlas:CO2emissieETSbedrijven;;;
259;NL-200500010;Seasun Epsilon B.V. (Seasun Oost);Epsilon Paprika B.V.;KAPELLE;15550;11774;12777;12080;4483;0;0;0;0;0;0;0;0;BU06780009;GM0678;4421.0;4421RV;BU06780009;GM0678;4421.0;4421RV;BU06780009;GM0678;4421.0;4421RV;False;False;False;51.45908566698467;3.945763652804622;WarmteAtlas:CO2emissieETSbedrijven;;;
260;NL-200500011;Johnson Matthey B.V.;Johnson Matthey Advanced Glass Technologies B.V.;MAASTRICHT;4115;3628;3659;3620;3655;3107;2895;2700;3126;3026;2740;3180;3180;BU09350500;GM0935;6222.0;6222NZ;BU09350500;GM0935;6222.0;6222NZ;BU09350500;GM0935;6222.0;6222NZ;False;False;False;50.87947722357612;5.71799535829298;WarmteAtlas:CO2emissieETSbedrijven;;;
261;NL-200500013;NXP Semiconductors Nijmegen;NXP Semiconductors Netherlands B.V.;NIJMEGEN;11624;8034;7812;8205;8409;8252;8215;8422;9227;8687;8519;8497;9029;BU02680512;GM0268;6534.0;6534AE;BU02680512;GM0268;6534.0;6534AE;BU02680512;GM0268;6534.0;6534AE;False;False;False;51.82477910839499;5.81724311345207;WarmteAtlas:CO2emissieETSbedrijven;;;
262;NL-200500014;IAMS Europe B.V.;United Petfood Nederland B.V.;COEVORDEN;9699;9407;8329;7968;5969;5640;5965;7106;8768;8488;0;0;0;BU01091013;GM0109;7742.0;7742PB;BU01091013;GM0109;7742.0;7742PB;BU01091013;GM0109;7742.0;7742PB;False;False;False;52.64649851737043;6.738941005431578;WarmteAtlas:CO2emissieETSbedrijven;;;
263;NL-200500015;PepsiCo Nederland B.V.;PepsiCo Nederland B.V.;BROEK OP LANGEDIJK;12732;13030;12692;11705;12571;13009;13413;14027;13798;13638;0;0;0;BU19800406;GM1980;1721.0;1721CH;BU19800406;GM1980;1721.0;1721CH;BU19800406;GM1980;1721.0;1721CH;False;False;False;52.673786908404765;4.802510281059081;WarmteAtlas:CO2emissieETSbedrijven;;;
264;NL-200500019;Amsteldijk Beheer B.V.;Amsteldijk Beheer B.V.;Uithoorn;22122;10843;4062;0;0;0;0;0;0;0;0;0;0;BU04517500;GM0451;1422.0;1422ZA;BU04517500;GM0451;1422.0;1422ZA;BU04517500;GM0451;1422.0;1422ZA;False;False;False;52.23974336356308;4.842755566913788;WarmteAtlas:CO2emissieETSbedrijven;;;
265;NL-200500022;DAF Trucks N.V.;DAF Trucks N.V.;EINDHOVEN;18891;15556;16720;17117;17792;18230;17236;15426;18691;17114;16479;15082;15696;BU07722310;GM0772;5643.0;5643TW;BU07722310;GM0772;5643.0;5643TW;BU07722310;GM0772;5643.0;5643TW;False;False;False;51.43337401974462;5.50510721736052;WarmteAtlas:CO2emissieETSbedrijven;;;
266;NL-200500025;Lamb Weston Meijer V.O.F., vestiging Bergen op Zoom;Lamb-Weston/Meijer V.O.F.;BERGEN OP ZOOM;21863;22689;23812;28831;39314;41443;39465;33124;39832;38625;34048;35719;27146;BU07480306;GM0748;4612.0;4612PN;BU07480306;GM0748;4612.0;4612PN;BU07480306;GM0748;4612.0;4612PN;False;False;False;51.502584025236764;4.272306438088322;WarmteAtlas:CO2emissieETSbedrijven;;;
267;NL-200500043;VDL Nedcar B.V.;VDL Nedcar B.V.;BORN;8385;13316;16460;21802;32084;33655;27592;22392;23633;18984;20104;4728;3432;BU18830609;GM1883;6121.0;6121RD;BU18830609;GM1883;6121.0;6121RD;BU18830609;GM1883;6121.0;6121RD;False;False;False;51.039842677723215;5.834534316297017;WarmteAtlas:CO2emissieETSbedrijven;;;
268;NL-200500049;Eneco Hulpwarmtecentrale Kanaleneiland;Eneco Warmteproductie Utrecht B.V.;UTRECHT;401;279;166;29;21;3;32;20;0;0;0;0;0;BU03440823;GM0344;3527.0;3527KX;BU03440823;GM0344;3527.0;3527KX;BU03440823;GM0344;3527.0;3527KX;False;False;False;52.07883880430653;5.107718242902969;WarmteAtlas:CO2emissieETSbedrijven;;;
269;NL-200500050;Eneco Hulpwarmtecentrale Overvecht;Eneco Warmteproductie Utrecht B.V.;UTRECHT;1126;1768;5628;25216;170;320;4686;250;124;96;770;557;2195;BU03440321;GM0344;3562.0;3562LB;BU03440321;GM0344;3562.0;3562LB;BU03440321;GM0344;3562.0;3562LB;False;False;False;52.11394713868067;5.108126557386503;WarmteAtlas:CO2emissieETSbedrijven;;;
270;NL-200500051;Eneco Hulpwarmtecentrale Nicolaas Beetsstraat;Eneco Warmteproductie Utrecht B.V.;UTRECHT;930;3081;3022;4598;423;938;4051;964;693;563;1851;1986;2358;BU03440628;GM0344;3511.0;3511GJ;BU03440628;GM0344;3511.0;3511GJ;BU03440628;GM0344;3511.0;3511GJ;False;False;False;52.08561179096983;5.1175679022144225;WarmteAtlas:CO2emissieETSbedrijven;;;
271;NL-200500052;Eneco Hulpwarmtecentrale Nieuwegein;Eneco Warmteproductie Utrecht B.V.;NIEUWEGEIN;3255;1067;1701;2217;1633;1629;1468;1476;0;0;0;0;0;BU03560502;GM0356;3435.0;3435DG;BU03560502;GM0356;3435.0;3435DG;BU03560502;GM0356;3435.0;3435DG;False;False;False;52.02369723887374;5.082579603469559;WarmteAtlas:CO2emissieETSbedrijven;;;
272;NL-200500053;Vopak Terminal Vlaardingen B.V.;Vopak Terminal Vlaardingen B.V.;VLAARDINGEN;13953;12412;13966;15619;8958;0;0;0;0;0;0;0;0;BU06220403;GM0622;3134.0;3134KH;BU06220403;GM0622;3134.0;3134KH;BU06220403;GM0622;3134.0;3134KH;False;False;False;51.90446196861667;4.358789552042864;WarmteAtlas:CO2emissieETSbedrijven;;;
273;NL-200500056;Schiphol Nederland B.V.;Schiphol Nederland B.V.;SCHIPHOL;18910;17272;19435;17333;16244;17015;14760;9437;13192;11557;9308;8532;14387;BU03941663;GM0394;1118.0;1118CP;BU03941663;GM0394;1118.0;1118CP;BU03941663;GM0394;1118.0;1118CP;False;False;False;52.3038917763647;4.747899776643218;WarmteAtlas:CO2emissieETSbedrijven;;;
