waterschap;res_gebied;naamgeving;min_uur;med_uur;gj_exwko;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Waterschap Hunze en Aa's;Drenthe;Annen;15.8025;32.25;893.05;0.0;;BU16800009;GM1680;9468;9468CH;BU16800009;GM1680;9468;9468CH;BU16800009;GM1680;9468;9468CH;False;False;False;53.05463108760744;6.7375229570200155;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Annerveenschekanaal;0.0;0.0;0.0;0.0;;BU16801100;GM1680;9654;9654PV;BU16801100;GM1680;9654;9654PV;BU16801100;GM1680;9654;9654PV;False;False;False;53.077435559098895;6.8021886513421235;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Gasselternijveen;24.4795833333;49.9583333333;2823.32;1383.42;;BU16801500;GM1680;9514;9514BT;BU16801500;GM1680;9514;9514BT;BU16801500;GM1680;9514;9514BT;False;False;False;52.98814100878875;6.839119209286455;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Grolloo;8.2075;16.75;463.83;0.0;;BU16802000;GM1680;9444;9444PV;BU16802000;GM1680;9444;9444PV;BU16802000;GM1680;9444;9444PV;False;False;False;52.93451157065453;6.666115507032218;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Amen;0.653333333332;1.33333333333;36.92;0.0;;BU16802101;GM1680;9446;9446PC;BU16802101;GM1680;9446;9446PC;BU16802101;GM1680;9446;9446PC;False;False;False;52.94230120383916;6.611998299135895;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Oud Annerveen;0.0;0.0;0.0;0.0;;BU16800700;GM1680;9656;9656PE;BU16800700;GM1680;9656;9656PE;BU16800700;GM1680;9656;9656PE;False;False;False;53.07885219254205;6.770218773516757;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Balloo;0.0;0.0;0.0;0.0;;BU16801901;GM1680;9458;9458TD;BU16801901;GM1680;9458;9458TD;BU16801901;GM1680;9458;9458TD;False;False;False;52.99269459219619;6.628607635560015;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Rolde;35.95375;73.375;4146.68;2031.87;;BU16801900;GM1680;9451;9451TE;BU16801900;GM1680;9451;9451TE;BU16801900;GM1680;9451;9451TE;False;False;False;52.98859250591469;6.655653998821889;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Gasteren;1.36791666667;2.79166666667;77.3;0.0;;BU16800300;GM1680;9466;9466PH;BU16800300;GM1680;9466;9466PH;BU16800300;GM1680;9466;9466PH;False;False;False;53.031441750755626;6.661082541833749;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Eext;4.36916666667;8.91666666667;246.91;0.0;;BU16800100;GM1680;9463;9463RN;BU16800100;GM1680;9463;9463RN;BU16800100;GM1680;9463;9463RN;False;False;False;53.014074698603906;6.730319879336059;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Eexterveen;2.73583333333;5.58333333333;154.61;0.0;;BU16800600;GM1680;9658;9658PJ;BU16800600;GM1680;9658;9658PJ;BU16800600;GM1680;9658;9658PJ;False;False;False;53.0451364813815;6.817495669301213;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Anderen;0.0;0.0;0.0;0.0;;BU16800400;GM1680;9465;9465TN;BU16800400;GM1680;9465;9465TN;BU16800400;GM1680;9465;9465TN;False;False;False;53.00041720545525;6.681350020939557;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Schipborg;1.53125;3.125;86.53;0.0;;BU16800500;GM1680;9469;9469PN;BU16800500;GM1680;9469;9469PN;BU16800500;GM1680;9469;9469PN;False;False;False;53.07357844121034;6.6631573238648745;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;Drenthe;Schoonloo;0.0;0.0;0.0;0.0;;BU16802001;GM1680;9443;9443PA;BU16802001;GM1680;9443;9443PA;BU16802001;GM1680;9443;9443PA;False;False;False;52.90598024719476;6.698409608062392;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Deurze (Noord);0.0;0.0;0.0;0.0;;BU16801903;GM1680;9457;9457TA;BU16801903;GM1680;9457;9457TA;BU16801903;GM1680;9457;9457TA;False;False;False;52.98878234826738;6.610461116105344;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Anloo;2.73583333333;5.58333333333;154.61;0.0;;BU16800200;GM1680;9467;9467PB;BU16800200;GM1680;9467;9467PB;BU16800200;GM1680;9467;9467PB;False;False;False;53.046627925018996;6.706984999220888;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Eexterveensche Kanaal;0.204166666667;0.416666666667;11.53;0.0;;BU16801200;GM1680;9659;9659PL;BU16801200;GM1680;9659;9659PL;BU16801200;GM1680;9659;9659PL;False;False;False;53.05516920006812;6.8373920934581305;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Gieterveen;0.0;0.0;0.0;0.0;;BU16801800;GM1680;9511;9511PM;BU16801800;GM1680;9511;9511PM;BU16801800;GM1680;9511;9511PM;False;False;False;53.023383730085385;6.834157802652928;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Ekehaar;0.0;0.0;0.0;0.0;;BU16802109;GM1680;9454;9454PN;BU16802109;GM1680;9454;9454PN;BU16802109;GM1680;9454;9454PN;False;False;False;52.95601884388469;6.60232512626123;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Nieuwediep;0.0;0.0;0.0;0.0;;BU16801802;GM1680;9512;9512SC;BU16801802;GM1680;9512;9512SC;BU16801802;GM1680;9512;9512SC;False;False;False;53.04665692368692;6.850829709692671;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Termunten / Borgsweer;3.69541666667;7.54166666667;208.84;0.0;;BU19790945;GM1979;9947;9947TC;BU19790945;GM1979;9947;9947TC;BU19790945;GM1979;9947;9947TC;False;False;False;53.29504586570214;7.0426672535867905;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Klein Finland Wagenborgen;0.0;0.0;0.0;0.0;;BU19790945;GM1979;9945;9945TM;BU19790945;GM1979;9945;9945TM;BU19790945;GM1979;9945;9945TM;False;False;False;53.260341154786914;6.95227208492879;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Meedhuizen;1.06166666667;2.16666666667;59.99;0.0;;BU19790932;GM1979;9937;9937PJ;BU19790932;GM1979;9937;9937PJ;BU19790932;GM1979;9937;9937PJ;False;False;False;53.285700863413346;6.912498457698069;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Baamsum;0.0;0.0;0.0;0.0;;BU19790948;GM1979;9947;9947TC;BU19790948;GM1979;9947;9947TC;BU19790948;GM1979;9947;9947TC;False;False;False;53.284781104977206;7.042001877678295;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Wagenborgen;0.0;0.0;0.0;0.0;;BU19790944;GM1979;9945;9945PR;BU19790944;GM1979;9945;9945PR;BU19790944;GM1979;9945;9945PR;False;False;False;53.25833850972435;6.939381856137774;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Woldendorp;6.26791666668;12.7916666667;354.22;0.0;;BU19790945;GM1979;9946;9946TH;BU19790945;GM1979;9946;9946TH;BU19790945;GM1979;9946;9946TH;False;False;False;53.27398253724116;7.036101461592116;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Engelbert;0.0;0.0;0.0;0.0;;BU00141301;GM0014;9723;9723ET;BU00141301;GM0014;9723;9723ET;BU00141301;GM0014;9723;9723ET;False;False;False;53.21589591495366;6.641943566246899;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Nieuw Beerta;1.69458333333;3.45833333333;95.76;0.0;;BU18950400;GM1895;9687;9687PK;BU18950400;GM1895;9687;9687PK;BU18950400;GM1895;9687;9687PK;False;False;False;53.189163188875746;7.1637422591621345;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Scheemda;19.2120833333;39.2083333333;1085.74;0.0;;BU18950603;GM1895;9679;9679GA;BU18950603;GM1895;9679;9679GA;BU18950603;GM1895;9679;9679GA;False;False;False;53.16987600584767;6.983936135873846;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Finsterwolde;22.0295833333;44.9583333333;2540.75;1244.97;;BU18950101;GM1895;9684;9684AZ;BU18950101;GM1895;9684;9684AZ;BU18950101;GM1895;9684;9684AZ;False;False;False;53.18199476295373;7.083425622472924;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Winschoten;89.3025;182.25;10299.6;5046.8;;BU18950002;GM1895;9675;9675NB;BU18950002;GM1895;9675;9675NB;BU18950002;GM1895;9675;9675NB;False;False;False;53.15685047368885;7.042243208445955;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;AGM Scheemda (VKA Hoofdgemaal);257.903333333;526.333333333;29744.99;14575.04;;BU18950809;GM1895;9679;9679TX;BU18950809;GM1895;9679;9679TX;BU18950809;GM1895;9679;9679TX;False;False;False;53.17377985300098;6.926457446498371;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Nieuweschans;7.18666666668;14.6666666667;406.14;0.0;;BU18950502;GM1895;9693;9693AP;BU18950502;GM1895;9693;9693AP;BU18950502;GM1895;9693;9693AP;False;False;False;53.183909689987864;7.204702465855491;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Westerlee;44.835;91.5;5170.99;2533.78;;BU18950603;GM1895;9677;9677TW;BU18950603;GM1895;9677;9677TW;BU18950603;GM1895;9677;9677TW;False;False;False;53.157895858524505;6.999281038561654;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Heiligerlee;41.2620833333;84.2083333333;4758.91;2331.86;;BU18950603;GM1895;9677;9677TW;BU18950603;GM1895;9677;9677TW;BU18950603;GM1895;9677;9677TW;False;False;False;53.15784616009606;6.999261223228267;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Ganzedijk;0.0;0.0;0.0;0.0;;BU18950103;GM1895;9684;9684EP;BU18950103;GM1895;9684;9684EP;BU18950103;GM1895;9684;9684EP;False;False;False;53.20180604885182;7.114904002254236;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Midwolda;15.7208333333;32.0833333333;888.44;0.0;;BU18950900;GM1895;9681;9681AT;BU18950900;GM1895;9681;9681AT;BU18950900;GM1895;9681;9681AT;False;False;False;53.1958387145181;7.014702668024278;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Nieuw Scheemda;0.91875;1.875;51.92;0.0;;BU18950800;GM1895;9943;9943PA;BU18950800;GM1895;9943;9943PA;BU18950800;GM1895;9943;9943PA;False;False;False;53.2130300955101;6.942434543541405;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Nieuwolda;3.32791666667;6.79166666667;188.07;0.0;;BU18951000;GM1895;9944;9944GA;BU18951000;GM1895;9944;9944GA;BU18951000;GM1895;9944;9944GA;False;False;False;53.247812971315135;6.963767999599932;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Alteveer;2.18458333333;4.45833333333;123.45;0.0;;BU00370500;GM0037;9661;9661TW;BU00370500;GM0037;9661;9661TW;BU00370500;GM0037;9661;9661TW;False;False;False;53.0504153092539;6.989263374220375;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Mussel;2.87875;5.875;162.68;0.0;;BU00370400;GM0037;9584;9584AG;BU00370400;GM0037;9584;9584AG;BU00370400;GM0037;9584;9584AG;False;False;False;52.95812985068763;7.033762732662372;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Musselkanaal;12.3520833333;25.2083333333;698.06;0.0;;BU00370201;GM0037;9581;9581EV;BU00370201;GM0037;9581;9581EV;BU00370201;GM0037;9581;9581EV;False;False;False;52.92671039793928;7.024228632661734;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Onstwedde;6.4925;13.25;366.91;0.0;;BU00370300;GM0037;9591;9591VC;BU00370300;GM0037;9591;9591VC;BU00370300;GM0037;9591;9591VC;False;False;False;53.03419983887075;7.048698966620322;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Stadskanaal;91.0;196.0;11076.66;5142.73;;BU00370110;GM0037;9501;9501HN;BU00370110;GM0037;9501;9501HN;BU00370110;GM0037;9501;9501HN;False;False;False;52.99794567142772;6.941023219975891;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Vledderveen;0.0;0.0;0.0;0.0;;BU00370402;GM0037;9585;9585PB;BU00370402;GM0037;9585;9585PB;BU00370402;GM0037;9585;9585PB;False;False;False;52.98162681812014;7.013656338769339;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Noordlaren;0.510416666668;1.04166666667;28.84;0.0;;BU00141902;GM0014;9479;9479TD;BU00141902;GM0014;9479;9479TD;BU00141902;GM0014;9479;9479TD;False;False;False;53.12263734834007;6.669562604844417;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Oosterhaar;22.0295833333;44.9583333333;2540.75;1244.97;;BU00141800;GM0014;9753;9753BN;BU00141800;GM0014;9753;9753BN;BU00141800;GM0014;9753;9753BN;False;False;False;53.17844424267418;6.623335018660869;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Glimmen;8.04416666668;16.4166666667;454.6;0.0;;BU00141709;GM0014;9752;9752VT;BU00141709;GM0014;9752;9752VT;BU00141709;GM0014;9752;9752VT;False;False;False;53.1407033953851;6.613281836609226;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Haren noord;32.9729166667;67.2916666667;3802.89;1863.41;;BU00141703;GM0014;9751;9751PK;BU00141703;GM0014;9751;9751PK;BU00141703;GM0014;9751;9751PK;False;False;False;53.1850427800467;6.605111196528129;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Nieuwe Pekela;0.0;0.0;0.0;0.0;;BU07650100;GM0765;9663;9663AK;BU07650100;GM0765;9663;9663AK;BU07650100;GM0765;9663;9663AK;False;False;False;53.088264539217725;6.973479362977153;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Oude Pekela;35.09625;71.625;4047.78;1983.41;;BU07650000;GM0765;9665;9665HP;BU07650000;GM0765;9665;9665HP;BU07650000;GM0765;9665;9665HP;False;False;False;53.10759271147187;7.013090938075638;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;AGM  VKA De Kroon;0.0;0.0;0.0;0.0;;BU07650000;GM0765;9665;9665PX;BU07650000;GM0765;9665;9665PX;BU07650000;GM0765;9665;9665PX;False;False;False;53.09649947816128;6.981065567177743;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Borgercompagnie;0.6125;1.25;34.61;0.0;;BU00470100;GM0047;9631;9631TE;BU00470100;GM0047;9631;9631TE;BU00470100;GM0047;9631;9631TE;False;False;False;53.1146410040133;6.821004765231972;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;influentleiding rwzi Veendam;179.850416667;367.041666667;10371.42;5081.99;;BU00470006;GM0047;9641;9641KW;BU00470006;GM0047;9641;9641KW;BU00470006;GM0047;9641;9641KW;False;False;False;53.10778714628065;6.896716464203808;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Nedmag;0.0;0.0;0.0;0.0;;BU00470109;GM0047;9641;9641TA;BU00470109;GM0047;9641;9641TA;BU00470109;GM0047;9641;9641TA;False;False;False;53.12159074141594;6.835895905508476;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Vesting Bourtange;0.0;0.0;0.0;0.0;;BU19500500;GM1950;9545;9545PP;BU19500500;GM1950;9545;9545TM;BU19500500;GM1950;9545;9545TM;False;False;False;53.008681998613945;7.192887971447364;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Sellingen;0.408333333333;0.833333333333;23.07;0.0;;BU19500309;GM1950;9551;9551CB;BU19500309;GM1950;9551;9551CB;BU19500309;GM1950;9551;9551CB;False;False;False;52.9449199278738;7.161189842059868;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Wedde;6.20666666668;12.6666666667;350.76;0.0;;BU19500202;GM1950;9698;9698AW;BU19500202;GM1950;9698;9698AW;BU19500202;GM1950;9698;9698AW;False;False;False;53.071021640550995;7.076637832365971;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Bellingwedde (streekje bij rwzi);0.0;0.0;0.0;0.0;;BU19500008;GM1950;9699;9699TE;BU19500008;GM1950;9699;9699TE;BU19500008;GM1950;9699;9699TE;False;False;False;53.06440075908166;7.1287642466291175;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Vriescheloo;2.26625;4.625;64.03;0.0;;BU19500008;GM1950;9699;9699TC;BU19500008;GM1950;9699;9699TC;BU19500008;GM1950;9699;9699TC;False;False;False;53.062398513317824;7.1216319328757685;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Vlagtwedde;11.27;23.0;318.45;0.0;;BU19500403;GM1950;9541;9541EE;BU19500403;GM1950;9541;9541EE;BU19500403;GM1950;9541;9541EE;False;False;False;53.04040742178586;7.0976845956241;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Jipsingboertange;0.898333333332;1.83333333333;50.76;0.0;;BU19500602;GM1950;9551;9551TN;BU19500602;GM1950;9551;9551TN;BU19500602;GM1950;9551;9551TN;False;False;False;52.967434476797926;7.109599592118894;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Bourtange;2.14375;4.375;121.15;0.0;;BU19500500;GM1950;9545;9545TM;BU19500500;GM1950;9545;9545TM;BU19500500;GM1950;9545;9545TM;False;False;False;53.0087114854425;7.191827943027317;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Blijham;0.449166666667;0.916666666667;25.38;0.0;;BU19500200;GM1950;9697;9697PP;BU19500200;GM1950;9697;9697PP;BU19500200;GM1950;9697;9697PP;False;False;False;53.105691229929235;7.082986904685044;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Ter Apel;35.035;71.5;4040.72;1979.95;;BU19500700;GM1950;9561;9561EH;BU19500700;GM1950;9561;9561EH;BU19500700;GM1950;9561;9561EH;False;False;False;52.88120579358497;7.0550647713636545;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Bellingwolde;9.28958333332;18.9583333333;524.98;0.0;;BU19500000;GM1950;9695;9695HP;BU19500000;GM1950;9695;9695HP;BU19500000;GM1950;9695;9695HP;False;False;False;53.12103125583398;7.178278630030488;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Oudeschans;0.3675;0.75;20.76;0.0;;BU19500005;GM1950;9696;9696XN;BU19500005;GM1950;9696;9696XN;BU19500005;GM1950;9696;9696XN;False;False;False;53.140490537629;7.142431850083893;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
