waterschap;res_gebied;naamgeving;min_uur;med_uur;gj_exwko;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Waterschap Zuiderzeeland;Flevoland;368;5.53291666668;11.2916666667;156.34;0.0;;BU01710838;GM0171;8309;8309AS;BU01710838;GM0171;8309;8309AS;BU01710838;GM0171;8309;8309AS;False;False;False;52.68151495260535;5.676593550233653;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;De Steiger;88.0366666668;179.666666667;10153.61;4975.26;;BU00341401;GM0034;1351;1351AD;BU00341401;GM0034;1351;1351AD;BU00341401;GM0034;1351;1351AD;False;False;False;52.34928885883012;5.22389717449753;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Theehuisje;81.6666666668;166.666666667;9418.93;4615.27;;BU00342001;GM0034;1326;1326ER;BU00342001;GM0034;1326;1326ER;BU00342001;GM0034;1326;1326ER;False;False;False;52.37336941264747;5.24646083813671;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Brugplein;19.4366666667;39.6666666667;1098.43;0.0;;BU00345702;GM0034;1332;1332EA;BU00345702;GM0034;1332;1332EA;BU00345702;GM0034;1332;1332EA;False;False;False;52.409019380074014;5.252875748035116;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Fluitweg;92.0179166668;187.791666667;10612.78;5200.26;;BU00344301;GM0034;1335;1335LT;BU00344301;GM0034;1335;1335LT;BU00344301;GM0034;1335;1335LT;False;False;False;52.409328648443704;5.279136393522174;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Tussen de vaarten;45.7741666667;93.4166666667;5279.31;2586.86;;BU00342406;GM0034;1328;1328JB;BU00342406;GM0034;1328;1328JB;BU00342406;GM0034;1328;1328JB;False;False;False;52.374997446366685;5.2611686981798;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Almere Poort;47.6320833333;97.2083333333;5493.59;2691.86;;BU00346303;GM0034;1363;1363RB;BU00346303;GM0034;1363;1363RB;BU00346303;GM0034;1363;1363RB;False;False;False;52.35502755632845;5.162828863777876;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Markerkant;211.12875;430.875;24350.29;11931.64;;BU00343502;GM0034;1314;1314AT;BU00343502;GM0034;1314;1314AT;BU00343502;GM0034;1314;1314AT;False;False;False;52.38025393543049;5.217304269865346;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Poortmolenstraat;72.3975;147.75;8349.88;4091.44;;BU00345602;GM0034;1333;1333MT;BU00345602;GM0034;1333;1333MT;BU00345602;GM0034;1333;1333MT;False;False;False;52.4020658759712;5.26705568270558;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Ketelhaven;1.42916666667;2.91666666667;80.76;0.0;;BU03030549;GM0303;8253;8253AA;BU03030549;GM0303;8253;8253AA;BU03030549;GM0303;8253;8253AA;False;False;False;52.57741701336843;5.767651504202019;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Swifterbant;24.6633333333;50.3333333333;2844.51;1393.81;;BU03030706;GM0303;8255;8255PA;BU03030706;GM0303;8255;8255PA;BU03030706;GM0303;8255;8255PA;False;False;False;52.572994729036864;5.6462194937958134;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Biddinghuizen;32.4420833333;66.2083333333;3741.67;1833.41;;BU03030603;GM0303;8256;8256CA;BU03030603;GM0303;8256;8256CA;BU03030603;GM0303;8256;8256CA;False;False;False;52.45604505925303;5.685693668804401;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Bremerbergweg;21.9683333333;44.8333333333;2533.69;1241.5;;BU03030620;GM0303;8256;8256PV;BU03030620;GM0303;8256;8256PV;BU03030620;GM0303;8256;8256PV;False;False;False;52.42256119324005;5.717434299817214;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Z 74;3.0625;6.25;173.07;0.0;;BU03030620;GM0303;8256;8256RE;BU03030620;GM0303;8256;8256RE;BU03030620;GM0303;8256;8256RE;False;False;False;52.42962858923974;5.750572852964234;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;De Stier;5.145;10.5;290.76;0.0;;BU03030620;GM0303;8256;8256TB;BU03030620;GM0303;8256;8256TB;BU03030620;GM0303;8256;8256TB;False;False;False;52.38570093383408;5.629824752753012;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;X 40;7.65625;15.625;432.68;0.0;;BU03030620;GM0303;8256;8256RA;BU03030620;GM0303;8256;8256RA;BU03030620;GM0303;8256;8256RA;False;False;False;52.39625069288669;5.637733659527658;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Colijn;0.102083333333;0.208333333333;5.76;0.0;;BU03030549;GM0303;8251;8251PM;BU03030549;GM0303;8251;8251PM;BU03030549;GM0303;8251;8251PM;False;False;False;52.57881463550136;5.7588966001247295;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Dronten-west;28.1954166667;57.5416666667;1625.94;796.71;;BU03030102;GM0303;8253;8253PW;BU03030102;GM0303;8253;8253PW;BU03030102;GM0303;8253;8253PW;False;False;False;52.53753807131227;5.71312623225643;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;De Noord;66.4970833332;135.708333333;3834.68;1878.99;;BU03030212;GM0303;8251;8251GK;BU03030212;GM0303;8251;8251GK;BU03030212;GM0303;8251;8251GK;False;False;False;52.52934421644489;5.720221179930509;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;AZC / Harderwold;0.408333333333;0.833333333333;23.07;0.0;;BU00500008;GM0050;3898;3898LL;BU00500008;GM0050;3898;3898LL;BU00500008;GM0050;3898;3898LL;False;False;False;52.378760562616336;5.611033801784999;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Flevo natuur;2.67458333333;5.45833333333;151.15;0.0;;BU00500006;GM0050;3896;3896LA;BU00500006;GM0050;3896;3896LA;BU00500006;GM0050;3896;3896LA;False;False;False;52.274971675316905;5.4428719375599925;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Slingerweg;9.1875;18.75;519.21;0.0;;BU00500006;GM0050;3896;3896LC;BU00500006;GM0050;3896;3896LC;BU00500006;GM0050;3896;3896LC;False;False;False;52.272095586526376;5.451215930585174;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Sportlaan;47.6729166667;97.2916666667;5498.3;2694.16;;BU00500003;GM0050;3893;3893AB;BU00500003;GM0050;3893;3893AB;BU00500003;GM0050;3893;3893AB;False;False;False;52.330491197569316;5.526355448264534;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Vestingveld;0.632916666668;1.29166666667;35.76;0.0;;BU00500004;GM0050;3894;3894LB;BU00500004;GM0050;3894;3894LB;BU00500004;GM0050;3894;3894LB;False;False;False;52.34908851136636;5.520345010080414;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Golfbaan;0.449166666667;0.916666666667;25.38;0.0;;BU00500006;GM0050;3896;3896LL;BU00500006;GM0050;3896;3896LL;BU00500006;GM0050;3896;3896LL;False;False;False;52.32493239580909;5.507377020317137;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Trekkersveld 1;11.20875;22.875;316.72;0.0;;BU00500009;GM0050;3899;3899BK;BU00500009;GM0050;3899;3899BK;BU00500009;GM0050;3899;3899BK;False;False;False;52.35638779929011;5.498084715429357;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Trekkersveld 2;8.10541666668;16.5416666667;229.03;0.0;;BU00500009;GM0050;3899;3899AT;BU00500009;GM0050;3899;3899AT;BU00500009;GM0050;3899;3899AT;False;False;False;52.354335750418315;5.505445013349346;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Veco;5.7575;11.75;162.68;0.0;;BU00500008;GM0050;3899;3899AN;BU00500008;GM0050;3899;3899AN;BU00500008;GM0050;3899;3899AN;False;False;False;52.364024381319176;5.516220701379741;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Horsterveld;22.05;45.0;2543.11;1246.12;;BU00500003;GM0050;3891;3891GT;BU00500003;GM0050;3891;3891GT;BU00500003;GM0050;3891;3891GT;False;False;False;52.34087934844266;5.524021656067749;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Larserbos;1.57208333333;3.20833333333;88.84;0.0;;BU09951047;GM0995;8219;8219PV;BU09951047;GM0995;8219;8219PV;BU09951047;GM0995;8219;8219PV;False;False;False;52.44947174021849;5.570026824358107;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Noorderwagenplein;64.8841666668;132.416666667;7483.34;3666.83;;BU09950166;GM0995;8223;8223AM;BU09950166;GM0995;8223;8223AM;BU09950166;GM0995;8223;8223AM;False;False;False;52.520805163859706;5.486192939311426;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;De Gondel;74.66375;152.375;8611.25;4219.51;;BU09950526;GM0995;8243;8243DG;BU09950526;GM0995;8243;8243DG;BU09950526;GM0995;8243;8243DG;False;False;False;52.5131798891327;5.452908849990612;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;De Griend;55.1454166668;112.541666667;6360.13;3116.46;;BU09950313;GM0995;8225;8225SR;BU09950313;GM0995;8225;8225SR;BU09950313;GM0995;8225;8225SR;False;False;False;52.49870556761327;5.488935236494688;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Warande;44.2429166667;90.2916666667;5102.7;2500.32;;BU09951131;GM0995;8233;8233HC;BU09951131;GM0995;8233;8233HC;BU09951131;GM0995;8233;8233HC;False;False;False;52.49311230738743;5.473331497983091;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;Zuiveringweg;24.92875;50.875;1437.56;704.4;;BU09950882;GM0995;8243;8243PN;BU09950882;GM0995;8243;8243PN;BU09950882;GM0995;8243;8243PN;False;False;False;52.50449819957053;5.431424744520236;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Westdorp;0.0;0.0;0.0;0.0;;BU16810209;GM1681;9534;9534PA;BU16810209;GM1681;9534;9534PA;BU16810209;GM1681;9534;9534PA;False;False;False;52.90872474145669;6.776515045508325;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Borger;29.4204166667;60.0416666667;3393.17;1662.65;;BU16818209;GM1681;9531;9531ZA;BU16818209;GM1681;9531;9531ZA;BU16818209;GM1681;9531;9531ZA;False;False;False;52.93091785396667;6.807438291739749;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Exloo;6.02291666668;12.2916666667;340.37;0.0;;BU16819509;GM1681;7875;7875TC;BU16819509;GM1681;7875;7875TC;BU16819509;GM1681;7875;7875TC;False;False;False;52.88654360540965;6.872116934196383;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Drouwenermond;0.0;0.0;0.0;0.0;;BU16818801;GM1681;9523;9523TH;BU16818801;GM1681;9523;9523TH;BU16818801;GM1681;9523;9523TH;False;False;False;52.98722168713252;6.939310303038856;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Drouwenerveen;0.0;0.0;0.0;0.0;;BU16818909;GM1681;9525;9525TD;BU16818909;GM1681;9525;9525TD;BU16818909;GM1681;9525;9525TD;False;False;False;52.96907199773241;6.850758303227328;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Eerste Exloërmond;0.0;0.0;0.0;0.0;;BU16817901;GM1681;9573;9573PC;BU16817901;GM1681;9573;9573PC;BU16817901;GM1681;9573;9573PC;False;False;False;52.92809025759499;6.934476693027678;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Valthermond;8.82;18.0;498.44;0.0;;BU16810103;GM1681;7876;7876EA;BU16810103;GM1681;7876;7876EA;BU16810103;GM1681;7876;7876EA;False;False;False;52.8905107982143;6.977458165842083;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Buinen;3.32791666667;6.79166666667;188.07;0.0;;BU16818501;GM1681;9528;9528PL;BU16818501;GM1681;9528;9528PL;BU16818501;GM1681;9528;9528PL;False;False;False;52.93261248648961;6.840066476718091;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Paterswolde Oosterland;28.97125;59.125;3341.36;1637.26;;BU17300600;GM1730;9765;9765BL;BU17300600;GM1730;9765;9765BL;BU17300600;GM1730;9765;9765BL;False;False;False;53.1507376852692;6.5733737044036;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Zuidlaren;30.5841666667;62.4166666667;3527.39;1728.42;;BU17300009;GM1730;9471;9471TZ;BU17300009;GM1730;9471;9471TZ;BU17300009;GM1730;9471;9471TZ;False;False;False;53.09791057764276;6.697921160288356;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;De Groeve (Zuid);1.02083333333;2.08333333333;57.69;0.0;;BU17300100;GM1730;9473;9473TK;BU17300100;GM1730;9473;9473TK;BU17300100;GM1730;9473;9473TK;False;False;False;53.11038316656612;6.708894647335431;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Oudemolen;0.0;0.0;0.0;0.0;;BU17301401;GM1730;9484;9484TA;BU17301401;GM1730;9484;9484TA;BU17301401;GM1730;9484;9484TA;False;False;False;53.050690521339114;6.63927656864645;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Tynaarlo Hunnebedstraat (Villapark);0.0;0.0;0.0;0.0;;BU17301300;GM1730;9482;9482VB;BU17301300;GM1730;9482;9482VB;BU17301300;GM1730;9482;9482VB;False;False;False;53.073340440513256;6.633210216222621;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Tynaarlo Dorpstraat;0.0;0.0;0.0;0.0;;BU17301300;GM1730;9482;9482PB;BU17301300;GM1730;9482;9482PB;BU17301300;GM1730;9482;9482PB;False;False;False;53.07867977405731;6.619049519849987;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Yde de punt;2.98083333333;6.08333333333;168.45;0.0;;BU17301201;GM1730;9493;9493PD;BU17301201;GM1730;9493;9493PD;BU17301201;GM1730;9493;9493PD;False;False;False;53.11677568080802;6.599372288716569;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Taarlo;0.30625;0.625;17.3;0.0;;BU17301402;GM1730;9485;9485TB;BU17301402;GM1730;9485;9485TB;BU17301402;GM1730;9485;9485TB;False;False;False;53.032081661538676;6.626254138453501;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Zeegse;2.30708333333;4.70833333333;130.38;0.0;;BU17301407;GM1730;9483;9483TC;BU17301407;GM1730;9483;9483TC;BU17301407;GM1730;9483;9483TC;False;False;False;53.073567134354086;6.64592843085985;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Zuidlaarderveen;0.79625;1.625;44.99;0.0;;BU17300200;GM1730;9474;9474PB;BU17300200;GM1730;9474;9474PB;BU17300200;GM1730;9474;9474PB;False;False;False;53.10435412021461;6.747885692359922;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Paterswolde Meerweg;5.7575;11.75;325.37;0.0;;BU17300600;GM1730;9765;9765CH;BU17300600;GM1730;9765;9765CH;BU17300600;GM1730;9765;9765CH;False;False;False;53.15788397038492;6.564565900795709;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Assen Hoboken;114.823333333;234.333333333;6621.51;3244.53;;BU01060716;GM0106;9403;9403AB;BU01060716;GM0106;9403;9403AB;BU01060716;GM0106;9403;9403AB;False;False;False;53.00030686474255;6.571656529386997;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Ringleidng Assen;0.0;0.0;0.0;0.0;;BU01060716;GM0106;9403;9403AK;BU01060716;GM0106;9403;9403AK;BU01060716;GM0106;9403;9403AK;False;False;False;53.001763823199006;6.575803731354631;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Ter Aard;0.0;0.0;0.0;0.0;;BU01069908;GM0106;9487;9487TB;BU01069908;GM0106;9487;9487TB;BU01069908;GM0106;9487;9487TB;False;False;False;53.02513560935487;6.544776372106147;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Loon;0.0;0.0;0.0;0.0;;BU01069900;GM0106;9409;9409TR;BU01069900;GM0106;9409;9409TR;BU01069900;GM0106;9409;9409TR;False;False;False;53.010668217479754;6.609312515260778;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Weerdinge;1.57208333333;3.20833333333;88.84;0.0;;BU01145100;GM0114;7814;7814XA;BU01145100;GM0114;7814;7814XA;BU01145100;GM0114;7814;7814XA;False;False;False;52.820444384796666;6.9238495643323885;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Tuinbouwcentrum Rundedal;0.0;0.0;0.0;0.0;;BU01140409;GM0114;7884;7884RL;BU01140409;GM0114;7884;7884RL;BU01140409;GM0114;7884;7884RL;False;False;False;52.738051368439635;7.034656116117668;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Emmer Compascuum;32.6054166667;66.5416666667;3760.5;1842.64;;BU01140309;GM0114;7881;7881LK;BU01140309;GM0114;7881;7881LK;BU01140309;GM0114;7881;7881LK;False;False;False;52.81274563312328;7.061335533721851;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Roswinkel;1.57208333333;3.20833333333;88.84;0.0;;BU01140200;GM0114;7895;7895AR;BU01140200;GM0114;7895;7895AR;BU01140200;GM0114;7895;7895AR;False;False;False;52.836866793078315;7.039861641189596;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Barger Compascuum;5.73708333332;11.7083333333;324.22;0.0;;BU01140400;GM0114;7884;7884RL;BU01140400;GM0114;7884;7884RL;BU01140400;GM0114;7884;7884RL;False;False;False;52.75441885712505;7.041958828753432;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Klazienaveen Noord;0.571666666668;1.16666666667;32.3;0.0;;BU01140401;GM0114;7881;7881XB;BU01140401;GM0114;7881;7881XB;BU01140401;GM0114;7881;7881XB;False;False;False;52.77249616421466;7.001366286880077;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Nieuw Weerdinge;9.31;19.0;526.14;0.0;;BU01140101;GM0114;7831;7831CC;BU01140101;GM0114;7831;7831CC;BU01140101;GM0114;7831;7831CC;False;False;False;52.85149909697624;6.988575563866909;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Hooghalen;4.20583333333;8.58333333333;237.68;0.0;;BU17310200;GM1731;9414;9414AP;BU17310200;GM1731;9414;9414BK;BU17310200;GM1731;9414;9414BK;False;False;False;52.91871739424336;6.539756233404309;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Spijkerboor;0.0;0.0;0.0;0.0;;BU16800700;GM1680;9656;9656PJ;BU16800700;GM1680;9656;9656PJ;BU16800700;GM1680;9656;9656PJ;False;False;False;53.07635861274173;6.766669374405415;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Eexterzandvoort;4.79791666667;9.79166666667;271.14;0.0;;BU16801300;GM1680;9464;9464TE;BU16801300;GM1680;9464;9464TE;BU16801300;GM1680;9464;9464TE;False;False;False;53.0340007787505;6.785948087291642;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Gasselte/Kostvlies;11.8620833333;24.2083333333;670.36;0.0;;BU16801409;GM1680;9514;9514BX;BU16801409;GM1680;9514;9514BX;BU16801409;GM1680;9514;9514BX;False;False;False;52.98091964407955;6.806104671521567;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
