PK_UID;type_leid0;jaar;diameter;materiaal;soort_lei0;effluent_z;effluent_w;Shape_Leng;wp_gj_z;wp_gj_w;ws;tp_z_jaar;tp_w_jaar;gemeente;res_regio;tp_w_nb;tp_z_nb;tp_w_bb;tp_z_bb;provincie;waterschap;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;centroid_lat;centroid_lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
370;Vrijvervalleiding;2011;1000;Gewapend beton;Effluentleiding;10080;10080;217.619986;210.672;210.672;Hoogheemraadschap van Rijnland;76895.3;59346.3;Noordwijk;Holland Rijnland;610;1219;244;488;Zuid-Holland;Hoogheemraadschap van Rijnland;BU05750203;GM0575;2201.0;2201AH;BU05750203;GM0575;2201.0;2201AH;BU05750203;GM0575;2201.0;2201AH;False;False;False;52.21943947715324;4.448379362295935;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
371;Vrijvervalleiding;1989;1000;Onbekend;Effluentleiding;13000;13000;16.240947;271.7;271.7;Hoogheemraadschap van Rijnland;99170.5;76537.9;Waddinxveen;Midden-Holland;786;1572;314;629;Zuid-Holland;Hoogheemraadschap van Rijnland;BU06270407;GM0627;2741.0;2741KR;BU06270407;GM0627;2741.0;2741KR;BU06270407;GM0627;2741.0;2741KR;False;False;False;52.05869191741777;4.66330195363417;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
372;Vrijvervalleiding;1990;600;Staal;Effluentleiding;6250;6250;45.887992;130.625;130.625;Hoogheemraadschap van Rijnland;47678.1;36797.1;Alphen aan den Rijn;Holland Rijnland;378;756;151;302;Zuid-Holland;Hoogheemraadschap van Rijnland;BU04840111;GM0484;2401.0;2401LB;BU04840111;GM0484;2401.0;2401LB;BU04840111;GM0484;2401.0;2401LB;False;False;False;52.14144808904333;4.661114857801365;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
373;Vrijvervalleiding;1990;600;Staal;Effluentleiding;6250;6250;709.484267;130.625;130.625;Hoogheemraadschap van Rijnland;47678.1;36797.1;Alphen aan den Rijn;Holland Rijnland;378;756;151;302;Zuid-Holland;Hoogheemraadschap van Rijnland;BU04840211;GM0484;2402.0;2402AA;BU04840211;GM0484;2402.0;2402AA;BU04840211;GM0484;2402.0;2402AA;False;False;False;52.140518003907275;4.666182403814678;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
374;Vrijvervalleiding;1990;600;Staal;Effluentleiding;6250;6250;86.616142;130.625;130.625;Hoogheemraadschap van Rijnland;47678.1;36797.1;Alphen aan den Rijn;Holland Rijnland;378;756;151;302;Zuid-Holland;Hoogheemraadschap van Rijnland;BU04840211;GM0484;2402.0;2402AB;BU04840211;GM0484;2402.0;2402AB;BU04840211;GM0484;2402.0;2402AB;False;False;False;52.13980097949208;4.671636353962624;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
375;Vrijvervalleiding;1990;600;Staal;Effluentleiding;6250;6250;175.382507;130.625;130.625;Hoogheemraadschap van Rijnland;47678.1;36797.1;Alphen aan den Rijn;Holland Rijnland;378;756;151;302;Zuid-Holland;Hoogheemraadschap van Rijnland;BU04840601;GM0484;2406.0;2406LK;BU04840601;GM0484;2406.0;2406LK;BU04840601;GM0484;2406.0;2406LK;False;False;False;52.139206117216524;4.6730319081222715;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
376;Vrijvervalleiding;1990;0;Onbekend;Effluentleiding;6250;6250;79.991202;130.625;130.625;Hoogheemraadschap van Rijnland;47678.1;36797.1;Alphen aan den Rijn;Holland Rijnland;378;756;151;302;Zuid-Holland;Hoogheemraadschap van Rijnland;BU04840605;GM0484;2406.0;2406LD;BU04840605;GM0484;2406.0;2406LD;BU04840605;GM0484;2406.0;2406LD;False;False;False;52.13816954127597;4.673678948815725;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
377;Vrijvervalleiding;1990;600;Staal;Effluentleiding;6250;6250;8.278714;130.625;130.625;Hoogheemraadschap van Rijnland;47678.1;36797.1;Alphen aan den Rijn;Holland Rijnland;378;756;151;302;Zuid-Holland;Hoogheemraadschap van Rijnland;BU04840605;GM0484;2406.0;2406LJ;BU04840605;GM0484;2406.0;2406LJ;BU04840605;GM0484;2406.0;2406LJ;False;False;False;52.138516316004136;4.673732387706335;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
378;Vrijvervalleiding;1999;999;Onbekend;Effluentleiding;4250;4250;203.149005;88.825;88.825;Hoogheemraadschap van Rijnland;32421.1;25022.0;Lisse;Holland Rijnland;257;514;103;206;Zuid-Holland;Hoogheemraadschap van Rijnland;BU05530303;GM0553;2162.0;2162CP;BU05530303;GM0553;2162.0;2162CP;BU05530303;GM0553;2162.0;2162CP;False;False;False;52.24541685472823;4.564873216406553;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
379;Vrijvervalleiding;1993;0;Onbekend;Effluentleiding;24547;24547;62.078325;513.032;513.032;Hoogheemraadschap van Rijnland;187257.0;144521.0;Leiden;Holland Rijnland;1484;2969;594;1188;Zuid-Holland;Hoogheemraadschap van Rijnland;BU05460800;GM0546;2316.0;2316AH;BU05460800;GM0546;2316.0;2316AH;BU05460800;GM0546;2316.0;2316AH;False;False;False;52.17418021604115;4.4931061520436595;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
380;Vrijvervalleiding;1993;999;Onbekend;Effluentleiding;24547;24547;105.205127;513.032;513.032;Hoogheemraadschap van Rijnland;187257.0;144521.0;Leiden;Holland Rijnland;1484;2969;594;1188;Zuid-Holland;Hoogheemraadschap van Rijnland;BU05460800;GM0546;2316.0;2316AH;BU05460800;GM0546;2316.0;2316AH;BU05460800;GM0546;2316.0;2316AH;False;False;False;52.17363509536528;4.492391916746269;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
381;Vrijvervalleiding;1993;0;Onbekend;Effluentleiding;24547;24547;171.061935;513.032;513.032;Hoogheemraadschap van Rijnland;187257.0;144521.0;Leiden;Holland Rijnland;1484;2969;594;1188;Zuid-Holland;Hoogheemraadschap van Rijnland;BU05460800;GM0546;2316.0;2316AH;BU05460800;GM0546;2316.0;2316AH;BU05460800;GM0546;2316.0;2316AH;False;False;False;52.17461432404238;4.4935382370425065;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
382;Drukleiding (persleiding);0;500;Beton;Effluentleiding;1750;1750;401.118669;36.575;36.575;Hoogheemraadschap van Rijnland;13349.9;10303.2;Nieuwkoop;Holland Rijnland;106;212;42;85;Zuid-Holland;Hoogheemraadschap van Rijnland;BU05690108;GM0569;2441.0;2441EZ;BU05690922;GM0569;2441.0;2441EZ;BU05690922;GM0569;2441.0;2441EZ;True;False;False;52.187963001904784;4.736871796310211;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
383;Drukleiding (persleiding);0;500;Beton;Effluentleiding;1750;1750;27.692432;36.575;36.575;Hoogheemraadschap van Rijnland;13349.9;10303.2;Nieuwkoop;Holland Rijnland;106;212;42;85;Zuid-Holland;Hoogheemraadschap van Rijnland;BU05690108;GM0569;2441.0;2441EW;BU05690922;GM0569;2441.0;2441EW;BU05690922;GM0569;2441.0;2441EW;True;False;False;52.18673940124167;4.739269073903676;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
384;Drukleiding (persleiding);0;500;Beton;Effluentleiding;1750;1750;125.459313;36.575;36.575;Hoogheemraadschap van Rijnland;13349.9;10303.2;Nieuwkoop;Holland Rijnland;106;212;42;85;Zuid-Holland;Hoogheemraadschap van Rijnland;BU05690108;GM0569;2441.0;2441EW;BU05690922;GM0569;2441.0;2441EW;BU05690922;GM0569;2441.0;2441EW;True;False;False;52.1862582553663;4.740069605519578;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
385;Drukleiding (persleiding);0;500;Beton;Effluentleiding;1750;1750;185.202861;36.575;36.575;Hoogheemraadschap van Rijnland;13349.9;10303.2;Nieuwkoop;Holland Rijnland;106;212;42;85;Zuid-Holland;Hoogheemraadschap van Rijnland;BU05690108;GM0569;2441.0;2441EW;BU05690922;GM0569;2441.0;2441EW;BU05690922;GM0569;2441.0;2441EW;True;False;False;52.18525091373371;4.741622567692598;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
386;Drukleiding (persleiding);0;500;Beton;Effluentleiding;1750;1750;704.000349;36.575;36.575;Hoogheemraadschap van Rijnland;13349.9;10303.2;Nieuwkoop;Holland Rijnland;106;212;42;85;Zuid-Holland;Hoogheemraadschap van Rijnland;BU05690108;GM0569;2441.0;2441LC;BU05690927;GM0569;2441.0;2441LC;BU05690927;GM0569;2441.0;2441LC;True;False;False;52.187645360268554;4.756343762658933;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
387;Drukleiding (persleiding);0;500;Beton;Effluentleiding;1750;1750;704.399481;36.575;36.575;Hoogheemraadschap van Rijnland;13349.9;10303.2;Nieuwkoop;Holland Rijnland;106;212;42;85;Zuid-Holland;Hoogheemraadschap van Rijnland;BU05690309;GM0569;2461.0;2461NB;BU05691133;GM0569;2461.0;2461NB;BU05691133;GM0569;2461.0;2461NB;True;False;False;52.18559998831224;4.7469217748694925;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
388;Vrijvervalleiding;1992;400;Onbekend;Effluentleiding;1558;1558;21.693576;32.5622;32.5622;Hoogheemraadschap van Rijnland;11885.2;9172.77;Kaag en Braassem;Holland Rijnland;94;188;38;75;Zuid-Holland;Hoogheemraadschap van Rijnland;BU18840408;GM1884;2451.0;2451CH;BU18840408;GM1884;2451.0;2451CH;BU18840408;GM1884;2451.0;2451CH;False;False;False;52.21883481603007;4.65445104472047;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
389;Vrijvervalleiding;1992;400;Onbekend;Effluentleiding;1558;1558;87.573548;32.5622;32.5622;Hoogheemraadschap van Rijnland;11885.2;9172.77;Kaag en Braassem;Holland Rijnland;94;188;38;75;Zuid-Holland;Hoogheemraadschap van Rijnland;BU18840408;GM1884;2451.0;2451CH;BU18840408;GM1884;2451.0;2451CH;BU18840408;GM1884;2451.0;2451CH;False;False;False;52.219311613768866;4.654261222044725;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
390;Vrijvervalleiding;1992;400;Onbekend;Effluentleiding;1558;1558;35.908567;32.5622;32.5622;Hoogheemraadschap van Rijnland;11885.2;9172.77;Kaag en Braassem;Holland Rijnland;94;188;38;75;Zuid-Holland;Hoogheemraadschap van Rijnland;BU18840408;GM1884;2451.0;2451VX;BU18840408;GM1884;2451.0;2451VX;BU18840408;GM1884;2451.0;2451VX;False;False;False;52.220060013626465;4.653955638960048;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
391;Vrijvervalleiding;1997;200;Onbekend;Effluentleiding;272;272;30.354427;5.6848;5.6848;Hoogheemraadschap van Rijnland;2074.95;1601.41;Kaag en Braassem;Holland Rijnland;16;33;7;13;Zuid-Holland;Hoogheemraadschap van Rijnland;BU18840300;GM1884;2465.0;2465BK;BU18840300;GM1884;2465.0;2465BK;BU18840300;GM1884;2465.0;2465BK;False;False;False;52.18968564995054;4.6660202585340675;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
392;Vrijvervalleiding;1990;999;Onbekend;Effluentleiding;2700;2700;121.41231;56.43;56.43;Hoogheemraadschap van Rijnland;20596.9;15896.3;Kaag en Braassem;Holland Rijnland;163;326;65;131;Zuid-Holland;Hoogheemraadschap van Rijnland;BU18840107;GM1884;2376.0;2376BE;BU18840107;GM1884;2376.0;2376BE;BU18840107;GM1884;2376.0;2376BE;False;False;False;52.213965545294464;4.6111477400824645;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
393;Vrijvervalleiding;1997;200;Onbekend;Effluentleiding;272;272;51.810526;5.6848;5.6848;Hoogheemraadschap van Rijnland;2074.95;1601.41;Kaag en Braassem;Holland Rijnland;16;33;7;13;Zuid-Holland;Hoogheemraadschap van Rijnland;BU18840300;GM1884;2465.0;2465BK;BU18840300;GM1884;2465.0;2465BK;BU18840300;GM1884;2465.0;2465BK;False;False;False;52.18933745315763;4.666184925687799;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
394;Vrijvervalleiding;1992;400;Onbekend;Effluentleiding;1558;1558;24.117842;32.5622;32.5622;Hoogheemraadschap van Rijnland;11885.2;9172.77;Kaag en Braassem;Holland Rijnland;94;188;38;75;Zuid-Holland;Hoogheemraadschap van Rijnland;BU18840408;GM1884;2451.0;2451VX;BU18840408;GM1884;2451.0;2451VX;BU18840408;GM1884;2451.0;2451VX;False;False;False;52.21979809485791;4.65406055152068;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
395;Persleiding;1992;1000;Beton;Onbekend;19032;19032;95.760754;397.769;397.769;HH Amstel, Gooi en Vecht;145186.0;112052.0;Amstelveen;Noord-Holland Zuid;1151;2302;460;921;Noord-Holland;HH Amstel, Gooi en Vecht;BU03620701;GM0362;1183.0;1183TE;BU03620701;GM0362;1183.0;1183TE;BU03620701;GM0362;1183.0;1183TE;False;False;False;52.31227138446539;4.904078268738236;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
396;Persleiding;1992;1000;Beton;Onbekend;19032;19032;177.111913;397.769;397.769;HH Amstel, Gooi en Vecht;145186.0;112052.0;Amstelveen;Noord-Holland Zuid;1151;2302;460;921;Noord-Holland;HH Amstel, Gooi en Vecht;BU03620701;GM0362;1183.0;1183TE;BU03620701;GM0362;1183.0;1183TE;BU03620701;GM0362;1183.0;1183TE;False;False;False;52.31254823185606;4.902129199629932;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
397;Persleiding;1992;1000;Beton;Onbekend;19032;19032;123.014131;397.769;397.769;HH Amstel, Gooi en Vecht;145186.0;112052.0;Amstelveen;Noord-Holland Zuid;1151;2302;460;921;Noord-Holland;HH Amstel, Gooi en Vecht;BU03620701;GM0362;1183.0;1183TE;BU03620701;GM0362;1183.0;1183TE;BU03620701;GM0362;1183.0;1183TE;False;False;False;52.31285246682907;4.8999853524971595;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
398;Persleiding;1992;1000;Beton;Onbekend;19032;19032;188.698388;397.769;397.769;HH Amstel, Gooi en Vecht;145186.0;112052.0;Amstelveen;Noord-Holland Zuid;1151;2302;460;921;Noord-Holland;HH Amstel, Gooi en Vecht;BU03620701;GM0362;1183.0;1183TM;BU03620701;GM0362;1183.0;1183TM;BU03620701;GM0362;1183.0;1183TM;False;False;False;52.31300715850079;4.8977238985542355;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
399;Persleiding;1992;1000;Beton;Onbekend;19032;19032;113.827488;397.769;397.769;HH Amstel, Gooi en Vecht;145186.0;112052.0;Amstelveen;Noord-Holland Zuid;1151;2302;460;921;Noord-Holland;HH Amstel, Gooi en Vecht;BU03620701;GM0362;1183.0;1183TM;BU03620701;GM0362;1183.0;1183TM;BU03620701;GM0362;1183.0;1183TM;False;False;False;52.31305494769901;4.895507092481038;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
400;Persleiding;1992;1000;Beton;Onbekend;19032;19032;58.931171;397.769;397.769;HH Amstel, Gooi en Vecht;145186.0;112052.0;Amstelveen;Noord-Holland Zuid;1151;2302;460;921;Noord-Holland;HH Amstel, Gooi en Vecht;BU03620701;GM0362;1183.0;1183TM;BU03620701;GM0362;1183.0;1183TM;BU03620701;GM0362;1183.0;1183TM;False;False;False;52.313261700794904;4.894370409541788;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
401;Persleiding;1992;1000;Beton;Onbekend;19032;19032;57.686138;397.769;397.769;HH Amstel, Gooi en Vecht;145186.0;112052.0;Amstelveen;Noord-Holland Zuid;1151;2302;460;921;Noord-Holland;HH Amstel, Gooi en Vecht;BU03620701;GM0362;1183.0;1183TM;BU03620701;GM0362;1183.0;1183TM;BU03620701;GM0362;1183.0;1183TM;False;False;False;52.31363574868302;4.8937715251092575;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
402;Persleiding;1992;1000;Beton;Onbekend;19032;19032;19.065655;397.769;397.769;HH Amstel, Gooi en Vecht;145186.0;112052.0;Amstelveen;Noord-Holland Zuid;1151;2302;460;921;Noord-Holland;HH Amstel, Gooi en Vecht;BU03620701;GM0362;1183.0;1183TN;BU03620701;GM0362;1183.0;1183TN;BU03620701;GM0362;1183.0;1183TN;False;False;False;52.31385982959589;4.891976089267185;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
403;Persleiding;1992;1000;Beton;Onbekend;19032;19032;92.932803;397.769;397.769;HH Amstel, Gooi en Vecht;145186.0;112052.0;Amstelveen;Noord-Holland Zuid;1151;2302;460;921;Noord-Holland;HH Amstel, Gooi en Vecht;BU03620701;GM0362;1183.0;1183TN;BU03620701;GM0362;1183.0;1183TN;BU03620701;GM0362;1183.0;1183TN;False;False;False;52.31383753454588;4.892794356095084;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
404;Persleiding;2001;537;PE  SDR 11  PN16;Onbekend;41040;41040;21.570837;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AS;BU0363BA02;GM0363;1045.0;1045AS;BU0363BA02;GM0363;1045.0;1045AS;False;False;False;52.423210073092726;4.791597752529268;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
405;Persleiding;2001;537;PE  SDR 11  PN16;Onbekend;41040;41040;21.558595;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AS;BU0363BA02;GM0363;1045.0;1045AS;BU0363BA02;GM0363;1045.0;1045AS;False;False;False;52.42301644967479;4.791609912293413;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
406;Persleiding;2001;537;PE  SDR 11  PN16;Onbekend;41040;41040;47.908507;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AS;BU0363BA02;GM0363;1045.0;1045AS;BU0363BA02;GM0363;1045.0;1045AS;False;False;False;52.42270629323928;4.791665243293968;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
407;Persleiding;2001;537;PE  SDR 11  PN16;Onbekend;41040;41040;47.903705;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AS;BU0363BA02;GM0363;1045.0;1045AS;BU0363BA02;GM0363;1045.0;1045AS;False;False;False;52.422283154706285;4.791790746272652;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
408;Persleiding;2001;537;PE  SDR 11  PN16;Onbekend;41040;41040;47.50899;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AS;BU0363BA02;GM0363;1045.0;1045AS;BU0363BA02;GM0363;1045.0;1045AS;False;False;False;52.42187085395649;4.79198041743296;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
409;Persleiding;2001;537;PE  SDR 11  PN16;Onbekend;41040;41040;47.499105;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AS;BU0363BA02;GM0363;1045.0;1045AS;BU0363BA02;GM0363;1045.0;1045AS;False;False;False;52.421473063205134;4.792231780168763;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
410;Persleiding;2001;537;PE  SDR 11  PN16;Onbekend;41040;41040;54.127853;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;False;False;False;52.421063894976406;4.792562233325201;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
411;Persleiding;2001;537;PE  SDR 11  PN16;Onbekend;41040;41040;0.822982;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;False;False;False;52.42084663720939;4.79275419890247;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
412;Persleiding;2001;800;Gietijzer;Onbekend;41040;41040;46.715087;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;False;False;False;52.420659368249545;4.792922312993578;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
413;Persleiding;2001;800;Gietijzer;Onbekend;41040;41040;49.032968;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;False;False;False;52.42028191652077;4.793260119502108;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
414;Persleiding;2001;800;Gietijzer;Onbekend;41040;41040;41.409932;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;False;False;False;52.419925447183374;4.793579410755215;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
415;Persleiding;2001;800;Gietijzer;Onbekend;41040;41040;43.805311;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;False;False;False;52.41958941895992;4.793879753905209;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
416;Persleiding;2001;800;Gietijzer;Onbekend;41040;41040;44.20412;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;False;False;False;52.41924188273832;4.794188478548673;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
417;Persleiding;2001;800;Gietijzer;Onbekend;41040;41040;41.186119;857.736;857.736;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482;4964;993;1986;Noord-Holland;HH Amstel, Gooi en Vecht;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;BU0363BA02;GM0363;1045.0;1045AV;False;False;False;52.418904041520705;4.794486043689166;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
