PK_UID;ID;GRIDCODE;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
6;6;1700;BU00880009;GM0088;BU00880009;GM0088;BU00880009;GM0088;False;False;53.5060904742905;6.3244547837022305;MULTIPOLYGON (((6.322592 53.507064, 6.326359 53.507035, 6.324413 53.504173, 6.322592 53.507064)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
7;7;1650;BU00880009;GM0088;BU00880009;GM0088;BU00880009;GM0088;False;False;53.491328259428364;6.173389299707224;MULTIPOLYGON (((6.175328 53.490146, 6.170751 53.490945, 6.174089 53.492893, 6.175328 53.490146)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
8;8;1650;BU00880009;GM0088;BU00880009;GM0088;BU00880009;GM0088;False;False;53.49127889696886;6.180921593867159;MULTIPOLYGON (((6.18286 53.490097, 6.178283 53.490896, 6.181622 53.492844, 6.18286 53.490097)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
9;9;1650;BU00880009;GM0088;BU00880009;GM0088;BU00880009;GM0088;False;False;53.49111945593857;6.144972280139682;MULTIPOLYGON (((6.14516 53.488094, 6.141394 53.488117, 6.141434 53.490363, 6.144017 53.49333, 6.149046 53.494808, 6.147714 53.491078, 6.14516 53.488094)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
100;100;1650;BU19709997;GM1970;BU19709997;GM1970;BU19709997;GM1970;False;False;53.41046122335838;6.166347414984434;MULTIPOLYGON (((6.162568 53.409362, 6.162609 53.411609, 6.170127 53.41156, 6.170086 53.409314, 6.162568 53.409362)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
101;101;1650;BU19669998;GM1966;BU19669998;GM1966;BU19669998;GM1966;False;False;53.410212044473084;6.203937870486468;MULTIPOLYGON (((6.207675 53.409063, 6.200158 53.409114, 6.2002 53.411361, 6.207718 53.41131, 6.207675 53.409063)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
102;102;1550;BU19661204;GM1966;BU19661204;GM1966;BU19661204;GM1966;False;False;53.408572390963634;6.675135604214075;MULTIPOLYGON (((6.685009 53.404863, 6.664643 53.407156, 6.669824 53.412744, 6.682752 53.410066, 6.685009 53.404863)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
103;103;1550;BU00930215;GM0093;BU00930215;GM0093;BU00930215;GM0093;False;False;53.41071417871331;5.312962644823376;MULTIPOLYGON (((5.316724 53.409593, 5.312965 53.409591, 5.309205 53.409589, 5.309201 53.411835, 5.31672 53.41184, 5.316724 53.409593)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
104;104;1650;BU19660102;GM1966;BU19660102;GM1966;BU19660102;GM1966;False;False;53.40802938507669;6.19449811207152;MULTIPOLYGON (((6.196356 53.406894, 6.192598 53.406919, 6.19264 53.409165, 6.196399 53.40914, 6.196356 53.406894)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
105;105;1600;BU19660102;GM1966;BU19660102;GM1966;BU19660102;GM1966;False;False;53.40873165423044;6.201403487524124;MULTIPOLYGON (((6.196356 53.406894, 6.196399 53.40914, 6.19264 53.409165, 6.192682 53.411411, 6.2002 53.411361, 6.200158 53.409114, 6.207675 53.409063, 6.211434 53.409038, 6.211391 53.406792, 6.196356 53.406894)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
