P50;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
3.100947;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.54012422764057;6.299743822088411;MULTIPOLYGON (((6.292108 53.535689, 6.292298 53.544673, 6.307381 53.544559, 6.307188 53.535575, 6.292108 53.535689)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
3.4397;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.54000920880698;6.31482514543085;MULTIPOLYGON (((6.307188 53.535575, 6.307381 53.544559, 6.322464 53.544443, 6.322268 53.535459, 6.307188 53.535575)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
4.1843;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.539892305256124;6.329906375338252;MULTIPOLYGON (((6.322268 53.535459, 6.322464 53.544443, 6.337547 53.544325, 6.337347 53.535341, 6.322268 53.535459)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
2.47746;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.53179099099721;6.209081520394905;MULTIPOLYGON (((6.201457 53.52735, 6.201628 53.536334, 6.216708 53.536231, 6.216534 53.527247, 6.201457 53.52735)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
2.23584;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.53168730861084;6.224160209359783;MULTIPOLYGON (((6.216534 53.527247, 6.216708 53.536231, 6.231788 53.536127, 6.231611 53.527143, 6.216534 53.527247)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
1.955334;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.5315817418735;6.239238814057003;MULTIPOLYGON (((6.231611 53.527143, 6.231788 53.536127, 6.246868 53.53602, 6.246688 53.527036, 6.231611 53.527143)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
1.75281;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.531474290806955;6.254317332969546;MULTIPOLYGON (((6.246688 53.527036, 6.246868 53.53602, 6.261948 53.535912, 6.261765 53.526928, 6.246688 53.527036)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
1.59327;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.53136495543327;6.269395764580455;MULTIPOLYGON (((6.261765 53.526928, 6.261948 53.535912, 6.277028 53.535801, 6.276842 53.526818, 6.261765 53.526928)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
1.687592;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.531253735774975;6.284474107372835;MULTIPOLYGON (((6.276842 53.526818, 6.277028 53.535801, 6.292108 53.535689, 6.291918 53.526706, 6.276842 53.526818)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
2.510616;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.53114063185494;6.299552359829839;MULTIPOLYGON (((6.291918 53.526706, 6.292108 53.535689, 6.307188 53.535575, 6.306995 53.526592, 6.291918 53.526706)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
