buurtcode;bestelautos_totaal;vrachtautos_totaal;bestelautos_ondergrens;bestelautos_bovengrens;vrachtautos_ondergrens;vrachtautos_bovengrens;bedrijfswagens_gewicht_methode;bedrijfswagens_pc4_gelijk_verdeeld;bedrijfswagens_pc4_dekkingsklasse;bedrijfswagens_rdw_peildatum;bedrijfswagens_cbs_split_periode
BU08650101;82;3;30;82;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08650102;123;4;38;123;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08650103;59;2;25;59;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08650104;62;2;21;62;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08650108;2;0;2;131;0;8;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU08650109;20;1;20;273;1;9;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU08650110;21;1;21;39;1;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU08650200;61;8;21;61;3;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08650209;19;2;19;58;2;7;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU08650300;147;13;60;147;5;13;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08650301;25;2;25;46;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08650307;269;23;269;345;23;30;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU08650308;172;15;61;172;5;15;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU08650309;22;2;22;128;2;11;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08670000;292;12;197;292;7;12;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU08670001;137;7;137;193;7;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08670004;116;1;62;116;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08670005;0;0;0;37;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08670006;157;2;117;157;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08670007;34;0;34;124;0;1;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU08670009;79;1;79;123;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08670012;0;0;0;29;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU08670013;382;13;39;382;0;13;oppervlakte;False;2.0;2026-07-08;2023JJ00
BU08670100;263;12;72;263;3;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08670101;214;10;147;214;7;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08670102;267;12;267;363;12;16;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08670104;130;3;80;130;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08670200;151;6;97;151;4;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08670201;50;2;50;98;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17230101;14;1;3;14;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17230102;28;2;6;28;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17230103;28;2;3;28;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17230104;111;9;3;111;0;9;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17230105;14;1;9;14;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17230106;279;23;5;279;0;23;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07530001;44;4;37;44;3;4;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07530002;47;5;33;47;3;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530003;47;5;35;47;3;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530004;94;9;35;94;3;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530005;87;7;87;98;7;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530006;35;1;18;35;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530007;99;2;26;99;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530008;104;4;58;104;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530009;139;6;66;139;3;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530010;187;18;114;187;11;18;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530011;183;9;79;183;4;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530012;69;3;51;69;2;3;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU07530013;60;1;40;60;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530014;73;2;50;73;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530016;104;4;25;104;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530017;34;1;18;34;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530018;24;0;17;24;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07530019;35;1;35;101;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07550000;144;5;89;144;3;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07550005;360;14;101;360;4;14;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07550006;48;2;48;137;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07550007;24;1;24;227;1;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07550008;48;2;48;306;2;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07550009;484;19;236;484;9;19;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07550100;203;15;18;203;1;15;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07550109;101;7;101;296;7;21;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07570200;53;2;40;53;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07570206;74;3;23;74;1;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07725130;42;0;42;61;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725140;42;0;38;42;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725150;21;0;20;21;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725160;74;0;61;74;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725200;121;9;121;143;9;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725210;362;27;233;362;18;27;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725220;241;8;169;241;6;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725230;104;4;104;169;4;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725240;121;4;121;124;4;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725310;148;1;126;148;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725320;163;1;163;184;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725330;42;2;37;42;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725340;111;4;85;111;3;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725350;9;1;9;41;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725410;87;1;75;87;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725420;42;2;42;45;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725430;51;0;51;112;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725440;37;0;37;58;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725450;39;3;39;42;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07725460;65;4;62;65;4;4;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07941000;78;2;78;118;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941002;52;1;52;76;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941003;157;3;88;157;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941004;55;1;55;58;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941005;157;3;107;157;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941006;385;38;89;385;9;38;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941007;43;1;22;43;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941100;58;2;58;100;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941101;65;5;16;65;1;5;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07941102;58;3;33;58;2;3;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07941200;116;1;63;116;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941201;145;1;136;145;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941202;87;1;87;146;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941404;147;7;36;147;2;7;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07941500;58;1;39;58;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941600;43;1;33;43;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941601;58;1;43;58;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941609;101;2;101;122;2;2;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU07941700;83;2;83;100;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941701;97;3;48;97;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941709;240;10;240;327;10;11;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07941801;49;2;42;49;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941802;82;4;63;82;3;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941809;52;3;52;181;3;11;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU07941900;86;4;86;113;4;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07941909;88;5;88;136;5;8;bedrijfsvestigingen_totaal;False;4.0;2026-07-08;2023JJ00
BU08200000;185;4;138;185;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08200100;44;2;44;85;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08200109;44;2;44;187;2;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08200200;44;2;26;44;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08200209;23;1;23;136;1;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08450002;108;27;108;123;27;28;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU08450108;65;11;65;93;11;13;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU08450200;87;9;87;108;9;11;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08450201;1;0;1;33;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08450207;387;20;232;387;17;20;bedrijfsvestigingen_totaal;False;3.0;2026-07-08;2023JJ00
BU08450300;96;3;39;96;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08450301;19;1;10;19;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08450302;77;2;19;77;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08450308;190;6;45;190;2;6;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU08450309;20;1;20;404;1;16;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08450400;38;1;16;38;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08450408;38;1;38;95;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08450409;19;1;19;96;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08480000;207;49;97;207;23;49;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08480001;165;42;51;165;13;42;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08480002;545;219;386;545;155;219;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08480003;52;12;22;52;5;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08480009;181;49;181;597;49;175;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU08480100;45;2;38;45;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08480101;134;5;27;134;1;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08480109;45;2;45;154;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16520000;287;16;77;287;4;16;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16520008;56;3;56;195;3;11;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16520101;115;6;47;115;3;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16520104;74;2;48;74;1;2;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU16520107;58;3;58;348;3;18;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU16520202;391;17;97;391;4;17;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU16520203;157;4;124;157;3;4;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU16520209;62;3;62;274;3;12;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU16520300;8;1;8;16;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16520308;78;7;67;78;7;7;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16520309;97;10;84;97;9;10;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16520400;99;5;4;99;0;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16520408;73;3;35;73;2;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16520409;6;0;6;122;0;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16520500;146;25;5;146;1;25;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16520509;146;25;146;300;25;51;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16520600;308;22;66;308;5;22;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16520608;152;11;152;385;11;28;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16520609;154;11;144;154;10;11;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16520700;15;2;10;15;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16520708;256;38;149;256;22;38;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16520709;23;3;23;150;3;19;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16520809;190;15;190;216;15;16;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16590000;312;16;104;312;5;16;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16590001;234;12;67;234;3;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16590002;77;4;19;77;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16590003;78;4;34;78;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16590009;234;12;234;726;12;37;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16590100;89;4;66;89;3;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16590101;50;2;1;50;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16590102;25;1;2;25;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16590108;13;1;13;101;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16590109;176;7;176;182;7;7;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16590200;95;20;36;95;8;20;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16590201;214;46;22;214;5;46;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16590209;31;5;31;285;5;59;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16590300;114;7;7;114;0;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16590309;112;7;112;224;7;15;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17210201;16;1;9;16;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17210202;8;0;8;9;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17210203;101;6;7;101;0;6;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17210204;8;0;7;8;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17210205;62;4;3;62;0;4;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17210206;78;4;4;78;0;4;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17210207;8;0;4;8;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17210208;16;1;14;16;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17210209;8;0;8;15;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17210210;8;0;7;8;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17210211;109;6;5;109;0;6;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17210401;17;2;17;595;2;33;bedrijfsvestigingen_hj;False;6.0;2026-07-08;2023JJ00
BU17210501;151;8;151;162;8;9;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17210502;16;1;16;143;1;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17210503;192;11;192;228;11;13;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU17210504;251;17;187;251;12;17;bedrijfsvestigingen_totaal;False;3.0;2026-07-08;2023JJ00
BU17210505;31;2;31;239;2;13;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU17210506;110;5;12;110;1;5;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU17210601;20;1;20;281;1;20;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU17210602;42;3;20;42;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17210603;172;12;172;324;12;23;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480101;245;17;12;245;1;17;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480102;20;1;11;20;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480103;201;14;151;201;10;14;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480104;20;1;20;179;1;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480105;163;11;155;163;11;11;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480106;20;1;20;186;1;13;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480107;20;1;20;178;1;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480108;20;1;20;204;1;14;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480109;20;1;7;20;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480110;20;1;11;20;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480111;20;1;19;20;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480112;367;25;21;367;1;25;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480113;20;1;10;20;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480201;16;1;16;26;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480202;25;1;16;25;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480203;184;5;170;184;5;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480204;349;18;349;490;18;25;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480205;16;1;16;412;1;21;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480206;12;0;12;195;0;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480207;12;0;12;273;0;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480208;83;4;83;175;4;9;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480209;132;7;132;156;7;8;bedrijfsvestigingen_totaal;False;3.0;2026-07-08;2023JJ00
BU19480210;17;1;17;34;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480211;16;1;7;16;0;1;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU19480212;12;0;12;20;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480213;61;2;3;61;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480214;33;2;33;38;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480215;17;1;17;29;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480216;12;0;11;12;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480217;33;2;23;33;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480218;358;18;19;358;1;18;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480219;32;2;20;32;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480220;16;1;10;16;0;1;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU19480221;12;0;10;12;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480222;98;3;5;98;0;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480223;12;0;6;12;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480224;12;0;9;12;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480225;16;1;9;16;0;1;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU19480226;246;7;9;246;0;7;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480227;383;18;11;383;1;18;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU19480228;12;0;6;12;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480229;17;1;17;23;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480301;190;8;4;190;0;8;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480302;58;2;11;58;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480303;29;1;29;378;1;16;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480304;19;1;19;227;1;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480305;464;20;113;464;5;20;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480306;19;1;19;199;1;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480307;266;12;115;266;5;12;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480308;304;13;130;304;6;13;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19480309;41;2;41;371;2;16;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU19480310;19;1;9;19;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480311;57;3;14;57;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480312;38;2;10;38;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480313;19;1;7;19;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480314;19;1;12;19;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480315;58;2;25;58;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480316;19;1;8;19;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480317;29;1;20;29;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480318;29;1;29;47;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480401;25;1;20;25;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480402;25;1;24;25;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480403;309;31;289;309;27;31;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480404;202;20;86;202;8;20;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19480405;109;5;109;150;5;6;bedrijfsvestigingen_totaal;False;5.0;2026-07-08;2023JJ00
