gemeentecode;bestelauto_buurtsom_actueel;vrachtauto_buurtsom_actueel;bestelauto_cbs2023;vrachtauto_cbs2023;bestelauto_afwijking_pct;vrachtauto_afwijking_pct
GM0402;3292;117;3138.0;108.0;4.907584448693435;8.333333333333334
GM0405;5079;202;4702.0;189.0;8.017864738409187;6.878306878306878
GM0406;1493;34;1526.0;37.0;-2.162516382699869;-8.108108108108109
GM0415;514;10;528.0;10.0;-2.6515151515151514;0.0
GM0417;0;0;358.0;12.0;-100.0;-100.0
GM0420;3931;789;3887.0;698.0;1.1319783895034732;13.037249283667622
GM0431;565;82;518.0;75.0;9.073359073359073;9.333333333333334
GM0432;1534;328;1054.0;68.0;45.54079696394687;382.3529411764706
GM0437;21435;384;2685.0;97.0;698.3240223463687;295.87628865979383
GM0439;4003;218;4719.0;202.0;-15.17270608179699;7.920792079207921
GM0441;4164;227;3763.0;191.0;10.656391177252193;18.848167539267017
GM0448;2077;125;1630.0;78.0;27.42331288343558;60.256410256410255
GM0450;328;14;799.0;36.0;-58.94868585732165;-61.111111111111114
GM0451;1641;110;1422.0;112.0;15.40084388185654;-1.7857142857142858
GM0453;2976;100;3323.0;139.0;-10.442371351188685;-28.057553956834532
GM0473;637;10;654.0;11.0;-2.599388379204893;-9.090909090909092
GM0479;7460;277;6925.0;248.0;7.725631768953068;11.693548387096774
GM0482;1196;74;1220.0;79.0;-1.9672131147540983;-6.329113924050633
GM0484;6754;647;6268.0;559.0;7.753669432035737;15.742397137745975
GM0489;4676;484;2276.0;311.0;105.4481546572935;55.62700964630225
GM0498;2654;445;1515.0;83.0;75.18151815181518;436.144578313253
GM0502;2030;82;2727.0;89.0;-25.55922258892556;-7.865168539325842
GM0503;3047;152;2583.0;108.0;17.963608207510646;40.74074074074074
GM0505;7555;282;6889.0;285.0;9.667586006677311;-1.0526315789473684
GM0512;1720;89;1931.0;90.0;-10.926980838943553;-1.1111111111111112
GM0513;2289;90;2285.0;94.0;0.175054704595186;-4.25531914893617
GM0518;21324;610;20605.0;467.0;3.489444309633584;30.620985010706637
GM0523;2241;145;1390.0;103.0;61.223021582733814;40.77669902912621
GM0531;580;8;1098.0;23.0;-47.17668488160292;-65.21739130434783
GM0532;1059;59;974.0;58.0;8.726899383983573;1.7241379310344827
GM0534;1229;116;1193.0;114.0;3.0176026823134956;1.7543859649122806
GM0537;3265;555;2977.0;483.0;9.674168626133692;14.906832298136646
GM0542;1064;91;1050.0;119.0;1.3333333333333333;-23.529411764705884
GM0546;3043;99;3157.0;114.0;-3.6110231232182453;-13.157894736842104
GM0547;750;23;818.0;26.0;-8.312958435207824;-11.538461538461538
GM0553;1221;70;1163.0;65.0;4.987102321582115;7.6923076923076925
GM0556;971;30;1077.0;32.0;-9.842154131847725;-6.25
GM0569;2569;299;2394.0;266.0;7.309941520467836;12.406015037593985
GM0575;2535;237;2419.0;231.0;4.795369987598181;2.5974025974025974
GM0579;663;127;490.0;77.0;35.30612244897959;64.93506493506493
GM0589;1121;179;1002.0;159.0;11.87624750499002;12.578616352201259
GM0590;2435;508;1137.0;165.0;114.16007036059807;207.87878787878788
GM0597;2089;88;2461.0;123.0;-15.115806582689963;-28.45528455284553
GM0599;19723;1082;23608.0;1169.0;-16.456286004744154;-7.442258340461933
GM0603;2110;41;2138.0;40.0;-1.3096351730589335;2.5
GM0606;3657;233;3208.0;145.0;13.996259351620948;60.689655172413794
GM0610;1699;114;1567.0;93.0;8.423739629865986;22.580645161290324
GM0613;918;59;938.0;51.0;-2.1321961620469083;15.686274509803921
GM0622;2861;114;2848.0;110.0;0.45646067415730335;3.6363636363636362
GM0626;646;32;724.0;37.0;-10.773480662983426;-13.513513513513514
GM0627;2083;133;1736.0;105.0;19.98847926267281;26.666666666666668
GM0629;807;54;856.0;66.0;-5.724299065420561;-18.181818181818183
GM0632;3541;326;3216.0;317.0;10.105721393034825;2.8391167192429023
GM0637;3811;192;3721.0;184.0;2.4187046492878257;4.3478260869565215
GM0638;749;74;673.0;64.0;11.292719167904904;15.625
GM0642;2580;118;2005.0;97.0;28.678304239401495;21.649484536082475
GM0654;2648;156;2324.0;130.0;13.941480206540447;20.0
GM0664;2967;156;2563.0;125.0;15.762777994537652;24.8
GM0668;1784;104;1744.0;105.0;2.293577981651376;-0.9523809523809523
GM0677;1659;94;1495.0;87.0;10.96989966555184;8.045977011494253
GM0678;1025;45;931.0;41.0;10.096670247046188;9.75609756097561
GM0687;2456;148;2102.0;154.0;16.841103710751664;-3.896103896103896
GM0703;2410;116;2152.0;100.0;11.988847583643123;16.0
GM0715;3628;242;3080.0;225.0;17.792207792207794;7.555555555555555
GM0716;2543;91;2348.0;82.0;8.304940374787053;10.975609756097562
GM0717;1867;64;1865.0;70.0;0.10723860589812333;-8.571428571428571
GM0718;1961;85;1640.0;71.0;19.573170731707318;19.718309859154928
GM0736;2814;325;3078.0;297.0;-8.576998050682262;9.427609427609427
GM0737;2862;185;2334.0;156.0;22.62210796915167;18.58974358974359
GM0743;2221;137;1495.0;92.0;48.561872909699;48.91304347826087
GM0744;0;0;675.0;33.0;-100.0;-100.0
GM0748;3622;322;2744.0;237.0;31.997084548104958;35.86497890295359
GM0753;1582;98;1475.0;92.0;7.254237288135593;6.521739130434782
GM0755;1410;65;1173.0;53.0;20.20460358056266;22.641509433962263
GM0757;2096;154;2083.0;139.0;0.6240998559769563;10.79136690647482
GM0758;17427;510;15774.0;417.0;10.479269684290605;22.302158273381295
GM0762;3317;262;2845.0;218.0;16.590509666080845;20.18348623853211
GM0765;900;58;669.0;43.0;34.52914798206278;34.883720930232556
GM0766;1027;56;1360.0;116.0;-24.485294117647058;-51.724137931034484
GM0770;1842;117;1664.0;100.0;10.697115384615385;17.0
GM0772;8878;2015;8861.0;1453.0;0.19185193544746643;38.67859600825877
GM0777;2278;275;2099.0;212.0;8.527870414483088;29.71698113207547
GM0779;1355;76;1239.0;70.0;9.362389023405973;8.571428571428571
GM0784;1694;120;1499.0;105.0;13.008672448298865;14.285714285714286
GM0785;1190;82;1125.0;86.0;5.777777777777778;-4.651162790697675
GM0794;4517;214;4303.0;206.0;4.973274459679294;3.883495145631068
GM0796;9378;806;8673.0;687.0;8.128675198893117;17.321688500727802
GM0797;3003;188;2889.0;169.0;3.9460020768431985;11.242603550295858
GM0798;1643;123;1423.0;106.0;15.460295151089248;16.037735849056602
GM0809;1418;65;1363.0;64.0;4.035216434336023;1.5625
GM0820;813;25;1151.0;45.0;-29.36576889661164;-44.44444444444444
GM0823;1705;123;1576.0;113.0;8.185279187817258;8.849557522123893
GM0824;2046;83;2000.0;96.0;2.3;-13.541666666666666
GM0826;3889;325;3443.0;270.0;12.953819343595702;20.37037037037037
GM0828;8322;574;6430.0;439.0;29.42457231726283;30.751708428246015
GM0840;2171;165;2083.0;154.0;4.224675948151704;7.142857142857143
GM0845;2072;163;2066.0;158.0;0.2904162633107454;3.1645569620253164
GM0847;2793;244;2069.0;195.0;34.99275012083132;25.128205128205128
GM0848;1373;380;1060.0;338.0;29.528301886792452;12.42603550295858
GM0851;1662;95;1657.0;95.0;0.30175015087507545;0.0
GM0852;810;44;821.0;44.0;-1.3398294762484775;0.0
GM0855;15581;969;13544.0;801.0;15.03987005316007;20.973782771535582
GM0858;1902;106;1675.0;91.0;13.552238805970148;16.483516483516482
GM0861;2271;164;2243.0;150.0;1.2483281319661168;9.333333333333334
GM0865;1281;96;1345.0;91.0;-4.758364312267658;5.4945054945054945
GM0866;435;14;542.0;18.0;-19.74169741697417;-22.22222222222222
GM0867;3813;268;3099.0;221.0;23.039690222652467;21.266968325791854
GM0873;684;30;1240.0;51.0;-44.83870967741935;-41.1764705882353
GM0879;2167;160;1911.0;137.0;13.396127681841968;16.78832116788321
GM0880;1001;30;941.0;28.0;6.376195536663125;7.142857142857143
GM0882;1535;104;1412.0;90.0;8.711048158640226;15.555555555555555
GM0888;904;92;762.0;57.0;18.635170603674542;61.40350877192982
GM0889;643;43;557.0;36.0;15.439856373429084;19.444444444444443
GM0893;1179;59;918.0;48.0;28.431372549019606;22.916666666666668
GM0899;1211;54;1001.0;47.0;20.97902097902098;14.893617021276595
GM0907;1138;133;941.0;104.0;20.935175345377257;27.884615384615383
GM0917;3402;223;3143.0;235.0;8.240534521158128;-5.1063829787234045
GM0928;1848;109;1646.0;90.0;12.272174969623329;21.11111111111111
GM0935;3661;275;3326.0;208.0;10.072158749248347;32.21153846153846
GM0938;516;54;1265.0;149.0;-59.209486166007906;-63.758389261744966
GM0944;437;19;460.0;17.0;-5.0;11.764705882352942
GM0946;1634;113;1516.0;102.0;7.783641160949868;10.784313725490197
GM0957;3095;159;2889.0;151.0;7.130494980962271;5.298013245033113
GM0965;415;28;405.0;23.0;2.4691358024691357;21.73913043478261
GM0971;1544;154;1218.0;110.0;26.76518883415435;40.0
GM0981;273;17;266.0;18.0;2.6315789473684212;-5.555555555555555
GM0983;4685;512;3825.0;383.0;22.483660130718953;33.68146214099217
GM0984;3132;201;2751.0;170.0;13.849509269356597;18.235294117647058
GM0986;665;29;616.0;27.0;7.954545454545454;7.407407407407407
GM0988;2476;196;2459.0;197.0;0.6913379422529483;-0.5076142131979695
GM0994;1578;64;784.0;40.0;101.27551020408163;60.0
GM0995;3694;102;3318.0;82.0;11.33212778782399;24.390243902439025
GM0998;752;36;n.a.;n.a.;n.a.;n.a.
GM1507;3405;289;2916.0;256.0;16.76954732510288;12.890625
GM1509;2664;243;2514.0;245.0;5.966587112171838;-0.8163265306122449
GM1525;2231;179;1966.0;152.0;13.47914547304171;17.763157894736842
GM1581;2355;106;2211.0;106.0;6.512890094979647;0.0
GM1586;2747;424;2412.0;336.0;13.88888888888889;26.19047619047619
GM1598;2217;164;2211.0;159.0;0.27137042062415195;3.1446540880503147
GM1621;4412;362;3591.0;322.0;22.862712336396548;12.422360248447205
GM1640;2870;238;2570.0;214.0;11.673151750972762;11.214953271028037
GM1641;1365;95;1429.0;101.0;-4.478656403079076;-5.9405940594059405
GM1652;2964;235;2663.0;207.0;11.30304168231318;13.526570048309178
GM1655;2696;160;1939.0;115.0;39.04074265085095;39.130434782608695
GM1658;1207;55;1147.0;55.0;5.231037489102005;0.0
GM1659;1848;148;1708.0;141.0;8.19672131147541;4.964539007092198
GM1667;1477;70;1258.0;58.0;17.40858505564388;20.689655172413794
GM1669;1319;61;1121.0;51.0;17.662801070472792;19.607843137254903
GM1674;4593;258;4068.0;264.0;12.905604719764012;-2.272727272727273
GM1676;2993;109;2899.0;115.0;3.2424974129010002;-5.217391304347826
GM1680;2131;126;1835.0;94.0;16.130790190735695;34.04255319148936
GM1681;2654;137;2197.0;118.0;20.801092398725533;16.10169491525424
GM1690;2367;129;2216.0;119.0;6.8140794223826715;8.403361344537815
GM1695;834;16;702.0;13.0;18.803418803418804;23.076923076923077
GM1696;1797;148;1767.0;148.0;1.697792869269949;0.0
GM1699;1733;60;1850.0;75.0;-6.324324324324325;-20.0
GM1700;3164;208;2766.0;199.0;14.389009399855388;4.522613065326633
GM1701;1726;69;1723.0;67.0;0.17411491584445735;2.985074626865672
GM1705;2488;263;2217.0;202.0;12.223725755525486;30.198019801980198
GM1706;1844;104;1661.0;85.0;11.017459361830223;22.352941176470587
GM1708;3266;132;3331.0;136.0;-1.9513659561693186;-2.9411764705882355
GM1709;4149;381;2905.0;272.0;42.822719449225474;40.0735294117647
GM1711;2195;145;1994.0;127.0;10.080240722166499;14.173228346456693
GM1714;2113;135;1845.0;108.0;14.525745257452575;25.0
GM1719;1793;79;2016.0;83.0;-11.061507936507937;-4.819277108433735
GM1721;2034;130;2947.0;166.0;-30.980658296572784;-21.686746987951807
GM1723;1073;65;957.0;55.0;12.121212121212121;18.181818181818183
GM1724;1942;75;1819.0;77.0;6.761957119296317;-2.5974025974025974
GM1728;2241;135;1861.0;135.0;20.419129500268674;0.0
GM1729;743;46;733.0;42.0;1.364256480218281;9.523809523809524
GM1730;1551;73;2122.0;72.0;-26.908576814326107;1.3888888888888888
GM1731;3085;130;2945.0;121.0;4.753820033955857;7.43801652892562
GM1734;4129;321;3030.0;278.0;36.27062706270627;15.467625899280575
GM1735;2811;110;2533.0;102.0;10.9751283063561;7.8431372549019605
GM1740;3113;248;2466.0;197.0;26.236820762368207;25.888324873096447
GM1742;3680;496;2877.0;339.0;27.911018421967327;46.31268436578171
GM1771;1758;59;2451.0;98.0;-28.274173806609546;-39.795918367346935
GM1773;1250;38;1079.0;34.0;15.848007414272475;11.764705882352942
GM1774;2997;220;2723.0;192.0;10.062431142122659;14.583333333333334
GM1783;11411;1318;9542.0;1014.0;19.587088660658143;29.98027613412229
GM1842;1256;136;1341.0;133.0;-6.33855331841909;2.255639097744361
GM1859;3430;204;2970.0;187.0;15.488215488215488;9.090909090909092
GM1876;3664;141;3397.0;139.0;7.859876361495437;1.4388489208633093
GM1883;4683;332;5068.0;304.0;-7.596685082872928;9.210526315789474
GM1884;1965;210;1853.0;181.0;6.044252563410685;16.022099447513813
GM1891;1630;60;1533.0;55.0;6.327462491846053;9.090909090909092
GM1892;3533;184;2945.0;161.0;19.9660441426146;14.285714285714286
GM1894;3324;240;2989.0;208.0;11.207761793241886;15.384615384615385
GM1895;2353;142;2167.0;127.0;8.583294877711122;11.811023622047244
GM1896;2921;272;2567.0;173.0;13.790416828983249;57.225433526011564
GM1900;7248;390;7052.0;359.0;2.779353374929098;8.635097493036211
GM1901;2875;243;2573.0;222.0;11.737271667314419;9.45945945945946
GM1903;1490;152;1362.0;128.0;9.397944199706314;18.75
GM1904;3386;151;2949.0;137.0;14.818582570362835;10.218978102189782
GM1911;4939;289;4480.0;253.0;10.245535714285714;14.229249011857707
GM1916;1705;74;3084.0;81.0;-44.71465629053178;-8.641975308641975
GM1924;4422;234;3650.0;185.0;21.15068493150685;26.486486486486488
GM1926;2703;210;2610.0;182.0;3.5632183908045976;15.384615384615385
GM1930;3519;96;3124.0;106.0;12.64404609475032;-9.433962264150944
GM1931;3757;283;4175.0;273.0;-10.011976047904191;3.663003663003663
GM1940;4699;231;4375.0;207.0;7.405714285714286;11.594202898550725
GM1942;1958;49;1771.0;47.0;10.559006211180124;4.25531914893617
GM1945;1861;75;1734.0;68.0;7.324106113033449;10.294117647058824
GM1948;8566;716;7356.0;565.0;16.44915715062534;26.72566371681416
GM1949;3999;226;3739.0;205.0;6.953730944102701;10.24390243902439
GM1950;2371;85;2047.0;74.0;15.828041035661943;14.864864864864865
GM1952;3934;267;3552.0;236.0;10.754504504504505;13.135593220338983
GM1954;1687;127;2054.0;139.0;-17.86757546251217;-8.633093525179856
GM1955;2823;125;2263.0;233.0;24.74591250552364;-46.351931330472105
GM1959;5635;519;4899.0;418.0;15.023474178403756;24.16267942583732
GM1960;5992;656;5134.0;545.0;16.71211530970004;20.36697247706422
GM1961;5700;429;5003.0;529.0;13.931641015390765;-18.90359168241966
GM1963;6217;373;5550.0;309.0;12.018018018018019;20.71197411003236
GM1966;3536;120;3322.0;113.0;6.441902468392534;6.1946902654867255
GM1969;5699;467;5104.0;391.0;11.657523510971787;19.437340153452684
GM1970;3987;245;3741.0;228.0;6.5757818765036085;7.456140350877193
GM1978;5339;408;4040.0;354.0;32.15346534653465;15.254237288135593
GM1979;2531;84;2476.0;79.0;2.221324717285945;6.329113924050633
GM1980;5116;284;4561.0;265.0;12.168384126288094;7.169811320754717
GM1982;6705;730;5831.0;583.0;14.988852683930714;25.214408233276156
GM1991;6354;577;5460.0;490.0;16.373626373626372;17.755102040816325
GM1992;3868;124;3245.0;124.0;19.198767334360554;0.0
