PK_UID;ID;GRIDCODE;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
103;103;420;BU00930112;GM0093;BU00930112;GM0093;BU00930112;GM0093;False;False;53.406202643874266;5.286657529635617;MULTIPOLYGON (((5.290419 53.405083, 5.282901 53.405076, 5.282896 53.407323, 5.286655 53.407326, 5.290414 53.407329, 5.290419 53.405083)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
104;104;440;BU00930112;GM0093;BU00930112;GM0093;BU00930112;GM0093;False;False;53.40762025625543;5.297644024540769;MULTIPOLYGON (((5.290419 53.405083, 5.290414 53.407329, 5.294173 53.407332, 5.294168 53.409578, 5.301687 53.409584, 5.306573 53.407573, 5.290419 53.405083)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
105;105;440;BU00930215;GM0093;BU00930215;GM0093;BU00930215;GM0093;False;False;53.406268890746524;5.314772633657285;MULTIPOLYGON (((5.316731 53.405101, 5.312147 53.405867, 5.31544 53.407839, 5.316731 53.405101)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
106;106;440;BU00930418;GM0093;BU00930418;GM0093;BU00930418;GM0093;False;False;53.406364615903435;5.335720822042107;MULTIPOLYGON (((5.339285 53.405112, 5.330639 53.406019, 5.337239 53.407963, 5.339285 53.405112)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
107;107;440;BU00930523;GM0093;BU00930523;GM0093;BU00930523;GM0093;False;False;53.40855091683427;5.371561080386345;MULTIPOLYGON (((5.358079 53.405118, 5.359273 53.406651, 5.372627 53.408161, 5.368227 53.412745, 5.373112 53.414106, 5.375638 53.411122, 5.380632 53.409614, 5.377538 53.405959, 5.358079 53.405118)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
108;108;480;BU00939998;GM0093;BU00939998;GM0093;BU00939998;GM0093;False;False;53.40391703154733;5.247195612097782;MULTIPOLYGON (((5.24532 53.402792, 5.245313 53.405038, 5.249071 53.405042, 5.249079 53.402796, 5.24532 53.402792)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
109;109;440;BU00930112;GM0093;BU00930112;GM0093;BU00930112;GM0093;False;False;53.40394647693566;5.275386433884431;MULTIPOLYGON (((5.267872 53.402816, 5.267866 53.405062, 5.282901 53.405076, 5.282907 53.40283, 5.267872 53.402816)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
110;110;440;BU00930418;GM0093;BU00930418;GM0093;BU00930418;GM0093;False;False;53.40402692999639;5.322293988432739;MULTIPOLYGON (((5.324252 53.402859, 5.319668 53.403625, 5.322961 53.405597, 5.324252 53.402859)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
111;111;440;BU00930418;GM0093;BU00930418;GM0093;BU00930418;GM0093;False;False;53.40394819398028;5.356123178114369;MULTIPOLYGON (((5.358079 53.405118, 5.356794 53.402379, 5.353497 53.404348, 5.358079 53.405118)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
112;112;460;BU19660401;GM1966;BU19660401;GM1966;BU19660401;GM1966;False;False;53.39945184967685;6.438569932328916;MULTIPOLYGON (((6.440497 53.398266, 6.435935 53.399075, 6.439278 53.401015, 6.440497 53.398266)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
