codering;jaar;wtp_actiedoelen;wtp_energiedragers;wtp_energiebronnen_z_omz;wtp_wng_check;wtp_wng_type_wnet;wtp_util_check
BU01069913;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01069914;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01069915;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01069916;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01069917;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01095059;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01095061;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01095064;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01095067;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16800109;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16800409;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16801900;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16801901;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16801902;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16801903;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16801908;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16801909;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16802000;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16802001;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16802008;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16802009;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16802100;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16802101;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16802109;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16990450;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010000;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010003;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010009;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010300;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010301;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010302;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010303;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010309;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010400;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010401;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010409;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010500;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010509;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010600;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010601;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010609;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010700;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010709;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17010900;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310000;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310001;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310002;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310003;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310009;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310100;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310101;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310109;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310200;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310201;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310209;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310300;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310400;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310409;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310500;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310600;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310601;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310602;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310609;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310700;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310701;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310702;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310709;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310800;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310801;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310802;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310809;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310900;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310901;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17310909;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17311000;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17311001;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17311009;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17311100;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17311109;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17311400;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17311409;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17311500;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17311509;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17311600;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17311601;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17311602;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17311609;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590002;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590007;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590102;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590103;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590108;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590109;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590200;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590201;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590202;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590203;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590206;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590207;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590208;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00590209;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00740205;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00740902;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00740903;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00801104;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00801105;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00801106;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00802005;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00802007;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00802009;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00805001;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00805002;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00805003;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00805101;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00805102;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00805103;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00805104;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00805105;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00806002;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00806102;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00806202;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00806203;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00806204;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00807001;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00807002;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00807004;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00807201;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00807202;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00807203;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00807302;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00808002;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00808004;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00808005;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00808006;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00808007;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00808008;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00808203;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00808206;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00850201;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00850202;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00851302;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860101;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860102;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860103;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860201;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860202;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860203;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860204;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860205;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860206;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860207;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860208;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860209;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860401;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860402;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860502;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860503;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860504;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860505;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860506;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860601;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860602;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00860901;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861101;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861102;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861301;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861302;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861401;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861402;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861501;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861502;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861601;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861602;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861603;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861604;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861605;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861606;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861607;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861701;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861702;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00861703;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900101;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900201;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900202;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900203;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900204;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900205;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900206;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900301;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900302;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900303;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900304;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900401;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900402;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900403;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900404;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900405;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900406;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900501;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900502;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900601;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900602;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900603;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900701;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900702;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900703;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900704;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900705;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900706;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900801;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900802;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900803;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900901;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900902;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900903;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00900904;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00901001;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00901002;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00901003;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00901004;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00901101;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00901201;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00901202;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00901301;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00901302;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00901303;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902104;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902105;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902109;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902110;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902114;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902201;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902202;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902203;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902206;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902212;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902213;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902215;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902216;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902307;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902308;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00902311;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370000;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370009;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370400;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370401;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370408;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370409;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370500;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370501;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370508;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370509;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370600;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370609;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370700;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370701;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370708;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370709;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370809;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370900;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07370909;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19690000;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19690001;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19690006;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19690008;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19690009;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19690109;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19690200;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19690201;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19690202;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19690209;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19691100;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19691106;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19691107;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19691108;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19691109;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19691200;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19691202;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19691209;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140001;2025;CO2-neutraal;DW;Restwarmte;Ja;klein;Nee
BU00140008;2025;CO2-neutraal;DW;Restwarmte;Ja;klein;Nee
BU00140100;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140101;2025;CO2-neutraal;DW;Restwarmte;Ja;klein;Nee
BU00140102;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140103;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140104;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140105;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140106;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140107;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140108;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140109;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140110;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140500;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140501;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140506;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140507;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140508;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140509;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140510;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140511;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140512;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140513;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140600;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140601;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140602;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140603;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140604;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140605;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140606;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140700;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140701;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140702;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140703;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140704;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140705;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140800;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140801;2025;Aardgasvrij;DE,DW;Omgeving,Restwarmte;Ja;klein;Nee
BU00140802;2025;Aardgasvrij;DE,DW;Omgeving,Restwarmte;Ja;klein;Nee
BU00140803;2025;Aardgasvrij;DE,DW;Omgeving,Restwarmte;Ja;klein;Nee
BU00140804;2025;Aardgasvrij;DE,DW;Omgeving,Restwarmte;Ja;klein;Nee
BU00140809;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140810;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140811;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140812;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140902;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140908;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00140909;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141301;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141305;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141401;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141700;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141701;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141702;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141703;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141704;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141705;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141706;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141707;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141708;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141709;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141710;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141800;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141801;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141802;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141803;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141900;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141901;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141902;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141903;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141904;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141905;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141906;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141907;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141908;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00141909;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU00850501;2025;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
