OBJECTID;Potentieel;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
1223;0.0;BU05230309;GM0523;3372.0;3372LA;BU05230309;GM0523;3372.0;3372LA;BU05230309;GM0523;3372.0;3372LA;False;False;False;51.821420384091574;4.858542314537431;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1224;0.0;BU06680601;GM0668;6621.0;6621KE;BU06680601;GM0668;6621.0;6621KE;BU06680601;GM0668;6621.0;6621KE;False;False;False;51.82170378720741;5.430012629040509;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1225;0.0;BU19630007;GM1963;3261.0;3261KV;BU19630007;GM1963;3261.0;3261KV;BU19630007;GM1963;3261.0;3261KV;False;False;False;51.816986551430766;4.4394478109036255;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1226;2.0;BU05050200;GM0505;3311.0;3311TR;BU05050200;GM0505;3311.0;3311TR;BU05050200;GM0505;3311.0;3311TR;False;False;False;51.81685110745682;4.674406114607716;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1227;0.0;BU19303302;GM1930;3212.0;3212LT;BU19303302;GM1930;3212.0;3212LT;BU19303302;GM1930;3212.0;3212LT;False;False;False;51.810441006125274;4.30616995273632;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1228;0.0;BU19240205;GM1924;3251.0;3251LC;BU19240205;GM1924;3251.0;3251LC;BU19240205;GM1924;3251.0;3251LC;False;False;False;51.80488374175117;4.030796897651491;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1229;0.0;BU05050500;GM0505;3312.0;3312WB;BU05050500;GM0505;3312.0;3312WB;BU05050500;GM0505;3312.0;3312WB;False;False;False;51.8097909352447;4.696269169584667;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1230;0.0;BU19240705;GM1924;3247.0;3247LP;BU19240705;GM1924;3247.0;3247LP;BU19240705;GM1924;3247.0;3247LP;False;False;False;51.80375855039454;4.0902816701898885;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1231;0.0;BU02960702;GM0296;6606.0;6606KE;BU02960702;GM0296;6606.0;6606KE;BU02960702;GM0296;6606.0;6606KE;False;False;False;51.81060677283011;5.660564492532479;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1232;0.0;BU05050301;GM0505;3314.0;3314CA;BU05050301;GM0505;3314.0;3314CA;BU05050301;GM0505;3314.0;3314CA;False;False;False;51.80592256089765;4.651379273696581;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
