waterschap;res_gebied;naamgeving;min_uur;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RWZI Huizen;154.8;21870.76;Specifieke berekening minimaal potentieel;BU04060512;GM0406;1271;1271AA;BU04060512;GM0406;1271;1271AA;BU04060512;GM0406;1271;1271AA;False;False;False;52.31022944923948;5.24089105186174;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RWZI Hilversum (HH Amstel, Gooi en Vecht);153.08;21627.75;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU04020902;GM0402;1223;1223MP;BU04020902;GM0402;1223;1223MP;BU04020902;GM0402;1223;1223MP;False;False;False;52.22502573196016;5.208387173093924;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RWZI Blaricum;165.55;23389.56;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU03760102;GM0376;1261;1261JL;BU03760102;GM0376;1261;1261JL;BU03760102;GM0376;1261;1261JL;False;False;False;52.264529644139955;5.2507385304888725;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Amstel, Gooi en Vecht;U10/U16;RWZI Loenen aan de Vecht;26.66;3766.63;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19040301;GM1904;3632;3632AM;BU19040301;GM1904;3632;3632AM;BU19040301;GM1904;3632;3632AM;False;False;False;52.22464750491519;5.008551971531914;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Amstel, Gooi en Vecht;U10/U16;Voormalig RWZI Maarssen;47.3;2673.09;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19040113;GM1904;3601;3601GN;BU19040113;GM1904;3601;3601GN;BU19040113;GM1904;3601;3601GN;False;False;False;52.15184873733029;5.038339516129573;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Amstel, Gooi en Vecht;U10/U16;RWZI De Ronde Venen;141.47;19987.44;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU07360107;GM0736;3641;3641SM;BU07360107;GM0736;3641;3641SM;BU07360107;GM0736;3641;3641SM;False;False;False;52.212161077429386;4.885240227974213;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Zuiderzeeland;Flevoland;RWZI Noordoostpolder;301.609166667;42612.54;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU01710839;GM0171;8309;8309PP;BU01710839;GM0171;8309;8309PP;BU01710839;GM0171;8309;8309PP;False;False;False;52.686850511576615;5.68742483790792;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Zuiderzeeland;Flevoland;RWZI Almere;631.67;89244.86;Specifieke berekening minimaal potentieel;BU00345702;GM0034;1332;1332AG;BU00345702;GM0034;1332;1332AG;BU00345702;GM0034;1332;1332AG;False;False;False;52.399554663740275;5.246150506515908;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Zuiderzeeland;Flevoland;RWZI Dronten;128.211666667;18114.25;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU03030210;GM0303;8251;8251KM;BU03030210;GM0303;8251;8251KM;BU03030210;GM0303;8251;8251KM;False;False;False;52.53668573207485;5.7173536738985336;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Zuiderzeeland;Flevoland;RWZI Zeewolde;41.71;5892.95;Specifieke berekening minimaal potentieel;BU00500009;GM0050;3899;3899AW;BU00500009;GM0050;3899;3899AW;BU00500009;GM0050;3899;3899AW;False;False;False;52.360031867294786;5.50758043955698;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Zuiderzeeland;Flevoland;RWZI Lelystad;260.15;36755.03;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU09950882;GM0995;8243;8243PE;BU09950882;GM0995;8243;8243PE;BU09950882;GM0995;8243;8243PE;False;False;False;52.50553176617851;5.431109437298362;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Hunze en Aa's;Drenthe;Tweede Exloërmond;20.7833333333;2936.35;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU16818009;GM1681;9571;9571BM;BU16818009;GM1681;9571;9571BM;BU16818009;GM1681;9571;9571BM;False;False;False;52.91713404463621;6.949541244471848;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Drenthe;Eelde;409.933333333;57917.02;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU17300701;GM1730;9761;9761TD;BU17300701;GM1730;9761;9761TD;BU17300701;GM1730;9761;9761TD;False;False;False;53.12823797011649;6.604669239412351;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Hunze en Aa's;Drenthe;Assen;290.25;41007.68;Specifieke berekening minimaal potentieel;BU01060716;GM0106;9403;9403AK;BU01060716;GM0106;9403;9403AK;BU01060716;GM0106;9403;9403AK;False;False;False;53.001866843270086;6.5759698516732925;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Hunze en Aa's;Drenthe;Gieten;92.6291666668;13087.01;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU16801709;GM1680;9461;9461AL;BU16801709;GM1680;9461;9461AL;BU16801709;GM1680;9461;9461AL;False;False;False;53.01520193466918;6.77390587671066;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Hunze en Aa's;Groningen;Scheve Klap;26.9645833333;3809.66;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19790945;GM1979;9946;9946TB;BU19790945;GM1979;9946;9946TB;BU19790945;GM1979;9946;9946TB;False;False;False;53.262467019683484;6.974657009717785;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Hunze en Aa's;Groningen;Veendam;210.789583333;29781.19;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU00470109;GM0047;9644;9644XW;BU00470109;GM0047;9644;9644XW;BU00470109;GM0047;9644;9644XW;False;False;False;53.10422027135363;6.9001203183377395;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Hunze en Aa's;Groningen;Hoogezand;101.444166667;14332.43;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19520409;GM1952;9611;9611CE;BU19520409;GM1952;9611;9611CE;BU19520409;GM1952;9611;9611CE;False;False;False;53.17064881215132;6.772718461861529;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Hunze en Aa's;Groningen;RWZI Foxhol;95.9975;13562.91;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19520702;GM1952;9607;9607PW;BU19520702;GM1952;9607;9607PW;BU19520702;GM1952;9607;9607PW;False;False;False;53.16710734401122;6.710442212709429;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;RWZI Uithuizermeeden;40.85;5771.45;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19661301;GM1966;9982;9982XP;BU19661301;GM1966;9982;9982XP;BU19661301;GM1966;9982;9982XP;False;False;False;53.408407681008384;6.738537825660171;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;RWZI Feerwerd;17.2;0.0;Minimale waarde < 20 m3/uur;BU19691309;GM1969;9892;9892TC;BU19691309;GM1969;9892;9892TC;BU19691309;GM1969;9892;9892TC;False;False;False;53.30322277906659;6.477738329595814;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;RWZI Winsum;73.96;10449.36;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19660606;GM1966;9951;9951TG;BU19660606;GM1966;9951;9951TG;BU19660606;GM1966;9951;9951TG;False;False;False;53.333603727892175;6.503261906851691;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;RWZI Zuidhorn;62.35;8809.05;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19691409;GM1969;9801;9801TA;BU19691409;GM1969;9801;9801TA;BU19691409;GM1969;9801;9801TA;False;False;False;53.25102366882872;6.383525315993649;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;RWZI Leek;177.59;25090.62;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19690403;GM1969;9351;9351NS;BU19690403;GM1969;9351;9351NS;BU19690403;GM1969;9351;9351NS;False;False;False;53.15190009565505;6.36898658018401;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;RWZI Onderdendam;73.96;10449.36;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19660802;GM1966;9959;9959PH;BU19660802;GM1966;9959;9959PH;BU19660802;GM1966;9959;9959PH;False;False;False;53.3264986978182;6.593209905914542;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;RWZI Gaarkeuken;58.05;8201.53;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19690309;GM1969;9821;9821TJ;BU19690309;GM1969;9821;9821TJ;BU19690309;GM1969;9821;9821TJ;False;False;False;53.24791220706973;6.323526498475148;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;RWZI Marum;32.25;4556.4;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19691100;GM1969;9363;9363TG;BU19691100;GM1969;9363;9363TG;BU19691100;GM1969;9363;9363TG;False;False;False;53.152946512316234;6.261707585833304;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;RWZI Ulrum;86.0;12150.42;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19660101;GM1966;9973;9973TB;BU19660101;GM1966;9973;9973TB;BU19660101;GM1966;9973;9973TB;False;False;False;53.35322254568574;6.337725620934669;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;RWZI Wehe den Hoorn;30.1;4252.64;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19660201;GM1966;9964;9964TC;BU19660201;GM1966;9964;9964TC;BU19660201;GM1966;9964;9964TC;False;False;False;53.36757717639783;6.414767405311722;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;Drenthe;RWZI DIEVERBRUG;80.9116666668;11431.52;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU17010009;GM1701;7984;7984NA;BU17010009;GM1701;7984;7984NA;BU17010009;GM1701;7984;7984NA;False;False;False;52.84471888339768;6.331820602553712;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;Drenthe;RWZI ECHTEN;470.993333333;66543.82;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU01186206;GM0118;7909;7909HS;BU01186206;GM0118;7909;7909HS;BU01186206;GM0118;7909;7909HS;False;False;False;52.71109917149575;6.415790010707428;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;Drenthe;RWZI SMILDE;39.9720833333;5647.41;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU17310609;GM1731;9422;9422JK;BU17310609;GM1731;9422;9422JK;BU17310609;GM1731;9422;9422JK;False;False;False;52.94119103027556;6.455000150210179;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;Drenthe;RWZI BEILEN;140.753333333;19886.19;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU17310009;GM1731;9411;9411VR;BU17310009;GM1731;9411;9411VR;BU17310009;GM1731;9411;9411VR;False;False;False;52.860177837130756;6.493626009485822;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;Drenthe;RWZI MEPPEL;271.025416667;38291.55;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU01190900;GM0119;7942;7942HZ;BU01190900;GM0119;7942;7942HZ;BU01190900;GM0119;7942;7942HZ;False;False;False;52.71058379189257;6.193178061711553;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI GENEMUIDEN;105.206666667;14864.01;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU18960108;GM1896;8281;8281PW;BU18960108;GM1896;8281;8281PW;BU18960108;GM1896;8281;8281PW;False;False;False;52.60521414582675;6.06313786553789;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI RAALTE;167.037083333;23599.66;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU01770119;GM0177;8101;8101NJ;BU01770119;GM0177;8101;8101NJ;BU01770119;GM0177;8101;8101NJ;False;False;False;52.39575464952118;6.263437698167119;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI HEINO;26.82125;3789.41;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU01770709;GM0177;8141;8141NS;BU01770709;GM0177;8141;8141NS;BU01770709;GM0177;8141;8141NS;False;False;False;52.44086413960616;6.202470942409059;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI KAMPEN;236.715;33444.04;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU01660006;GM0166;8263;8263CH;BU01660006;GM0166;8263;8263CH;BU01660006;GM0166;8263;8263CH;False;False;False;52.57646477583552;5.875603571579612;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI HESSENPOORT;52.6929166668;7444.66;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU01934040;GM0193;8028;8028PP;BU01934040;GM0193;8028;8028PP;BU01934040;GM0193;8028;8028PP;False;False;False;52.530359792257144;6.176737934567093;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI ZWOLLE;416.096666667;58787.8;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU01932140;GM0193;8042;8042PK;BU01932140;GM0193;8042;8042PK;BU01932140;GM0193;8042;8042PK;False;False;False;52.509918722632136;6.049538569180872;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI DALFSEN;111.37;15734.79;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU01480109;GM0148;7722;7722PA;BU01480109;GM0148;7722;7722PA;BU01480109;GM0148;7722;7722PA;False;False;False;52.510360625419466;6.237443276440795;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI DEVENTER;373.29375;52740.43;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU01500502;GM0150;7414;7414KA;BU01500502;GM0150;7414;7414KA;BU01500502;GM0150;7414;7414KA;False;False;False;52.2708994743806;6.129794517590754;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI OLST;68.9433333332;9740.58;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU17730728;GM1773;8121;8121EE;BU17730728;GM1773;8121;8121EE;BU17730728;GM1773;8121;8121EE;False;False;False;52.34912534270744;6.109869544033995;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI STEENWIJK;152.3275;21521.43;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU17080003;GM1708;8331;8331PH;BU17080003;GM1708;8331;8331PH;BU17080003;GM1708;8331;8331PH;False;False;False;52.785340165764524;6.100474909295637;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
De Stichtse Rijnlanden;U10/U16;RWZI Woerden;270.9;38273.83;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU06320201;GM0632;3449;3449HJ;BU06320201;GM0632;3449;3449HJ;BU06320201;GM0632;3449;3449HJ;False;False;False;52.0846677936941;4.850676540166728;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
De Stichtse Rijnlanden;U10/U16;RWZI Montfoort;56.76;8019.27;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU03350000;GM0335;3417;3417XK;BU03350000;GM0335;3417;3417XK;BU03350000;GM0335;3417;3417XK;False;False;False;52.04196700556523;4.938271971775497;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
De Stichtse Rijnlanden;U10/U16;RWZI Driebergen;238.65;33717.42;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU15810102;GM1581;3972;3972EH;BU15810102;GM1581;3972;3972EH;BU15810102;GM1581;3972;3972EH;False;False;False;52.04611514658908;5.2599606760118505;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
De Stichtse Rijnlanden;U10/U16;RWZI Breukelen;114.165;16129.68;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19040208;GM1904;3621;3621MX;BU19040208;GM1904;3621;3621MX;BU19040208;GM1904;3621;3621MX;False;False;False;52.16440445645205;4.9940424573549045;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
De Stichtse Rijnlanden;U10/U16;RWZI De Meern;212.85;30072.29;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU03441023;GM0344;3454;3454HE;BU03441023;GM0344;3454;3454HE;BU03441023;GM0344;3454;3454HE;False;False;False;52.08982936761848;5.001862458337716;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
De Stichtse Rijnlanden;U10/U16;RWZI Leidsche Rijn;421.1;59494.69;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU03440911;GM0344;3543;3543AH;BU03440911;GM0344;3543;3543AH;BU03440911;GM0344;3543;3543AH;False;False;False;52.112809269067654;5.038555685437333;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
De Stichtse Rijnlanden;U10/U16;Voormalig RWZI Maarssenbroek;103.2;2916.1;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU03440133;GM0344;3542;3542DJ;BU03440133;GM0344;3542;3542DJ;BU03440133;GM0344;3542;3542DJ;False;False;False;52.120017816503314;5.044734165175164;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
