PK_UID;jaar;naamgeving;effluent_z;effluent_w;temp_z;temp_w;waterschap;wp_gj_z;wp_gj_w;opmerking;ws;tp_z_jaar;tp_w_jaar;gemeente;res_regio;tp_w_nb;tp_z_nb;tp_w_bb;tp_z_bb;provincie;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
60.0;0.0;RWZI Dreumel;1230.0;1230.0;20.0598;9.20222;Waterschap Rivierenland;25.707;25.707;;Waterschap Rivierenland;9383.0;7242.0;West Maas en Waal;Rivierenland (Fruitdelta);74.0;149.0;30.0;60.0;Gelderland;BU06680601;GM0668;6621;6621KX;BU06680601;GM0668;6621;6621KX;BU06680601;GM0668;6621;6621KX;False;False;False;51.828376029577015;5.439830694054113;WarmteAtlas:AquathermieRWZI;;;
61.0;0.0;RWZI Maasbommel;500.0;500.0;18.6739;6.66333;Waterschap Rivierenland;10.45;10.45;;Waterschap Rivierenland;3814.0;2944.0;West Maas en Waal;Rivierenland (Fruitdelta);30.0;60.0;12.0;24.0;Gelderland;BU06680701;GM0668;6627;6627AV;BU06680701;GM0668;6627;6627AV;BU06680701;GM0668;6627;6627AV;False;False;False;51.8297492967569;5.522371363120358;WarmteAtlas:AquathermieRWZI;;;
62.0;0.0;RWZI Nijmegen;53710.0;53710.0;26.3692;18.1861;Waterschap Rivierenland;1122.539;1122.539;;Waterschap Rivierenland;409727.0;316219.0;Beuningen;Arnhem/Nijmegen;3248.0;6496.0;1299.0;2598.0;Gelderland;BU02090306;GM0209;6551;6551DK;BU02090306;GM0209;6551;6551DK;BU02090306;GM0209;6551;6551DK;False;False;False;51.84851955014199;5.797520263576499;WarmteAtlas:AquathermieRWZI;;;
63.0;0.0;RWZI Dodewaard;3910.0;3910.0;21.3789;11.8911;Waterschap Rivierenland;81.719;81.719;;Waterschap Rivierenland;29827.0;23020.0;Neder-Betuwe;Rivierenland (Fruitdelta);236.0;473.0;95.0;189.0;Gelderland;BU17400209;GM1740;6669;6669CX;BU17400209;GM1740;6669;6669CX;BU17400209;GM1740;6669;6669CX;False;False;False;51.92046528900638;5.634464579169903;WarmteAtlas:AquathermieRWZI;;;
64.0;0.0;RWZI Eck en Wiel;1880.0;1880.0;19.9891;9.50706;Waterschap Rivierenland;39.292;39.292;;Waterschap Rivierenland;14342.0;11069.0;Buren;Rivierenland (Fruitdelta);114.0;228.0;46.0;91.0;Gelderland;BU02140509;GM0214;4024;4024BV;BU02140509;GM0214;4024;4024BV;BU02140509;GM0214;4024;4024BV;False;False;False;51.97366031817698;5.4535681810224;WarmteAtlas:AquathermieRWZI;;;
65.0;0.0;RWZI Lienden;1480.0;1480.0;20.513;8.94397;Waterschap Rivierenland;30.932;30.932;;Waterschap Rivierenland;11290.0;8714.0;Buren;Rivierenland (Fruitdelta);90.0;179.0;36.0;72.0;Gelderland;BU02140307;GM0214;4033;4033CS;BU02140307;GM0214;4033;4033CS;BU02140307;GM0214;4033;4033CS;False;False;False;51.957188824926774;5.532934104320905;WarmteAtlas:AquathermieRWZI;;;
66.0;0.0;RWZI Groesbeek;3880.0;3880.0;18.1654;9.07;Waterschap Rivierenland;81.092;81.092;;Waterschap Rivierenland;29599.0;22844.0;Berg en Dal;Arnhem/Nijmegen;235.0;469.0;94.0;188.0;Gelderland;BU19450201;GM1945;6562;6562KK;BU19450201;GM1945;6562;6562KK;BU19450201;GM1945;6562;6562KK;False;False;False;51.759419283682085;5.954465106132221;WarmteAtlas:AquathermieRWZI;;;
67.0;0.0;RWZI Millingen aan de Rijn;1360.0;1360.0;20.7386;9.33778;Waterschap Rivierenland;28.424;28.424;;Waterschap Rivierenland;10375.0;8007.0;Berg en Dal;Arnhem/Nijmegen;82.0;164.0;33.0;66.0;Gelderland;BU19450701;GM1945;6579;6579JC;BU19450701;GM1945;6579;6579JC;BU19450701;GM1945;6579;6579JC;False;False;False;51.86484321782501;6.022845939257539;WarmteAtlas:AquathermieRWZI;;;
68.0;0.0;RWZI Haaften;2220.0;2220.0;20.888;9.78889;Waterschap Rivierenland;46.398;46.398;;Waterschap Rivierenland;16935.0;13070.0;Neerijnen;Rivierenland (Fruitdelta);134.0;268.0;54.0;107.0;Gelderland;BU19600509;GM1960;4175;4175LG;BU19600509;GM1960;4175;4175LG;BU19600509;GM1960;4175;4175LG;False;False;False;51.823122548771686;5.223834170592945;WarmteAtlas:AquathermieRWZI;;;
69.0;0.0;RWZI Aalst;2370.0;2370.0;19.2053;8.72857;Waterschap Rivierenland;49.533;49.533;;Waterschap Rivierenland;18080.0;13953.0;Zaltbommel;Rivierenland (Fruitdelta);143.0;287.0;57.0;115.0;Gelderland;BU02970105;GM0297;5305;5305TJ;BU02970105;GM0297;5305;5305TJ;BU02970105;GM0297;5305;5305TJ;False;False;False;51.797394091054024;5.126975022791673;WarmteAtlas:AquathermieRWZI;;;
70.0;0.0;RWZI Zaltbommel;12230.0;12230.0;23.392;14.9943;Waterschap Rivierenland;255.607;255.607;;Waterschap Rivierenland;93297.0;72004.0;Zaltbommel;Rivierenland (Fruitdelta);740.0;1479.0;296.0;592.0;Gelderland;BU02970008;GM0297;5301;5301KN;BU02970008;GM0297;5301;5301KN;BU02970008;GM0297;5301;5301KN;False;False;False;51.8156274133779;5.265214133653231;WarmteAtlas:AquathermieRWZI;;;
71.0;0.0;RWZI Culemborg;8360.0;8360.0;20.1674;11.3444;Waterschap Rivierenland;174.724;174.724;;Waterschap Rivierenland;63774.0;49220.0;Culemborg;Rivierenland (Fruitdelta);506.0;1011.0;202.0;404.0;Gelderland;BU02160108;GM0216;4103;4103ND;BU02160108;GM0216;4103;4103ND;BU02160108;GM0216;4103;4103ND;False;False;False;51.93930260043418;5.23650695650061;WarmteAtlas:AquathermieRWZI;;;
72.0;0.0;RWZI Gendt;4170.0;4170.0;20.6989;10.1933;Waterschap Rivierenland;87.153;87.153;;Waterschap Rivierenland;31811.0;24551.0;Lingewaard;Arnhem/Nijmegen;252.0;504.0;101.0;202.0;Gelderland;BU17050105;GM1705;6691;6691MN;BU17050105;GM1705;6691;6691MN;BU17050105;GM1705;6691;6691MN;False;False;False;51.872470207796965;5.945139794337681;WarmteAtlas:AquathermieRWZI;;;
73.0;0.0;RWZI Tiel;16630.0;16630.0;24.0588;15.2483;Waterschap Rivierenland;347.567;347.567;;Waterschap Rivierenland;126862.0;97910.0;Tiel;Rivierenland (Fruitdelta);1006.0;2012.0;402.0;805.0;Gelderland;BU02810109;GM0281;4004;4004JV;BU02810109;GM0281;4004;4004JV;BU02810109;GM0281;4004;4004JV;False;False;False;51.917083916679964;5.432491722205852;WarmteAtlas:AquathermieRWZI;;;
74.0;0.0;RWZI Meerkerk;1656.0;1656.0;0.0;0.0;Waterschap Rivierenland;34.6104;34.6104;;Waterschap Rivierenland;12633.0;9750.0;Zederik;U10/U16;100.0;200.0;40.0;80.0;Utrecht;BU19610504;GM1961;4231;4231AA;BU19610504;GM1961;4231;4231AA;BU19610504;GM1961;4231;4231AA;False;False;False;51.91709440674467;4.989475195647752;WarmteAtlas:AquathermieRWZI;;;
75.0;0.0;RWZI Leerbroek;648.0;648.0;0.0;0.0;Waterschap Rivierenland;13.5432;13.5432;;Waterschap Rivierenland;4943.0;3815.0;Zederik;U10/U16;39.0;78.0;16.0;31.0;Utrecht;BU19611201;GM1961;4245;4245TN;BU19611201;GM1961;4245;4245TN;BU19611201;GM1961;4245;4245TN;False;False;False;51.91351236995863;5.05674255547328;WarmteAtlas:AquathermieRWZI;;;
76.0;0.0;RWZI Vianen;5900.0;5900.0;21.68;12.5855;Waterschap Rivierenland;123.31;123.31;;Waterschap Rivierenland;45008.0;34736.0;Vianen;U10/U16;357.0;714.0;143.0;285.0;Utrecht;BU19612301;GM1961;4131;4131KA;BU19612301;GM1961;4131;4131KA;BU19612301;GM1961;4131;4131KA;False;False;False;51.99866236458596;5.098690009177368;WarmteAtlas:AquathermieRWZI;;;
77.0;0.0;RWZI Leerdam;4580.0;4580.0;22.7196;12.5089;Waterschap Rivierenland;95.722;95.722;;Waterschap Rivierenland;34939.0;26965.0;Leerdam;U10/U16;277.0;554.0;111.0;222.0;Utrecht;BU19612408;GM1961;4142;4142DH;BU19612408;GM1961;4142;4142DH;BU19612408;GM1961;4142;4142DH;False;False;False;51.88925926238224;5.088739075141169;WarmteAtlas:AquathermieRWZI;;;
78.0;0.0;RWZI Sleeuwijk;8730.0;8730.0;20.6938;11.3779;Waterschap Rivierenland;182.457;182.457;;Waterschap Rivierenland;66597.0;51398.0;Werkendam;West-Brabant;528.0;1056.0;211.0;422.0;Noord-Brabant;BU19590291;GM1959;4254;4254LJ;BU19590291;GM1959;4254;4254LJ;BU19590291;GM1959;4254;4254LJ;False;False;False;51.816201532619665;4.930500055121303;WarmteAtlas:AquathermieRWZI;;;
79.0;0.0;RWZI Dussen;1370.0;1370.0;18.6739;6.66333;Waterschap Rivierenland;28.633;28.633;;Waterschap Rivierenland;10451.0;8066.0;Werkendam;West-Brabant;83.0;166.0;33.0;66.0;Noord-Brabant;BU19590491;GM1959;4273;4273LE;BU19590491;GM1959;4273;4273LE;BU19590491;GM1959;4273;4273LE;False;False;False;51.732278067140804;4.928614645495824;WarmteAtlas:AquathermieRWZI;;;
80.0;0.0;RWZI Eethen;670.0;670.0;18.6739;6.66333;Waterschap Rivierenland;14.003;14.003;;Waterschap Rivierenland;5111.0;3945.0;Aalburg;West-Brabant;40.0;81.0;16.0;32.0;Noord-Brabant;BU19591891;GM1959;4267;4267EX;BU19591891;GM1959;4267;4267EX;BU19591891;GM1959;4267;4267EX;False;False;False;51.72449237508413;5.055697860037916;WarmteAtlas:AquathermieRWZI;;;
81.0;0.0;RWZI Wijk en Aalburg;1710.0;1710.0;18.6739;6.66333;Waterschap Rivierenland;35.739;35.739;;Waterschap Rivierenland;13045.0;10068.0;Aalburg;West-Brabant;104.0;207.0;41.0;83.0;Noord-Brabant;BU19591491;GM1959;4261;4261BJ;BU19591491;GM1959;4261;4261BJ;BU19591491;GM1959;4261;4261BJ;False;False;False;51.753962110087066;5.122633913712286;WarmteAtlas:AquathermieRWZI;;;
82.0;0.0;RWZI Schelluinen;11090.0;11090.0;20.9519;11.4143;Waterschap Rivierenland;231.781;231.781;;Waterschap Rivierenland;84600.0;65293.0;Giessenlanden;Alblasserwaard;671.0;1341.0;268.0;536.0;Zuid-Holland;BU19781705;GM1978;4209;4209AZ;BU19781705;GM1978;4209;4209AZ;BU19781705;GM1978;4209;4209AZ;False;False;False;51.843919806993846;4.935294721762139;WarmteAtlas:AquathermieRWZI;;;
83.0;0.0;RWZI Gorinchem;3470.0;3470.0;19.5207;10.5056;Waterschap Rivierenland;72.523;72.523;;Waterschap Rivierenland;26471.0;20430.0;Gorinchem;Alblasserwaard;210.0;420.0;84.0;168.0;Zuid-Holland;BU05121300;GM0512;4208;4208AA;BU05121300;GM0512;4208;4208AA;BU05121300;GM0512;4208;4208AA;False;False;False;51.83696391609485;5.009336799712469;WarmteAtlas:AquathermieRWZI;;;
84.0;0.0;RWZI Hardinxveld-Giessendam;2970.0;2970.0;21.4935;11.5022;Waterschap Rivierenland;62.073;62.073;;Waterschap Rivierenland;22657.0;17486.0;Hardinxveld-Giessendam;Drechtsteden;180.0;359.0;72.0;144.0;Zuid-Holland;BU05230202;GM0523;3371;3371EN;BU05230202;GM0523;3371;3371EN;BU05230202;GM0523;3371;3371EN;False;False;False;51.82212448739772;4.837668789879735;WarmteAtlas:AquathermieRWZI;;;
85.0;0.0;RWZI Nieuw-Lekkerland;3348.0;3348.0;0.0;0.0;Waterschap Rivierenland;69.9732;69.9732;;Waterschap Rivierenland;25540.0;19711.0;Molenwaard;Alblasserwaard;202.0;405.0;81.0;162.0;Zuid-Holland;BU19781202;GM1978;2957;2957EN;BU19781202;GM1978;2957;2957EN;BU19781202;GM1978;2957;2957EN;False;False;False;51.887123050811276;4.6584758157103545;WarmteAtlas:AquathermieRWZI;;;
86.0;0.0;RWZI Groot-Ammers;6750.0;6750.0;15.2739;6.68444;Waterschap Rivierenland;141.075;141.075;;Waterschap Rivierenland;51492.0;39741.0;Molenwaard;Alblasserwaard;408.0;816.0;163.0;327.0;Zuid-Holland;BU19780602;GM1978;2964;2964AM;BU19780602;GM1978;2964;2964AM;BU19780602;GM1978;2964;2964AM;False;False;False;51.935408725209015;4.858258801313704;WarmteAtlas:AquathermieRWZI;;;
87.0;0.0;RWZI Alblasserdam;8410.0;8410.0;17.9054;12.5944;Waterschap Rivierenland;175.769;175.769;;Waterschap Rivierenland;64156.0;49514.0;Alblasserdam;Drechtsteden;508.0;1017.0;203.0;407.0;Zuid-Holland;BU04820502;GM0482;2952;2952AT;BU04820502;GM0482;2952;2952AT;BU04820502;GM0482;2952;2952AT;False;False;False;51.85047710151646;4.672505503694096;WarmteAtlas:AquathermieRWZI;;;
88.0;0.0;RWZI Papendrecht;8340.0;8340.0;21.3103;12.1633;Waterschap Rivierenland;174.306;174.306;;Waterschap Rivierenland;63622.0;49102.0;Papendrecht;Drechtsteden;504.0;1009.0;202.0;404.0;Zuid-Holland;BU05900402;GM0590;3354;3354XX;BU05900402;GM0590;3354;3354XX;BU05900402;GM0590;3354;3354XX;False;False;False;51.82603781600961;4.702823439977306;WarmteAtlas:AquathermieRWZI;;;
89.0;0.0;RWZI Sliedrecht;8420.0;8420.0;17.3185;9.73181;Waterschap Rivierenland;175.978;175.978;;Waterschap Rivierenland;64232.0;49573.0;Sliedrecht;Drechtsteden;509.0;1018.0;204.0;407.0;Zuid-Holland;BU06100401;GM0610;3364;3364BC;BU06100401;GM0610;3364;3364BC;BU06100401;GM0610;3364;3364BC;False;False;False;51.8297413364516;4.799364287001195;WarmteAtlas:AquathermieRWZI;;;
90.0;0.0;RWZI Woerden;15120.0;15120.0;0.0;0.0;De Stichtse Rijnlanden;316.008;316.008;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;De Stichtse Rijnlanden;115343.0;89019.0;Woerden;U10/U16;914.0;1829.0;366.0;732.0;Utrecht;BU06320201;GM0632;3449;3449HJ;BU06320201;GM0632;3449;3449HJ;BU06320201;GM0632;3449;3449HJ;False;False;False;52.0846677936941;4.850676540166728;WarmteAtlas:AquathermieRWZI;;;
91.0;0.0;RWZI Montfoort;3168.0;3168.0;0.0;0.0;De Stichtse Rijnlanden;66.2112;66.2112;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;De Stichtse Rijnlanden;24167.0;18652.0;Montfoort;U10/U16;192.0;383.0;77.0;153.0;Utrecht;BU03350000;GM0335;3417;3417XK;BU03350000;GM0335;3417;3417XK;BU03350000;GM0335;3417;3417XK;False;False;False;52.04196700556523;4.938271971775497;WarmteAtlas:AquathermieRWZI;;;
92.0;0.0;RWZI Driebergen;13320.0;13320.0;0.0;0.0;De Stichtse Rijnlanden;278.388;278.388;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;De Stichtse Rijnlanden;101612.0;78422.0;Utrechtse Heuvelrug;U10/U16;806.0;1611.0;322.0;644.0;Utrecht;BU15810102;GM1581;3972;3972EH;BU15810102;GM1581;3972;3972EH;BU15810102;GM1581;3972;3972EH;False;False;False;52.04611514658908;5.2599606760118505;WarmteAtlas:AquathermieRWZI;;;
93.0;0.0;RWZI Breukelen;6372.0;6372.0;0.0;0.0;De Stichtse Rijnlanden;133.1748;133.1748;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;De Stichtse Rijnlanden;48609.0;37515.0;Stichtse Vecht;U10/U16;385.0;771.0;154.0;308.0;Utrecht;BU19040208;GM1904;3621;3621MX;BU19040208;GM1904;3621;3621MX;BU19040208;GM1904;3621;3621MX;False;False;False;52.16440445645205;4.9940424573549045;WarmteAtlas:AquathermieRWZI;;;
94.0;0.0;RWZI De Meern;11880.0;11880.0;0.0;0.0;De Stichtse Rijnlanden;248.292;248.292;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;De Stichtse Rijnlanden;90627.0;69944.0;Utrecht;U10/U16;718.0;1437.0;287.0;575.0;Utrecht;BU03441023;GM0344;3454;3454HE;BU03441023;GM0344;3454;3454HE;BU03441023;GM0344;3454;3454HE;False;False;False;52.08982936761848;5.001862458337716;WarmteAtlas:AquathermieRWZI;;;
95.0;0.0;RWZI Leidsche Rijn;15120.0;15120.0;0.0;0.0;De Stichtse Rijnlanden;316.008;316.008;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;De Stichtse Rijnlanden;115343.0;89019.0;Utrecht;U10/U16;914.0;1829.0;366.0;732.0;Utrecht;BU03440911;GM0344;3543;3543AH;BU03440911;GM0344;3543;3543AH;BU03440911;GM0344;3543;3543AH;False;False;False;52.112809269067654;5.038555685437333;WarmteAtlas:AquathermieRWZI;;;
96.0;0.0;RWZI Maarssenbroek;5760.0;5760.0;0.0;0.0;De Stichtse Rijnlanden;120.384;120.384;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;De Stichtse Rijnlanden;43940.0;33912.0;Utrecht;U10/U16;348.0;697.0;139.0;279.0;Utrecht;BU03440133;GM0344;3542;3542DJ;BU03440133;GM0344;3542;3542DJ;BU03440133;GM0344;3542;3542DJ;False;False;False;52.120017816503314;5.044734165175164;WarmteAtlas:AquathermieRWZI;;;
97.0;0.0;RWZI Utrecht;108000.0;108000.0;0.0;0.0;De Stichtse Rijnlanden;2257.2;2257.2;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;De Stichtse Rijnlanden;823878.0;635853.0;Utrecht;U10/U16;6531.0;13062.0;2612.0;5225.0;Utrecht;BU03440321;GM0344;3552;3552XD;BU03440321;GM0344;3552;3552TJ;BU03440321;GM0344;3552;3552TJ;False;False;False;52.109893143997944;5.107962088869565;WarmteAtlas:AquathermieRWZI;;;
98.0;0.0;;0.0;0.0;0.0;0.0;De Stichtse Rijnlanden;0.0;0.0;;De Stichtse Rijnlanden;0.0;0.0;Oudewater;U10/U16;0.0;0.0;0.0;0.0;Utrecht;BU05890210;GM0589;3421;3421GK;BU05890210;GM0589;3421;3421GK;BU05890210;GM0589;3421;3421GK;False;False;False;52.0193796765046;4.854646940334966;WarmteAtlas:AquathermieRWZI;;;
99.0;0.0;RWZI Wijk bij Duurstede;9792.0;9792.0;0.0;0.0;De Stichtse Rijnlanden;204.6528;204.6528;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;De Stichtse Rijnlanden;74698.0;57651.0;Wijk bij Duurstede;U10/U16;592.0;1184.0;237.0;474.0;Utrecht;BU03520010;GM0352;3961;3961MT;BU03520010;GM0352;3961;3961MT;BU03520010;GM0352;3961;3961MT;False;False;False;51.97216716671068;5.308515075435522;WarmteAtlas:AquathermieRWZI;;;
151.0;0.0;AWZI Alphen-Noord;6250.0;6250.0;0.0;0.0;HH van Rijnland;130.625;130.625;Aangeleverd door Waterschap;HH van Rijnland;47678.0;36797.0;Alphen aan den Rijn;Holland Rijnland;378.0;756.0;151.0;302.0;Zuid-Holland;BU04840605;GM0484;2406;2406LD;BU04840605;GM0484;2406;2406LD;BU04840605;GM0484;2406;2406LD;False;False;False;52.13752079114888;4.674971611410121;WarmteAtlas:AquathermieRWZI;;;
152.0;0.0;AWZI Alphen Kerk en Zanen;11762.0;11762.0;0.0;0.0;HH van Rijnland;245.8258;245.8258;Aangeleverd door Waterschap;HH van Rijnland;89726.0;69249.0;Alphen aan den Rijn;Holland Rijnland;711.0;1422.0;284.0;569.0;Zuid-Holland;BU04840801;GM0484;2408;2408AE;BU04840801;GM0484;2408;2408AE;BU04840801;GM0484;2408;2408AE;False;False;False;52.127857125971595;4.62675428147383;WarmteAtlas:AquathermieRWZI;;;
153.0;0.0;AWZI Lisse;4250.0;4250.0;0.0;0.0;HH van Rijnland;88.825;88.825;Aangeleverd door Waterschap;HH van Rijnland;32421.0;25022.0;Lisse;Holland Rijnland;257.0;514.0;103.0;206.0;Zuid-Holland;BU05530303;GM0553;2162;2162CP;BU05530303;GM0553;2162;2162CP;BU05530303;GM0553;2162;2162CP;False;False;False;52.24587961019384;4.564170825603835;WarmteAtlas:AquathermieRWZI;;;
154.0;0.0;AWZI Leiden Zuid-West;24823.0;24823.0;0.0;0.0;HH van Rijnland;518.8007;518.8007;Aangeleverd door Waterschap;HH van Rijnland;189362.0;146146.0;Leiden;Holland Rijnland;1501.0;3002.0;600.0;1201.0;Zuid-Holland;BU05460507;GM0546;2324;2324AB;BU05460507;GM0546;2324;2324AB;BU05460507;GM0546;2324;2324AB;False;False;False;52.13648830671196;4.474027880999798;WarmteAtlas:AquathermieRWZI;;;
155.0;0.0;AWZI Leiden Noord;24547.0;24547.0;0.0;0.0;HH van Rijnland;513.0323;513.0323;Aangeleverd door Waterschap;HH van Rijnland;187257.0;144521.0;Leiden;Holland Rijnland;1484.0;2969.0;594.0;1188.0;Zuid-Holland;BU05460800;GM0546;2316;2316AH;BU05460800;GM0546;2316;2316AH;BU05460800;GM0546;2316;2316AH;False;False;False;52.174575649242506;4.493897565181075;WarmteAtlas:AquathermieRWZI;;;
156.0;0.0;AWZI Nieuwveen;1750.0;1750.0;0.0;0.0;HH van Rijnland;36.575;36.575;Aangeleverd door Waterschap;HH van Rijnland;13350.0;10303.0;Nieuwkoop;Holland Rijnland;106.0;212.0;42.0;85.0;Zuid-Holland;BU05690108;GM0569;2441;2441LC;BU05690927;GM0569;2441;2441LC;BU05690927;GM0569;2441;2441LC;True;False;False;52.18797989926;4.758991040596956;WarmteAtlas:AquathermieRWZI;;;
157.0;0.0;AWZI Nieuwe Wetering;2700.0;2700.0;0.0;0.0;HH van Rijnland;56.43;56.43;Aangeleverd door Waterschap;HH van Rijnland;20597.0;15896.0;Kaag en Braassem;Holland Rijnland;163.0;326.0;65.0;131.0;Zuid-Holland;BU18840107;GM1884;2376;2376BE;BU18840107;GM1884;2376;2376BE;BU18840107;GM1884;2376;2376BE;False;False;False;52.213247993420424;4.610991788878987;WarmteAtlas:AquathermieRWZI;;;
158.0;0.0;AWZI Leimuiden;1558.0;1558.0;0.0;0.0;HH van Rijnland;32.5622;32.5622;Aangeleverd door Waterschap;HH van Rijnland;11885.0;9173.0;Kaag en Braassem;Holland Rijnland;94.0;188.0;38.0;75.0;Zuid-Holland;BU18840408;GM1884;2451;2451VX;BU18840408;GM1884;2451;2451VX;BU18840408;GM1884;2451;2451VX;False;False;False;52.22030427837596;4.653815589546841;WarmteAtlas:AquathermieRWZI;;;
159.0;0.0;RWZI Horstermeer;18672.0;18672.0;0.0;0.0;HH Amstel, Gooi en Vecht;390.2448;390.2448;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;HH Amstel, Gooi en Vecht;142439.0;109932.0;Wijdemeren;Noord-Holland Zuid;1129.0;2258.0;452.0;903.0;Noord-Holland;BU16960603;GM1696;1394;1394AH;BU16960603;GM1696;1394;1394AH;BU16960603;GM1696;1394;1394AH;False;False;False;52.25803132789376;5.085664232994243;WarmteAtlas:AquathermieRWZI;;;
160.0;0.0;RWZI Amstelveen;19032.0;19032.0;0.0;0.0;HH Amstel, Gooi en Vecht;397.7688;397.7688;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;HH Amstel, Gooi en Vecht;145186.0;112051.0;Amstelveen;Noord-Holland Zuid;1151.0;2302.0;460.0;921.0;Noord-Holland;BU03620701;GM0362;1183;1183TN;BU03620701;GM0362;1183;1183TN;BU03620701;GM0362;1183;1183TN;False;False;False;52.313064325158834;4.889959309549635;WarmteAtlas:AquathermieRWZI;;;
161.0;0.0;RWZI Weesp;7440.0;7440.0;0.0;0.0;HH Amstel, Gooi en Vecht;155.496;155.496;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;HH Amstel, Gooi en Vecht;56756.0;43803.0;Weesp;Noord-Holland Zuid;450.0;900.0;180.0;360.0;Noord-Holland;BU0363SC01;GM0363;1382;1382JT;BU0363SC01;GM0363;1382;1382JT;BU0363SC01;GM0363;1382;1382JT;False;False;False;52.318460271348435;5.020326190319431;WarmteAtlas:AquathermieRWZI;;;
162.0;0.0;WZI Amsterdam-West;143472.0;143472.0;0.0;0.0;HH Amstel, Gooi en Vecht;2998.5648;2998.5648;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;HH Amstel, Gooi en Vecht;1094476.0;844696.0;Amsterdam;Noord-Holland Zuid;8676.0;17353.0;3471.0;6941.0;Noord-Holland;BU0363FA02;GM0363;1046;1046BS;BU0363FA02;GM0363;1046;1046BS;BU0363FA02;GM0363;1046;1046BS;False;False;False;52.39853247711351;4.787161575032389;WarmteAtlas:AquathermieRWZI;;;
163.0;0.0;RWZI Amsterdam-Westpoort;41040.0;41040.0;0.0;0.0;HH Amstel, Gooi en Vecht;857.736;857.736;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;HH Amstel, Gooi en Vecht;313074.0;241624.0;Amsterdam;Noord-Holland Zuid;2482.0;4964.0;993.0;1986.0;Noord-Holland;BU0363BA02;GM0363;1045;1045AR;BU0363BA02;GM0363;1045;1045AR;BU0363BA02;GM0363;1045;1045AR;False;False;False;52.41321289568721;4.802233947075692;WarmteAtlas:AquathermieRWZI;;;
164.0;0.0;RWZI Uithoorn;6216.0;6216.0;0.0;0.0;HH Amstel, Gooi en Vecht;129.9144;129.9144;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;HH Amstel, Gooi en Vecht;47419.0;36597.0;Uithoorn;Noord-Holland Zuid;376.0;752.0;150.0;301.0;Noord-Holland;BU04517500;GM0451;1422;1422AJ;BU04517500;GM0451;1422;1422AJ;BU04517500;GM0451;1422;1422AJ;False;False;False;52.23978288908446;4.8319356512488705;WarmteAtlas:AquathermieRWZI;;;
165.0;0.0;RWZI Huizen;6600.0;6600.0;0.0;0.0;HH Amstel, Gooi en Vecht;137.94;137.94;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;HH Amstel, Gooi en Vecht;50348.0;38858.0;Huizen;Noord-Holland Zuid;399.0;798.0;160.0;319.0;Noord-Holland;BU04060512;GM0406;1271;1271AA;BU04060512;GM0406;1271;1271AA;BU04060512;GM0406;1271;1271AA;False;False;False;52.31022944923948;5.24089105186174;WarmteAtlas:AquathermieRWZI;;;
