buurtcode;bestelautos_totaal;vrachtautos_totaal;bestelautos_ondergrens;bestelautos_bovengrens;vrachtautos_ondergrens;vrachtautos_bovengrens;bedrijfswagens_gewicht_methode;bedrijfswagens_pc4_gelijk_verdeeld;bedrijfswagens_pc4_dekkingsklasse;bedrijfswagens_rdw_peildatum;bedrijfswagens_cbs_split_periode
BU09950433;0;0;0;2;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950434;0;0;0;1;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950521;0;0;0;6;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950522;0;0;0;9;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU09950523;0;0;0;14;0;0;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU09950524;19;0;19;28;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950525;19;0;19;22;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950526;0;0;0;62;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950527;26;1;26;28;1;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09950528;0;0;0;3;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09950611;0;0;0;10;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950612;0;0;0;11;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU09950613;0;0;0;8;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950614;6;0;5;6;0;0;oppervlakte;False;-99999.0;2026-07-08;2023JJ00
BU09950615;0;0;0;6;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950631;0;0;0;10;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950632;0;0;0;15;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950633;0;0;0;78;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950634;0;0;0;32;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950635;0;0;0;15;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09950637;0;0;0;36;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950638;0;0;0;8;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09950651;0;0;0;85;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09950652;0;0;0;15;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950671;30;2;8;30;0;2;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09950672;0;0;0;16;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950711;0;0;0;6;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950712;0;0;0;4;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950713;0;0;0;6;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950731;0;0;0;3;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09950732;0;0;0;2;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09950733;12;3;3;12;1;3;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09950734;0;0;0;1;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09950741;6;0;6;26;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950742;0;0;0;42;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950743;19;0;19;32;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950744;0;0;0;58;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950747;0;0;0;19;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09950748;32;1;7;32;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09950766;0;0;0;4;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950822;9;0;9;33;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950836;739;19;26;739;1;19;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09950851;6;0;6;18;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950852;12;0;12;25;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950853;9;0;9;15;0;0;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU09950871;31;1;19;31;0;1;oppervlakte;False;-99999.0;2026-07-08;2023JJ00
BU09950872;0;0;0;13;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09950881;0;0;0;121;0;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950882;0;0;0;225;0;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09950961;3;0;3;10;0;0;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU09950962;11;0;10;11;0;0;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU09950963;19;0;6;19;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09950964;5;0;5;10;0;0;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU09950965;0;0;0;10;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951017;49;2;8;49;0;2;oppervlakte;False;-99999.0;2026-07-08;2023JJ00
BU09951018;0;0;0;8;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951019;0;0;0;39;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951029;0;0;0;45;0;2;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU09951031;0;0;0;98;0;3;bedrijfsvestigingen_totaal;False;5.0;2026-07-08;2023JJ00
BU09951037;6;0;1;6;0;0;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09951039;0;0;0;45;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951041;0;0;0;10;0;1;bedrijfsvestigingen_totaal;False;4.0;2026-07-08;2023JJ00
BU09951047;386;18;10;386;1;18;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09951049;0;0;0;16;0;1;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU09951058;0;0;0;3;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09951059;0;0;0;16;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951067;56;2;3;56;0;2;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09951068;0;0;0;9;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951069;0;0;0;27;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951070;114;4;9;114;0;4;oppervlakte;False;2.0;2026-07-08;2023JJ00
BU09951071;242;2;3;242;0;2;oppervlakte;False;-99999.0;2026-07-08;2023JJ00
BU09951073;0;0;0;18;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951074;0;0;0;3;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951075;298;11;75;298;3;11;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09951076;145;2;88;145;1;2;oppervlakte;False;5.0;2026-07-08;2023JJ00
BU09951078;0;0;0;23;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951081;0;0;0;36;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09951082;0;0;0;34;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951083;0;0;0;2;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951084;0;0;0;62;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09951085;0;0;0;63;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09951087;0;0;0;3;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951088;0;0;0;3;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09951097;264;7;100;264;2;7;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09951111;0;0;0;5;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09951112;0;0;0;10;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09951113;0;0;0;19;0;4;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951121;9;0;9;29;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951122;0;0;0;13;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951131;0;0;0;16;0;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU09951132;0;0;0;6;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU09951133;53;2;27;53;1;2;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU09951134;30;4;12;30;1;4;oppervlakte;False;-99999.0;2026-07-08;2023JJ00
BU09951149;90;4;46;90;2;4;oppervlakte;False;-99999.0;2026-07-08;2023JJ00
BU09951161;34;7;10;34;2;7;oppervlakte;False;-99999.0;2026-07-08;2023JJ00
BU03889997;143;3;9;143;0;3;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU04059997;1143;15;14;1143;0;15;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU04209997;890;52;15;890;1;52;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU04989997;579;28;2;579;0;28;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU05329997;385;47;1;385;0;47;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU15989997;25;0;0;25;0;0;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU19119997;705;18;4;705;0;18;oppervlakte;False;n.a.;2026-07-08;2023JJ00
BU03850301;35;2;35;37;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03850402;0;0;0;19;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03850801;2;0;1;2;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU03880001;0;0;0;39;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03880002;0;0;0;37;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03880003;0;0;0;33;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03880004;0;0;0;22;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03880101;0;0;0;32;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03880102;376;11;21;376;1;11;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU03880103;0;0;0;20;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU03880104;0;0;0;18;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03880105;0;0;0;18;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03880106;0;0;0;22;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03880107;0;0;0;13;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03880108;0;0;0;53;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU03880201;0;0;0;352;0;9;bedrijfsvestigingen_totaal;False;5.0;2026-07-08;2023JJ00
BU03880301;0;0;0;85;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU03880302;0;0;0;68;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03880303;0;0;0;32;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03880304;282;6;18;282;0;6;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU03881001;95;2;6;95;0;2;oppervlakte;False;-99999.0;2026-07-08;2023JJ00
BU04051000;0;0;0;44;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051001;0;0;0;47;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051002;0;0;0;31;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051003;0;0;0;30;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051100;0;0;0;17;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04051101;0;0;0;15;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051102;0;0;0;42;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051103;0;0;0;11;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051200;0;0;0;41;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051201;0;0;0;25;0;1;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU04051202;0;0;0;23;0;1;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU04051203;0;0;0;28;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051204;0;0;0;22;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04051300;0;0;0;23;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051301;0;0;0;35;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051302;413;20;17;413;0;20;oppervlakte;False;3.0;2026-07-08;2023JJ00
BU04051303;0;0;0;11;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051304;0;0;0;12;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051305;0;0;0;19;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051306;0;0;0;10;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051307;0;0;0;49;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04051308;0;0;0;43;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04052000;16;0;16;31;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04052001;16;0;16;27;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04052002;15;0;15;39;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04052003;98;3;21;98;1;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04052004;16;0;16;41;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04052005;31;1;31;38;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04052006;17;1;17;50;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04052007;66;2;45;66;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04052008;35;2;32;35;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04052100;93;7;77;93;6;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04052101;47;4;47;49;4;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04052102;125;8;31;125;2;8;bedrijfsvestigingen_totaal;False;3.0;2026-07-08;2023JJ00
BU04052103;46;4;46;80;4;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04052104;70;6;53;70;4;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04052105;23;2;23;66;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04052200;45;3;45;50;3;3;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU04052201;16;0;16;30;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053000;23;2;23;29;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053001;70;6;70;109;6;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053002;23;2;23;42;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053004;69;6;69;119;6;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053005;47;4;47;57;4;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053006;280;23;77;280;6;23;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04053100;36;6;8;36;1;6;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04053101;72;12;17;72;3;12;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04053102;12;2;12;24;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053103;24;4;24;46;4;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053104;24;4;24;51;4;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053200;27;0;24;27;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053201;28;0;28;37;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053202;14;0;10;14;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053203;14;0;14;21;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053300;41;0;41;45;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053301;14;0;14;15;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053302;28;0;16;28;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053303;42;0;42;50;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053304;67;0;67;87;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053305;51;1;51;62;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053306;153;2;100;153;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053307;56;0;53;56;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053308;13;1;13;32;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053309;12;2;12;17;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053400;1;0;1;34;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04053401;845;9;845;998;9;11;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053402;276;3;276;813;3;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053501;93;8;66;93;5;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053502;68;5;68;71;5;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053503;93;8;58;93;5;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053504;73;6;48;73;4;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053505;24;4;24;25;4;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053506;12;2;12;26;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04053600;23;2;23;201;2;16;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200101;0;0;0;45;0;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200102;11;1;11;18;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200103;1;0;1;18;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04200104;0;0;0;29;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200105;0;0;0;32;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200106;0;0;0;57;0;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200107;4;0;4;72;0;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200108;0;0;0;21;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04200109;0;0;0;23;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04200110;0;0;0;408;0;26;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04200201;32;1;32;42;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200202;177;7;158;177;6;7;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04200301;51;1;5;51;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200302;17;0;17;73;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200401;29;7;29;29;7;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200501;40;0;16;40;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200502;58;1;58;74;1;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04200601;3;0;3;3;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200602;3;0;3;100;0;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200701;88;14;1;88;0;14;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04200702;9;1;9;95;1;15;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200801;54;54;50;54;49;54;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200802;82;81;27;82;27;81;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200803;27;27;16;27;16;27;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200804;27;27;13;27;13;27;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200805;27;27;8;27;8;27;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04200806;326;324;55;326;54;324;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04200807;27;27;27;31;27;31;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200808;27;27;6;27;6;27;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04200809;25;24;25;676;24;659;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04200901;7;0;7;7;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU04200902;46;4;32;46;2;4;bedrijfsvestigingen_totaal;False;5.0;2026-07-08;2023JJ00
BU04201001;149;10;28;149;2;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201002;37;2;9;37;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201003;37;2;37;187;2;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201101;84;1;12;84;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201102;21;0;21;92;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201201;21;1;4;21;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201202;83;4;83;107;4;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04201301;50;2;50;50;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201401;42;3;42;59;3;20;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU04201402;1;0;1;801;0;285;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201403;75;8;75;250;8;57;bedrijfsvestigingen_hj;False;6.0;2026-07-08;2023JJ00
BU04201501;0;0;0;29;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201502;0;0;0;33;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201503;0;0;0;15;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201504;608;20;29;608;1;20;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU04201505;0;0;0;401;0;13;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04201506;0;0;0;38;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201507;0;0;0;13;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201508;0;0;0;162;0;6;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04201601;0;0;0;24;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201602;0;0;0;22;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201603;0;0;0;62;0;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04201604;0;0;0;16;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201605;0;0;0;22;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201606;0;0;0;16;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04201607;0;0;0;14;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04201608;0;0;0;13;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04201609;635;29;54;635;3;29;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU04201610;0;0;0;430;0;20;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04320101;0;0;0;220;0;20;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04320102;0;0;0;14;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04320103;0;0;0;5;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04320104;0;0;0;6;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04320105;0;0;0;7;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
