gemeentecode;gemeentenaam;latitude;longitude;pv_potentie_dak_tj;pv_potentie_veld_lbg4_tj;pv_potentie_veld_lbg10_tj;pv_potentie_veld_lbg100_tj;pv_potentie_water_tj;pv_potentie_totaal_tj;pv_potentie_totaal_gwh;pv_kans2030;wind_potentie_land_aantal;wind_potentie_land_tj;wind_potentie_water_aantal;wind_potentie_water_tj;wind_potentie_totaal_tj;wind_potentie_totaal_gwh;wind_vermogen_per_turbine_kw;province;provinciecode;res_regio;res_regiocode;elec_verbruik_a_kwh;elec_verbruik_bf_kwh;elec_verbruik_gi_kwh;elec_verbruik_hj_kwh;elec_verbruik_kl_kwh;elec_verbruik_mn_kwh;elec_verbruik_oq_kwh;elec_verbruik_ru_kwh;gas_verbruik_a_m3;gas_verbruik_bf_m3;gas_verbruik_gi_m3;gas_verbruik_hj_m3;gas_verbruik_kl_m3;gas_verbruik_mn_m3;gas_verbruik_oq_m3;gas_verbruik_ru_m3;elec_verbruik_totaal_kwh;gas_verbruik_totaal_m3;elec_eenheid;gas_eenheid;energie_bron;energie_bron_url;elec_bijgeschat_kwh;gas_bijgeschat_m3;bijschatting_niveaus;elec_bijgeschat_aandeel;gas_bijgeschat_aandeel;pv_potentie_bron;pv_potentie_bron_url;wind_potentie_bron;wind_potentie_bron_url;bestelautos_totaal;vrachtautos_totaal;bestelautos_ondergrens;bestelautos_bovengrens;vrachtautos_ondergrens;vrachtautos_bovengrens;bestelauto_cbs2023;vrachtauto_cbs2023;bestelauto_afwijking_pct;vrachtauto_afwijking_pct
GM0766;Dongen;51.635884400766464;4.955449437644899;862.76;264.27;660.69;6606.87;0.0;1127.03;313.09;Kansrijk;7.0;373.97;0.0;0.0;373.97;103.88;5600.0;Noord-Brabant;PV30;HartvanBrabant;ES25;7619000.0;141844860.91098374;10010050.808314089;2733053.278688525;734000.0;1292287.583183498;7057047.464940669;2157047.2324723247;12917000.0;41535054.111405835;892050.8083140878;63053.27868852459;101000.0;641991.8397076615;1216094.9298813376;494000.0;173447347.27858284;57860244.96799745;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1621347.2785828179;553244.967997447;res+thema;0.0093;0.0096;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1024;54;654;1643;35;129;1360;116;-24.705882352941178;-53.44827586206897
GM0770;Eersel;51.39649043796632;5.314617646419066;1015.19;715.39;1788.48;17884.84;0.0;1730.58;480.76;Kansrijk;27.0;1415.74;0.0;0.0;1415.74;393.26;5600.0;Noord-Brabant;PV30;MetropoolregioEindhoven;ES26;8488000.0;17197029.122399002;10999000.0;3893060.2150537632;1174000.0;795000.0;6283000.0;1655000.0;395000.0;1122323.8828967642;1057024.116657319;384247.3505763828;122000.0;408176.8198812404;966000.0;446000.0;50484089.33745277;4900772.170011707;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;728089.3374527654;262772.1700117066;res+thema;0.0144;0.0536;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1850;114;858;2917;53;177;1664;100;11.177884615384615;14.0
GM0772;Eindhoven;51.45016177449506;5.458535287298453;5012.58;92.72;231.8;2317.96;0.0;5105.3;1418.25;Kansrijk;7.0;347.26;0.0;0.0;347.26;96.46;5600.0;Noord-Brabant;PV30;MetropoolregioEindhoven;ES26;3463000.0;383483371.2775676;160781000.0;148564406.4516129;41365000.0;56230000.0;193988000.0;18014000.0;232000.0;35384400.308166414;12702304.262478968;3723937.634408602;3406000.0;7339317.791950736;18971000.0;1781000.0;1005888777.7291806;83539959.99700472;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;3828777.72918051;3643959.9970047167;res+thema;0.0038;0.0436;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;8910;2018;6651;10610;1043;2923;8861;1453;0.5529849904074032;38.88506538196834
GM0777;Etten-Leur;51.578315090794305;4.644966139366447;1451.44;497.17;1242.94;12429.36;0.0;1948.61;541.32;Kansrijk;23.0;1306.37;0.0;0.0;1306.37;362.88;5600.0;Noord-Brabant;PV30;West-Brabant;ES28;13244043.301759133;167053044.39819637;25766000.0;21482102.796674225;2083693.5704514363;7680000.0;12911057.251908397;2129000.0;20448000.0;37940470.73337187;1718056.831566549;323000.0;341836.2748605703;600000.0;1331000.0;238165.42948038175;252348941.31898955;62940529.26927937;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;876941.3189895398;211529.26927936496;res+thema;0.0035;0.0034;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2280;270;1612;2930;245;298;2099;212;8.623153882801335;27.358490566037737
GM0779;Geertruidenberg;51.697143602353144;4.881583300594862;766.22;225.19;562.98;5629.82;0.0;991.41;275.41;Kansrijk;10.0;580.61;0.0;0.0;580.61;161.28;5600.0;Noord-Brabant;PV30;West-Brabant;ES28;1743014.8849797023;45648541.89133795;13120000.0;8256058.956916099;2041352.9411764706;2505000.0;7697021.165857043;1351000.0;44000.0;50703038.469881415;1986028.5630153122;151000.0;192058.82352941175;165000.0;693000.0;210098.62142099682;82361989.84026727;54144224.47784714;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;11747989.84026727;50628224.47784714;res+thema;0.1426;0.9351;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1356;77;806;1879;45;107;1239;70;9.443099273607748;10.0
GM0784;Gilze en Rijen;51.559585775228435;4.9185749919470885;1071.24;490.17;1225.43;12254.27;0.0;1561.41;433.76;Kansrijk;1.0;26.71;0.0;0.0;26.71;7.42;5600.0;Noord-Brabant;PV30;HartvanBrabant;ES25;5976000.0;40804771.45707882;17525058.198614318;9169056.010928962;2658000.0;1435149.8110055556;16073056.634304207;2530053.136531365;484000.0;2709055.702917772;1710058.1986143189;402056.01092896174;105000.0;679519.801980198;6315113.268608415;548000.0;96171145.24846324;12952802.983049665;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1849145.2484632318;6036802.983049665;res+thema;0.0192;0.4661;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1698;122;151;3287;10;235;1499;105;13.275517011340893;16.19047619047619
GM0785;Goirle;51.512274573649385;5.033069996344347;719.26;345.39;863.48;8634.77;0.0;1064.65;295.76;Kansrijk;27.0;1415.74;0.0;0.0;1415.74;393.26;5600.0;Noord-Brabant;PV30;HartvanBrabant;ES25;2502000.0;8942961.786099138;10195043.879907621;2091043.7158469944;1609000.0;1215054.074638233;4956053.398058252;2282045.7564575644;139000.0;286048.275862069;730043.8799076213;57043.715846994535;127107.47663551402;605435.6435643565;750106.7961165048;499000.0;33793202.6110078;3193785.78793306;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;188202.61100780376;573785.7879330601;res+thema;0.0056;0.1797;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1196;85;267;2094;15;154;1125;86;6.311111111111111;-1.1627906976744187
GM0794;Helmond;51.47615122678839;5.656969796972171;2435.88;179.93;449.83;4498.33;0.0;2615.81;726.67;Kansrijk;9.0;454.1;0.0;0.0;454.1;126.14;5600.0;Noord-Brabant;PV30;MetropoolregioEindhoven;ES26;3491000.0;263383501.07858244;61717000.0;31067279.569892474;6795000.0;11763000.0;28872000.0;8617000.0;2559935.064935065;36234941.75654853;4973112.170499159;608186.3799283154;512000.0;1918532.2190455245;3840000.0;1768000.0;415705780.6484749;52414707.5909566;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;2277780.648474908;3477707.5909565995;res+thema;0.0055;0.0663;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;4534;215;3313;5707;147;281;4303;206;5.368347664420172;4.368932038834951
GM0796;'s-Hertogenbosch;51.71680933596873;5.351926128357119;3565.31;732.42;1831.05;18310.51;0.0;4297.73;1193.91;Kansrijk;42.0;2217.1;0.0;0.0;2217.1;615.86;5600.0;Noord-Brabant;PV30;Noordoost-Brabant;ES27;6269000.0;125991638.80288959;103383000.0;77253000.0;29846000.0;21041000.0;92551303.64683302;19692299.942429475;1121571.4285714286;12802282.765737874;7442000.0;1402367.203219316;2837262.3599208966;3156000.0;8156607.293666027;3816000.0;476027242.3921521;40734091.05111554;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;2793242.3921520663;867091.051115542;res+thema;0.0059;0.0213;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;10123;877;5579;13574;465;1193;8673;687;16.718551827510666;27.656477438136825
GM0797;Heusden;51.69676198604684;5.160190812516107;1420.36;610.3;1525.75;15257.47;0.0;2030.66;564.12;Kansrijk;46.0;2457.5;0.0;0.0;2457.5;682.64;5600.0;Noord-Brabant;PV30;HartvanBrabant;ES25;8397000.0;51517378.533239394;17434101.616628177;4724095.6284153005;2326000.0;2683024.0776552265;9692105.717367854;2568090.036900369;23307000.0;14975132.625994695;1350101.6166281756;134095.62841530054;198000.0;1189329.9424705561;1129211.4347357065;365000.0;99341795.61020632;42647871.24824444;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1704795.6102063146;1042871.2482444338;res+thema;0.0172;0.0245;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2986;189;2446;3761;150;238;2889;169;3.357563170647283;11.834319526627219
GM0798;Hilvarenbeek;51.47952463939801;5.145456045913133;976.69;827.16;2067.91;20679.05;0.0;1803.85;501.11;Kansrijk;58.0;3098.59;0.0;0.0;3098.59;860.72;5600.0;Noord-Brabant;PV30;HartvanBrabant;ES25;10874000.0;6805071.856282622;10977036.951501153;1480027.3224043716;602000.0;629035.4150799696;3282038.2955771303;6125034.686346863;552000.0;287038.19628647214;1147036.9515011548;133002.63104634688;144000.0;406024.7524752475;287076.591154261;181000.0;40774244.52719211;3137179.122463482;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;848244.5271921116;341179.1224634824;res+thema;0.0208;0.1088;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1687;127;696;2693;65;192;1423;106;18.5523541813071;19.81132075471698
GM0809;Loon op Zand;51.6405695173287;5.047540053276405;744.43;269.23;673.08;6730.83;0.0;1013.66;281.59;Kansrijk;32.0;1682.86;0.0;0.0;1682.86;467.46;5600.0;Noord-Brabant;PV30;HartvanBrabant;ES25;2196000.0;7727206.554625331;14451060.046189375;2691040.9836065574;925000.0;1166529.8362048147;6268043.149946062;19596046.494464945;164000.0;379058.35543766577;1349060.0461893764;23040.983606557376;156677.57009345794;504450.4950495049;468086.2998921251;1360000.0;55020927.06503709;4404373.7502686875;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;757927.0650370873;477373.7502686876;res+thema;0.0138;0.1084;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1455;56;483;2806;14;115;1363;64;6.749816581071166;-12.5
GM0820;Nuenen, Gerwen en Nederwetten;51.47860189029362;5.549464132518231;784.0;235.26;588.15;5881.47;0.0;1019.26;283.15;Kansrijk;12.0;641.09;0.0;0.0;641.09;178.08;5600.0;Noord-Brabant;PV30;MetropoolregioEindhoven;ES26;2335000.0;21638590.61200709;10232000.0;1470075.2688172043;1143000.0;1816000.0;3575000.0;1874000.0;163000.0;1856528.813559322;828031.6881660123;65050.179211469534;143000.0;519315.00792034855;386000.0;356000.0;44083665.88082429;4316925.688857152;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;549665.880824294;397925.6888571525;res+thema;0.0125;0.0922;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;779;24;657;1240;19;47;1151;45;-32.319721980886186;-46.666666666666664
GM0823;Oirschot;51.49261398983104;5.289780417447055;1081.53;781.78;1954.44;19544.45;0.0;1863.31;517.63;Kansrijk;49.0;2591.06;0.0;0.0;2591.06;719.74;5600.0;Noord-Brabant;PV30;MetropoolregioEindhoven;ES26;9659000.0;17252488.766524598;10627000.0;7013064.516129032;1241000.0;708000.0;12880000.0;1687000.0;10581064.935064936;1159821.2634822805;981028.3230510376;216907.875617553;106000.0;756611.8319771278;2183543.307086614;258000.0;61067553.28265363;16242977.536279548;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;528553.2826536291;12360977.53627955;res+thema;0.0087;0.761;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1713;120;665;2808;46;202;1576;113;8.692893401015228;6.1946902654867255
GM0824;Oisterwijk;51.562466029042355;5.204481261633584;999.34;501.79;1254.49;12544.86;0.0;1501.13;417.01;Kansrijk;30.0;1576.01;0.0;0.0;1576.01;437.78;5600.0;Noord-Brabant;PV30;HartvanBrabant;ES25;9361000.0;16731713.379683357;20280085.912240185;2982066.9398907106;4889000.0;3687627.406788683;9196090.075512405;2826071.586715867;2885000.0;958070.5570291777;1860085.9122401848;136066.9398907104;340000.0;1232242.5742574257;1587180.1510248112;417000.0;69953655.3008312;9415646.13444231;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1476655.3008312061;943646.1344423098;res+thema;0.0211;0.1002;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2044;82;1211;2932;49;136;2000;96;2.2;-14.583333333333334
GM0826;Oosterhout;51.637773801919835;4.864067976311421;1863.78;470.17;1175.44;11754.36;0.0;2333.95;648.37;Kansrijk;24.0;1255.46;0.0;0.0;1255.46;348.74;5600.0;Noord-Brabant;PV30;West-Brabant;ES28;4777033.829499324;145982556.7117586;44980000.0;26747154.195011336;3969945.2804377563;8166000.0;21233082.5815406;6070000.0;30886627.906976745;104792685.98059064;9793362.274945315;841000.0;328161.42270861834;525699.7329263639;3316000.0;718232.2375397667;261925772.59824765;151201769.5556875;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1324772.5982476356;144023769.55568746;res+thema;0.0051;0.9525;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;3885;325;2299;5569;204;457;3443;270;12.837641591635203;20.37037037037037
GM0828;Oss;51.781568289291805;5.526401340476843;3354.18;1688.63;4221.58;42215.75;0.0;5042.81;1400.89;Kansrijk;86.0;4993.23;4.0;340.3;5333.53;1481.54;5600.0;Noord-Brabant;PV30;Noordoost-Brabant;ES27;13995000.0;296555631.3066872;44615000.0;42441000.0;8007000.0;6558000.0;22435115.163147792;6977137.593552101;3282065.637065637;34545553.49157207;3863000.0;1507136.8209255533;732121.9512195121;731000.0;3109230.3262955854;1460000.0;441583884.0633871;49230108.227078356;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;13755884.063387064;1790108.2270783554;res+thema;0.0312;0.0364;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;8339;573;3349;12021;209;875;6430;439;29.68895800933126;30.52391799544419
GM0840;Rucphen;51.522672750393355;4.558562477644521;946.09;559.08;1397.69;13976.95;0.0;1505.17;418.14;Kansrijk;14.0;747.94;0.0;0.0;747.94;207.76;5600.0;Noord-Brabant;PV30;West-Brabant;ES28;6324050.067658999;23849938.95248008;9857000.0;1662049.886621315;764555.4035567716;603000.0;6164022.900763359;4910000.0;958000.0;2631377.8487784145;758030.6242638398;45684.21052631579;67061.55950752394;61000.0;815000.0;409111.3467656416;54134617.21108052;5745265.589841735;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;969617.2110805262;58265.589841735615;res+thema;0.0179;0.0101;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2178;164;1376;2951;85;241;2083;154;4.560729716754681;6.4935064935064934
GM0845;Sint-Michielsgestel;51.65706847801819;5.378121541631952;1032.48;512.54;1281.35;12813.53;0.0;1545.02;429.21;Kansrijk;15.0;801.36;0.0;0.0;801.36;222.6;5600.0;Noord-Brabant;PV30;Noordoost-Brabant;ES27;5847000.0;3750925.0085999314;10298000.0;1822000.0;1376000.0;1002000.0;7242056.429942418;2114048.934945308;949521.2355212355;367096.73796955176;1001000.0;38043.25955734406;122058.00922874094;132069.95230524644;1106112.859884837;228000.0;33452030.373487655;3943902.0544669554;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;648030.3734876576;789902.0544669555;res+thema;0.0194;0.2003;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1324;96;801;2678;79;183;2066;158;-35.91481122942885;-39.24050632911393
GM0847;Someren;51.378729191707336;5.691425911543043;1304.01;708.13;1770.34;17703.37;0.0;2012.14;558.97;Kansrijk;33.0;1762.99;0.0;0.0;1762.99;489.72;5600.0;Noord-Brabant;PV30;MetropoolregioEindhoven;ES26;33305000.0;25475253.87665816;9887000.0;2310053.7634408604;1914000.0;1417000.0;3887000.0;974000.0;42409000.0;1898831.7411402157;672028.3230510375;102256.56301462754;115186.04651162791;336828.45832416974;516000.0;231000.0;79169307.64009902;46281131.13204168;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;684307.6400990224;234131.1320416785;res+thema;0.0086;0.0051;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2524;234;1091;3888;102;362;2069;195;21.991300144997584;20.0
GM0848;Son en Breugel;51.51637575961224;5.482465186138169;727.79;159.1;397.74;3977.42;0.0;886.89;246.38;Kansrijk;6.0;320.54;0.0;0.0;320.54;89.04;5600.0;Noord-Brabant;PV30;MetropoolregioEindhoven;ES26;2369000.0;81948471.49780051;17712000.0;7541077.419354839;2314000.0;12367000.0;13059000.0;530000.0;179000.0;16967190.24139702;1206024.957936063;311051.6129032258;151000.0;644452.3861886959;544000.0;31000.0;137840548.91715536;20033719.198425006;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;350548.9171553608;17041719.198425002;res+thema;0.0025;0.8507;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1374;380;847;1900;249;509;1060;338;29.62264150943396;12.42603550295858
